"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718436,"2023-04-25",2,"2023-04-26T01:24:07.179Z","2023-04-26T01:24:16.319Z",TRUE,"pitch","dc7eb5ef-34a4-44b9-9d2a-f2406e1c9780",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.12,1.49,NA,102.4,187.14,"ground_ball","medium","5",102.26,168.59,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Grounded Into DP","grounded_into_double_play","Isaac Paredes grounds into a double play, third baseman Alex Bregman to second baseman Mauricio Dubon to first baseman Jose Abreu. Josh Lowe out at 2nd. Isaac Paredes out at 1st.",0,5,0,71,"bottom",9,"2023-04-26T01:23:23.454Z","2023-04-26T01:24:16.319Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.9,9,2,0.3957,6.5104,31.7183,-9.2615,-1.8472,11.8139,0.3829,1.9127,1.5451,-138.5728,-8.2026,0.0574,50.0044,5.5345,-3.5834,16.8,2.4,24,2577,201,94.9,-8,14,NA,NA,NA,TRUE,-10.4,19.8,3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",1,"2023-04-26T01:23:45.394Z","2023-04-26T01:23:48.844Z",TRUE,"pitch","5302d41b-9842-44e8-a798-67df66be8b79",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4052,1.5517,NA,99.92,208.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Grounded Into DP","grounded_into_double_play","Isaac Paredes grounds into a double play, third baseman Alex Bregman to second baseman Mauricio Dubon to first baseman Jose Abreu. Josh Lowe out at 2nd. Isaac Paredes out at 1st.",0,5,0,71,"bottom",9,"2023-04-26T01:23:23.454Z","2023-04-26T01:24:16.319Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.6,14,2,0.416,6.3606,25.9319,-28.9742,2.1075,1.8197,0.4481,1.1134,0.5149,-131.3158,-6.113,-0.0241,50.0045,5.6074,3.7072,7.2,7.2,24,2786,138,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2.3,-4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",0,"2023-04-26T01:23:29.065Z","2023-04-26T01:23:32.065Z",TRUE,"pitch","6af0c7f4-5001-43f3-899c-70c4b64b4b33",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.12,1.49,NA,89.86,197.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Grounded Into DP","grounded_into_double_play","Isaac Paredes grounds into a double play, third baseman Alex Bregman to second baseman Mauricio Dubon to first baseman Jose Abreu. Josh Lowe out at 2nd. Isaac Paredes out at 1st.",0,5,0,71,"bottom",9,"2023-04-26T01:23:23.454Z","2023-04-26T01:24:16.319Z",TRUE,FALSE,FALSE,TRUE,24,1,1,3,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.6,9,2,0.4148,6.2529,26.8651,-26.6533,2.7664,3.1209,0.7119,1.5444,1.3155,-131.8328,-5.717,-0.1522,50.0008,5.6971,4.8901,10.8,6,24,2725,164,NA,NA,NA,NA,NA,NA,FALSE,-28.6,4.7,-5.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",0,"2023-04-26T01:22:54.734Z","2023-04-26T01:23:05.852Z",TRUE,"pitch","5ab2ef4f-2104-4d27-affd-6d2d1f37f6c2",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.65,1.77,NA,104.18,178.72,"line_drive","hard","9",195.88,107.68,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Josh Lowe singles on a sharp line drive to right fielder Kyle Tucker.",0,5,0,70,"bottom",9,"2023-04-26T01:22:48.114Z","2023-04-26T01:23:05.852Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,82.8,9,2,0.4183,6.2412,26.4395,-29.3927,1.7556,1.599,0.3363,2.2243,0.7058,-130.7358,-3.5546,-0.1649,50.0017,5.7971,3.0519,6,7.2,24,2745,128,104.1,9,146,NA,NA,NA,FALSE,-31.4,2.4,-3.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666139,"Josh Lowe","/api/v1/people/666139",NA,NA,NA,NA,NA,NA
718436,"2023-04-25",7,"2023-04-26T01:22:20.091Z","2023-04-26T01:22:28.609Z",TRUE,"pitch","3465b311-8537-46bb-bb60-41f1a9dcdb06",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.23,1.5,NA,84.58,191.77,"ground_ball","medium","6",96.73,149.56,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.6,14,2,0.4205,6.206,25.2753,-28.5863,3.5258,2.0867,0.8505,1.741,0.9574,-129.8955,-4.8156,0.0196,50.0044,5.7727,6.0715,12,7.2,24,2722,140,91.3,-12,12,NA,NA,NA,TRUE,-31.1,3,-6.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",6,"2023-04-26T01:21:58.491Z","2023-04-26T01:22:01.491Z",TRUE,"pitch","499ca15f-dbd7-4ab4-946b-5eb44221ba77",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.23,1.5,NA,125.92,203.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.5,13,2,0.4206,6.2192,26.3287,-29.1212,3.1341,1.7764,-0.2339,1.3102,-1.0933,-130.0501,-5.6583,-0.2162,50.0043,5.7129,5.3886,9.6,7.2,24,2426,139,NA,NA,NA,NA,NA,NA,FALSE,-31.9,2.3,-5.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",5,"2023-04-26T01:21:39.354Z","2023-04-26T01:21:42.354Z",TRUE,"pitch","d639d7da-b151-4cb8-bff5-94394570938a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.3654,1.5,NA,62.67,211.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.4,14,2,0.3965,6.5,28.4538,-13.6091,-0.8874,9.5887,1.4253,1.0166,3.856,-137.7449,-9.9669,0.1271,50.0028,5.585,-1.7187,3.6,3.6,24,2513,199,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.6,0.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",4,"2023-04-26T01:21:20.094Z","2023-04-26T01:21:23.262Z",TRUE,"pitch","a1a472e1-7eac-496a-8f94-518d951ac515",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2539,1.5,NA,48.9,200.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,75.4,14,2,0.4599,6.1004,25.7006,-41.6069,9.028,-6.5869,1.7867,1.4314,1.755,-119.6495,-1.5657,-0.1306,50.0032,5.8642,12.9296,18,12,24,3141,27,NA,NA,NA,NA,NA,NA,FALSE,-52.8,-12,-16.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",3,"2023-04-26T01:20:55.847Z","2023-04-26T01:20:58.847Z",TRUE,"pitch","f3c395eb-7066-449f-85eb-0cfa8b0efaf4",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.23,1.5,NA,119.04,199.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.9,8,2,0.4143,6.1496,25.8064,-27.5508,0.3799,2.6072,-0.0536,1.4681,0.3441,-131.7773,-5.9305,-0.2348,50.0029,5.7611,0.6738,1.2,6,24,2595,167,NA,NA,NA,NA,NA,NA,FALSE,-29.4,3.7,-0.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718436,"2023-04-25",2,"2023-04-26T01:20:39.246Z","2023-04-26T01:20:42.837Z",TRUE,"pitch","c3f8c12b-dc86-4339-a323-794392eaab23",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3345,1.5,NA,80.55,204.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Randy Arozarena grounds out, shortstop Jeremy Pena to first baseman Jose Abreu.",0,5,0,69,"bottom",9,"2023-04-26T01:20:20.975Z","2023-04-26T01:22:28.609Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,668227,"Randy Arozarena","/api/v1/people/668227","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.4,14,2,0.3995,6.3177,29.6095,-9.1277,-1.3342,12.1028,0.9564,1.2743,2.602,-136.9691,-10.0115,0.1684,50.0046,5.5965,-2.5412,9.6,2.4,24,2440,195,NA,NA,NA,NA,NA,NA,FALSE,-10.8,20,1.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
