"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717539,"2023-07-01",5,"2023-07-01T20:40:18.057Z","2023-07-01T20:40:25.863Z",TRUE,"pitch","d1f267f7-f577-4d1f-8886-662a72bc0ee3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.1,1.39,NA,96.29,171.75,"ground_ball","medium","4",138.66,141.84,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.7,6,0.91,0.3905,6.3177,28.5191,-17.097,-2.566,7.5526,0.5434,2.4825,5.5487,-139.7263,-6.5312,-1.126,50.0065,5.9546,-5.1255,12,3.6,24,2218,201,82,6,83,NA,NA,NA,TRUE,-16.8,12.6,3.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",4,"2023-07-01T20:39:56.067Z","2023-07-01T20:39:59.067Z",TRUE,"pitch","6313b0d5-673c-4818-b83d-3605d42512c4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.0181,1.2976,NA,71.8,138.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.7,12,0.92,0.3886,6.3764,30.575,-13.7421,-3.5174,9.1542,1.1858,3.7151,7.7447,-140.6995,-3.947,-1.14,50.0059,6.0206,-7.0853,20.4,3.6,24,2277,204,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16,4.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",3,"2023-07-01T20:39:28.374Z","2023-07-01T20:39:32.926Z",TRUE,"pitch","570f55cb-355d-468f-ae21-f415fa5221b9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.1,1.39,NA,148.45,166.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(153, 171, 0, 1.0)","SC","Screwball",81.8,74.9,1,0.77,0.4611,5.999,24.0434,-33.8881,-4.6663,-1.2029,-0.8251,2.6782,2.8506,-119.0491,-0.7429,-1.4351,50.001,6.0766,-6.66,10.8,9.6,24,2123,299,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-2,7.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",2,"2023-07-01T20:39:06.035Z","2023-07-01T20:39:09.982Z",TRUE,"pitch","7c411f8e-2ee7-4732-b9e1-16712b67883a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.0701,1.2973,NA,87.86,192.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.8,9,0.91,0.3899,6.4403,29.2349,-12.6027,-4.6113,9.7742,0.7645,1.7208,6.9538,-140.0482,-9.0717,-1.1423,50.0029,5.8098,-9.2342,28.8,3.6,24,2151,208,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.2,7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",1,"2023-07-01T20:38:46.708Z","2023-07-01T20:38:49.983Z",TRUE,"pitch","7b802772-535c-42b2-9d9f-69d38042808c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1225,1.377,NA,152.72,149.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88.5,11,2,0.3914,6.3378,27.4944,-18.5122,-6.2315,6.8689,-0.937,3.3029,3.4071,-139.2714,-4.1055,-1.3582,50.0062,5.9996,-12.4022,31.2,4.8,24,1999,209,NA,NA,NA,NA,NA,NA,FALSE,-17.6,11.9,10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",0,"2023-07-01T20:38:23.230Z","2023-07-01T20:38:26.483Z",TRUE,"pitch","a38217b3-04e2-4ce3-93d1-a101d5b16a4b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1015,1.4565,NA,159.81,142.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Grounded Into DP","grounded_into_double_play","Matt McLain grounds into a double play, second baseman Ha-Seong Kim to shortstop Xander Bogaerts to first baseman Jake Cronenworth. Will Benson out at 2nd. Matt McLain out at 1st.",0,12,5,83,"bottom",9,"2023-07-01T20:38:18.758Z","2023-07-01T20:40:25.863Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,680574,"Matt McLain","/api/v1/people/680574","R","Right",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.8,11,2,0.3934,6.2761,28.261,-16.4261,-6.559,8.0002,-1.1231,3.5835,2.9702,-138.7336,-3.7229,-1.3499,50.0001,6.0236,-12.9051,36,4.8,24,2174,207,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14,11.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",5,"2023-07-01T20:37:47.008Z","2023-07-01T20:37:56.732Z",TRUE,"pitch","5bb478f0-493c-4405-8a08-0fe5dee694b3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.11,1.47,NA,128.26,180.05,"fly_ball","medium","7",72.62,83.91,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","TJ Friedl flies out to left fielder Juan Soto.",0,12,5,82,"bottom",9,"2023-07-01T20:36:01.488Z","2023-07-01T20:37:56.732Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,81.3,4,0.9,0.4267,6.3278,24.7182,-31.3782,-5.7638,0.4809,-0.2953,2.1751,4.5411,-128.0234,-3.2751,-1.3372,50.006,5.9092,-9.6357,15.6,8.4,24,1381,255,88.2,31,316,NA,NA,NA,TRUE,-34.8,0.4,9.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,666181,"Will Benson","/api/v1/people/666181",NA,NA,NA
717539,"2023-07-01",4,"2023-07-01T20:37:28.216Z","2023-07-01T20:37:31.216Z",TRUE,"pitch","77029ff1-6745-422c-9711-013a630ccfd4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1225,1.4831,NA,158.36,205.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","TJ Friedl flies out to left fielder Juan Soto.",0,12,5,82,"bottom",9,"2023-07-01T20:36:01.488Z","2023-07-01T20:37:56.732Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,81.4,13,0.89,0.4287,6.4225,22.4319,-30.0024,-5.8517,1.311,-1.0852,1.2225,2.2654,-127.0635,-5.5085,-1.2206,50.0049,5.7603,-9.7108,16.8,8.4,24,1448,254,NA,NA,NA,NA,NA,NA,FALSE,-34,1.6,10.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",3,"2023-07-01T20:37:06.612Z","2023-07-01T20:37:09.834Z",TRUE,"pitch","18f879cf-b36f-48a7-a0a7-9c55f7a052e6",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.11,1.47,NA,120.38,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","TJ Friedl flies out to left fielder Juan Soto.",0,12,5,82,"bottom",9,"2023-07-01T20:36:01.488Z","2023-07-01T20:37:56.732Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.6,2,0.91,0.4293,6.3364,25.1948,-26.6149,-6.7121,3.3639,-0.0888,2.6468,5.0345,-127.3999,-3.0191,-1.2146,50.0001,5.9419,-11.0761,20.4,7.2,24,1796,256,NA,NA,NA,NA,NA,NA,FALSE,-29.9,5.6,11,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717539,"2023-07-01",2,"2023-07-01T20:36:44.723Z","2023-07-01T20:36:49.773Z",TRUE,"pitch","0a5d928b-9a0c-4208-b25b-1c30cf647109",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.0716,1.3782,NA,128.7,197.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","TJ Friedl flies out to left fielder Juan Soto.",0,12,5,82,"bottom",9,"2023-07-01T20:36:01.488Z","2023-07-01T20:37:56.732Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641703,"Brent Honeywell","/api/v1/people/641703","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(153, 171, 0, 1.0)","SC","Screwball",78.9,73.5,7,0.89,0.4748,5.9198,19.464,-33.6986,-3.613,-1.1316,-0.307,1.5138,3.5796,-114.9485,-2.7645,-1.4083,50.0012,5.9742,-4.8794,7.2,10.8,24,2120,304,NA,NA,NA,NA,NA,NA,FALSE,-46,-2.4,5.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
