"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718563,"2023-04-15",2,"2023-04-16T01:33:15.458Z","2023-04-16T01:33:21.310Z",TRUE,"pitch","6929274c-9465-49ae-9edf-33838b1f47f6",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.55,1.69,NA,121.61,131.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,9,3,85,"bottom",9,"2023-04-16T01:32:19.418Z","2023-04-16T01:33:21.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.1,11,0.89,0.4083,5.8721,29.0312,-14.9629,-7.657,9.4407,-0.1208,3.9868,8.1313,-134.1571,-1.0228,-2.1962,50.0004,5.4396,-13.9558,38.4,4.8,24,2326,223,NA,NA,NA,NA,NA,NA,TRUE,-15.1,17,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",1,"2023-04-16T01:32:53.462Z","2023-04-16T01:32:56.521Z",TRUE,"pitch","734801c4-a79d-4357-9d12-efc889eed4b9",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.55,1.69,NA,120.46,187.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,9,3,85,"bottom",9,"2023-04-16T01:32:19.418Z","2023-04-16T01:33:21.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.7,8,0.83,0.412,5.8772,28.3383,-17.8741,-7.9105,7.9894,-0.0909,1.8994,8.2286,-132.922,-5.1134,-2.1981,50.0055,5.1448,-14.1655,33.6,4.8,24,2216,228,NA,NA,NA,NA,NA,NA,FALSE,-19.2,13.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",0,"2023-04-16T01:32:35.898Z","2023-04-16T01:32:39.790Z",TRUE,"pitch","ae947907-6f36-44f3-a6c9-67b20c65a394",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4745,1.6144,NA,109.07,191.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,9,3,85,"bottom",9,"2023-04-16T01:32:19.418Z","2023-04-16T01:33:21.310Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.9,8,0.84,0.4083,5.8599,25.6189,-17.1625,-8.7148,8.2107,0.208,1.7339,9.3353,-133.5652,-5.5964,-2.1809,50.0002,5.0683,-15.9279,38.4,4.8,24,2262,230,NA,NA,NA,NA,NA,NA,FALSE,-18.2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",1,"2023-04-16T01:31:49.842Z","2023-04-16T01:32:03.098Z",TRUE,"pitch","cbfe6b4f-f7e1-4243-a189-6b5ab96f399b",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.5,1.71,NA,125.26,181.8,"fly_ball","medium","9",168.13,103.02,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Flyout","field_out","Vinnie Pasquantino flies out to right fielder Ronald Acuna Jr.",0,9,3,84,"bottom",9,"2023-04-16T01:31:30.812Z","2023-04-16T01:32:03.098Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.4,79.1,8,0.9,0.4389,5.7712,22.5526,-29.9131,-8.3837,1.4346,-0.2167,2.1104,7.5905,-124.3025,-1.7345,-2.2059,50.0061,5.2771,-13.255,21.6,8.4,24,1072,257,93.7,49,263,NA,NA,NA,TRUE,-34.8,2.4,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951"
718563,"2023-04-15",0,"2023-04-16T01:31:33.443Z","2023-04-16T01:31:37.254Z",TRUE,"pitch","a3b2f6dd-8506-4603-9fb3-133cdc96b94d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4164,1.4654,NA,141.21,208.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Flyout","field_out","Vinnie Pasquantino flies out to right fielder Ronald Acuna Jr.",0,9,3,84,"bottom",9,"2023-04-16T01:31:30.812Z","2023-04-16T01:32:03.098Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86,79.8,13,0.89,0.436,5.8418,22.8933,-32.0544,-8.0792,0.0752,-0.635,1.1295,6.8678,-125.1581,-3.5911,-2.3517,50.0026,5.1803,-12.9457,20.4,8.4,24,1329,255,NA,NA,NA,NA,NA,NA,FALSE,-37.1,-0.4,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",5,"2023-04-16T01:30:46.581Z","2023-04-16T01:31:00.791Z",TRUE,"pitch","2f4e9e21-4738-4f9d-b80f-baa42008fca9",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.45,1.71,NA,87.6,155.45,"fly_ball","medium","9",198.24,62.15,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Ronald Acuna Jr. Bobby Witt Jr. to 3rd.",0,9,3,83,"bottom",9,"2023-04-16T01:28:53.090Z","2023-04-16T01:31:00.791Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.1,3,0.85,0.4061,5.8351,26.9876,-19.2338,-8.0326,7.0135,0.7712,3.0862,10.7603,-134.462,-2.0767,-2.2242,50.0056,5.2217,-14.8283,32.4,4.8,24,2328,226,98.9,36,382,NA,NA,NA,TRUE,-19.3,12.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951"
718563,"2023-04-15",4,"2023-04-16T01:30:17.984Z","2023-04-16T01:30:21.641Z",TRUE,"pitch","c1a2a0e1-163f-44bf-a5a4-48c2eab87ae4",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,0,NA,NA,3.45,1.71,NA,92.28,207.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Ronald Acuna Jr. Bobby Witt Jr. to 3rd.",0,9,3,83,"bottom",9,"2023-04-16T01:28:53.090Z","2023-04-16T01:31:00.791Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.1,79.5,14,0.91,0.4399,5.9786,20.5634,-33.8638,-6.9824,-1.0724,0.6486,1.1428,9.122,-123.6755,-3.2252,-2.1505,50.0037,5.2533,-11.0103,15.6,9.6,24,1257,251,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-2.4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",3,"2023-04-16T01:30:01.042Z","2023-04-16T01:30:05.306Z",TRUE,"pitch","b3a52368-cce5-4039-bb8f-4590785be48f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.5035,1.7353,NA,145.13,210.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Ronald Acuna Jr. Bobby Witt Jr. to 3rd.",0,9,3,83,"bottom",9,"2023-04-16T01:28:53.090Z","2023-04-16T01:31:00.791Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.6,79.8,13,0.75,0.4368,6.0455,21.3678,-25.0222,-6.687,4.4739,-0.7381,1.0534,6.1346,-124.6551,-5.007,-2.3437,50.0016,5.1139,-10.6884,20.4,7.2,24,1238,253,NA,NA,NA,NA,NA,NA,FALSE,-29.5,7.3,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",2,"2023-04-16T01:29:42.331Z","2023-04-16T01:29:45.426Z",TRUE,"pitch","a6766884-bd12-414e-afbf-b38783017f19",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5035,1.7933,NA,145.81,127.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Ronald Acuna Jr. Bobby Witt Jr. to 3rd.",0,9,3,83,"bottom",9,"2023-04-16T01:28:53.090Z","2023-04-16T01:31:00.791Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,85.4,11,0.84,0.4055,5.8088,24.8145,-19.879,-6.956,6.6276,-0.7559,4.125,6.6328,-134.2767,0.3511,-2.3359,50.0009,5.3897,-12.9,30,4.8,24,2172,230,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718563,"2023-04-15",1,"2023-04-16T01:29:23.895Z","2023-04-16T01:29:27.196Z",TRUE,"pitch","1e8a55a6-e44a-4927-bd68-be9224ad55cf",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5326,1.6919,NA,58.37,185.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","MJ Melendez flies out to right fielder Ronald Acuna Jr. Bobby Witt Jr. to 3rd.",0,9,3,83,"bottom",9,"2023-04-16T01:28:53.090Z","2023-04-16T01:31:00.791Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,85.6,14,0.84,0.4068,5.7046,23.652,-17.3748,-7.7811,8.0258,1.538,1.9662,12.2663,-133.664,-5.1503,-2.06,50.005,5.131,-14.3523,33.6,4.8,24,2285,228,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
