"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716764,"2023-09-02",4,"2023-09-02T02:50:00.575Z","2023-09-02T02:50:05.902Z",TRUE,"pitch","8788584f-eacf-4d70-bfd9-5e91b537a24a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.33,1.56,NA,125.1,161.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trevor Story strikes out swinging.",0,2,13,76,"top",9,"2023-09-02T02:48:47.644Z","2023-09-02T02:50:05.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,83.7,2,2,0.4159,7.0684,22.5143,-26.6768,2.3221,3.1154,-0.2125,2.8796,5.7639,-130.7374,-0.8975,-2.7305,50.0039,5.1948,4.0971,10.8,6,24,2176,163,NA,NA,NA,NA,NA,NA,TRUE,-27.7,5.6,-5.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",3,"2023-09-02T02:49:35.063Z","2023-09-02T02:49:38.126Z",TRUE,"pitch","e8ceab3d-82b4-4299-8558-eba78c770e5a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.33,1.56,NA,90.2,179.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trevor Story strikes out swinging.",0,2,13,76,"top",9,"2023-09-02T02:48:47.644Z","2023-09-02T02:50:05.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,90.7,6,2,0.3821,6.8947,28.8018,-15.0555,-6.8817,8.2006,0.7032,2.2088,11.719,-142.6506,-5.1874,-2.5398,50.0055,4.98,-14.371,37.2,3.6,24,2316,232,NA,NA,NA,NA,NA,NA,FALSE,-14,14,10.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",2,"2023-09-02T02:49:10.478Z","2023-09-02T02:49:17.232Z",TRUE,"pitch","f04a70b3-50dc-4707-8acc-721710c1e04f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4444,1.647,NA,114,198.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trevor Story strikes out swinging.",0,2,13,76,"top",9,"2023-09-02T02:48:47.644Z","2023-09-02T02:50:05.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,91,14,2,0.3808,7.1426,29.4934,-14.1236,-6.3756,8.5909,0.0787,1.5011,9.9194,-143.2126,-7.0277,-2.5832,50.0045,4.8501,-13.3989,36,3.6,24,2329,230,NA,NA,NA,NA,NA,NA,FALSE,-13.6,14.4,9.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",1,"2023-09-02T02:48:50.048Z","2023-09-02T02:48:53.351Z",TRUE,"pitch","1692f3ee-ddd1-4877-bae9-29873a71ce7c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.33,1.56,NA,107,185.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trevor Story strikes out swinging.",0,2,13,76,"top",9,"2023-09-02T02:48:47.644Z","2023-09-02T02:50:05.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90.6,8,2,0.3824,6.9184,29.3782,-15.2251,-6.0325,8.1371,0.2624,1.9821,10.0069,-142.6318,-5.6849,-2.49,50.0071,4.9432,-12.5722,32.4,3.6,24,2225,233,NA,NA,NA,NA,NA,NA,FALSE,-14.4,13.9,9.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",0,"2023-09-02T02:47:59.762Z","2023-09-02T02:48:50.048Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Trevor Story strikes out swinging.",0,2,13,76,"top",9,"2023-09-02T02:48:47.644Z","2023-09-02T02:50:05.902Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,596115,"Trevor Story","/api/v1/people/596115","R","Right",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",7,"2023-09-02T02:47:38.162Z","2023-09-02T02:47:43.978Z",TRUE,"pitch","df1450af-a3da-42de-8d26-3170ab332a04",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.4444,1.647,NA,155.7,153.87,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Wilyer Abreu walks. Ceddanne Rafaela to 2nd.",0,2,13,75,"top",9,"2023-09-02T02:44:55.987Z","2023-09-02T02:47:43.978Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,91.2,11,2,0.3786,6.9446,30.3025,-16.2744,-6.3785,7.4859,-1.0153,3.1449,7.0297,-144.1109,-2.751,-2.6457,50.0061,5.1046,-13.555,36,3.6,24,2226,232,NA,NA,NA,NA,NA,NA,FALSE,-14.4,13.2,10.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677800,"Wilyer Abreu","/api/v1/people/677800",678882,"Ceddanne Rafaela","/api/v1/people/678882",NA,NA,NA
716764,"2023-09-02",5,"2023-09-02T02:47:02.615Z","2023-09-02T02:47:06.095Z",TRUE,"pitch","ac79774e-6f70-4d2a-a029-11fabcc065dc",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4195,1.6801,NA,166.97,153.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Wilyer Abreu walks. Ceddanne Rafaela to 2nd.",0,2,13,75,"top",9,"2023-09-02T02:44:55.987Z","2023-09-02T02:47:43.978Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,90.6,11,2,0.3818,6.6381,29.0253,-16.4396,-5.996,7.5243,-1.3108,3.1652,6.1741,-142.7931,-2.4724,-2.7091,50.0022,5.0615,-12.5371,33.6,3.6,24,2161,230,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.4,9.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",4,"2023-09-02T02:46:40.853Z","2023-09-02T02:46:44.580Z",TRUE,"pitch","e94a940f-5b22-4faf-9c31-d4693e7275b2",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.3614,1.5061,NA,71.77,228.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Wilyer Abreu walks. Ceddanne Rafaela to 2nd.",0,2,13,75,"top",9,"2023-09-02T02:44:55.987Z","2023-09-02T02:47:43.978Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,84.9,14,2,0.4123,6.9806,24.8026,-27.3036,4.0428,2.7149,1.1865,0.3924,8.6486,-132.218,-6.8041,-2.6357,50.0037,4.968,7.2466,16.8,7.2,24,2168,164,NA,NA,NA,NA,NA,NA,FALSE,-29,3.7,-9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",3,"2023-09-02T02:46:15.729Z","2023-09-02T02:46:18.767Z",TRUE,"pitch","2c0d452c-073a-4a4c-aa42-97032ef3de22",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.301,1.504,NA,119.45,160.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Wilyer Abreu walks. Ceddanne Rafaela to 2nd.",0,2,13,75,"top",9,"2023-09-02T02:44:55.987Z","2023-09-02T02:47:43.978Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91.8,2,2,0.3764,6.9575,30.7054,-16.0908,-6.8385,7.4848,-0.0643,2.901,9.967,-144.9476,-3.8155,-2.6431,50.0037,5.2033,-14.6975,37.2,3.6,24,2198,227,NA,NA,NA,NA,NA,NA,FALSE,-14.3,13.1,10.7,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716764,"2023-09-02",2,"2023-09-02T02:45:52.358Z","2023-09-02T02:45:58.629Z",TRUE,"pitch","82c60488-7a8e-4a75-9b9b-892975c63bad",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.301,1.504,NA,158.43,153.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Wilyer Abreu walks. Ceddanne Rafaela to 2nd.",0,2,13,75,"top",9,"2023-09-02T02:44:55.987Z","2023-09-02T02:47:43.978Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",674444,"Steven Cruz","/api/v1/people/674444","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,90.1,11,2,0.3839,6.782,28.4874,-16.2329,-6.2528,7.7071,-1.0869,3.1535,7.1174,-141.9772,-2.6058,-2.7983,50.0034,5.1,-12.9347,34.8,3.6,24,2190,230,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.7,10.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
