"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745353,"2024-04-21",3,"2024-04-21T22:09:48.076Z","2024-04-21T22:09:48.592Z",FALSE,"action",NA,NA,"D-backs shortstop Blaze Alexander left the game due to an injured leg.","Injury",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,677942,"/api/v1/people/677942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"injury",NA,NA,NA,NA,NA,NA,"58","atBat","Flyout","field_out","Eugenio Suárez flies out to center fielder Jung Hoo Lee.",0,3,2,58,"top",8,"2024-04-21T22:08:46.427Z","2024-04-21T22:10:18.491Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leg",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",2,"2024-04-21T22:08:07.257Z","2024-04-21T22:08:16.265Z",TRUE,"pitch","40354686-c25d-489d-aaad-9ffa9d7ba66a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.48,1.72,NA,116.85,166.24,"ground_ball","medium","1",136.54,158.53,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Joc Pederson grounds into a force out, pitcher Sean Hjelle to second baseman Thairo Estrada to shortstop Tyler Fitzgerald. Lourdes Gurriel Jr. out at 2nd. Joc Pederson to 1st.",0,3,2,57,"top",8,"2024-04-21T22:07:04.606Z","2024-04-21T22:08:16.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,592626,"Joc Pederson","/api/v1/people/592626","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.6,78.1,5,0.9,0.4469,6.4838,20.8596,-36.68,1.0321,-2.9554,0.0041,2.6866,2.7752,-121.9217,-1.5928,-1.2767,50.001,6.4741,1.5747,3.6,9.6,24,1891,45,77.8,-20,8,NA,NA,NA,TRUE,-44,-5.5,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,592626,"Joc Pederson","/api/v1/people/592626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",1,"2024-04-21T22:07:45.045Z","2024-04-21T22:07:48.786Z",TRUE,"pitch","d00c2f5b-cfe5-418b-a6a8-2a366f40b1da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.48,1.72,NA,130.98,165.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Joc Pederson grounds into a force out, pitcher Sean Hjelle to second baseman Thairo Estrada to shortstop Tyler Fitzgerald. Lourdes Gurriel Jr. out at 2nd. Joc Pederson to 1st.",0,3,2,57,"top",8,"2024-04-21T22:07:04.606Z","2024-04-21T22:08:16.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,592626,"Joc Pederson","/api/v1/people/592626","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.8,4,0.91,0.399,6.4285,28.5861,-23.4799,-9.2706,4.5484,-0.3666,2.7288,5.4039,-136.9709,-5.859,-1.1546,50.004,6.4881,-17.7197,33.6,6,24,2236,224,NA,NA,NA,NA,NA,NA,FALSE,-23.5,7.3,15.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",0,"2024-04-21T22:07:30.269Z","2024-04-21T22:07:34.593Z",TRUE,"pitch","68a0fa87-2edb-4f1b-8473-a7e15e318479",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4925,1.6974,NA,73.89,159.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Joc Pederson grounds into a force out, pitcher Sean Hjelle to second baseman Thairo Estrada to shortstop Tyler Fitzgerald. Lourdes Gurriel Jr. out at 2nd. Joc Pederson to 1st.",0,3,2,57,"top",8,"2024-04-21T22:07:04.606Z","2024-04-21T22:08:16.265Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,592626,"Joc Pederson","/api/v1/people/592626","L","Left",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.2,86,12,2,0.4027,6.6137,27.4151,-20.9369,-3.8202,5.9896,1.1311,2.9312,7.6373,-135.5906,-5.3995,-1.2157,50.0059,6.393,-7.1719,14.4,4.8,24,2241,216,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10,5.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",1,"2024-04-21T22:06:56.781Z","2024-04-21T22:07:05.393Z",TRUE,"pitch","fa04838b-fd93-48be-825e-17f1e4262c44",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.66,1.73,NA,96.87,163.97,"line_drive","hard","9",173.12,93.81,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Lourdes Gurriel Jr. singles on a sharp line drive to right fielder Mike Yastrzemski.",0,3,2,56,"top",8,"2024-04-21T22:06:54.490Z","2024-04-21T22:07:05.393Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86,6,0.91,0.4015,6.4477,29.585,-24.2333,-10.0797,4.2138,0.5281,2.7709,7.6231,-136.3338,-5.3688,-0.9928,50.0039,6.4352,-19.0021,34.8,7.2,24,2263,222,103.1,12,231,NA,NA,NA,FALSE,-24.5,6.7,16.7,NA,NA,NA,NA,NA,FALSE,TRUE,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",0,"2024-04-21T22:05:55.340Z","2024-04-21T22:06:56.781Z",FALSE,"action",NA,NA,"Defensive Substitution: Tyler Fitzgerald replaces Jorge Soler, batting 9th, playing shortstop.","Defensive Sub",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666149,"/api/v1/people/666149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"6","Shortstop","Infielder","SS","902","56","atBat","Single","single","Lourdes Gurriel Jr. singles on a sharp line drive to right fielder Mike Yastrzemski.",0,3,2,56,"top",8,"2024-04-21T22:06:54.490Z","2024-04-21T22:07:05.393Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",663546,"Sean Hjelle","/api/v1/people/663546","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,624585,"/api/v1/people/624585",NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",3,"2024-04-21T22:04:36.482Z","2024-04-21T22:04:44.481Z",TRUE,"pitch","6ccd67ed-466c-46a4-a9fd-f52aa914d3ea",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.63,1.75,NA,109.48,192.09,"ground_ball","medium","5",108.11,165.14,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Jorge Soler grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",0,3,2,55,"bottom",7,"2024-04-21T22:04:18.056Z","2024-04-21T22:04:44.481Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,81.1,8,2,0.4295,6.1316,23.0361,-26.8818,2.1074,3.2035,0.1972,1.7293,5.6074,-126.9348,-4.1179,-2.3037,50.0035,5.4835,3.4789,9.6,7.2,24,2653,48,97.4,-17,6,NA,NA,NA,TRUE,-30.5,5.2,-4.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",2,"2024-04-21T22:04:20.158Z","2024-04-21T22:04:24.441Z",TRUE,"pitch","7ad268ba-a75f-4e3b-b869-cb5e7a4f33c2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6478,1.7842,NA,117.87,181.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Jorge Soler grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",0,3,2,55,"bottom",7,"2024-04-21T22:04:18.056Z","2024-04-21T22:04:44.481Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.6,8,2,0.4265,5.8014,24.1587,-32.1223,3.4291,0.0277,-0.0228,2.1224,4.5569,-127.9932,-2.5727,-2.2655,50.0005,5.6331,5.7397,10.8,8.4,24,2614,42,NA,NA,NA,NA,NA,NA,FALSE,-35.4,-0.2,-7.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",0,"2024-04-21T22:02:58.624Z","2024-04-21T22:03:18.862Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jorge Soler replaces Nick Ahmed.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,624585,"/api/v1/people/624585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","55","atBat","Groundout","field_out","Jorge Soler grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",0,3,2,55,"bottom",7,"2024-04-21T22:04:18.056Z","2024-04-21T22:04:44.481Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,605113,"/api/v1/people/605113",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",1,"2024-04-21T22:03:18.862Z","2024-04-21T22:04:20.158Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Jorge Soler grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",0,3,2,55,"bottom",7,"2024-04-21T22:04:18.056Z","2024-04-21T22:04:44.481Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",0,"2024-04-21T22:02:35.063Z","2024-04-21T22:02:35.093Z",FALSE,"no_pitch","07453536-0556-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Intent Walk","intent_walk","Bryce Jarvis intentionally walks Mike Yastrzemski.",0,3,2,54,"bottom",7,"2024-04-21T22:02:19.639Z","2024-04-21T22:02:36.224Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",1,"2024-04-21T22:02:35.093Z","2024-04-21T22:02:35.094Z",FALSE,"no_pitch","07453536-0556-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Intent Walk","intent_walk","Bryce Jarvis intentionally walks Mike Yastrzemski.",0,3,2,54,"bottom",7,"2024-04-21T22:02:19.639Z","2024-04-21T22:02:36.224Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",2,"2024-04-21T22:02:35.094Z","2024-04-21T22:02:35.095Z",FALSE,"no_pitch","07453536-0556-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Intent Walk","intent_walk","Bryce Jarvis intentionally walks Mike Yastrzemski.",0,3,2,54,"bottom",7,"2024-04-21T22:02:19.639Z","2024-04-21T22:02:36.224Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745353,"2024-04-21",3,"2024-04-21T22:02:35.095Z","2024-04-21T22:02:36.224Z",FALSE,"no_pitch","07453536-0556-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Intent Walk","intent_walk","Bryce Jarvis intentionally walks Mike Yastrzemski.",0,3,2,54,"bottom",7,"2024-04-21T22:02:19.639Z","2024-04-21T22:02:36.224Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,573262,"Mike Yastrzemski","/api/v1/people/573262","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,573262,"Mike Yastrzemski","/api/v1/people/573262",672275,"Patrick Bailey","/api/v1/people/672275",624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA
745353,"2024-04-21",2,"2024-04-21T22:02:07.609Z","2024-04-21T22:02:21.041Z",TRUE,"pitch","41f33ca6-e2ae-4bcd-a353-f9bd574dccb9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.37,1.66,NA,133.67,181.2,"ground_ball","medium","4",148.22,157,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Thairo Estrada grounds out, second baseman Ketel Marte to first baseman Christian Walker. Michael Conforto to 3rd. Patrick Bailey to 2nd.",0,3,2,53,"bottom",7,"2024-04-21T22:01:41.954Z","2024-04-21T22:02:21.041Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,90.1,7,2,0.3849,6.0089,28.4692,-17.9121,-6.6395,6.9302,-0.4374,2.1326,6.3383,-141.6202,-6.8872,-1.828,50.0013,5.7167,-13.6585,32.4,4.8,24,2093,220,83.9,-24,4,NA,NA,NA,TRUE,-17,11.5,10.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,672275,"Patrick Bailey","/api/v1/people/672275",624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA
745353,"2024-04-21",1,"2024-04-21T22:01:43.770Z","2024-04-21T22:01:47.730Z",TRUE,"pitch","da7909ef-369d-4da3-b0ef-8e265dd23c68",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.37,1.66,NA,157.32,156.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Thairo Estrada grounds out, second baseman Ketel Marte to first baseman Christian Walker. Michael Conforto to 3rd. Patrick Bailey to 2nd.",0,3,2,53,"bottom",7,"2024-04-21T22:01:41.954Z","2024-04-21T22:02:21.041Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Arizona Diamondbacks",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.4,80.8,11,2,0.4259,6.0671,27.8015,-26.2347,0.9733,3.5492,-1.0578,3.056,2.4869,-128.8113,-1.603,-2.1638,50.0037,5.723,1.6281,4.8,6,24,2476,125,NA,NA,NA,NA,NA,NA,FALSE,-28.7,6.2,-2.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
