"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718206,"2023-05-12",2,"2023-05-13T01:19:38.448Z","2023-05-13T01:19:42.490Z",TRUE,"pitch","9b64431b-2100-49e0-a175-bcaea0eb827f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.41,1.65,NA,113.55,194.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Sean Murphy strikes out swinging.",0,0,3,63,"top",9,"2023-05-13T01:18:50.228Z","2023-05-13T01:19:42.490Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",72.3,65.9,8,2,0.5253,6.2338,21.5345,-42.1435,8.7988,-9.1007,0.0906,1.6386,0.1272,-105.1663,1.6571,-1.1102,50.0045,5.8136,9.6366,13.2,15.6,24,2308,41,NA,NA,NA,NA,NA,NA,TRUE,-68.6,-15.4,-15.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",1,"2023-05-13T01:19:20.246Z","2023-05-13T01:19:23.246Z",TRUE,"pitch","065257a2-3bda-4910-ae9b-115ac66700e4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.41,1.65,NA,94.64,193.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Sean Murphy strikes out swinging.",0,0,3,63,"top",9,"2023-05-13T01:18:50.228Z","2023-05-13T01:19:42.490Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",75.2,67.8,9,0.94,0.5059,6.1603,24.1282,-28.8639,10.3237,2.8085,0.5866,1.6654,1.9372,-109.4007,-0.5237,-1.6558,50.0036,5.0752,12.1784,22.8,10.8,24,2336,67,NA,NA,NA,NA,NA,NA,FALSE,-44.2,5.3,-19.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",0,"2023-05-13T01:19:04.933Z","2023-05-13T01:19:07.933Z",TRUE,"pitch","965cb688-3d4e-408e-9fd0-0ad4310b3b39",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.41,1.65,NA,105.59,164.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Sean Murphy strikes out swinging.",0,0,3,63,"top",9,"2023-05-13T01:18:50.228Z","2023-05-13T01:19:42.490Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,669221,"Sean Murphy","/api/v1/people/669221","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.8,80,6,2,0.4326,6.3313,24.724,-26.2147,2.8074,3.6697,0.2994,2.7537,3.4682,-126.4004,-1.7347,-1.4531,50.0052,5.545,4.5624,10.8,7.2,24,2447,156,NA,NA,NA,NA,NA,NA,FALSE,-29.6,6.5,-5.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",5,"2023-05-13T01:18:33.477Z","2023-05-13T01:18:37.265Z",TRUE,"pitch","6d51db7b-82d0-4c7e-a87a-f76b43ece73d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.46,1.64,NA,122.38,141.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.6,11,0.95,0.4037,6.3241,33.2456,-11.9075,-4.4577,10.8996,-0.1412,3.6021,4.5591,-136.3017,-2.7584,-1.2659,50.0026,5.4626,-8.2888,30,3.6,24,2277,221,NA,NA,NA,NA,NA,NA,TRUE,-12.2,19.2,7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",4,"2023-05-13T01:18:10.382Z","2023-05-13T01:18:13.689Z",TRUE,"pitch","8aa41111-11cf-4630-8735-940e998c8be5",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.46,1.64,NA,107.52,201.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",72.9,66.4,14,2,0.5199,6.2333,21.3178,-33.5538,10.8692,-1.2379,0.2486,1.3971,1.088,-106.1222,0.4676,-1.6822,50.0002,5.0545,12.1636,20.4,13.2,24,2398,64,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-1.7,-19.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",2,"2023-05-13T01:17:39.442Z","2023-05-13T01:17:42.442Z",TRUE,"pitch","e84ea73c-0013-43fb-ac41-79ca1c361f01",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.46,1.64,NA,93.45,170.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85,6,0.95,0.4043,6.4312,30.6046,-15.2121,-4.4132,9.1358,0.6179,2.5463,6.463,-135.6354,-4.5871,-1.2261,50.0039,5.3256,-8.1955,22.8,3.6,24,2139,221,NA,NA,NA,NA,NA,NA,FALSE,-15.8,15.7,6.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",1,"2023-05-13T01:17:22.731Z","2023-05-13T01:17:25.731Z",TRUE,"pitch","8618f3d7-0db6-49d3-9cfb-71d6f6ead1b8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.46,1.64,NA,86.3,181.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",73.3,66.4,9,2,0.5185,6.2628,22.1086,-32.7747,10.6882,-0.5316,0.8053,2.1154,2.7576,-106.5404,1.5171,-1.9017,50.0039,5.1614,12.0136,21.6,13.2,24,2237,65,NA,NA,NA,NA,NA,NA,FALSE,-52,0,-20.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",0,"2023-05-13T01:17:08.693Z","2023-05-13T01:17:12.149Z",TRUE,"pitch","9b264686-aad2-4be6-9970-8e654998ecfc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3741,1.6371,NA,11.6,207.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.1,79,14,2,0.4392,6.7861,26.9075,-30.9768,2.9572,0.766,2.7651,1.144,8.0945,-125.0563,-4.4463,-0.9074,50.0054,5.5066,4.6515,10.8,8.4,24,2332,138,NA,NA,NA,NA,NA,NA,FALSE,-36.7,0.5,-7.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",3,"2023-05-13T01:17:56.051Z","2023-05-13T01:18:10.382Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,663586,"/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Austin Riley strikes out swinging.",0,0,3,62,"top",9,"2023-05-13T01:16:57.560Z","2023-05-13T01:18:37.265Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718206,"2023-05-12",3,"2023-05-13T01:16:35.540Z","2023-05-13T01:16:42.122Z",TRUE,"pitch","ba893070-4084-45fe-9933-7f3e98a0b2f6",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.41,1.68,NA,128.77,186.08,"ground_ball","medium","4",153.22,141.48,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Matt Olson grounds out, second baseman Whit Merrifield to first baseman Vladimir Guerrero Jr.",0,0,3,61,"top",9,"2023-05-13T01:15:24.557Z","2023-05-13T01:16:42.122Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,621566,"Matt Olson","/api/v1/people/621566","L","Left",605135,"Chris Bassitt","/api/v1/people/605135","R","Right","vs_RHP","vs_LHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.1,7,2,0.4043,6.4103,31.2153,-20.0332,-10.0884,6.5388,-0.3088,1.9517,5.9059,-135.7699,-5.3363,-1.2076,50.0048,5.3477,-18.7351,39.6,6,24,2158,231,107.5,-4,25,NA,NA,NA,TRUE,-20.8,10.8,16.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
