"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718780,"2023-03-30",4,"2023-03-30T20:13:04.804Z","2023-03-30T20:13:12.747Z",TRUE,"pitch","1222fa8a-9c1f-4e3a-8c0e-4f8909460cc2",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.63,1.72,NA,100.27,178.42,"line_drive","hard","8",116.75,51.65,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Joey Meneses lines out sharply to center fielder Michael Harris II.",0,7,2,83,"bottom",9,"2023-03-30T20:11:35.136Z","2023-03-30T20:13:12.747Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.4,85.3,9,0.77,0.4082,6.1069,23.6039,-21.7142,-1.5671,5.7129,0.4389,2.2355,-4.0723,-133.2423,-5.0105,2.1795,50.0047,5.6707,-2.871,8.4,4.8,24,2524,177,105.4,15,367,NA,NA,NA,TRUE,-22.4,9.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",3,"2023-03-30T20:12:42.096Z","2023-03-30T20:12:45.856Z",TRUE,"pitch","6a55d9e4-6cc8-4eab-b63c-099984427bf5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.464,1.718,NA,49.27,188.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Joey Meneses lines out sharply to center fielder Michael Harris II.",0,7,2,83,"bottom",9,"2023-03-30T20:11:35.136Z","2023-03-30T20:13:12.747Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.3,14,0.91,0.4369,NA,24.6333,-29.9216,10.0727,1.4109,1.7767,1.8496,-4.7275,-125.2444,-3.2143,2.3774,50.0006,5.5894,16.0447,26.4,8.4,24,1788,122,NA,NA,NA,NA,NA,NA,FALSE,-34.8,2,-17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",2,"2023-03-30T20:12:20.813Z","2023-03-30T20:12:26.029Z",TRUE,"pitch","1d461e59-a015-43f1-bb93-e16e944179c4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5109,1.718,NA,95.76,206.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Joey Meneses lines out sharply to center fielder Michael Harris II.",0,7,2,83,"bottom",9,"2023-03-30T20:11:35.136Z","2023-03-30T20:13:12.747Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.9,14,0.9,0.4391,6.1994,25.0486,-29.3914,10.5912,1.7667,0.5571,1.1827,-7.5427,-124.732,-4.7341,2.244,50.0035,5.5283,16.6922,26.4,8.4,24,1520,117,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.3,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",1,"2023-03-30T20:11:59.572Z","2023-03-30T20:12:02.811Z",TRUE,"pitch","a2d597e3-a9f5-46ab-9ad6-0ecce2739267",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.63,1.72,NA,128.43,133.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Joey Meneses lines out sharply to center fielder Michael Harris II.",0,7,2,83,"bottom",9,"2023-03-30T20:11:35.136Z","2023-03-30T20:13:12.747Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.7,11,0.91,0.3964,6.0701,30.8573,-11.912,4.1586,10.4784,-0.2999,3.8837,-7.8866,-138.1956,-2.7106,2.0509,50.0021,5.6776,8.0416,26.4,2.4,24,2465,147,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.6,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",0,"2023-03-30T20:11:37.279Z","2023-03-30T20:11:40.279Z",TRUE,"pitch","d6c2cf0f-74db-43f1-9e34-34a1fcf72032",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.63,1.72,NA,129.61,154.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Joey Meneses lines out sharply to center fielder Michael Harris II.",0,7,2,83,"bottom",9,"2023-03-30T20:11:35.136Z","2023-03-30T20:13:12.747Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86,1,0.9,0.3989,6.3253,32.2598,-12.5403,2.9029,10.2993,-0.3308,3.1398,-7.6661,-137.617,-4.4706,2.1214,50.0035,5.6432,5.5348,15.6,3.6,24,2533,150,NA,NA,NA,NA,NA,NA,FALSE,-13,17.8,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",7,"2023-03-30T20:10:57.913Z","2023-03-30T20:11:06.059Z",TRUE,"pitch","7eda23c5-0214-45bf-bd03-24cb894be7f9",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.14,1.51,NA,76.25,204.24,"ground_ball","medium","4",147.12,158.2,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Lane Thomas grounds out, second baseman Ozzie Albies to first baseman Matt Olson. Victor Robles to 2nd.",0,7,2,82,"bottom",9,"2023-03-30T20:08:48.858Z","2023-03-30T20:11:06.059Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,79.1,14,0.91,0.4386,NA,23.7982,-26.7392,9.7197,3.435,1.0691,1.2792,-6.5118,-124.6247,-4.8894,2.4461,50.0015,5.461,15.3692,27.6,8.4,24,1707,123,72.8,-23,5,NA,NA,NA,TRUE,-31.8,5.4,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,645302,"Victor Robles","/api/v1/people/645302",NA,NA,NA
718780,"2023-03-30",6,"2023-03-30T20:10:40.972Z","2023-03-30T20:10:44.052Z",TRUE,"pitch","29507922-fd1f-4e59-95c8-8306ed97d1ba",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.0675,1.508,NA,56.05,173.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Lane Thomas grounds out, second baseman Ozzie Albies to first baseman Matt Olson. Victor Robles to 2nd.",0,7,2,82,"bottom",9,"2023-03-30T20:08:48.858Z","2023-03-30T20:11:06.059Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.3,12,0.91,0.3953,NA,29.4602,-12.742,6.0653,9.9815,1.5989,2.4316,-3.9422,-138.3245,-6.3112,2.2509,50.0068,5.5893,11.813,38.4,3.6,24,2445,144,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17,-10.2,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",5,"2023-03-30T20:10:17.257Z","2023-03-30T20:10:20.583Z",TRUE,"pitch","926b806d-42ab-4874-b71b-caf6c818b069",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.14,1.51,NA,108.99,210.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Lane Thomas grounds out, second baseman Ozzie Albies to first baseman Matt Olson. Victor Robles to 2nd.",0,7,2,82,"bottom",9,"2023-03-30T20:08:48.858Z","2023-03-30T20:11:06.059Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,78.6,14,0.91,0.4422,NA,23.3636,-28.2045,11.3191,2.5519,0.2101,1.0358,-8.5706,-123.609,-5.0009,2.2423,50.0051,5.4379,17.6153,28.8,8.4,24,1443,32,NA,NA,NA,NA,NA,NA,FALSE,-34.1,3.7,-18.6,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",4,"2023-03-30T20:09:54.596Z","2023-03-30T20:09:57.900Z",TRUE,"pitch","29432e99-a4ca-4e7c-8d7d-2cf1153641a9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.14,1.51,NA,124.33,185.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Lane Thomas grounds out, second baseman Ozzie Albies to first baseman Matt Olson. Victor Robles to 2nd.",0,7,2,82,"bottom",9,"2023-03-30T20:08:48.858Z","2023-03-30T20:11:06.059Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.4,8,0.91,0.3955,6.2377,28.8874,-8.8944,4.7054,11.9678,-0.1922,1.9695,-7.6104,-138.1383,-8.089,1.979,50.0045,5.5225,9.1547,36,2.4,24,2482,151,NA,NA,NA,NA,NA,NA,FALSE,-10,20.3,-7.1,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718780,"2023-03-30",3,"2023-03-30T20:09:30.358Z","2023-03-30T20:09:33.556Z",TRUE,"pitch","c72ae33d-11c0-4ffa-a828-08e1f45f146d",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,1,NA,NA,3.0911,1.508,NA,146.32,226.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Lane Thomas grounds out, second baseman Ozzie Albies to first baseman Matt Olson. Victor Robles to 2nd.",0,7,2,82,"bottom",9,"2023-03-30T20:08:48.858Z","2023-03-30T20:11:06.059Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,657041,"Lane Thomas","/api/v1/people/657041","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,83.4,13,0.9,0.4203,NA,22.2854,-26.7878,-1.6279,3.1173,-0.7693,0.4516,-6.7559,-129.39,-7.7273,2.0674,50.0013,5.4749,-2.8109,7.2,7.2,24,2577,180,NA,NA,NA,NA,NA,NA,FALSE,-29.6,4.4,4.2,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
