"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747056,"2024-04-14",6,"2024-04-14T20:19:24.728Z","2024-04-14T20:19:28.510Z",TRUE,"pitch","b69f2da2-b410-40bf-b251-70f4a77a2e3f",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,2.8509,1.3249,NA,131.3,167.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.8,79.3,1,0.9,0.4378,6.511,24.0426,-41.8542,4.6882,-6.1028,-0.3751,2.6348,4.4171,-124.8838,2.8355,-2.7726,50.0004,4.9162,7.4388,10.8,10.8,24,2640,60,NA,NA,NA,NA,NA,NA,TRUE,-47.2,-10.2,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",4,"2024-04-14T20:18:40.968Z","2024-04-14T20:18:44.424Z",TRUE,"pitch","45d8ccf9-830b-477c-9fbe-0be7abc38d15",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.91,1.36,NA,129.36,142.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87,11,0.89,0.3958,6.7281,29.5643,-18.6216,-7.85,6.9828,-0.3244,3.5672,9.1433,-138.1545,0.4177,-2.6503,50.0044,4.6615,-15.2404,36,4.8,24,2318,229,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",3,"2024-04-14T20:18:14.198Z","2024-04-14T20:18:17.532Z",TRUE,"pitch","8f98e0eb-23a3-4300-8219-d592f4652fcd",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,2.91,1.36,NA,119.45,147.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.6,11,0.9,0.3952,6.7054,33.7083,-15.7056,-9.3102,8.4813,-0.0643,3.399,10.409,-139.0677,-0.6128,-2.6616,50.0017,4.6723,-18.0771,44.4,4.8,24,2472,225,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",2,"2024-04-14T20:17:51.842Z","2024-04-14T20:17:55.202Z",TRUE,"pitch","3e8e78aa-6664-43de-83ef-4bbe157dfab7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.8814,1.2505,NA,64.65,166.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.5,12,0.91,0.3922,6.7698,33.2196,-14.8676,-7.7807,8.7773,1.3733,2.6859,13.508,-139.9398,-2.505,-2.5179,50.0064,4.5732,-15.349,38.4,3.6,24,2473,220,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",1,"2024-04-14T20:17:28.212Z","2024-04-14T20:17:31.316Z",TRUE,"pitch","0ed3e2b0-0775-457a-b23a-1d6613e38262",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,2.91,1.36,NA,100.9,161.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.9,3,0.89,0.3998,6.7359,31.3174,-17.1857,-7.488,7.8949,0.4223,2.8514,10.5472,-137.1654,-1.8111,-2.5061,50.004,4.6963,-14.2198,33.6,4.8,24,2322,213,NA,NA,NA,NA,NA,NA,FALSE,-16.8,14,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",0,"2024-04-14T20:17:07.884Z","2024-04-14T20:17:11.758Z",TRUE,"pitch","fed7de4c-b230-40a6-9554-c44169fcbc47",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9328,1.3489,NA,97.05,189.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.8,9,0.9,0.3975,6.6567,29.6323,-13.9942,-6.0576,9.4475,0.5234,1.8168,10.4128,-137.6319,-4.9784,-2.5166,50.0056,4.592,-11.6612,32.4,3.6,24,2436,218,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.2,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",5,"2024-04-14T20:19:05.289Z","2024-04-14T20:19:08.289Z",FALSE,"pickoff","7f00f067-054a-47e8-9524-a99427d73000",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Sal Frelick called out on strikes.",0,4,6,75,"top",9,"2024-04-14T20:16:36.526Z","2024-04-14T20:19:28.510Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",4,"2024-04-14T20:16:25.116Z","2024-04-14T20:16:28.369Z",TRUE,"pitch","563eb246-52a3-401e-8922-12c72b9b1573",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.49,1.63,NA,122.4,137.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rhys Hoskins strikes out swinging.",0,4,6,74,"top",9,"2024-04-14T20:14:43.599Z","2024-04-14T20:16:28.369Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656555,"Rhys Hoskins","/api/v1/people/656555","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.3,11,0.89,0.3945,6.7915,29.1766,-17.6583,-5.7901,7.4236,-0.1415,3.74,9.2547,-138.5216,0.6641,-2.7642,50.0005,4.6723,-11.3194,27.6,3.6,24,2378,227,NA,NA,NA,NA,NA,NA,TRUE,-16.2,13.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,661388,"William Contreras","/api/v1/people/661388",663368,"Blake Perkins","/api/v1/people/663368"
747056,"2024-04-14",3,"2024-04-14T20:16:04.592Z","2024-04-14T20:16:07.799Z",TRUE,"pitch","b022be5b-c23a-4e53-9abb-ef6af2018799",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.49,1.63,NA,109.56,170.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rhys Hoskins strikes out swinging.",0,4,6,74,"top",9,"2024-04-14T20:14:43.599Z","2024-04-14T20:16:28.369Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656555,"Rhys Hoskins","/api/v1/people/656555","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,5,0.91,0.3944,6.8052,30.2717,-14.0002,-6.0126,9.2989,0.1953,2.5226,9.4941,-138.7463,-3.1353,-2.4857,50.0066,4.597,-11.7568,33.6,3.6,24,2340,217,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747056,"2024-04-14",2,"2024-04-14T20:15:44.238Z","2024-04-14T20:15:48.546Z",TRUE,"pitch","d842ab59-cd98-4586-9f92-a29cbcd2b20a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.455,1.53,NA,135.02,130.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Rhys Hoskins strikes out swinging.",0,4,6,74,"top",9,"2024-04-14T20:14:43.599Z","2024-04-14T20:16:28.369Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,656555,"Rhys Hoskins","/api/v1/people/656555","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,85.9,11,0.9,0.3985,6.852,32.2306,-13.6824,-6.0672,9.6821,-0.4727,3.9938,7.8888,-137.7352,0.4441,-2.5935,50.0068,4.7597,-11.5936,36,3.6,24,2434,218,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
