"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718713,"2023-04-04",4,"2023-04-05T01:46:07.987Z","2023-04-05T01:46:11.555Z",TRUE,"pitch","df03095e-1bde-4ecd-bd64-0688ab3aa45c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.32,1.65,NA,94.61,215.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,4,1,70,"bottom",9,"2023-04-05T01:44:29.320Z","2023-04-05T01:46:11.555Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.3,83.7,14,0.63,0.4136,6.7896,29.1175,-27.1618,-7.4057,2.8258,0.5873,0.8734,9.0767,-132.5617,-6.74,-1.9237,50.0036,5.4398,-13.142,21.6,7.2,24,1702,223,NA,NA,NA,NA,NA,NA,TRUE,-29.3,3.7,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718713,"2023-04-04",3,"2023-04-05T01:45:47.239Z","2023-04-05T01:45:51.593Z",TRUE,"pitch","796d721c-90bb-4cf9-8a44-e99972f126bf",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0674,1.5443,NA,126,208.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,4,1,70,"bottom",9,"2023-04-05T01:44:29.320Z","2023-04-05T01:46:11.555Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.1,83.3,13,0.69,0.4146,6.7084,29.6174,-27.6348,-6.6776,2.5709,-0.2362,1.1367,6.8391,-132.3644,-6.2057,-1.9923,50.0025,5.5489,-11.7877,19.2,7.2,24,1666,221,NA,NA,NA,NA,NA,NA,FALSE,-29.8,3.4,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718713,"2023-04-04",2,"2023-04-05T01:45:27.940Z","2023-04-05T01:45:32.367Z",TRUE,"pitch","e2955aca-a84e-47d4-85ac-563b091c02d6",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.32,1.65,NA,110.2,211.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,4,1,70,"bottom",9,"2023-04-05T01:44:29.320Z","2023-04-05T01:46:11.555Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92,84,14,0.7,0.4111,6.6798,30.7423,-28.6016,-6.4052,1.992,0.1785,1.0054,7.6492,-133.5971,-6.4721,-1.8995,50.0049,5.5353,-11.4958,18,7.2,24,1721,221,NA,NA,NA,NA,NA,NA,FALSE,-30.4,2.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718713,"2023-04-04",1,"2023-04-05T01:45:08.031Z","2023-04-05T01:45:12.454Z",TRUE,"pitch","c4841cd2-8073-455f-ba74-7b73aa3cf41a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.32,1.65,NA,95.15,165.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,4,1,70,"bottom",9,"2023-04-05T01:44:29.320Z","2023-04-05T01:46:11.555Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.3,6,0.91,0.3921,6.6907,35.3013,-8.1075,-7.1225,12.2102,0.5732,2.7064,9.0711,-140.3467,-6.975,-1.7937,50.0064,5.7701,-14.0432,50.4,3.6,24,2481,209,NA,NA,NA,NA,NA,NA,FALSE,-9.1,20.5,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718713,"2023-04-04",0,"2023-04-05T01:44:52.270Z","2023-04-05T01:44:56.317Z",TRUE,"pitch","a66733d9-c12c-4ad5-9a19-8025016ff1ea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2384,1.6597,NA,76.99,197.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,4,1,70,"bottom",9,"2023-04-05T01:44:29.320Z","2023-04-05T01:46:11.555Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.5,69.8,14,0.9,0.4964,6.2694,23.789,-40.8714,5.3087,-7.0896,1.0497,1.5181,5.1419,-111.2243,0.0443,-1.9997,50.0025,5.8103,6.5127,10.8,13.2,24,2560,42,NA,NA,NA,NA,NA,NA,FALSE,-59.9,-12.4,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718713,"2023-04-04",3,"2023-04-05T01:44:14.941Z","2023-04-05T01:44:26.611Z",TRUE,"pitch","3307f3e1-8337-4822-8126-e94c9c2a9664",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.65,1.73,NA,103.55,132.19,"fly_ball","medium","8",116.75,113.95,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Triston Casas flies out to center fielder Ji Hwan Bae.",0,4,1,69,"bottom",9,"2023-04-05T01:42:20.180Z","2023-04-05T01:44:26.611Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,85.7,12,0.91,0.398,6.6053,35.1505,-9.2654,-6.3892,11.9834,0.3529,3.9477,8.0317,-138.4085,-3.7159,-1.7767,50.0005,5.9443,-12.2126,44.4,3.6,24,2462,210,90.2,52,218,NA,NA,NA,TRUE,-9.6,20.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
718713,"2023-04-04",2,"2023-04-05T01:43:44.951Z","2023-04-05T01:43:50.820Z",TRUE,"pitch","ed0d665f-3353-43cc-abe2-2dcf16685453",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.65,1.73,NA,134.92,165.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Triston Casas flies out to center fielder Ji Hwan Bae.",0,4,1,69,"bottom",9,"2023-04-05T01:42:20.180Z","2023-04-05T01:44:26.611Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,85.9,4,0.91,0.3971,6.604,36.4535,-11.7241,-5.2955,10.6586,-0.47,2.7312,5.7652,-138.9284,-6.4159,-1.9025,50.0067,5.8802,-10.1641,32.4,3.6,24,2302,218,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
718713,"2023-04-04",1,"2023-04-05T01:43:24.689Z","2023-04-05T01:43:28.596Z",TRUE,"pitch","cbaad04f-61ca-47cf-8c01-a00e3205ebb3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5512,1.89,NA,69.25,190.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Triston Casas flies out to center fielder Ji Hwan Bae.",0,4,1,69,"bottom",9,"2023-04-05T01:42:20.180Z","2023-04-05T01:44:26.611Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.3,68.6,14,0.91,0.5047,6.1516,23.0504,-40.2741,5.9659,-6.8215,1.2527,1.8036,5.3332,-109.4077,0.7647,-2.0106,50.0043,5.839,7.0813,10.8,14.4,24,2373,51,NA,NA,NA,NA,NA,NA,FALSE,-60.8,-11.6,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
718713,"2023-04-04",0,"2023-04-05T01:42:39.837Z","2023-04-05T01:42:44.559Z",TRUE,"pitch","34d582f9-6291-4ffa-91ac-280dc9a8469b",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.6492,1.7461,NA,103.07,215.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Triston Casas flies out to center fielder Ji Hwan Bae.",0,4,1,69,"bottom",9,"2023-04-05T01:42:20.180Z","2023-04-05T01:44:26.611Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75,69,14,0.9,0.5048,5.9584,21.8826,-40.3864,5.8731,-6.9102,0.3654,0.8484,3.7628,-109.1255,-1.173,-2.1534,50.0046,5.802,6.977,10.8,14.4,24,2475,43,NA,NA,NA,NA,NA,NA,FALSE,-61.7,-12.5,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
718713,"2023-04-04",0,"2023-04-05T01:42:04.349Z","2023-04-05T01:42:16.058Z",TRUE,"pitch","e7da7136-24a6-40bd-a95b-550a69d61a78",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.33,1.55,NA,121.54,150.34,"popup","medium","5",116.74,189.05,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Pop Out","field_out","Adam Duvall pops out to third baseman Ke'Bryan Hayes.",0,4,1,68,"bottom",9,"2023-04-05T01:41:44.492Z","2023-04-05T01:42:16.058Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,594807,"Adam Duvall","/api/v1/people/594807","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.2,2,0.91,0.3969,6.5298,34.0607,-9.4685,-4.8101,11.7996,-0.1191,3.2756,6.2871,-138.5782,-5.2664,-1.8038,50.0027,5.8476,-9.2562,36,2.4,24,2448,209,95.8,74,43,NA,NA,NA,TRUE,-10.1,20.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,807799,"Masataka Yoshida","/api/v1/people/807799",NA,NA,NA,NA,NA,NA
