"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716447,"2023-09-24",5,"2023-09-24T20:27:12.403Z","2023-09-24T20:27:17.284Z",TRUE,"pitch","8d877937-49bb-4444-b29c-06c23099ce22",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.3,1.64,NA,91.28,140.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.2,12,0.9,0.38,6.484,34.8699,-11.7007,3.5215,9.739,0.6748,3.6325,-5.443,-144.3696,-2.0851,2.1306,50.0061,5.0879,7.406,26.4,2.4,24,2670,141,NA,NA,NA,NA,NA,NA,TRUE,-10.6,17.4,-5.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",4,"2023-09-24T20:26:52.128Z","2023-09-24T20:26:56.824Z",TRUE,"pitch","a4def96e-f1f4-42b4-b0d9-c4f26005000f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2635,1.7068,NA,128.53,197.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.5,13,0.9,0.3801,6.476,34.4081,-9.5246,4.2344,10.7745,-0.3026,1.5183,-8.2167,-144.2583,-7.6181,2.036,50.0023,4.7849,8.9016,31.2,2.4,24,2701,144,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.1,-6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",3,"2023-09-24T20:26:28.428Z","2023-09-24T20:26:31.976Z",TRUE,"pitch","d1eebcc7-0c61-4471-9d63-9f6fa1dcab9f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.3,1.64,NA,123.54,161.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,91.4,2,0.9,0.3754,6.3815,35.8953,-11.5087,4.8343,9.5976,-0.1715,2.8555,-8.0427,-146.1514,-4.27,1.9937,50.0055,5.0321,10.4125,33.6,2.4,24,2737,141,NA,NA,NA,NA,NA,NA,FALSE,-10.6,16.7,-7.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",2,"2023-09-24T20:25:54.236Z","2023-09-24T20:25:59.735Z",TRUE,"pitch","0b2ba1ca-b250-4b19-9843-8905dcdeda59",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.3,1.64,NA,126.27,173.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.1,83.6,5,0.9,0.4156,6.531,25.2965,-35.3221,-5.0566,-1.7835,-0.2431,2.4157,-4.7456,-131.2994,-0.1978,2.2386,50.0046,5.0993,-8.9138,15.6,8.4,24,2812,281,NA,NA,NA,NA,NA,NA,FALSE,-36.5,-3.1,10.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",1,"2023-09-24T20:25:33.818Z","2023-09-24T20:25:37.165Z",TRUE,"pitch","a9bd1770-6fb1-4a63-a173-bf8494843486",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.3,1.64,NA,102.91,161.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.9,3,0.9,0.3798,6.4,30.9998,-13.9735,1.2401,8.6265,0.3698,2.8795,-5.1842,-143.7857,-3.7774,2.0291,50.0008,5.0678,2.6167,6,2.4,24,2621,151,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.1,-1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",0,"2023-09-24T20:25:16.020Z","2023-09-24T20:25:19.876Z",TRUE,"pitch","ea320373-0822-4881-83b4-150023882757",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.3,1.64,NA,149.51,193.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,1,6,76,"top",9,"2023-09-24T20:24:49.024Z","2023-09-24T20:27:17.284Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,592885,"Christian Yelich","/api/v1/people/592885","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.7,85.2,13,0.88,0.4086,6.5707,25.8993,-32.1864,-3.9943,-0.0058,-0.853,1.6718,-6.6323,-133.5114,-2.8132,2.1722,50.0028,5.0307,-7.2874,14.4,7.2,24,2742,272,NA,NA,NA,NA,NA,NA,FALSE,-32.6,-0.4,8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",2,"2023-09-24T20:24:43.293Z","2023-09-24T20:24:47.235Z",TRUE,"pitch","7d0f87b5-94ee-4982-8678-eea4c3cccb22",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.2,1.52,NA,129.54,193.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Tyrone Taylor strikes out swinging.",0,1,6,75,"top",9,"2023-09-24T20:23:50.474Z","2023-09-24T20:24:47.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.3,84.7,7,0.9,0.4105,6.3178,26.2916,-32.5643,-4.432,-0.2128,-0.3291,1.6878,-5.4027,-133.0039,-2.2932,2.2982,50.0048,4.9033,-8.0079,15.6,7.2,24,2777,275,NA,NA,NA,NA,NA,NA,TRUE,-33.2,-0.6,9.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",1,"2023-09-24T20:24:26.371Z","2023-09-24T20:24:30.456Z",TRUE,"pitch","3b258b1a-e5f6-4f0e-b1ca-0faf3f7432ba",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.1312,1.5124,NA,128.83,196.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Tyrone Taylor strikes out swinging.",0,1,6,75,"top",9,"2023-09-24T20:23:50.474Z","2023-09-24T20:24:47.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.9,90.3,7,0.9,0.3812,6.4866,33.6644,-10.3239,2.7895,10.4523,-0.3104,1.5781,-7.8237,-143.7408,-7.821,2.0855,50.0007,4.9771,5.8311,18,2.4,24,2730,140,NA,NA,NA,NA,NA,NA,FALSE,-10.6,17.5,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",0,"2023-09-24T20:24:10.557Z","2023-09-24T20:24:14.060Z",TRUE,"pitch","1cfaa5d5-760d-448f-aa20-9f87c84a7e1c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.2,1.52,NA,123.01,202.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Tyrone Taylor strikes out swinging.",0,1,6,75,"top",9,"2023-09-24T20:23:50.474Z","2023-09-24T20:24:47.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621438,"Tyrone Taylor","/api/v1/people/621438","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.6,84.5,13,0.86,0.4105,6.4575,27.9975,-31.9856,-1.7425,0.1033,-0.1576,1.3498,-6.1951,-133.3055,-3.2635,2.4204,50.0014,4.8929,-3.143,7.2,7.2,24,2750,254,NA,NA,NA,NA,NA,NA,FALSE,-32.9,-0.4,4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716447,"2023-09-24",9,"2023-09-24T20:23:39.410Z","2023-09-24T20:23:44.383Z",TRUE,"pitch","ccf85600-f7df-422b-b340-9b45ab4217f5",7,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,0,NA,NA,3.21,1.44,NA,129.64,220.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Andruw Monasterio strikes out swinging.",0,1,6,74,"top",9,"2023-09-24T20:21:44.307Z","2023-09-24T20:23:44.383Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.8,85.3,13,0.71,0.4084,6.512,26.3341,-27.9938,-2.578,2.2912,-0.3316,0.6689,-6.4691,-133.6646,-5.6716,2.4462,50.0054,4.8051,-4.707,10.8,6,24,2808,223,NA,NA,NA,NA,NA,NA,TRUE,-28.9,3.2,6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
