"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717160,"2023-08-02",4,"2023-08-03T01:44:02.773Z","2023-08-03T01:44:07.145Z",TRUE,"pitch","74e70812-ff13-4520-b54f-f5d0d0b7043d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.36,1.61,NA,60.11,187.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,2,7,69,"top",9,"2023-08-03T01:42:25.251Z","2023-08-03T01:44:07.145Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.6,14,0.91,0.4466,6.14,26.8291,-34.6855,10.1473,-1.65,1.4924,1.9022,1.816,-123.134,-3.8464,-0.5742,50.0051,6.452,15.4206,24,10.8,24,2756,45,NA,NA,NA,NA,NA,NA,TRUE,-42.2,-3.7,-18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717160,"2023-08-02",3,"2023-08-03T01:43:44.851Z","2023-08-03T01:43:49.723Z",TRUE,"pitch","2a847331-258c-444c-a2b7-2a091d00766f",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.3388,1.5268,NA,148.86,172.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,2,7,69,"top",9,"2023-08-03T01:42:25.251Z","2023-08-03T01:44:07.145Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.7,76.1,11,0.85,0.4556,5.8921,24.5207,-38.5048,5.9915,-4.3257,-0.8357,2.4686,-1.7989,-120.4704,-1.5522,-0.8555,50.0053,6.5408,8.7627,12,10.8,24,2662,47,NA,NA,NA,NA,NA,NA,FALSE,-48,-7.9,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717160,"2023-08-02",2,"2023-08-03T01:43:27.896Z","2023-08-03T01:43:32.221Z",TRUE,"pitch","e8af7afb-87d8-44f3-9756-6c23975d81b7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2865,1.5007,NA,131.12,119.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,2,7,69,"top",9,"2023-08-03T01:42:25.251Z","2023-08-03T01:44:07.145Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,86.9,11,0.91,0.3929,5.9869,36.9023,-29.8535,-9.0541,1.1875,-0.3705,4.4147,3.8612,-140.3445,-0.5312,-0.6013,50.0054,6.5807,-17.751,28.8,7.2,24,2093,207,NA,NA,NA,NA,NA,NA,FALSE,-27.6,2.3,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717160,"2023-08-02",1,"2023-08-03T01:43:05.722Z","2023-08-03T01:43:09.775Z",TRUE,"pitch","d74c5a1e-58db-4a54-90e5-3b48e9c446d0",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.36,1.61,NA,115.47,176.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,2,7,69,"top",9,"2023-08-03T01:42:25.251Z","2023-08-03T01:44:07.145Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88,5,0.9,0.3918,6.0353,33.4336,-25.9872,-9.3218,3.128,0.0402,2.315,4.852,-140.1263,-6.4849,-0.5083,50.0005,6.3713,-18.4243,32.4,7.2,24,2161,222,NA,NA,NA,NA,NA,NA,FALSE,-25.2,4.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717160,"2023-08-02",0,"2023-08-03T01:42:49.273Z","2023-08-03T01:42:56.300Z",TRUE,"pitch","8c50a2e7-9ceb-4868-a83b-a0ab7e55f023",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3382,1.505,NA,148.12,179.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,2,7,69,"top",9,"2023-08-03T01:42:25.251Z","2023-08-03T01:44:07.145Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.2,4,0.91,0.3906,5.9657,34.34,-29.0978,-9.6706,1.5507,-0.8165,2.2045,3.2724,-140.6528,-6.2373,-0.7443,50.0043,6.3583,-19.2196,31.2,7.2,24,2131,228,NA,NA,NA,NA,NA,NA,FALSE,-27.8,1.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717160,"2023-08-02",5,"2023-08-03T01:42:07.120Z","2023-08-03T01:42:18.336Z",TRUE,"pitch","9ef9d559-4544-463e-9f64-2bb5b17a2bc4",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.11,1.5,NA,128.53,169.42,"line_drive","medium","9",181.18,118.62,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Isiah Kiner-Falefa.",0,2,7,68,"top",9,"2023-08-03T01:40:11.056Z","2023-08-03T01:42:18.336Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.2,4,0.89,0.3948,6.0369,33.72,-29.5665,-8.4585,1.3416,-0.3025,2.5688,3.9038,-139.1933,-4.9149,-0.6308,50.0047,6.3355,-16.4583,26.4,7.2,24,2059,227,82.7,23,244,NA,NA,NA,FALSE,-28.6,1.6,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
717160,"2023-08-02",4,"2023-08-03T01:41:41.404Z","2023-08-03T01:41:45.370Z",TRUE,"pitch","278b4db6-8f69-42db-abcc-46bf2888287b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.11,1.5,NA,127.09,185.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Isiah Kiner-Falefa.",0,2,7,68,"top",9,"2023-08-03T01:40:11.056Z","2023-08-03T01:42:18.336Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.3,8,0.9,0.3925,5.9528,31.0635,-30.348,-8.6829,0.9258,-0.2646,1.9813,4.0736,-139.5016,-6.572,-0.6148,50.0042,6.3655,-17.133,27.6,7.2,24,2182,223,NA,NA,NA,NA,NA,NA,FALSE,-29.3,0.5,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
717160,"2023-08-02",3,"2023-08-03T01:41:24.725Z","2023-08-03T01:41:29.799Z",TRUE,"pitch","bdc24509-4c05-4d67-852d-cd4cbc59e677",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.365,1.4997,NA,107.71,177.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Isiah Kiner-Falefa.",0,2,7,68,"top",9,"2023-08-03T01:40:11.056Z","2023-08-03T01:42:18.336Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.4,5,0.89,0.3915,6.0575,30.5344,-27.7496,-8.0793,2.2308,0.2438,2.2613,5.1837,-139.7359,-6.3121,-0.5825,50.0047,6.3648,-16.0308,27.6,7.2,24,2176,228,NA,NA,NA,NA,NA,NA,FALSE,-26.6,3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
717160,"2023-08-02",2,"2023-08-03T01:41:07.334Z","2023-08-03T01:41:13.650Z",TRUE,"pitch","4a8c17c2-4648-4f14-b8e5-1038bb0360cd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2079,1.4226,NA,89.33,208.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Isiah Kiner-Falefa.",0,2,7,68,"top",9,"2023-08-03T01:40:11.056Z","2023-08-03T01:42:18.336Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.8,14,0.9,0.3956,6.1338,30.3069,-27.1939,-9.0943,2.5653,0.726,1.1216,6.5709,-138.3622,-9.3159,-0.4957,50.0044,6.3488,-17.6689,28.8,7.2,24,2215,222,NA,NA,NA,NA,NA,NA,FALSE,-27.4,2.9,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
717160,"2023-08-02",1,"2023-08-03T01:40:44.069Z","2023-08-03T01:40:48.578Z",TRUE,"pitch","b05c3e3f-fcbc-44c8-bfe5-f3800d5ceb42",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2603,1.4997,NA,59.11,202.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Isiah Kiner-Falefa.",0,2,7,68,"top",9,"2023-08-03T01:40:11.056Z","2023-08-03T01:42:18.336Z",TRUE,FALSE,FALSE,FALSE,33,3,2,2,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.7,14,0.89,0.3906,6.2369,32.1295,-26.9247,-8.4526,2.634,1.5186,1.3343,8.3171,-140.2982,-8.8762,-0.388,50.0022,6.2976,-16.8284,27.6,7.2,24,2165,221,NA,NA,NA,NA,NA,NA,FALSE,-26.4,3,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
