"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745667,"2024-05-05",4,"2024-05-05T22:59:01.754Z","2024-05-05T22:59:05.951Z",TRUE,"pitch","0ea975f8-ee9b-4b82-886d-09c38154d89c",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.42,1.63,NA,72.63,200.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,12,3,81,"bottom",9,"2024-05-05T22:57:25.236Z","2024-05-05T22:59:05.951Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,77.5,14,2,0.45,6.7412,22.9492,-32.54,0.8941,-0.2465,1.164,1.4172,6.3695,-121.5275,-4.5205,-1.6027,50.0007,6.1156,1.3418,3.6,9.6,24,2232,84,NA,NA,NA,NA,NA,NA,TRUE,-40.3,-1.2,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745667,"2024-05-05",3,"2024-05-05T22:58:41.324Z","2024-05-05T22:58:46.473Z",TRUE,"pitch","d65cc381-c7fe-4edc-a0df-f681c38cc4c8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3847,1.6178,NA,191.76,184.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,12,3,81,"bottom",9,"2024-05-05T22:57:25.236Z","2024-05-05T22:59:05.951Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",85.9,79.2,13,2,0.4373,6.7139,24.5455,-25.4657,-4.4311,4.2197,-1.9613,2.0049,1.2507,-125.1243,-4.6371,-1.891,50.0042,5.9615,-7.0474,14.4,7.2,24,817,250,NA,NA,NA,NA,NA,NA,FALSE,-30.1,6.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745667,"2024-05-05",2,"2024-05-05T22:58:18.889Z","2024-05-05T22:58:22.588Z",TRUE,"pitch","78b7ae1a-0951-4c9b-8eed-afc4920318b8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.42,1.63,NA,111.96,179.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,12,3,81,"bottom",9,"2024-05-05T22:57:25.236Z","2024-05-05T22:59:05.951Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,76.8,8,2,0.4541,6.7327,20.9424,-33.7692,2.1044,-1.0835,0.1323,2.186,3.9758,-120.1368,-2.2792,-1.8104,50.0007,6.1179,3.1077,6,9.6,24,2215,85,NA,NA,NA,NA,NA,NA,FALSE,-42,-2.2,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745667,"2024-05-05",1,"2024-05-05T22:57:59.717Z","2024-05-05T22:58:02.717Z",TRUE,"pitch","82ee883f-38bd-4d1d-8467-beb9022464d6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.42,1.63,NA,132.3,211.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,12,3,81,"bottom",9,"2024-05-05T22:57:25.236Z","2024-05-05T22:59:05.951Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.9,13,2,0.4042,6.8134,26.5415,-13.1992,-6.4839,10.18,-0.4014,1.002,5.6208,-134.9672,-10.1802,-1.6581,50.004,5.7284,-12.0864,36,3.6,24,2216,216,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.7,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745667,"2024-05-05",0,"2024-05-05T22:57:42.365Z","2024-05-05T22:57:46.651Z",TRUE,"pitch","68e7af51-2676-44be-947c-918ae115914a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2824,1.5733,NA,79.91,167.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Abraham Toro strikes out swinging.",0,12,3,81,"bottom",9,"2024-05-05T22:57:25.236Z","2024-05-05T22:59:05.951Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,647351,"Abraham Toro","/api/v1/people/647351","L","Left",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,77.8,12,2,0.4496,6.7654,20.0239,-33.3257,2.28,-0.7587,0.9729,2.6414,5.8761,-121.0869,-1.5876,-1.7659,50.0058,6.1779,3.4411,7.2,9.6,24,2165,90,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-1.4,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745667,"2024-05-05",4,"2024-05-05T22:57:13.545Z","2024-05-05T22:57:17.493Z",TRUE,"pitch","bdbdd27c-c376-4953-ab4a-abd7ea6cf7b2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.5421,1.5703,NA,165.8,162.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Brett Harris walks.",0,12,3,80,"bottom",9,"2024-05-05T22:55:38.216Z","2024-05-05T22:57:17.493Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.5,11,2,0.4001,6.691,26.795,-14.8831,-6.4794,9.0858,-1.2804,2.8378,3.885,-136.32,-5.8337,-1.8738,50.005,6.0134,-12.334,36,4.8,24,2209,213,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,695391,"Brett Harris","/api/v1/people/695391",NA,NA,NA,NA,NA,NA
745667,"2024-05-05",3,"2024-05-05T22:56:58.253Z","2024-05-05T22:57:01.273Z",TRUE,"pitch","0e2eb5eb-4153-40d7-9f4a-14aa36b76401",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.4873,1.6026,NA,109.33,171.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Brett Harris walks.",0,12,3,80,"bottom",9,"2024-05-05T22:55:38.216Z","2024-05-05T22:57:17.493Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.8,5,2,0.4031,6.7747,27.4553,-13.7905,-5.794,9.8127,0.2012,2.4768,6.7899,-135.4774,-6.6512,-1.5756,50.0016,5.9135,-10.8534,32.4,3.6,24,2236,212,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,695391,"Brett Harris","/api/v1/people/695391",NA,NA,NA,NA,NA,NA
745667,"2024-05-05",2,"2024-05-05T22:56:36.655Z","2024-05-05T22:56:40.667Z",TRUE,"pitch","7c18e2c4-cbc1-4839-8da4-b4f4d856555c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3657,1.597,NA,68.65,206.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Brett Harris walks.",0,12,3,80,"bottom",9,"2024-05-05T22:55:38.216Z","2024-05-05T22:57:17.493Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.1,14,2,0.4058,6.8246,29.9044,-10.8302,-6.139,11.5688,1.2683,1.198,9.5993,-135.0777,-10.3456,-1.5367,50.0004,5.8429,-11.324,34.8,3.6,24,2292,203,NA,NA,NA,NA,NA,NA,FALSE,-13,18.8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,695391,"Brett Harris","/api/v1/people/695391",NA,NA,NA,NA,NA,NA
745667,"2024-05-05",1,"2024-05-05T22:56:18.271Z","2024-05-05T22:56:24.676Z",TRUE,"pitch","1b189c55-8fca-4b0d-bc06-7e2212df0210",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.492,1.6069,NA,151.12,178.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Brett Harris walks.",0,12,3,80,"bottom",9,"2024-05-05T22:55:38.216Z","2024-05-05T22:57:17.493Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.4,13,2,0.3993,6.7871,29.574,-11.1272,-5.7208,11.0376,-0.895,2.2175,4.335,-137.0396,-7.7217,-1.7521,50.0029,5.8273,-10.9083,38.4,3.6,24,2356,213,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,695391,"Brett Harris","/api/v1/people/695391",NA,NA,NA,NA,NA,NA
745667,"2024-05-05",0,"2024-05-05T22:55:59.481Z","2024-05-05T22:56:03.460Z",TRUE,"pitch","c2d7aeae-4c5f-4946-b0d3-dfc992694ba9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4021,1.6222,NA,71.1,221.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Brett Harris walks.",0,12,3,80,"bottom",9,"2024-05-05T22:55:38.216Z","2024-05-05T22:57:17.493Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,695391,"Brett Harris","/api/v1/people/695391","R","Right",681871,"Eli Villalobos","/api/v1/people/681871","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.3,14,2,0.4437,6.7487,25.7862,-28.1211,-0.0407,2.6312,1.204,0.6275,6.8184,-123.6843,-7.1389,-1.5889,50.006,5.9253,-0.0639,2.4,7.2,24,2253,148,NA,NA,NA,NA,NA,NA,FALSE,-34.8,3.2,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,695391,"Brett Harris","/api/v1/people/695391",NA,NA,NA,NA,NA,NA
