"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716914,"2023-08-20",3,"2023-08-20T22:51:44.785Z","2023-08-20T22:51:50.333Z",TRUE,"pitch","2c2939cf-18aa-4d3d-a78a-4d7f3d4fdc6a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.6,1.69,NA,66.42,205.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,12,1,75,"bottom",9,"2023-08-20T22:50:07.660Z","2023-08-20T22:51:50.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,78.6,14,0.92,0.4414,6.6374,25.7688,-27.6897,6.0405,2.8738,1.3269,1.2502,6.5509,-124.2712,-3.889,-2.1315,50.001,5.1452,9.4086,20.4,8.4,24,2238,56,NA,NA,NA,NA,NA,NA,TRUE,-33.1,4.6,-12.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",2,"2023-08-20T22:51:22.206Z","2023-08-20T22:51:25.449Z",TRUE,"pitch","f8a0ee44-b5cc-47b1-a72f-635d11e99914",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3885,1.5513,NA,111.41,169.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,12,1,75,"bottom",9,"2023-08-20T22:50:07.660Z","2023-08-20T22:51:50.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.5,80.8,5,0.91,0.4289,6.4481,24.5245,-29.8797,-0.3762,1.383,0.1466,2.5777,5.2249,-127.3897,-1.599,-1.8762,50.0009,5.5608,-0.624,0,7.2,24,2132,49,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2.4,-0.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",1,"2023-08-20T22:50:54.020Z","2023-08-20T22:50:57.242Z",TRUE,"pitch","e9454203-b330-47e5-b272-3af8ccfaae67",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4203,1.5513,NA,101.51,138.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,12,1,75,"bottom",9,"2023-08-20T22:50:07.660Z","2023-08-20T22:51:50.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,77.7,12,0.86,0.4429,6.6489,25.997,-26.1864,5.1365,3.8717,0.4064,3.7256,4.4912,-123.9343,1.3595,-2.1002,50.0046,5.3655,7.9478,19.2,7.2,24,2189,63,NA,NA,NA,NA,NA,NA,FALSE,-30.2,7.6,-10.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",0,"2023-08-20T22:50:25.826Z","2023-08-20T22:50:30.899Z",TRUE,"pitch","26e95378-dfb5-405e-ac52-d402c82000e8",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.6,1.69,NA,131.66,174.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Brent Rooker strikes out swinging.",0,12,1,75,"bottom",9,"2023-08-20T22:50:07.660Z","2023-08-20T22:51:50.333Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,667670,"Brent Rooker","/api/v1/people/667670","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.9,93.1,4,0.91,0.3715,7.0528,31.4357,-12.9922,-7.2543,8.6922,-0.3847,2.3942,6.6666,-146.8636,-6.7067,-1.7302,50.0027,5.4637,-16.0096,45.6,3.6,24,2139,220,NA,NA,NA,NA,NA,NA,FALSE,-11.9,14.8,12,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",6,"2023-08-20T22:49:48.221Z","2023-08-20T22:49:55.751Z",TRUE,"pitch","06a8ff1b-9b91-400f-a4ee-9dfca5b560ee",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.19,1.46,NA,83.1,186.59,"ground_ball","medium","6",113.14,157.9,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,84.3,14,0.9,0.4151,6.7129,21.5832,-30.6194,-0.3104,0.8786,0.8894,1.9328,7.5571,-130.7914,-3.0036,-1.9692,50.0036,5.3378,-0.5504,1.2,7.2,24,1952,53,77.3,-34,4,NA,NA,NA,TRUE,-32,1.2,-0.7,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",5,"2023-08-20T22:49:17.673Z","2023-08-20T22:49:21.584Z",TRUE,"pitch","4ca145ef-3ac5-4751-8916-9f480b8e57f2",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.19,1.46,NA,181.52,180.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,91.5,13,0.9,0.3782,7.0254,30.4502,-17.2096,-7.4001,7.0308,-1.6926,2.1599,3.43,-144.2661,-6.0668,-1.929,50.0031,5.3334,-15.7533,39.6,4.8,24,2084,223,NA,NA,NA,NA,NA,NA,FALSE,-15.8,11.9,12.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",4,"2023-08-20T22:48:55.069Z","2023-08-20T22:48:58.278Z",TRUE,"pitch","0614df46-db54-489f-a9c4-99a386e3058a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.168,1.3949,NA,85.87,203.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.9,91.5,9,0.91,0.3774,7.1489,32.7006,-13.121,-8.158,8.9237,0.8166,1.3144,10.1502,-144.9287,-9.0165,-1.665,50.0059,5.2603,-17.4229,45.6,3.6,24,2145,231,NA,NA,NA,NA,NA,NA,FALSE,-13,14.5,12.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",3,"2023-08-20T22:48:34.005Z","2023-08-20T22:48:37.058Z",TRUE,"pitch","b61327f5-7129-43d8-bc91-464c5c61f1fa",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.17,1.3974,NA,106.45,210.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,83.1,14,0.91,0.4196,6.7103,24.2711,-31.9039,0.4391,0.1548,0.2767,1.0639,5.815,-129.9507,-4.9281,-2.0362,50.0021,5.3761,0.7588,2.4,7.2,24,2128,55,NA,NA,NA,NA,NA,NA,FALSE,-34.4,-0.5,-1.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",2,"2023-08-20T22:48:06.584Z","2023-08-20T22:48:10.914Z",TRUE,"pitch","a9f5bfd4-f9da-4371-a424-94878b2e1215",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.19,1.46,NA,149.31,164.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.7,11,0.83,0.3889,7.0881,30.0143,-18.2553,-6.6412,6.9206,-0.8475,2.7678,5.0364,-140.5012,-4.0609,-1.795,50.0045,5.4086,-13.3602,32.4,4.8,24,1985,220,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12,11,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716914,"2023-08-20",1,"2023-08-20T22:47:43.878Z","2023-08-20T22:47:47.294Z",TRUE,"pitch","0215a84f-9ecf-4214-b81a-5c5a9e2fbd6b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1042,1.2997,NA,90.21,205.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Grounded Into DP","grounded_into_double_play","Jonah Bride grounds into a double play, shortstop Jorge Mateo to second baseman Jordan Westburg to first baseman Ryan Mountcastle. Zack Gelof out at 2nd. Jonah Bride out at 1st.",0,12,1,74,"bottom",9,"2023-08-20T22:47:06.986Z","2023-08-20T22:49:55.751Z",TRUE,FALSE,FALSE,TRUE,24,3,2,2,681146,"Jonah Bride","/api/v1/people/681146","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Baltimore Orioles","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,82.5,9,0.91,0.421,6.7199,25.9416,-28.8087,-1.3618,1.9626,0.7028,1.2175,7.179,-129.8541,-5.0778,-1.9149,50.0056,5.3773,-2.339,2.4,7.2,24,2095,164,NA,NA,NA,NA,NA,NA,FALSE,-31.6,2.6,1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
