"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717827,"2023-06-09",6,"2023-06-10T01:08:01.145Z","2023-06-10T01:08:05.698Z",TRUE,"pitch","c9ea2af5-91ae-4292-bde1-a99d356a2731",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.1636,1.4338,NA,132.68,185.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.2,7,0.86,0.4031,6.6906,32.0812,-13.1519,-3.27,10.1874,-0.4113,1.9675,2.8635,-136.2913,-7.4455,-1.0546,50.0027,5.6577,-6.1052,20.4,3.6,24,2180,207,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,-14.4,16.9,5.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",5,"2023-06-10T01:07:34.431Z","2023-06-10T01:07:38.106Z",TRUE,"pitch","84cc1e71-8e6a-4801-a1fa-edbb886ba422",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.29,1.56,NA,121.49,202.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78,13,0.91,0.4447,6.7777,25.2389,-33.2685,5.3761,-0.7141,-0.1177,1.3332,1.3904,-123.3226,-3.8751,-1.3875,50.0012,5.7404,8.2541,14.4,9.6,24,2527,95,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-40.1,-1.9,-10.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",4,"2023-06-10T01:07:13.091Z","2023-06-10T01:07:16.424Z",TRUE,"pitch","1635a184-6a3a-4273-a1f7-978bfebe0d54",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.1636,1.5346,NA,132.07,197.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,77.9,7,0.91,0.4445,6.6938,25.1473,-30.2749,5.3649,1.2319,-0.3954,1.5263,0.6076,-123.3609,-3.8922,-1.3418,50.0002,5.684,8.245,15.6,8.4,24,2430,122,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-36.6,1.6,-9.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",3,"2023-06-10T01:06:53.300Z","2023-06-10T01:06:56.300Z",TRUE,"pitch","a79701a5-1bb9-4571-824b-428cd9d5135c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1636,1.5598,NA,182.62,150.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.1,11,0.74,0.4073,6.7743,31.792,-13.6143,-3.7135,10.1546,-1.7214,3.2639,-0.0641,-134.9398,-4.2093,-1.2155,50.0032,5.8161,-6.7876,25.2,3.6,24,2305,197,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-14.4,17.6,6.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",2,"2023-06-10T01:06:36.544Z","2023-06-10T01:06:39.953Z",TRUE,"pitch","61cdac72-b677-4e5b-a896-0cc01f53d1a4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2395,1.4842,NA,100.17,190.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.9,9,0.91,0.4451,6.5648,24.465,-32.1084,5.1833,0.0436,0.4414,1.793,2.4978,-123.0611,-3.154,-1.2603,50.0035,5.8117,7.9482,14.4,8.4,24,2530,113,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-38.6,-0.4,-10,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",1,"2023-06-10T01:06:16.143Z","2023-06-10T01:06:19.143Z",TRUE,"pitch","545a6825-064b-4a0a-a356-2648727c7865",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1636,1.5094,NA,86.64,137.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85,12,0.9,0.4045,6.7571,29.8165,-12.3473,-3.4446,10.6782,0.7966,3.7509,5.921,-135.4581,-3.3801,-0.9709,50.0032,5.8791,-6.3966,21.6,3.6,24,2433,199,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-12.8,18.8,4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",0,"2023-06-10T01:06:00.579Z","2023-06-10T01:06:03.894Z",TRUE,"pitch","98ba4bdf-b6fb-4396-9f3f-532d39bb2f0e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1889,1.5598,NA,107.34,212.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Sandy Leon called out on strikes.",0,3,8,68,"top",9,"2023-06-10T01:05:46.360Z","2023-06-10T01:08:05.698Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,506702,"Sandy León","/api/v1/people/506702","L","Left",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.9,14,0.91,0.4349,6.813,25.7724,-29.8943,5.1086,1.4234,0.2534,0.9604,2.2775,-125.9831,-5.781,-1.3264,50.0058,5.7034,8.2071,15.6,8.4,24,2511,124,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-35,1.4,-9.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",0,"2023-06-10T01:05:15.018Z","2023-06-10T01:05:38.757Z",TRUE,"pitch","b346d612-285f-4dab-814f-2f6efc376f13",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.78,1.82,NA,135.05,192.69,"fly_ball","medium","8",130.84,31.87,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Home Run","home_run","Josh Jung homers (13) on a fly ball to center field.",1,3,8,67,"top",9,"2023-06-10T01:04:56.799Z","2023-06-10T01:05:38.757Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,673962,"Josh Jung","/api/v1/people/673962","R","Right",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.4,7,0.89,0.4021,6.8492,32.2941,-11.1057,-2.3736,11.2343,-0.4736,1.7071,2.4755,-136.6216,-8.601,-1.0865,50.0064,5.675,-4.453,16.8,2.4,24,2319,203,103.4,31,413,NA,NA,NA,FALSE,NA,NA,NA,NA,-12.7,18.6,3.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",1,"2023-06-10T01:04:42.163Z","2023-06-10T01:04:51.022Z",TRUE,"pitch","3115ba95-a4a3-4dda-bf60-a0ba6fb4df8f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.45,1.71,NA,155.85,170.66,"popup","soft","3",152.03,191.62,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Adolis Garcia pops out softly to first baseman Yandy Diaz in foul territory.",0,2,8,66,"top",9,"2023-06-10T01:04:13.605Z","2023-06-10T01:04:51.022Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,666969,"Adolis García","/api/v1/people/666969","R","Right",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79,13,0.91,0.4368,6.6827,26.4342,-30.8169,5.2649,0.8554,-1.0193,2.5231,-1.0309,-125.6007,-2.2364,-1.2864,50.0058,5.9416,8.3776,14.4,8.4,24,2573,116,54.2,73,70,NA,NA,NA,TRUE,NA,NA,NA,NA,-35.5,1.2,-9.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717827,"2023-06-09",0,"2023-06-10T01:04:24.448Z","2023-06-10T01:04:27.954Z",TRUE,"pitch","a06e3c5a-458a-43cd-a6f1-833f27d9a464",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4248,1.5586,NA,90.84,202.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Adolis Garcia pops out softly to first baseman Yandy Diaz in foul territory.",0,2,8,66,"top",9,"2023-06-10T01:04:13.605Z","2023-06-10T01:04:51.022Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,666969,"Adolis García","/api/v1/people/666969","R","Right",672715,"Luis Patiño","/api/v1/people/672715","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.1,14,0.91,0.4324,6.8047,26.9197,-28.5422,3.933,2.2372,0.6864,1.3519,3.4801,-126.8636,-5.2306,-1.2161,50.003,5.7264,6.3849,13.2,7.2,24,2505,129,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-33,3,-7.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
