"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718046,"2023-05-24",4,"2023-05-24T18:50:28.493Z","2023-05-24T18:50:38.170Z",TRUE,"pitch","71abe33c-9eaa-4363-b801-d60ed71cf6d8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.28,1.56,NA,103.58,177.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.4,6,0.91,0.3927,6.5017,33.7565,-12.56,-3.6135,9.9739,0.3521,2.2763,8.389,-139.868,-6.6208,-2.2267,50.0006,5.5103,-7.1051,20.4,3.6,24,2360,210,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.7,4.7,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",3,"2023-05-24T18:50:12.933Z","2023-05-24T18:50:17.258Z",TRUE,"pitch","e0a01be5-9b17-4e2e-ad8f-a6a922195af0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.05,1.386,NA,161.78,162.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88,11,0.9,0.3896,6.4627,34.1024,-13.36,-3.0266,9.4165,-1.1748,2.8121,4.4618,-140.9556,-5.2579,-2.3901,50.0043,5.5747,-6.0487,19.2,3.6,24,2354,207,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.1,4.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",2,"2023-05-24T18:49:58.003Z","2023-05-24T18:50:01.919Z",TRUE,"pitch","591bf75f-e007-4ba5-81ef-7b1c618ca29d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.9937,1.1892,NA,138.93,184.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,75.8,4,2,0.456,6.1563,26.3047,-38.618,5.0032,-4.4226,-0.5753,2.018,3.1354,-120.7142,-1.0827,-2.5466,50.0027,5.9111,7.289,12,10.8,24,2986,47,NA,NA,NA,NA,NA,NA,FALSE,-48.1,-7.9,-9.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",0,"2023-05-24T18:47:09.472Z","2023-05-24T18:49:23.769Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",1,"2023-05-24T18:49:23.769Z","2023-05-24T18:49:58.003Z",FALSE,"action",NA,NA,"Pitching Change: Bryan Abreu replaces Brandon Bielak.","Pitching Substitution",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,650556,"/api/v1/people/650556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",6,"2023-05-24T18:51:06.006Z","2023-05-24T18:51:24.698Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,668930,"/api/v1/people/668930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,0,4,50,"bottom",7,"2023-05-24T18:49:55.967Z","2023-05-24T18:52:37.635Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",1,"2023-05-24T18:46:37.810Z","2023-05-24T18:47:00.057Z",TRUE,"pitch","d99047e6-d4a5-4491-b18d-ca4b294f5ab3",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.38,1.57,NA,116.24,157.79,"fly_ball","medium","89",193.53,63.19,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Home Run","home_run","Brian Anderson homers (8) on a fly ball to right center field.",1,0,4,49,"bottom",7,"2023-05-24T18:46:08.897Z","2023-05-24T18:47:00.057Z",TRUE,TRUE,FALSE,FALSE,38,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.6,2,0.92,0.4075,5.6604,28.5449,-20.6258,-1.6588,6.3119,0.0199,2.9997,3.3422,-134.3029,-4.1643,-1.0241,50.0053,6.0336,-3.0366,6,4.8,24,2378,201,101.3,27,375,NA,NA,NA,FALSE,-21.4,10.8,2.3,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",0,"2023-05-24T18:46:18.471Z","2023-05-24T18:46:22.030Z",TRUE,"pitch","796cbe48-8f57-42f6-83ca-dedc23e19071",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1219,1.5085,NA,59.81,231.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Home Run","home_run","Brian Anderson homers (8) on a fly ball to right center field.",1,0,4,49,"bottom",7,"2023-05-24T18:46:08.897Z","2023-05-24T18:47:00.057Z",TRUE,TRUE,FALSE,FALSE,38,1,0,2,605119,"Brian Anderson","/api/v1/people/605119","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.9,76.8,14,2,0.4546,5.6116,23.6263,-33.1982,5.6673,-0.6942,1.5004,0.2668,4.6436,-120.5305,-6.1437,-1.1881,50.004,5.7835,8.3313,14.4,9.6,24,2334,30,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-2.5,-11.4,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",4,"2023-05-24T18:45:39.990Z","2023-05-24T18:45:49.240Z",TRUE,"pitch","e30fb328-e068-438a-930b-f1685b8d5929",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.35,1.59,NA,116.24,160.6,"fly_ball","medium","8",137.83,56.72,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jesse Winker flies out to center fielder Jake Meyers.",0,0,3,48,"bottom",7,"2023-05-24T18:44:14.444Z","2023-05-24T18:45:49.240Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.8,2,0.92,0.4082,5.6574,26.319,-18.032,-1.5408,7.7371,0.0199,2.8957,3.3349,-133.7162,-4.8523,-1.0381,50.0031,6.0107,-2.8167,6,4.8,24,2216,210,93.1,36,355,NA,NA,NA,TRUE,-18.8,13.3,2.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",3,"2023-05-24T18:45:13.938Z","2023-05-24T18:45:24.015Z",TRUE,"pitch","95c9e128-a0b2-4796-8ec0-ecdb9adc05b1",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2044,1.5004,NA,28.77,266.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jesse Winker flies out to center fielder Jake Meyers.",0,0,3,48,"bottom",7,"2023-05-24T18:44:14.444Z","2023-05-24T18:45:49.240Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80,74.2,14,2,0.4736,5.7102,24.4489,-43.9563,3.1962,-8.7241,2.3148,-1.0384,6.0448,-116.2445,-6.1525,-0.7481,50.0034,5.8765,4.3158,6,13.2,24,2399,23,NA,NA,NA,NA,NA,NA,FALSE,-60.5,-17.2,-7.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",2,"2023-05-24T18:44:57.757Z","2023-05-24T18:45:01.801Z",TRUE,"pitch","4f2c0779-8bf2-4670-85f1-a4b64ecabb66",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2607,1.5567,NA,167.7,180.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jesse Winker flies out to center fielder Jake Meyers.",0,0,3,48,"bottom",7,"2023-05-24T18:44:14.444Z","2023-05-24T18:45:49.240Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,72.6,13,2,0.4788,5.5027,22.7454,-45.3018,3.7058,-9.9186,-1.3301,2.1723,-1.3529,-114.7308,0.8549,-1.2118,50.0051,6.237,4.9031,6,14.4,24,2316,32,NA,NA,NA,NA,NA,NA,FALSE,-61.7,-17.4,-6.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",1,"2023-05-24T18:44:36.513Z","2023-05-24T18:44:42.084Z",TRUE,"pitch","c58fe104-ba87-4522-a293-978c55fcb605",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.35,1.59,NA,118.47,174.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jesse Winker flies out to center fielder Jake Meyers.",0,0,3,48,"bottom",7,"2023-05-24T18:44:14.444Z","2023-05-24T18:45:49.240Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,85.1,5,0.93,0.406,5.6644,27.7344,-17.5821,-4.581,7.9044,-0.0386,2.3863,4.1929,-134.6379,-6.1507,-1.0167,50.0015,5.9337,-8.4557,21.6,4.8,24,2347,212,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13.3,7.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",0,"2023-05-24T18:44:20.826Z","2023-05-24T18:44:24.397Z",TRUE,"pitch","0986c92f-7e44-4036-99f0-fabb41913a45",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.317,1.5848,NA,90,175.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Jesse Winker flies out to center fielder Jake Meyers.",0,0,3,48,"bottom",7,"2023-05-24T18:44:14.444Z","2023-05-24T18:45:49.240Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,608385,"Jesse Winker","/api/v1/people/608385","L","Left",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,84.6,6,0.92,0.4099,5.6912,26.2709,-21.2934,-2.1384,6.0069,0.7084,2.3574,5.303,-133.1934,-5.5673,-1.0229,50.0056,5.9958,-3.8759,7.2,4.8,24,2267,212,NA,NA,NA,NA,NA,NA,FALSE,-22.4,10,2.9,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",1,"2023-05-24T18:43:44.327Z","2023-05-24T18:43:52.055Z",TRUE,"pitch","7881d36b-221a-4d24-8963-bc60b786c228",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.42,1.65,NA,109.98,196.14,"ground_ball","medium","5",102.9,162.81,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","William Contreras grounds out, third baseman Alex Bregman to first baseman Jose Abreu.",0,0,3,47,"bottom",7,"2023-05-24T18:43:20.724Z","2023-05-24T18:43:52.055Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,661388,"William Contreras","/api/v1/people/661388","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.5,75.4,8,2,0.4614,5.569,22.5795,-34.3892,5.4244,-1.5546,0.1842,1.5791,1.6283,-118.6887,-2.8089,-1.2153,50.0018,5.9077,7.7426,13.2,9.6,24,2092,39,86.6,-26,6,NA,NA,NA,TRUE,-44.3,-3.2,-10.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",0,"2023-05-24T18:43:27.121Z","2023-05-24T18:43:30.688Z",TRUE,"pitch","3e88f76e-fddb-4b93-b99a-30335d27a17c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1619,1.4479,NA,91.45,223.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","William Contreras grounds out, third baseman Alex Bregman to first baseman Jose Abreu.",0,0,3,47,"bottom",7,"2023-05-24T18:43:20.724Z","2023-05-24T18:43:52.055Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,661388,"William Contreras","/api/v1/people/661388","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,74.9,14,2,0.4637,5.4666,25.2345,-36.4439,4.5717,-3.0341,0.6703,0.572,2.998,-118.6717,-4.6616,-1.2085,50.0019,5.9249,6.441,10.8,10.8,24,2320,36,NA,NA,NA,NA,NA,NA,FALSE,-48,-6.5,-9.1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",5,"2023-05-24T18:42:40.578Z","2023-05-24T18:43:02.878Z",TRUE,"pitch","e1f96437-a878-42d0-95c4-ad630086f2d1",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,0,NA,NA,3.1,1.38,NA,130.17,187.58,"fly_ball","medium","8",121.57,30.71,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Owen Miller homers (4) on a fly ball to center field.",1,0,3,46,"bottom",7,"2023-05-24T18:40:56.755Z","2023-05-24T18:43:02.878Z",TRUE,TRUE,FALSE,FALSE,75,1,2,0,680911,"Owen Miller","/api/v1/people/680911","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,85.6,7,0.9,0.4049,5.7561,27.2231,-24.9778,-7.0396,3.8745,-0.3455,1.8963,4.7849,-134.8668,-5.5719,-1.2212,50.0006,5.7327,-13.066,25.2,6,24,2203,217,105.3,23,416,NA,NA,NA,FALSE,-25.6,6.1,11.9,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718046,"2023-05-24",4,"2023-05-24T18:42:16.712Z","2023-05-24T18:42:21.924Z",TRUE,"pitch","dde254c1-e4db-47ee-9afb-edb18b86c5e1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.1,1.38,NA,108.74,170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Home Run","home_run","Owen Miller homers (4) on a fly ball to center field.",1,0,3,46,"bottom",7,"2023-05-24T18:40:56.755Z","2023-05-24T18:43:02.878Z",TRUE,TRUE,FALSE,FALSE,75,1,2,0,680911,"Owen Miller","/api/v1/people/680911","R","Right",656232,"Brandon Bielak","/api/v1/people/656232","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.3,5,0.93,0.4047,5.6525,28.3752,-16.7645,-4.6017,8.3037,0.2168,2.5288,4.5894,-135.1299,-5.9036,-0.9026,50.0066,5.9123,-8.5449,22.8,4.8,24,2404,208,NA,NA,NA,NA,NA,NA,FALSE,-17.6,14,7.4,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
