"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746003,"2024-04-07",3,"2024-04-07T20:47:32.759Z","2024-04-07T20:47:37.344Z",TRUE,"pitch","e8bdbaac-4b7a-4f23-a912-ea5fa068674d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.2438,1.4767,NA,91.36,170.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Seby Zavala called out on strikes.",0,4,12,76,"top",9,"2024-04-07T20:46:00.461Z","2024-04-07T20:47:37.344Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664874,"Seby Zavala","/api/v1/people/664874","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.9,6,0.91,0.3835,6.8585,32.9393,-19.765,-9.8547,6.0067,0.6727,2.5237,11.3359,-142.8388,-5.6472,-2.0672,50.0056,5.7696,-20.3653,40.8,6,24,2097,222,NA,NA,NA,NA,NA,NA,TRUE,-18.6,9.8,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",2,"2024-04-07T20:47:07.740Z","2024-04-07T20:47:13.770Z",TRUE,"pitch","7284e013-3ea3-46be-b7fc-89ee6d3d95f1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.23,1.47,NA,78.97,202.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Seby Zavala called out on strikes.",0,4,12,76,"top",9,"2024-04-07T20:46:00.461Z","2024-04-07T20:47:37.344Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664874,"Seby Zavala","/api/v1/people/664874","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.9,14,0.9,0.4306,6.8445,25.8306,-31.797,2.8842,0.2256,0.9976,1.3517,7.3538,-127.1454,-5.4661,-2.3055,50.0003,6.0497,4.7242,10.8,8.4,24,2124,116,NA,NA,NA,NA,NA,NA,FALSE,-36.4,-0.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",1,"2024-04-07T20:46:54.003Z","2024-04-07T20:47:00.022Z",TRUE,"pitch","c0ca831e-ee19-44f8-bec7-4756ea55f296",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2762,1.4359,NA,111.25,155.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Seby Zavala called out on strikes.",0,4,12,76,"top",9,"2024-04-07T20:46:00.461Z","2024-04-07T20:47:37.344Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664874,"Seby Zavala","/api/v1/people/664874","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.1,2,0.92,0.3947,6.7622,31.9778,-20.3919,-9.8634,6.044,0.1508,3.0784,10.5316,-138.9378,-3.4463,-2.4127,50.0011,5.6947,-19.2251,38.4,6,24,2049,226,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.3,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",0,"2024-04-07T20:46:12.985Z","2024-04-07T20:46:23.546Z",TRUE,"pitch","47de236b-ea79-435a-ab7b-82168d842f55",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.23,1.47,NA,126.02,172.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Seby Zavala called out on strikes.",0,4,12,76,"top",9,"2024-04-07T20:46:00.461Z","2024-04-07T20:47:37.344Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664874,"Seby Zavala","/api/v1/people/664874","R","Right",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.2,5,2,0.3867,6.8275,31.4335,-13.6752,-8.9331,9.096,-0.2366,2.466,9.2729,-141.5013,-6.6439,-2.391,50.0016,5.7157,-18.1655,46.8,4.8,24,2205,222,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.2,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",1,"2024-04-07T20:45:28.721Z","2024-04-07T20:45:57.189Z",TRUE,"pitch","42b4dee6-a27b-4e3b-93d1-d301e627ef3a",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.33,1.5,NA,96.97,186.09,"fly_ball","medium","9",236.89,64.31,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Home Run","home_run","Dominic Canzone homers (2) on a fly ball to right field. Josh Rojas scores.",2,4,12,75,"top",9,"2024-04-07T20:45:26.389Z","2024-04-07T20:45:57.189Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.8,9,0.91,0.4299,6.9005,25.377,-29.0266,0.8205,1.9124,0.5254,1.9515,7.4399,-127.2745,-4.1958,-2.5385,50.0033,5.9123,1.3488,4.8,7.2,24,2285,140,107.9,31,428,NA,NA,NA,FALSE,-32.9,2.8,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",0,"2024-04-07T20:44:57.699Z","2024-04-07T20:45:28.721Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Home Run","home_run","Dominic Canzone homers (2) on a fly ball to right field. Josh Rojas scores.",2,4,12,75,"top",9,"2024-04-07T20:45:26.389Z","2024-04-07T20:45:57.189Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",4,"2024-04-07T20:44:40.709Z","2024-04-07T20:44:44.847Z",TRUE,"pitch","93fa4a81-f023-41e9-8438-c17870ab0e0b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.4654,1.6247,NA,151.9,149.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Josh Rojas walks.",0,2,12,74,"top",9,"2024-04-07T20:43:11.000Z","2024-04-07T20:44:44.847Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668942,"Josh Rojas","/api/v1/people/668942","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.9,11,0.9,0.4445,6.8483,23.3848,-29.1206,1.6348,1.9793,-0.9156,3.2896,3.8571,-123.0096,-0.7492,-2.7134,50.0001,6.0574,2.5148,6,7.2,24,2064,129,NA,NA,NA,NA,NA,NA,FALSE,-34.4,3.7,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,668942,"Josh Rojas","/api/v1/people/668942",NA,NA,NA
746003,"2024-04-07",3,"2024-04-07T20:44:24.460Z","2024-04-07T20:44:27.460Z",TRUE,"pitch","9ece4829-e8e2-4a69-b837-fd351a6f0196",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5201,1.6662,NA,172.09,156.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Josh Rojas walks.",0,2,12,74,"top",9,"2024-04-07T20:43:11.000Z","2024-04-07T20:44:44.847Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668942,"Josh Rojas","/api/v1/people/668942","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,87.8,11,0.95,0.3918,6.8474,32.0517,-21.0348,-9.1887,5.631,-1.4452,3.0322,6.6184,-139.9055,-3.7071,-2.6496,50.0069,5.756,-18.1896,37.2,6,24,2131,221,NA,NA,NA,NA,NA,NA,FALSE,-20,9.6,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",2,"2024-04-07T20:43:55.634Z","2024-04-07T20:43:58.634Z",TRUE,"pitch","1d0ce8a0-aa4c-41d6-a329-3f78f9dab4b6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4657,1.6505,NA,61.07,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Josh Rojas walks.",0,2,12,74,"top",9,"2024-04-07T20:43:11.000Z","2024-04-07T20:44:44.847Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668942,"Josh Rojas","/api/v1/people/668942","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.4,14,0.89,0.4005,7.1572,28.6946,-15.3341,-10.8614,8.8821,1.4673,2.0252,14.2437,-136.503,-6.8016,-2.3956,50.0063,5.5959,-20.6011,46.8,4.8,24,2112,227,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746003,"2024-04-07",1,"2024-04-07T20:43:37.049Z","2024-04-07T20:43:40.227Z",TRUE,"pitch","6b8861c7-901b-46b1-9582-25338034a517",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5261,1.6356,NA,53.5,210.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Josh Rojas walks.",0,2,12,74,"top",9,"2024-04-07T20:43:11.000Z","2024-04-07T20:44:44.847Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668942,"Josh Rojas","/api/v1/people/668942","L","Left",600986,"Thyago Vieira","/api/v1/people/600986","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Milwaukee Brewers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,81.3,14,0.9,0.4278,7.0903,26.5687,-24.2794,-0.3982,4.7535,1.6659,1.049,10.3256,-128.0676,-7.2412,-2.3672,50.0024,5.8136,-0.663,2.4,6,24,2245,134,NA,NA,NA,NA,NA,NA,FALSE,-28.2,7.1,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
