"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717114,"2023-08-05",4,"2023-08-06T01:57:10.362Z","2023-08-06T01:57:16.266Z",TRUE,"pitch","b43a9e60-8c4e-4055-8b57-e23173268fe9",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.66,1.71,NA,134.95,219.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,7,72,"top",9,"2023-08-06T01:55:07.067Z","2023-08-06T01:57:16.266Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.7,85,13,2,0.4071,5.8962,29.8661,-29.8403,-10.5692,1.2762,-0.471,0.7322,7.4438,-134.6692,-6.7474,-1.9008,50.006,5.3876,-19.3725,30,8.4,24,1798,261,NA,NA,NA,NA,NA,NA,TRUE,-31,1,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",3,"2023-08-06T01:56:46.133Z","2023-08-06T01:56:50.873Z",TRUE,"pitch","281d9deb-13a8-4805-a9c0-48c26ce05af5",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.6055,1.7075,NA,85.81,179.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,7,72,"top",9,"2023-08-06T01:55:07.067Z","2023-08-06T01:57:16.266Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.6,9,2,0.389,6.2598,32.1908,-26.539,-10.5327,2.8052,0.8183,2.2091,11.0962,-140.8338,-2.9306,-1.8056,50.0013,4.981,-21.1423,34.8,7.2,24,2207,262,NA,NA,NA,NA,NA,NA,FALSE,-24.6,4.7,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",2,"2023-08-06T01:56:15.067Z","2023-08-06T01:56:20.058Z",TRUE,"pitch","84ce6528-d923-47f1-a799-6cef7a973045",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.7091,1.7075,NA,128.66,226.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,7,72,"top",9,"2023-08-06T01:55:07.067Z","2023-08-06T01:57:16.266Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.3,83.9,13,2,0.4132,5.9397,28.4681,-28.1914,-10.6896,2.2385,-0.306,0.4517,7.7864,-132.5681,-7.4878,-1.8931,50.0037,5.3722,-19.0183,30,8.4,24,1840,268,NA,NA,NA,NA,NA,NA,FALSE,-30.4,2.5,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",1,"2023-08-06T01:55:54.137Z","2023-08-06T01:55:58.229Z",TRUE,"pitch","e6a9989e-b4d6-4f7b-beba-7d212742c8e5",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.7867,1.7075,NA,172.62,213.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,7,72,"top",9,"2023-08-06T01:55:07.067Z","2023-08-06T01:57:16.266Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.7,84.1,13,2,0.4111,6.3208,29.577,-28.91,-10.3425,1.8191,-1.4591,0.9469,4.9198,-133.3882,-6.0384,-1.987,50.0049,5.3335,-18.5776,30,8.4,24,1845,270,NA,NA,NA,NA,NA,NA,FALSE,-30.5,2.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",0,"2023-08-06T01:55:32.309Z","2023-08-06T01:55:36.513Z",TRUE,"pitch","8ab3c773-8aae-4791-985c-6f765514a104",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.66,1.71,NA,120.54,181.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,7,72,"top",9,"2023-08-06T01:55:07.067Z","2023-08-06T01:57:16.266Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.3,8,0.91,0.3868,5.9265,31.8725,-32.8625,-11.0641,-0.3389,-0.0929,2.1146,9.12,-141.5208,-2.9907,-1.9175,50.0033,5.287,-22.475,31.2,8.4,24,2211,257,NA,NA,NA,NA,NA,NA,FALSE,-29.9,-1.1,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",3,"2023-08-06T01:54:59.218Z","2023-08-06T01:55:04.322Z",TRUE,"pitch","8094d5b3-d4fc-4f31-b16c-e7c3155fc533",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.49,1.62,NA,158.09,197.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,3,7,71,"top",9,"2023-08-06T01:53:28.165Z","2023-08-06T01:55:04.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,516782,"Starling Marte","/api/v1/people/516782","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.5,84.7,13,2,0.4077,5.8533,29.9886,-30.1247,-10.4972,1.1237,-1.0779,1.5112,5.7259,-134.486,-4.6172,-1.8742,50.0035,5.3945,-19.1711,30,8.4,24,1847,272,NA,NA,NA,NA,NA,NA,TRUE,-30.8,1.2,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA
717114,"2023-08-05",2,"2023-08-06T01:54:33.486Z","2023-08-06T01:54:37.380Z",TRUE,"pitch","1ffedb6d-6c7a-49dc-adf0-a9f1bf173f8f",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.49,1.62,NA,122.89,169.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,3,7,71,"top",9,"2023-08-06T01:53:28.165Z","2023-08-06T01:55:04.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,516782,"Starling Marte","/api/v1/people/516782","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,80.7,5,0.91,0.4274,5.6541,26.728,-30.6043,2.8569,0.9464,-0.1545,2.5654,4.7356,-128.1886,0.2703,-2.3977,50.0046,4.8496,4.75,10.8,7.2,24,2524,72,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",1,"2023-08-06T01:54:11.182Z","2023-08-06T01:54:14.611Z",TRUE,"pitch","0f91bc3c-bf51-443f-b100-a894de53c0ac",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.49,1.62,NA,150.97,168.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,3,7,71,"top",9,"2023-08-06T01:53:28.165Z","2023-08-06T01:55:04.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,516782,"Starling Marte","/api/v1/people/516782","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.9,11,0.91,0.3884,6.0511,31.37,-33.8702,-10.3869,-0.839,-0.8913,2.6007,6.6861,-140.895,-1.4935,-1.9429,50.0051,5.322,-20.9305,30,8.4,24,2080,250,NA,NA,NA,NA,NA,NA,FALSE,-30.7,-1.7,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",0,"2023-08-06T01:53:54.418Z","2023-08-06T01:53:59.753Z",TRUE,"pitch","a555eeda-bbd6-443e-acf3-50938b6b1465",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.565,1.6175,NA,157.97,161.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Starling Marte strikes out swinging.",0,3,7,71,"top",9,"2023-08-06T01:53:28.165Z","2023-08-06T01:55:04.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,516782,"Starling Marte","/api/v1/people/516782","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,89.7,11,0.9,0.3849,5.9105,32.0243,-34.5867,-10.3392,-1.1734,-1.0749,2.8627,6.4243,-142.2142,-0.9046,-2.0175,50.0042,5.3749,-21.2209,30,8.4,24,2097,256,NA,NA,NA,NA,NA,NA,FALSE,-30.7,-2.2,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717114,"2023-08-05",6,"2023-08-06T01:53:10.665Z","2023-08-06T01:53:22.194Z",TRUE,"pitch","ba67c2de-ab9f-4adb-9b2f-dd22ac7f75cb",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.18,1.55,NA,150.81,179.74,"line_drive","hard","7",55.37,79.88,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Daniel Vogelbach lines out sharply to left fielder Colton Cowser.",0,3,7,70,"top",9,"2023-08-06T01:50:09.427Z","2023-08-06T01:53:22.194Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,84.5,13,2,0.4087,5.8895,28.9827,-28.1088,-10.6043,2.2334,-0.887,2.1866,6.468,-134.008,-3.5693,-1.9543,50.0006,5.5438,-19.2825,32.4,7.2,24,1850,267,103.1,19,343,NA,NA,NA,TRUE,-28.8,3.5,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA
