"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718770,"2023-03-31",0,"2023-03-31T04:45:02.284Z","2023-03-31T04:45:10.188Z",TRUE,"pitch","e265d0d4-5135-4150-ba60-16bb31c45f33",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.57,1.68,NA,162.39,171.86,"ground_ball","medium","6",112.82,149.51,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Lourdes Gurriel Jr. grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,8,69,"top",9,"2023-03-31T04:44:46.432Z","2023-03-31T04:45:10.188Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,666971,"Lourdes Gurriel Jr.","/api/v1/people/666971","R","Right",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.5,13,2,0.3931,6.7268,32.7942,-22.6644,-11.0728,4.8414,-1.1908,2.4783,4.2658,-139.5931,-4.5984,-1.3043,50.0023,5.648,-21.7497,40.8,6,24,2172,222,70.2,-21,7,NA,NA,NA,TRUE,-21.8,7.9,19.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",5,"2023-03-31T04:44:23.809Z","2023-03-31T04:44:33.952Z",TRUE,"pitch","d733fb20-1cc8-4aa3-bbe1-38b46b14a1e4",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.58,1.73,NA,115.66,188.57,"fly_ball","medium","7",84.08,134.14,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.9,76.6,8,2,0.4532,6.4855,22.9065,-27.1228,9.5601,3.4125,0.0351,1.8596,0.2034,-120.7372,-3.4029,-1.2928,50.0029,5.6671,14.1526,27.6,8.4,24,2473,68,85.4,58,196,NA,NA,NA,TRUE,-34,5.6,-17.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",4,"2023-03-31T04:44:04.283Z","2023-03-31T04:44:09.851Z",TRUE,"pitch","be5b1940-2796-463e-9fc6-115d0a30f7e4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4614,1.7109,NA,91.47,188.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,76.7,9,2,0.4528,6.5589,22.9405,-26.999,9.139,3.4911,0.6699,1.8753,1.677,-120.8462,-3.528,-1.2203,50.0055,5.7189,13.5549,26.4,8.4,24,2493,69,NA,NA,NA,NA,NA,NA,FALSE,-33.8,5.8,-16.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",3,"2023-03-31T04:43:49.234Z","2023-03-31T04:43:53.305Z",TRUE,"pitch","2a4c9e9f-5375-455a-845f-dc70e92a8141",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.4413,1.6907,NA,141.32,168.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,75.7,4,2,0.4576,6.4133,22.2423,-28.8584,10.4193,2.2836,-0.6381,2.6158,-0.962,-119.5296,-1.2574,-1.5856,50.0037,5.7311,15.1323,27.6,9.6,24,2426,75,NA,NA,NA,NA,NA,NA,FALSE,-36.4,4.1,-18.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",2,"2023-03-31T04:43:32.596Z","2023-03-31T04:43:36.869Z",TRUE,"pitch","99956247-307e-4bca-b8a7-dcea6987290a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5405,1.7303,NA,140.35,214.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.7,83,13,2,0.4164,7.0302,29.3425,-27.128,-11.8458,2.8795,-0.6127,0.8845,5.725,-131.795,-6.9023,-1.2801,50.0007,5.555,-20.7299,34.8,8.4,24,1772,242,NA,NA,NA,NA,NA,NA,FALSE,-29.6,3.8,20.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",1,"2023-03-31T04:43:18.664Z","2023-03-31T04:43:22.650Z",TRUE,"pitch","6c446c81-ea63-486d-b45e-f3b2b1f63ea9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.5008,1.7303,NA,135.22,163.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,85.9,4,2,0.399,6.752,32.8412,-13.9733,-5.6427,9.5559,-0.4779,2.7984,4.1508,-137.6858,-4.9473,-1.278,50.0025,5.5765,-10.7474,32.4,3.6,24,2135,224,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.3,9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",0,"2023-03-31T04:43:05.046Z","2023-03-31T04:43:08.794Z",TRUE,"pitch","f3c343ce-f9fb-464d-9a32-0dda1b631d28",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5604,1.7303,NA,184.14,188.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Ketel Marte flies out to left fielder David Peralta.",0,2,8,68,"top",9,"2023-03-31T04:42:58.999Z","2023-03-31T04:44:33.952Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,606466,"Ketel Marte","/api/v1/people/606466","L","Left",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.1,82.2,13,2,0.419,6.6871,30.0069,-28.3587,-11.9969,2.2064,-1.7614,1.8768,3.1643,-131.1658,-3.998,-1.4317,50.0013,5.5565,-20.7184,34.8,8.4,24,1794,247,NA,NA,NA,NA,NA,NA,FALSE,-30.6,3.2,20.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",3,"2023-03-31T04:42:26.595Z","2023-03-31T04:42:36.996Z",TRUE,"pitch","f43f2ce8-e027-4663-8d12-76c494188e9c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.37,1.6,NA,104.41,171.2,"popup","medium","2",127.36,211.34,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Kyle Lewis pops out to catcher Will Smith in foul territory.",0,2,8,67,"top",9,"2023-03-31T04:41:57.162Z","2023-03-31T04:42:36.996Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,75.4,6,2,0.4582,6.4763,24.0891,-27.0266,9.9922,3.5646,0.3302,2.503,0.9723,-119.75,-1.7564,-1.3792,50.0053,5.6741,14.4497,27.6,8.4,24,2510,73,75.1,84,2,NA,NA,NA,TRUE,-34.2,6.2,-18.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",2,"2023-03-31T04:42:12.448Z","2023-03-31T04:42:16.757Z",TRUE,"pitch","bd49468f-bb36-404f-a2b6-832184e43e9d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.37,1.6,NA,93.22,184.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Kyle Lewis pops out to catcher Will Smith in foul territory.",0,2,8,67,"top",9,"2023-03-31T04:41:57.162Z","2023-03-31T04:42:36.996Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,76.7,9,2,0.4506,6.5899,24.3958,-25.1698,5.1446,4.6804,0.6239,1.9996,2.896,-121.6623,-3.2674,-1.251,50.0011,5.5471,7.6918,18,7.2,24,2486,74,NA,NA,NA,NA,NA,NA,FALSE,-31.2,7.9,-10,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718770,"2023-03-31",1,"2023-03-31T04:41:59.519Z","2023-03-31T04:42:03.455Z",TRUE,"pitch","e3184eef-8b76-4814-96e0-391fac095048",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4496,1.6003,NA,135.4,182.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Kyle Lewis pops out to catcher Will Smith in foul territory.",0,2,8,67,"top",9,"2023-03-31T04:41:57.162Z","2023-03-31T04:42:36.996Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",622075,"Yency Almonte","/api/v1/people/622075","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.2,7,2,0.3997,6.9003,31.554,-24.5068,-11.0821,4.035,-0.4828,2.0815,5.7257,-137.2526,-5.0249,-1.1609,50.0022,5.6138,-21.0551,37.2,7.2,24,2019,225,NA,NA,NA,NA,NA,NA,FALSE,-24.5,6.4,18.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
