"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716953,"2023-08-18",0,"2023-08-19T01:34:22.331Z","2023-08-19T01:34:26.327Z",TRUE,"pitch","c67e604f-1068-47b3-96e8-2a2aa6ce3a0c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4284,1.6399,NA,102.19,173.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Pablo Reyes lines out to center fielder Harrison Bader.",0,7,3,66,"top",9,"2023-08-19T01:33:57.369Z","2023-08-19T01:35:14.290Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.5,6,0.91,0.4021,6.209,31.9599,-27.9603,-13.0472,2.2448,0.3885,2.4118,14.3521,-136.5588,-1.6168,-3.257,50.001,4.9474,-24.4742,37.2,7.2,24,2268,241,NA,NA,NA,NA,NA,NA,FALSE,-27.4,3.8,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",2,"2023-08-19T01:34:57.231Z","2023-08-19T01:35:07.019Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Pablo Reyes lines out to center fielder Harrison Bader.",0,7,3,66,"top",9,"2023-08-19T01:33:57.369Z","2023-08-19T01:35:14.290Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",4,"2023-08-19T01:33:53.463Z","2023-08-19T01:33:57.007Z",TRUE,"pitch","a618d7b7-7a1c-4520-a4c1-798b24b05197",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.39,1.67,NA,157.87,175.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Reese McGuire strikes out swinging.",0,7,3,65,"top",9,"2023-08-19T01:31:05.773Z","2023-08-19T01:33:57.007Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,85.9,13,0.92,0.3981,6.2738,34.748,-15.6273,-5.3803,8.6612,-1.0721,2.3481,7.5869,-138.2991,-4.8593,-3.1694,50.005,5.1982,-10.2823,26.4,3.6,24,2210,231,NA,NA,NA,NA,NA,NA,TRUE,-16,14.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",2,"2023-08-19T01:33:22.592Z","2023-08-19T01:33:26.537Z",TRUE,"pitch","b77d3010-9763-4c2d-a997-ed22efbeecac",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.39,1.67,NA,96.94,164.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Reese McGuire strikes out swinging.",0,7,3,65,"top",9,"2023-08-19T01:31:05.773Z","2023-08-19T01:33:57.007Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.3,6,0.91,0.4025,6.3826,32.2809,-16.7784,-6.5825,8.2259,0.5262,2.7646,12.1504,-136.4862,-3.3778,-3.1442,50.0038,5.1857,-12.3227,28.8,4.8,24,2236,231,NA,NA,NA,NA,NA,NA,FALSE,-17,14.3,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",1,"2023-08-19T01:33:04.838Z","2023-08-19T01:33:08.341Z",TRUE,"pitch","89e0c888-8949-4c1b-b84f-fc2f5b792b58",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1017,1.4613,NA,83.5,202.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Reese McGuire strikes out swinging.",0,7,3,65,"top",9,"2023-08-19T01:31:05.773Z","2023-08-19T01:33:57.007Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,76.3,14,0.9,0.4545,6.3883,23.203,-31.024,-11.6006,0.7786,0.8787,1.3354,13.5808,-120.4732,-1.3815,-3.3218,50,4.656,-17.0654,25.2,9.6,24,1874,267,NA,NA,NA,NA,NA,NA,FALSE,-38.5,1.3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",0,"2023-08-19T01:32:43.947Z","2023-08-19T01:32:47.329Z",TRUE,"pitch","7054047c-d8bf-4752-8854-fcfacb4b7feb",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.39,1.67,NA,119.29,159.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Reese McGuire strikes out swinging.",0,7,3,65,"top",9,"2023-08-19T01:31:05.773Z","2023-08-19T01:33:57.007Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.3,72.4,2,0.9,0.4735,5.9643,26.5802,-26.6142,10.786,4.1245,-0.0602,2.9351,5.6078,-116.6977,1.8059,-3.9135,50.0032,4.6988,14.5393,31.2,9.6,24,2906,69,NA,NA,NA,NA,NA,NA,FALSE,-34.9,8.3,-21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",3,"2023-08-19T01:33:32.753Z","2023-08-19T01:33:53.463Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,624512,"/api/v1/people/624512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Reese McGuire strikes out swinging.",0,7,3,65,"top",9,"2023-08-19T01:31:05.773Z","2023-08-19T01:33:57.007Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,624512,"Reese McGuire","/api/v1/people/624512","L","Left",669711,"Greg Weissert","/api/v1/people/669711","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",6,"2023-08-19T01:30:08.230Z","2023-08-19T01:30:12.087Z",TRUE,"pitch","47a84adb-3067-47b8-9842-82d5e110b72d",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.52,1.71,NA,151.17,136.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.5,11,0.9,0.3926,7.6294,31.7485,-17.0668,-9.2516,7.6672,-0.8964,3.7848,4.0883,-139.5641,-2.1953,-1.1793,50.0032,5.7071,-18.2297,44.4,4.8,24,2102,232,NA,NA,NA,NA,NA,NA,TRUE,-16.2,13.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",5,"2023-08-19T01:29:50.454Z","2023-08-19T01:29:54.524Z",TRUE,"pitch","ef8fc58c-3b44-4cf6-830c-cbae076ebc05",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4674,1.6838,NA,118.54,226.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,77.7,13,0.9,0.447,7.6023,24.0883,-29.5454,-10.4314,1.7271,-0.0403,0.4469,5.7938,-122.5222,-5.8664,-1.0798,50.0032,5.3956,-15.868,26.4,9.6,24,2153,258,NA,NA,NA,NA,NA,NA,FALSE,-36.6,1.9,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",4,"2023-08-19T01:29:30.501Z","2023-08-19T01:29:34.488Z",TRUE,"pitch","84e17070-3b6a-4b84-9a52-06abef1485fc",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.52,1.71,NA,100.57,177.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,75.6,6,0.9,0.4579,7.6126,23.5723,-33.8675,2.8882,-1.1715,0.431,2.279,3.1896,-119.7122,-0.7179,-1.2948,50.0014,5.6201,4.1821,8.4,9.6,24,2148,44,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-2,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",3,"2023-08-19T01:29:13.810Z","2023-08-19T01:29:16.810Z",TRUE,"pitch","8112e66d-7936-4b20-966c-c51f10fbbe4a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.52,1.71,NA,95.35,174.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,85.8,6,0.9,0.4006,7.5742,31.2417,-16.5156,-9.1673,8.2762,0.5679,2.3678,7.5258,-136.9214,-5.4224,-1.0301,50.0042,5.5105,-17.3456,42,4.8,24,2122,236,NA,NA,NA,NA,NA,NA,FALSE,-17,13.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",2,"2023-08-19T01:28:57.784Z","2023-08-19T01:29:00.784Z",TRUE,"pitch","4495f48a-54b5-484c-b5b4-1ebc8ec4386f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.52,1.71,NA,108.03,157.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.8,2,0.9,0.4007,7.7242,30.5589,-19.5273,-8.8544,6.6883,0.2354,3.0229,6.7119,-136.7513,-3.3826,-1.1022,50.0037,5.6177,-16.7472,37.2,6,24,2049,237,NA,NA,NA,NA,NA,NA,FALSE,-19.4,11.5,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",1,"2023-08-19T01:28:42.440Z","2023-08-19T01:28:47.604Z",TRUE,"pitch","6cb479cf-e1ef-48db-86fe-19acc5992166",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.546,1.7359,NA,158.85,147.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,85.8,11,0.9,0.4001,7.4591,31.4902,-20.2858,-8.8042,6.2732,-1.098,3.391,3.491,-137.1115,-2.1872,-1.2467,50.0063,5.5896,-16.697,37.2,6,24,2066,235,NA,NA,NA,NA,NA,NA,FALSE,-19.8,11,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",0,"2023-08-19T01:28:27.754Z","2023-08-19T01:28:33.672Z",TRUE,"pitch","bd0168a7-a4cf-4741-92f7-a08c8f4a5e33",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.546,1.6838,NA,103.86,212.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,7,3,64,"bottom",8,"2023-08-19T01:28:09.899Z","2023-08-19T01:30:12.087Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.1,75.8,14,0.91,0.4554,7.5645,26.0609,-30.4789,-10.412,1.1637,0.3446,0.9859,6.8432,-120.7954,-4.1387,-1.1887,50.0048,5.4354,-15.2115,24,9.6,24,2066,261,NA,NA,NA,NA,NA,NA,FALSE,-38.8,1.2,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",3,"2023-08-19T01:28:00.276Z","2023-08-19T01:28:04.560Z",TRUE,"pitch","b9fbb577-7e1f-4ad9-8a50-e9984ec4a373",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.4,1.6,NA,100.32,220.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,7,3,63,"bottom",8,"2023-08-19T01:26:30.963Z","2023-08-19T01:28:04.560Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,76.6,14,0.9,0.4509,7.5214,26.6362,-31.0463,-10.1006,0.7607,0.4376,0.6949,6.943,-122.0307,-4.6532,-1.1488,50.0052,5.3368,-15.0575,22.8,9.6,24,2149,267,NA,NA,NA,NA,NA,NA,TRUE,-38.9,0.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",2,"2023-08-19T01:27:44.119Z","2023-08-19T01:27:47.758Z",TRUE,"pitch","cc25721e-c351-4dd8-86bc-723968e68dbe",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.4,1.6,NA,119.7,216.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,7,3,63,"bottom",8,"2023-08-19T01:26:30.963Z","2023-08-19T01:28:04.560Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.4,76.4,13,0.9,0.453,7.5197,25.4849,-32.1643,-10.757,0.0061,-0.0708,0.8324,5.9001,-121.2726,-4.2321,-1.1478,50.0022,5.4303,-15.894,24,9.6,24,2119,266,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-0.8,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
716953,"2023-08-18",0,"2023-08-19T01:27:04.332Z","2023-08-19T01:27:07.832Z",TRUE,"pitch","94d3e7fd-2d10-42a1-b466-260361258519",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.4,1.6,NA,103.28,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Jake Bauers strikes out swinging.",0,7,3,63,"bottom",8,"2023-08-19T01:26:30.963Z","2023-08-19T01:28:04.560Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641343,"Jake Bauers","/api/v1/people/641343","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.1,9,0.9,0.4011,7.7966,29.5748,-20.2203,-9.0954,6.3298,0.36,1.8067,7.323,-136.4681,-6.0211,-1.1743,50.0066,5.4313,-17.1872,36,6,24,1988,236,NA,NA,NA,NA,NA,NA,FALSE,-20.6,10.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657077,"Alex Verdugo","/api/v1/people/657077",NA,NA,NA,NA,NA,NA
