"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717738,"2023-06-17",4,"2023-06-17T02:31:12.772Z","2023-06-17T02:31:19.964Z",TRUE,"pitch","c2c6eb96-ad9a-473f-86d6-c97f9f819589",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.49,1.65,NA,80.71,191.6,"line_drive","medium","8",125.87,92.79,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Royce Lewis lines out to center fielder Jake Marisnick.",0,7,1,68,"bottom",9,"2023-06-17T02:29:51.112Z","2023-06-17T02:31:19.964Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668904,"Royce Lewis","/api/v1/people/668904","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",80.7,74.9,14,2,0.4643,6.7052,20.5328,-31.255,5.2021,0.6462,0.952,1.7475,-1.9585,-117.5927,-1.9951,1.1159,50.0006,5.4833,7.3458,12,9.6,24,773,98,77.8,23,267,NA,NA,NA,TRUE,-40.7,1,-9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",3,"2023-06-17T02:30:51.694Z","2023-06-17T02:30:55.359Z",TRUE,"pitch","6430b8d1-9a1a-4fda-82aa-b1298fce2635",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.49,1.65,NA,140.87,232.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Royce Lewis lines out to center fielder Jake Marisnick.",0,7,1,68,"bottom",9,"2023-06-17T02:29:51.112Z","2023-06-17T02:31:19.964Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668904,"Royce Lewis","/api/v1/people/668904","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.5,75.7,13,2,0.4608,6.6883,21.1135,-28.2532,5.8794,2.7317,-0.6261,0.2244,-5.4874,-118.5356,-5.9747,0.947,50.0012,5.334,8.4271,14.4,8.4,24,1042,108,NA,NA,NA,NA,NA,NA,FALSE,-37.2,3.8,-9.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",2,"2023-06-17T02:30:36.802Z","2023-06-17T02:30:40.990Z",TRUE,"pitch","5623258f-3afe-421b-a8aa-c810df07cabb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3818,1.5126,NA,74.11,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Royce Lewis lines out to center fielder Jake Marisnick.",0,7,1,68,"bottom",9,"2023-06-17T02:29:51.112Z","2023-06-17T02:31:19.964Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668904,"Royce Lewis","/api/v1/people/668904","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.1,75.1,14,2,0.4622,6.7562,21.129,-29.8062,3.6071,1.659,1.1253,1.8217,-1.3178,-118.2004,-2.2754,1.2194,50.0007,5.5159,5.1372,9.6,8.4,24,889,96,NA,NA,NA,NA,NA,NA,FALSE,-38.5,2.8,-6.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",1,"2023-06-17T02:30:21.207Z","2023-06-17T02:30:24.953Z",TRUE,"pitch","e55f411f-8d7c-4ab4-b9e8-1adaa6cc60bf",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3818,1.5707,NA,122.76,198.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Royce Lewis lines out to center fielder Jake Marisnick.",0,7,1,68,"bottom",9,"2023-06-17T02:29:51.112Z","2023-06-17T02:31:19.964Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668904,"Royce Lewis","/api/v1/people/668904","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,76.2,8,2,0.457,6.4522,21.7462,-34.3783,-4.1976,-1.5166,-0.151,1.4976,-1.6334,-119.5652,-2.3394,1.085,50.0017,5.5558,-6.113,10.8,9.6,24,2389,304,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-3,8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",0,"2023-06-17T02:30:06.299Z","2023-06-17T02:30:10.966Z",TRUE,"pitch","a6a6bd2e-ee2e-4514-87d7-7d15254ec102",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.411,1.5998,NA,82.82,183.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Royce Lewis lines out to center fielder Jake Marisnick.",0,7,1,68,"bottom",9,"2023-06-17T02:29:51.112Z","2023-06-17T02:31:19.964Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,668904,"Royce Lewis","/api/v1/people/668904","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,83.3,14,2,0.4151,6.5559,26.0562,-15.8243,8.0354,9.2558,0.8968,2.038,-3.4663,-131.5866,-5.8181,1.182,50.0019,5.4366,14.1905,38.4,4.8,24,2366,128,NA,NA,NA,NA,NA,NA,FALSE,-17.4,15.8,-13.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",3,"2023-06-17T02:29:27.329Z","2023-06-17T02:29:35.865Z",TRUE,"pitch","66578019-b24c-4563-bb39-6167e4d95959",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.1,1.41,NA,103.2,183.67,"fly_ball","medium","7",106.88,97.44,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Donovan Solano flies out to left fielder Zach McKinstry.",0,7,1,67,"bottom",9,"2023-06-17T02:28:30.063Z","2023-06-17T02:29:35.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.4,75.3,6,2,0.461,6.7435,21.3445,-32.1216,8.0376,0.0344,0.3619,2.0412,-4.0392,-118.5412,-1.362,1.0382,50.0008,5.539,11.5085,18,9.6,24,1003,106,78.1,41,260,NA,NA,NA,TRUE,-41,0,-13.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",2,"2023-06-17T02:29:10.724Z","2023-06-17T02:29:14.262Z",TRUE,"pitch","299bfe9a-dac3-46f2-b7d6-5103fe842b8e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.0791,1.4469,NA,118.37,223.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Donovan Solano flies out to left fielder Zach McKinstry.",0,7,1,67,"bottom",9,"2023-06-17T02:28:30.063Z","2023-06-17T02:29:35.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.8,76,13,2,0.4587,6.8893,21.1631,-28.1047,5.562,2.8102,-0.0359,0.5558,-4.2558,-119.0631,-5.3992,1.0452,50.0021,5.372,8.0487,14.4,8.4,24,1063,112,NA,NA,NA,NA,NA,NA,FALSE,-36.5,4.1,-9.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",1,"2023-06-17T02:28:56.739Z","2023-06-17T02:29:00.536Z",TRUE,"pitch","79d3b7f8-ac09-48b3-a0c5-45b4d9c81083",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.0791,1.3888,NA,50.85,163.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Donovan Solano flies out to left fielder Zach McKinstry.",0,7,1,67,"bottom",9,"2023-06-17T02:28:30.063Z","2023-06-17T02:29:35.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",89.9,83,12,2,0.4167,6.3548,25.2213,-16.5249,7.427,8.9237,1.7353,2.7995,-0.8961,-130.9693,-3.8968,1.1141,50.0027,5.5271,13.0231,37.2,4.8,24,2268,134,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.6,-13.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",0,"2023-06-17T02:28:43.621Z","2023-06-17T02:28:47.945Z",TRUE,"pitch","90d269ad-05e3-43b9-b2b7-0fc7de35019b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.9336,1.3307,NA,93.53,160.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Donovan Solano flies out to left fielder Zach McKinstry.",0,7,1,67,"bottom",9,"2023-06-17T02:28:30.063Z","2023-06-17T02:29:35.865Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.3,75.7,3,2,0.4596,6.6789,19.8103,-32.7706,-2.825,-0.416,0.6158,2.9111,-0.3547,-118.5592,0.3287,1.1343,50.0011,5.7292,-4.0751,7.2,9.6,24,2218,276,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-0.5,5.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717738,"2023-06-17",6,"2023-06-17T02:28:13.658Z","2023-06-17T02:28:18.510Z",TRUE,"pitch","dadd6cbc-9b0e-488e-9a1e-43757920e3a3",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.33,1.71,NA,126.93,210.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Alex Kirilloff strikes out swinging.",0,7,1,66,"bottom",9,"2023-06-17T02:27:10.212Z","2023-06-17T02:28:18.510Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666135,"Alex Kirilloff","/api/v1/people/666135","L","Left",592741,"Chasen Shreve","/api/v1/people/592741","L","Left","vs_LHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.3,75.4,13,2,0.4615,6.8379,20.9188,-29.3241,5.7076,1.9968,-0.2606,1.0538,-4.7604,-118.3265,-4.0104,1.0282,50.0039,5.4344,8.1575,14.4,8.4,24,863,103,NA,NA,NA,NA,NA,NA,TRUE,-38.2,3,-9.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
