"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717434,"2023-07-09",6,"2023-07-09T19:38:20.036Z","2023-07-09T19:38:28.397Z",TRUE,"pitch","d62505bf-1350-453f-9458-3f5777a33b91",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.73,1.81,NA,131.09,159.65,"ground_ball","medium","5",104.51,169.96,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,91.9,4,0.92,0.3753,6.6005,32.7474,-13.3741,-6.8578,8.7081,-0.3696,2.9307,5.1551,-145.6755,-5.9924,-1.267,50.0066,5.8161,-14.8103,43.2,3.6,24,2487,220,107.3,-1,54,NA,NA,NA,TRUE,-12.4,14.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",5,"2023-07-09T19:37:55.806Z","2023-07-09T19:37:59.415Z",TRUE,"pitch","71b72bf5-33ff-4ed8-9868-bf8bb312fc0c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.73,1.81,NA,102.34,204.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.6,82.1,14,0.93,0.4236,6.3698,24.384,-23.3477,-6.8853,5.2047,0.3845,1.2766,6.301,-128.84,-6.9968,-1.1871,50.0058,5.8069,-11.6877,22.8,6,24,1437,218,NA,NA,NA,NA,NA,NA,FALSE,-26.4,8.2,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",4,"2023-07-09T19:37:30.542Z","2023-07-09T19:37:37.890Z",TRUE,"pitch","0104604a-39c5-4023-9e98-995bad0992e3",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.6297,1.7103,NA,63.22,224.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.2,83.2,14,0.93,0.4202,6.4929,22.3779,-20.2791,-7.2471,6.8807,1.411,0.5464,8.938,-129.4528,-9.4304,-1.1156,50.0004,5.7376,-12.5241,26.4,6,24,1353,217,NA,NA,NA,NA,NA,NA,FALSE,-23.2,10.9,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",3,"2023-07-09T19:37:07.089Z","2023-07-09T19:37:11.484Z",TRUE,"pitch","e03dbe0f-affc-4577-b358-67ea81e5ae5a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.7304,1.7604,NA,147.02,169.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,90.3,4,0.9,0.3831,6.4974,29.8748,-13.671,-6.6457,8.9186,-0.7876,2.581,4.0066,-142.467,-6.5316,-1.3419,50.0036,5.7519,-13.7889,40.8,3.6,24,2425,217,NA,NA,NA,NA,NA,NA,FALSE,-13.2,15.1,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",2,"2023-07-09T19:36:48.191Z","2023-07-09T19:36:52.638Z",TRUE,"pitch","c3d3bbc9-ebb3-4df9-bff0-25d4a800b0d7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7052,1.7354,NA,119.51,134.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,80.3,14,2,0.436,6.5876,19.573,-28.9598,-0.8805,1.9967,1.2248,2.0814,6.0165,-124.5361,-3.8271,-1.0843,50.0007,5.9735,-1.4159,1.2,7.2,24,2208,110,NA,NA,NA,NA,NA,NA,FALSE,-33.6,3.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",0,"2023-07-09T19:35:41.025Z","2023-07-09T19:36:05.586Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Josh Bell replaces Cam Gallagher.","Offensive Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,605137,"/api/v1/people/605137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,595956,"/api/v1/people/595956",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",1,"2023-07-09T19:36:05.586Z","2023-07-09T19:36:48.191Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, third baseman Maikel Garcia to second baseman Michael Massey to first baseman Matt Duffy. Myles Straw out at 2nd. Josh Bell out at 1st.",0,4,1,55,"bottom",7,"2023-07-09T19:36:48.191Z","2023-07-09T19:38:28.397Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,605137,"Josh Bell","/api/v1/people/605137","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",5,"2023-07-09T19:35:20.669Z","2023-07-09T19:35:26.584Z",TRUE,"pitch","583c986a-ec4b-4987-838f-2c2d6371d8ab",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.3453,1.5305,NA,129.44,127.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,91.6,11,0.92,0.3762,6.8362,31.5409,-12.8836,-6.2288,8.9716,-0.3264,4.1074,4.6402,-145.1583,-2.927,-1.1301,50.0051,5.9051,-13.3962,42,3.6,24,2461,210,NA,NA,NA,NA,NA,NA,FALSE,-11.4,16,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664702,"Myles Straw","/api/v1/people/664702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",4,"2023-07-09T19:35:04.187Z","2023-07-09T19:35:09.386Z",TRUE,"pitch","99d3473c-08c9-4a5e-80d2-f63faf0904fc",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.295,1.4804,NA,104.92,182.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,91.5,6,0.91,0.3782,6.7706,30.4491,-11.0546,-6.4268,9.9204,0.3168,2.0957,6.7368,-144.2773,-8.6691,-1.2023,50.0033,5.8026,-13.6838,43.2,3.6,24,2450,213,NA,NA,NA,NA,NA,NA,FALSE,-11,16.6,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",3,"2023-07-09T19:34:45.505Z","2023-07-09T19:34:49.048Z",TRUE,"pitch","cc327ed4-d977-4678-a410-69e7ee6dd9fd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2698,1.4804,NA,120.03,137.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,92.3,11,0.92,0.374,6.7033,30.9739,-12.1241,-4.5516,9.2085,-0.0795,3.7528,5.1291,-145.8842,-3.963,-1.2605,50.0067,5.8476,-9.9151,34.8,2.4,24,2461,216,NA,NA,NA,NA,NA,NA,FALSE,-10.8,16.2,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",2,"2023-07-09T19:34:30.956Z","2023-07-09T19:34:35.432Z",TRUE,"pitch","c9e1e801-5e24-4220-8b28-d00c055ff1b2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3704,1.5054,NA,137.18,140.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.1,92.3,11,0.92,0.3742,6.4006,30.8985,-13.2908,-6.8092,8.6779,-0.5295,3.6283,5.0176,-145.8056,-4.3705,-1.3788,50.0025,5.9352,-14.8151,44.4,3.6,24,2411,216,NA,NA,NA,NA,NA,NA,FALSE,-11.9,15.1,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",1,"2023-07-09T19:34:15.496Z","2023-07-09T19:34:21.314Z",TRUE,"pitch","8cc112c7-a1b9-4455-9812-38995a1a946e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2698,1.4553,NA,40.28,218.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,84.2,14,2,0.4148,6.7163,25.1319,-26.7691,-0.1505,3.0559,2.0126,0.7684,8.5562,-131.5212,-7.7086,-1.249,50.0056,5.6925,-0.2669,2.4,6,24,2162,205,NA,NA,NA,NA,NA,NA,FALSE,-29,4.2,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",0,"2023-07-09T19:34:01.732Z","2023-07-09T19:34:06.669Z",TRUE,"pitch","80d3d6b1-6715-40ea-8876-84cc3c349760",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3704,1.5555,NA,91.34,187.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Myles Straw walks.",0,4,1,54,"bottom",7,"2023-07-09T19:33:40.425Z","2023-07-09T19:35:26.584Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664702,"Myles Straw","/api/v1/people/664702","R","Right",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.9,93.3,9,0.91,0.3719,6.7537,30.31,-11.7624,-6.6923,9.2613,0.6733,1.8878,8.112,-146.5414,-9.3619,-1.244,50.0031,5.8012,-14.7497,44.4,3.6,24,2445,219,NA,NA,NA,NA,NA,NA,FALSE,-11.4,15.4,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",8,"2023-07-09T19:33:32.515Z","2023-07-09T19:33:37.720Z",TRUE,"pitch","6cfa5b08-ff1f-499f-94a8-c41c399e3958",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.3,1.54,NA,147.86,132.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Will Brennan strikes out swinging.",0,4,1,53,"bottom",7,"2023-07-09T19:31:31.339Z","2023-07-09T19:33:37.720Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,686823,"Will Brennan","/api/v1/people/686823","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91.6,11,0.92,0.3752,6.7306,34.2387,-12.947,-7.9287,8.9055,-0.8095,3.9185,4.654,-145.9774,-3.526,-1.394,50.0042,5.9211,-17.1192,49.2,3.6,24,2496,220,NA,NA,NA,NA,NA,NA,TRUE,-11.5,15.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",7,"2023-07-09T19:33:12.110Z","2023-07-09T19:33:16.911Z",TRUE,"pitch","4d7709c0-36bb-4ffe-990d-7307ad17f109",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.3,1.54,NA,89.24,168.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Will Brennan strikes out swinging.",0,4,1,53,"bottom",7,"2023-07-09T19:31:31.339Z","2023-07-09T19:33:37.720Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,686823,"Will Brennan","/api/v1/people/686823","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,91.8,6,0.89,0.3771,6.6686,30.035,-11.6583,-6.9461,9.5769,0.7282,2.6001,8.4054,-144.5916,-7.064,-1.2981,50,5.7713,-14.8769,45.6,3.6,24,2458,223,NA,NA,NA,NA,NA,NA,FALSE,-11.2,16.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717434,"2023-07-09",6,"2023-07-09T19:32:50.415Z","2023-07-09T19:32:57.278Z",TRUE,"pitch","231c2ea7-157e-4b7f-bfdf-77177a39ee20",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.225,1.4404,NA,56.61,231.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Will Brennan strikes out swinging.",0,4,1,53,"bottom",7,"2023-07-09T19:31:31.339Z","2023-07-09T19:33:37.720Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,686823,"Will Brennan","/api/v1/people/686823","L","Left",672578,"Carlos Hernández","/api/v1/people/672578","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,84.9,14,2,0.4138,6.6703,22.2344,-27.3398,-1.2966,2.7082,1.5842,0.2642,8.4062,-131.2944,-8.6738,-1.4614,50.0002,5.5804,-2.3125,2.4,6,24,2052,215,NA,NA,NA,NA,NA,NA,FALSE,-29.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
