"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718580,"2023-04-14",1,"2023-04-15T01:48:43.957Z","2023-04-15T01:48:48.806Z",TRUE,"pitch","3f059607-826a-4f61-a61d-449f2a780192",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.625,1.7651,NA,148.44,187.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,3,5,70,"top",8,"2023-04-15T01:48:23.155Z","2023-04-15T01:50:49.944Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.4,84.2,7,0.91,0.4085,7.0454,30.4935,-33.7523,-6.6448,-0.8675,-0.8247,1.9175,7.492,-134.3436,0.6926,-2.793,50.0028,4.0651,-12.0841,16.8,8.4,24,2188,241,NA,NA,NA,NA,NA,NA,FALSE,-33.4,-1.2,10.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",0,"2023-04-15T01:48:28.106Z","2023-04-15T01:48:32.068Z",TRUE,"pitch","ce4d2618-26c5-4809-a373-19d63b6e138b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.688,1.8261,NA,95.43,146.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,3,5,70,"top",8,"2023-04-15T01:48:23.155Z","2023-04-15T01:50:49.944Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,83.5,3,0.9,0.411,6.9338,30.1819,-35.1774,-9.0019,-1.6667,0.5658,3.4027,11.3841,-133.5373,4.7422,-2.5937,50.0064,4.1415,-16.1747,21.6,8.4,24,2146,237,NA,NA,NA,NA,NA,NA,FALSE,-34.2,-1.6,13.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",3,"2023-04-15T01:49:25.731Z","2023-04-15T01:49:47.143Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,0,592273,"/api/v1/people/592273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,3,5,70,"top",8,"2023-04-15T01:48:23.155Z","2023-04-15T01:50:49.944Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",3,"2023-04-15T01:47:56.369Z","2023-04-15T01:48:06.585Z",TRUE,"pitch","05ca7bed-d8de-4003-85b6-e9e9ec4b468b",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,0,NA,NA,3.45,1.61,NA,121.19,190.67,"ground_ball","medium","8",148.6,94.12,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Jake Lamb singles on a ground ball to center fielder Enrique Hernandez.",0,3,5,69,"top",8,"2023-04-15T01:47:21.660Z","2023-04-15T01:48:06.585Z",TRUE,FALSE,FALSE,FALSE,33,2,0,0,571875,"Jake Lamb","/api/v1/people/571875","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84,8,0.9,0.4096,7.119,30.1699,-32.7282,-9.5152,-0.3081,-0.1099,1.7818,9.9348,-133.944,0.361,-2.639,50.0007,3.9941,-17.2082,25.2,8.4,24,2264,246,105.6,0,49,NA,NA,NA,FALSE,-32.6,-0.2,15,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,571875,"Jake Lamb","/api/v1/people/571875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",2,"2023-04-15T01:47:40.047Z","2023-04-15T01:47:43.235Z",TRUE,"pitch","4db4698e-bfc1-4683-bce2-088ddb6955fe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.4679,1.6433,NA,87.57,169.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Jake Lamb singles on a ground ball to center fielder Enrique Hernandez.",0,3,5,69,"top",8,"2023-04-15T01:47:21.660Z","2023-04-15T01:48:06.585Z",TRUE,FALSE,FALSE,FALSE,33,2,0,0,571875,"Jake Lamb","/api/v1/people/571875","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.7,6,0.9,0.4069,6.9083,28.2008,-23.8282,-6.3544,4.5438,0.772,2.5841,11.1338,-134.4248,0.6051,-2.5914,50.0009,4.0432,-11.6683,21.6,6,24,2218,248,NA,NA,NA,NA,NA,NA,FALSE,-23.4,8.6,9.2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",1,"2023-04-15T01:47:23.941Z","2023-04-15T01:47:28.604Z",TRUE,"pitch","21e46bfb-0030-4558-b154-14d18ebf20af",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3683,1.5178,NA,110.53,216.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Jake Lamb singles on a ground ball to center fielder Enrique Hernandez.",0,3,5,69,"top",8,"2023-04-15T01:47:21.660Z","2023-04-15T01:48:06.585Z",TRUE,FALSE,FALSE,FALSE,33,2,0,0,571875,"Jake Lamb","/api/v1/people/571875","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.3,75.5,14,2,0.4583,6.6494,24.259,-31.177,5.792,0.6948,0.1696,0.8272,5.836,-119.7555,-0.0363,-3.0564,50.0057,3.6435,8.37,16.8,9.6,24,2642,80,NA,NA,NA,NA,NA,NA,FALSE,-39,1.6,-12,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",0,"2023-04-15T01:46:55.337Z","2023-04-15T01:47:23.941Z",FALSE,"action",NA,NA,"Pitching Change: John Schreiber replaces Josh Winckowski.","Pitching Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670167,"/api/v1/people/670167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Single","single","Jake Lamb singles on a ground ball to center fielder Enrique Hernandez.",0,3,5,69,"top",8,"2023-04-15T01:47:21.660Z","2023-04-15T01:48:06.585Z",TRUE,FALSE,FALSE,FALSE,33,2,0,0,571875,"Jake Lamb","/api/v1/people/571875","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",1,"2023-04-15T01:44:23.450Z","2023-04-15T01:44:31.631Z",TRUE,"pitch","6739da10-5e87-4afb-b3d9-543b2b8fa384",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.52,1.67,NA,153.55,170.88,"ground_ball","medium","5",101.21,174.49,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Yu Chang grounds into a double play, third baseman Anthony Rendon to first baseman Jake Lamb. Triston Casas out at 3rd. Yu Chang out at 1st.",0,3,5,68,"bottom",7,"2023-04-15T01:44:08.148Z","2023-04-15T01:44:31.631Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,644374,"Yu Chang","/api/v1/people/644374","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.4,13,2,0.441,6.3078,24.6104,-25.46,-0.3122,4.2976,-0.9589,2.5148,2.3261,-124.1624,-3.9413,-1.8669,50.0053,6.2389,-0.4883,0,7.2,24,2109,178,52,5,45,NA,NA,NA,TRUE,-30.4,7.1,0,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",0,"2023-04-15T01:44:10.003Z","2023-04-15T01:44:14.082Z",TRUE,"pitch","22432e30-a993-4702-9011-9cd25eed039d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5247,1.6393,NA,173.99,161.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Yu Chang grounds into a double play, third baseman Anthony Rendon to first baseman Jake Lamb. Triston Casas out at 3rd. Yu Chang out at 1st.",0,3,5,68,"bottom",7,"2023-04-15T01:44:08.148Z","2023-04-15T01:44:31.631Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,644374,"Yu Chang","/api/v1/people/644374","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,82,11,2,0.4183,6.3467,30.9073,-15.5125,-6.2621,9.6188,-1.4951,2.8767,1.7668,-131.5344,-6.1508,-1.3669,50.0009,6.4182,-10.8447,31.2,4.8,24,2076,191,NA,NA,NA,NA,NA,NA,FALSE,-17.6,16.1,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",4,"2023-04-15T01:43:03.871Z","2023-04-15T01:43:08.969Z",TRUE,"pitch","b4076261-9641-4383-881e-d4372f1f373f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.28,1.45,NA,132.28,147.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.3,1,2,0.4074,6.3601,30.8499,-11.6581,0.3291,11.2202,-0.401,3.3755,3.1725,-134.7517,-5.503,-1.6391,50.0024,6.2767,0.6013,6,2.4,24,2262,190,NA,NA,NA,NA,NA,NA,FALSE,-12.7,19.2,-1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",5,"2023-04-15T01:43:31.190Z","2023-04-15T01:43:34.190Z",FALSE,"no_pitch","316a2030-70fa-42bd-b3ae-2291374c8679",5,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",642545,"Jaime Barria",FALSE,FALSE,657136,"Connor Wong","/api/v1/people/657136",671213,"Triston Casas","/api/v1/people/671213",NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",3,"2023-04-15T01:42:49.463Z","2023-04-15T01:42:52.936Z",TRUE,"pitch","0689d060-7b6d-45d0-a19b-192aab5e12d5",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.2436,1.4268,NA,92.62,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.2,6,2,0.4095,6.3758,29.455,-13.7168,-1.8021,10.1912,0.6395,2.2883,6.3703,-133.8708,-7.6982,-1.539,50.0046,6.1873,-3.2648,7.2,3.6,24,2234,192,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.9,1.9,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",2,"2023-04-15T01:42:32.131Z","2023-04-15T01:42:36.299Z",TRUE,"pitch","49753955-a02d-46bf-a16c-5637b011a702",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.3059,1.5178,NA,136.11,143.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.4,11,2,0.4513,6.1382,24.9591,-30.7523,3.8495,0.9559,-0.5015,3.5264,2.3689,-121.5894,-0.4408,-1.9902,50.004,6.3901,5.7348,10.8,8.4,24,2138,126,NA,NA,NA,NA,NA,NA,FALSE,-37.4,1.9,-7.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",1,"2023-04-15T01:42:14.089Z","2023-04-15T01:42:17.833Z",TRUE,"pitch","92d2bfe6-baa4-4db9-9efb-2aabca6c3136",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3267,1.538,NA,133.41,139.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.1,11,2,0.4417,5.9977,25.0879,-26.6525,2.6872,3.5457,-0.4304,3.6599,2.8777,-124.0623,-1.3136,-1.955,50.0019,6.42,4.1835,9.6,7.2,24,2169,156,NA,NA,NA,NA,NA,NA,FALSE,-31.3,6.4,-5.5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",0,"2023-04-15T01:41:58.009Z","2023-04-15T01:42:01.889Z",TRUE,"pitch","4c1f7bc3-ff2a-4828-9df0-a83f7f5b3bc4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3891,1.5077,NA,161.66,183.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Connor Wong walks. Triston Casas to 2nd.",0,3,5,67,"bottom",7,"2023-04-15T01:41:40.545Z","2023-04-15T01:43:34.190Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,657136,"Connor Wong","/api/v1/people/657136","R","Right",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,82.4,13,2,0.4169,6.3905,30.4989,-13.59,-7.264,10.6565,-1.1716,2.0477,3.3148,-131.8521,-8.116,-1.5078,50.0041,6.1888,-12.6704,37.2,4.8,24,2081,193,NA,NA,NA,NA,NA,NA,FALSE,-16.1,17.5,12.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718580,"2023-04-14",6,"2023-04-15T01:41:27.707Z","2023-04-15T01:41:36.176Z",TRUE,"pitch","b584283c-65d6-4c4a-9737-921ca1eb70e9",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.7343,1.7509,NA,83.77,180.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Triston Casas walks.",0,3,5,66,"bottom",7,"2023-04-15T01:39:58.238Z","2023-04-15T01:41:36.176Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,671213,"Triston Casas","/api/v1/people/671213","L","Left",642545,"Jaime Barria","/api/v1/people/642545","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.7,14,2,0.4467,6.8111,23.6466,-28.1123,1.0674,2.6688,0.8718,2.1486,5.7416,-122.4901,-4.0343,-1.639,50.0041,6.2141,1.6259,4.8,7.2,24,2050,142,NA,NA,NA,NA,NA,NA,FALSE,-34.4,4.1,-3.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671213,"Triston Casas","/api/v1/people/671213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
