"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717986,"2023-05-28",6,"2023-05-28T20:59:05.064Z","2023-05-28T20:59:12.288Z",TRUE,"pitch","aeb9c163-9ccd-4199-b4f7-fb95a1925f05",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.12,1.48,NA,109.45,165.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.7,2,0.91,0.3966,8.0831,31.0858,-14.6328,-6.3715,9.0829,0.198,2.718,6.8873,-138.1645,-4.0624,-1.5005,50.0026,5.1922,-12.3053,34.8,3.6,24,2313,218,NA,NA,NA,NA,NA,NA,TRUE,-14.6,15.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",5,"2023-05-28T20:58:43.170Z","2023-05-28T20:58:46.977Z",TRUE,"pitch","4184c7b9-a655-4b5e-95cc-47af524be92c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,2.8909,1.2788,NA,64.34,156.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.4,12,0.9,0.398,8.0724,31.1885,-12.7055,-5.3262,10.1533,1.3815,3.0375,9.4031,-137.7377,-3.6574,-1.3879,50.0025,5.2444,-10.2134,31.2,3.6,24,2350,217,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",4,"2023-05-28T20:58:19.598Z","2023-05-28T20:58:23.788Z",TRUE,"pitch","6deae1b4-4550-42e1-9805-882f41c6244b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,2.9753,1.3632,NA,109.12,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,2,0.9,0.4015,8.2216,30.5134,-12.0067,-7.8321,10.7072,0.2068,2.6586,7.5888,-136.4952,-4.705,-1.5942,50.0055,5.2339,-14.7563,45.6,3.6,24,2376,212,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",3,"2023-05-28T20:57:59.884Z","2023-05-28T20:58:03.717Z",TRUE,"pitch","9b321bc2-9d0d-458d-974e-8aed55a09bbe",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,2.919,1.2788,NA,139.55,177.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,77,4,0.9,0.4487,7.8762,24.3133,-33.2823,-13.5509,-0.7329,-0.5916,2.2762,7.5989,-122.1162,0.1229,-1.985,50.0048,5.0912,-20.4438,30,10.8,24,2613,269,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-1.1,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",2,"2023-05-28T20:57:41.201Z","2023-05-28T20:57:46.692Z",TRUE,"pitch","9364e98e-fd33-441d-8237-53a46d0c818c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0034,1.3632,NA,135.64,209.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.4,13,0.89,0.4469,7.4656,24.8987,-29.9238,-13.5131,1.4783,-0.4891,1.0902,7.6328,-122.6835,-3.4346,-1.8894,50.0027,5.0665,-20.5415,32.4,9.6,24,2671,268,NA,NA,NA,NA,NA,NA,FALSE,-36.5,2,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",0,"2023-05-28T20:56:46.318Z","2023-05-28T20:57:12.033Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",1,"2023-05-28T20:57:12.033Z","2023-05-28T20:57:41.201Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Wilmer Flores replaces Brett Wisely.","Offensive Substitution",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,527038,"/api/v1/people/527038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","71","atBat","Strikeout","strikeout","Wilmer Flores strikes out swinging.",0,5,7,71,"top",9,"2023-05-28T20:57:38.904Z","2023-05-28T20:59:12.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,689172,"/api/v1/people/689172",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717986,"2023-05-28",7,"2023-05-28T20:56:18.593Z","2023-05-28T20:56:26.148Z",TRUE,"pitch","806c0ce4-d71e-4703-a877-ccb8cbb6075c",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.0709,1.4813,NA,90.13,204.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Brandon Crawford walks.",0,5,7,70,"top",9,"2023-05-28T20:53:50.857Z","2023-05-28T20:56:26.148Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.5,79.1,14,0.88,0.4369,7.9911,25.8175,-28.705,-13.9596,2.1821,0.7049,1.2794,10.5315,-125.4653,-3.5719,-1.7371,50.0055,5.0656,-22.2186,34.8,9.6,24,2657,271,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.4,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543063,"Brandon Crawford","/api/v1/people/543063",NA,NA,NA,NA,NA,NA
717986,"2023-05-28",6,"2023-05-28T20:55:56.752Z","2023-05-28T20:56:00.494Z",TRUE,"pitch","52358324-afbc-45c5-abf7-2d457ec109e6",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.3,1.57,NA,100.87,171.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Brandon Crawford walks.",0,5,7,70,"top",9,"2023-05-28T20:53:50.857Z","2023-05-28T20:56:26.148Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.5,6,0.9,0.3964,7.9561,33.0779,-12.8806,-7.7136,9.9975,0.423,2.4882,8.2302,-138.5556,-4.8656,-1.5942,50.0048,5.1386,-14.8897,43.2,3.6,24,2392,217,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543063,"Brandon Crawford","/api/v1/people/543063",NA,NA,NA,NA,NA,NA
717986,"2023-05-28",5,"2023-05-28T20:55:36.168Z","2023-05-28T20:55:41.084Z",TRUE,"pitch","acd16f8a-9f90-4fbb-9dd1-9baba1cb7db5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,2.9865,1.4251,NA,104.92,220.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Brandon Crawford walks.",0,5,7,70,"top",9,"2023-05-28T20:53:50.857Z","2023-05-28T20:56:26.148Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543063,"Brandon Crawford","/api/v1/people/543063","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.1,77.5,14,0.9,0.4454,7.8045,27.014,-30.0805,-13.3968,1.3731,0.3168,0.6785,9.2522,-123.4852,-4.3258,-1.7578,50.0058,5.0142,-20.4745,31.2,9.6,24,2588,273,NA,NA,NA,NA,NA,NA,FALSE,-36.7,1.6,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543063,"Brandon Crawford","/api/v1/people/543063",NA,NA,NA,NA,NA,NA
