"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716969,"2023-08-16",1,"2023-08-17T01:21:50.905Z","2023-08-17T01:21:58.056Z",TRUE,"pitch","afa54343-f1b7-4d40-be7c-8803d2273004",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.27,1.52,NA,92.97,203.18,"ground_ball","medium","5",94.4,161.53,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Tyler O'Neill grounds into a force out, fielded by third baseman Jordan Diaz. Andrew Knizner out at 3rd.",0,8,0,77,"bottom",9,"2023-08-17T01:21:22.080Z","2023-08-17T01:21:58.056Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.7,14,2,0.4322,5.9168,23.0234,-32.7125,4.0744,-0.3336,0.6305,1.3184,1.0834,-126.211,-4.282,-0.3326,50.0011,5.6396,6.6446,12,8.4,24,2742,93,65,-39,2,NA,NA,NA,TRUE,-37.3,-1.2,-7.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",0,"2023-08-17T01:21:32.249Z","2023-08-17T01:21:36.001Z",TRUE,"pitch","770693d1-9d98-4b0a-a318-0f1467c9c28e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3476,1.5824,NA,87.53,163.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Tyler O'Neill grounds into a force out, fielded by third baseman Jordan Diaz. Andrew Knizner out at 3rd.",0,8,0,77,"bottom",9,"2023-08-17T01:21:22.080Z","2023-08-17T01:21:58.056Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,81,6,2,0.429,5.7545,23.2279,-30.9471,4.3139,0.7414,0.7731,2.7914,1.5584,-127.1248,-1.3213,-0.4064,50.004,5.7486,7.1421,13.2,8.4,24,2674,116,NA,NA,NA,NA,NA,NA,FALSE,-34.2,1.3,-8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",2,"2023-08-17T01:20:46.499Z","2023-08-17T01:20:58.123Z",TRUE,"pitch","ade2b2d2-ee4e-4532-820c-46d25ca6b3e5",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,2,NA,NA,3.22,1.55,NA,132.23,168.97,"line_drive","medium","8",134.29,85.93,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Taylor Motter singles on a line drive to center fielder Lawrence Butler. Alec Burleson to 3rd. Andrew Knizner to 2nd.",0,8,0,76,"bottom",9,"2023-08-17T01:20:22.196Z","2023-08-17T01:20:58.123Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","Loaded",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,84.4,4,2,0.4099,5.8537,26.8243,-23.34,-2.1205,4.8781,-0.3996,2.5857,0.6701,-133.2683,-3.6987,-0.3778,50.0023,5.664,-3.84,8.4,6,24,2411,193,99.4,10,208,NA,NA,NA,FALSE,-24.1,8.3,3.7,NA,NA,NA,NA,NA,FALSE,FALSE,668800,"Andrew Knizner","/api/v1/people/668800",600301,"Taylor Motter","/api/v1/people/600301",676475,"Alec Burleson","/api/v1/people/676475",NA,NA,NA,NA
716969,"2023-08-16",1,"2023-08-17T01:20:24.490Z","2023-08-17T01:20:27.779Z",TRUE,"pitch","b5f26a28-e270-4623-98a9-35be1a310c4e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.22,1.55,NA,118.36,164.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Taylor Motter singles on a line drive to center fielder Lawrence Butler. Alec Burleson to 3rd. Andrew Knizner to 2nd.",0,8,0,76,"bottom",9,"2023-08-17T01:20:22.196Z","2023-08-17T01:20:58.123Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","Loaded",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.8,2,2,0.4078,5.8457,26.1227,-17.3593,0.2336,8.0873,-0.0358,2.7567,0.9892,-133.8043,-4.3478,-0.4391,50.0008,5.6291,0.4277,2.4,3.6,24,2458,196,NA,NA,NA,NA,NA,NA,FALSE,-18,14,-0.6,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",0,"2023-08-17T01:19:42.855Z","2023-08-17T01:20:24.490Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Taylor Motter singles on a line drive to center fielder Lawrence Butler. Alec Burleson to 3rd. Andrew Knizner to 2nd.",0,8,0,76,"bottom",9,"2023-08-17T01:20:22.196Z","2023-08-17T01:20:58.123Z",TRUE,FALSE,FALSE,FALSE,33,0,1,2,600301,"Taylor Motter","/api/v1/people/600301","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","Loaded",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",4,"2023-08-17T01:19:20.939Z","2023-08-17T01:19:25.724Z",TRUE,"pitch","38921526-67a1-491d-b227-3d5e55b74131",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3153,1.54,NA,85.85,205.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Andrew Knizner walks. Alec Burleson to 2nd.",0,8,0,75,"bottom",9,"2023-08-17T01:17:34.228Z","2023-08-17T01:19:25.724Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82.1,14,2,0.4245,5.8415,24.0399,-29.3681,3.6928,1.6575,0.8171,1.2251,1.9955,-128.5218,-5.3747,-0.4466,50.0021,5.5957,6.2407,12,7.2,24,2748,118,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.2,-7.1,NA,NA,NA,NA,NA,FALSE,FALSE,676475,"Alec Burleson","/api/v1/people/676475",668800,"Andrew Knizner","/api/v1/people/668800",NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",3,"2023-08-17T01:18:54.748Z","2023-08-17T01:18:58.075Z",TRUE,"pitch","d95db50b-8d5c-4bbe-ac6e-90bbaae25754",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2921,1.5743,NA,41.6,169.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Andrew Knizner walks. Alec Burleson to 2nd.",0,8,0,75,"bottom",9,"2023-08-17T01:17:34.228Z","2023-08-17T01:19:25.724Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,84.8,12,2,0.4087,5.9611,25.9741,-19.2355,0.4249,7.0956,1.978,2.5608,5.3264,-133.4959,-4.4759,-0.0898,50.0023,5.6249,0.7743,4.8,4.8,24,2525,188,NA,NA,NA,NA,NA,NA,FALSE,-20,12.2,-1.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",2,"2023-08-17T01:18:32.210Z","2023-08-17T01:18:36.660Z",TRUE,"pitch","c4fc79e1-a4d4-4f1a-a7fb-23efd05f1e18",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3795,1.5732,NA,79.62,197.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Andrew Knizner walks. Alec Burleson to 2nd.",0,8,0,75,"bottom",9,"2023-08-17T01:17:34.228Z","2023-08-17T01:19:25.724Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.1,14,2,0.429,5.9263,24.2756,-31.3796,3.823,0.4794,0.9806,1.5251,2.1684,-127.3165,-4.0443,-0.3767,50.0033,5.5971,6.3229,12,8.4,24,2778,108,NA,NA,NA,NA,NA,NA,FALSE,-35.3,0.2,-7.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",1,"2023-08-17T01:18:09.794Z","2023-08-17T01:18:15.178Z",TRUE,"pitch","bd93a4af-5cc4-47af-802a-5fc4bb4f2e17",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4049,1.5673,NA,78.71,204.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Andrew Knizner walks. Alec Burleson to 2nd.",0,8,0,75,"bottom",9,"2023-08-17T01:17:34.228Z","2023-08-17T01:19:25.724Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.9,14,2,0.4304,5.6085,23.7767,-31.7679,3.9924,0.2416,1.0045,1.2856,2.085,-126.8302,-4.5296,-0.3444,50.0001,5.6029,6.5597,12,8.4,24,2771,102,NA,NA,NA,NA,NA,NA,FALSE,-36,-0.2,-7.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716969,"2023-08-16",0,"2023-08-17T01:17:48.622Z","2023-08-17T01:17:53.448Z",TRUE,"pitch","2c4d1c9a-0749-4225-b496-92cf762602a5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3732,1.5977,NA,84.92,183.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Andrew Knizner walks. Alec Burleson to 2nd.",0,8,0,75,"bottom",9,"2023-08-17T01:17:34.228Z","2023-08-17T01:19:25.724Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,668800,"Andrew Knizner","/api/v1/people/668800","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals","Oakland Athletics","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,77.2,14,2,0.4515,5.7311,21.8631,-38.5784,4.0382,-4.2867,0.8416,2.0368,1.4401,-120.9503,-1.0877,-0.2849,50.0034,5.8519,6.0302,9.6,10.8,24,2726,41,NA,NA,NA,NA,NA,NA,FALSE,-47.2,-7.8,-7.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
