"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718235,"2023-05-10",0,"2023-05-10T22:10:45.727Z","2023-05-10T22:10:50.727Z",FALSE,"stepoff","a794411c-2d51-440c-a91c-890eb3326ef6",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Grounded Into DP","grounded_into_double_play","Brandon Drury grounds into a double play, third baseman Alex Bregman to second baseman David Hensley to first baseman Yainer Diaz. Hunter Renfroe out at 2nd. Brandon Drury out at 1st.",0,5,2,55,"bottom",7,"2023-05-10T22:10:45.727Z","2023-05-10T22:11:30.614Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,592273,"Brandon Drury","/api/v1/people/592273","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",6,"2023-05-10T22:10:12.581Z","2023-05-10T22:10:17.607Z",TRUE,"pitch","695c7ef3-574d-45b7-b865-4662394c65c3",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.4712,1.7414,NA,125.13,139.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.3,76.1,11,0.9,0.4523,6.0263,24.1913,-26.6484,-4.2204,3.7246,-0.2132,3.6591,3.8984,-121.2094,-0.1126,-1.2958,50.0049,6.0374,-6.2664,12,7.2,24,1637,266,NA,NA,NA,NA,NA,NA,FALSE,-32.5,7,6.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",4,"2023-05-10T22:09:46.193Z","2023-05-10T22:09:52.622Z",TRUE,"pitch","ec68fd06-7efc-4474-b41f-8209406ecd29",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.5604,1.7389,NA,125.23,198.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85,13,0.95,0.4038,6.1704,33.6786,-18.6081,-10.8824,7.3013,-0.2159,1.4962,6.3058,-136.3263,-7.7588,-1.1614,50.0007,5.694,-20.209,42,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-19.9,11.5,18.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",3,"2023-05-10T22:09:27.310Z","2023-05-10T22:09:32.886Z",TRUE,"pitch","e8f141c4-7675-44b2-991c-381d65bdb247",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4483,1.6954,NA,152.75,186.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,84.8,13,0.96,0.4048,6.1045,33.1242,-18.7275,-10.781,7.2706,-0.9379,1.947,4.5874,-135.9276,-6.7651,-1.2583,50.001,5.7941,-19.9296,43.2,6,24,2351,229,NA,NA,NA,NA,NA,NA,FALSE,-19.9,11.8,18.4,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",2,"2023-05-10T22:09:08.302Z","2023-05-10T22:09:13.271Z",TRUE,"pitch","85074b17-8433-4d63-a5ef-15511d4feb32",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.43,1.66,NA,129.9,136.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,83.8,11,0.92,0.4077,6.0863,32.8079,-11.7132,-4.2163,11.2242,-0.3385,3.7838,4.3048,-135.0026,-3.2482,-1.4156,50.002,5.842,-7.6856,27.6,3.6,24,2579,209,NA,NA,NA,NA,NA,NA,FALSE,-12.4,19.7,6.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",1,"2023-05-10T22:08:51.516Z","2023-05-10T22:08:57.503Z",TRUE,"pitch","20c9c833-a0e4-4902-b268-cafbaefbc42e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5401,1.7874,NA,169.37,176.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,83.3,13,0.93,0.4097,6.116,34.7309,-17.6782,-9.7685,8.0456,-1.3739,2.3094,3.4735,-134.7336,-5.681,-1.426,50.0023,5.7336,-17.6,40.8,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13.3,16.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",0,"2023-05-10T22:08:37.507Z","2023-05-10T22:08:43.078Z",TRUE,"pitch","d744f9fe-ddaa-4ac5-86db-44656e8b8617",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5401,1.6954,NA,156.38,169.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,83.4,13,0.91,0.4105,6.1156,32.6285,-19.9089,-9.7624,6.8235,-1.0332,2.5644,4.2842,-134.1063,-4.9298,-1.3951,50.0016,5.8731,-17.5417,38.4,6,24,2276,230,NA,NA,NA,NA,NA,NA,FALSE,-21.2,11.3,16.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",5,"2023-05-10T22:09:57.784Z","2023-05-10T22:10:12.581Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,592669,"/api/v1/people/592669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Hunter Renfroe walks.",0,5,2,54,"bottom",7,"2023-05-10T22:08:31.766Z","2023-05-10T22:10:17.607Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,592669,"Hunter Renfroe","/api/v1/people/592669","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",1,"2023-05-10T22:08:06.665Z","2023-05-10T22:08:15.075Z",TRUE,"pitch","b0508148-5b57-4b80-ae09-b4e3ce778151",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.28,1.6,NA,155.18,170.44,"popup","medium","6",106.43,137.83,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Anthony Rendon pops out to shortstop Jeremy Pena.",0,5,2,53,"bottom",7,"2023-05-10T22:08:04.300Z","2023-05-10T22:08:15.075Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.5,11,0.92,0.4063,6.0579,31.8767,-17.9738,-9.5068,7.7272,-1.0015,2.5312,4.2403,-135.2589,-5.372,-1.3621,50,5.8198,-17.4595,40.8,6,24,2432,289,54.2,36,166,NA,NA,NA,TRUE,-19,13,16.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",0,"2023-05-10T22:06:44.673Z","2023-05-10T22:08:06.665Z",FALSE,"action",NA,NA,"Pitching Change: Hector Neris replaces Cristian Javier.","Pitching Substitution",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,593576,"/api/v1/people/593576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"53","atBat","Pop Out","field_out","Anthony Rendon pops out to shortstop Jeremy Pena.",0,5,2,53,"bottom",7,"2023-05-10T22:08:04.300Z","2023-05-10T22:08:15.075Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",4,"2023-05-10T22:05:04.782Z","2023-05-10T22:05:09.799Z",TRUE,"pitch","8f4a6d5e-a830-42d7-a036-858cd6012b8b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.4227,1.601,NA,82.13,169.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Corey Julks called out on strikes.",0,5,2,52,"top",7,"2023-05-10T22:03:50.632Z","2023-05-10T22:05:09.799Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,76.9,12,2,0.4503,6.2815,23.5568,-28.2924,-8.8732,2.5928,0.9148,2.5696,4.1572,-121.5767,-3.2723,0.3367,50.0057,6.3855,-13.3017,24,8.4,24,1513,240,NA,NA,NA,NA,NA,NA,TRUE,-34.9,4.2,15.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",3,"2023-05-10T22:04:44.512Z","2023-05-10T22:04:48.363Z",TRUE,"pitch","2e2ceaba-61bb-4fb6-9dba-6403ee18f88d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3274,1.5456,NA,107.58,243.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Corey Julks called out on strikes.",0,5,2,52,"top",7,"2023-05-10T22:03:50.632Z","2023-05-10T22:05:09.799Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,77.4,14,2,0.4498,6.4098,25.0386,-26.2738,-10.4828,3.9324,0.2471,-0.1794,3.103,-121.9826,-9.6188,0.317,50.0033,6.0969,-15.7238,28.8,8.4,24,1796,262,NA,NA,NA,NA,NA,NA,FALSE,-34.1,5,18.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",2,"2023-05-10T22:04:26.451Z","2023-05-10T22:04:32.503Z",TRUE,"pitch","b8bce1fd-87da-4fd1-8837-070db974cc20",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.33,1.64,NA,136.82,189.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Corey Julks called out on strikes.",0,5,2,52,"top",7,"2023-05-10T22:03:50.632Z","2023-05-10T22:05:09.799Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.8,73.7,7,2,0.4686,6.1251,25.2242,-34.8938,2.4167,-1.9717,-0.52,1.8255,-1.8791,-117.5348,-3.0294,-0.0186,50.0037,6.418,3.3336,4.8,10.8,24,2205,80,NA,NA,NA,NA,NA,NA,FALSE,-46.4,-4.1,-3.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",1,"2023-05-10T22:04:13.146Z","2023-05-10T22:04:18.142Z",TRUE,"pitch","dd58bc58-632b-43aa-8218-fc74b917a5cf",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3503,1.6145,NA,101.79,140.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Corey Julks called out on strikes.",0,5,2,52,"top",7,"2023-05-10T22:03:50.632Z","2023-05-10T22:05:09.799Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.3,12,2,0.3969,6.0887,33.3046,-13.1694,-5.3056,9.8742,0.399,3.6578,2.9173,-138.4267,-4.8225,0.016,50.001,6.3164,-10.2096,33.6,3.6,24,2295,223,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.9,8.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",0,"2023-05-10T22:03:58.110Z","2023-05-10T22:04:03.142Z",TRUE,"pitch","a88e4467-84e8-4f89-84e6-14437d802881",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.33,1.64,NA,120.57,166.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Corey Julks called out on strikes.",0,5,2,52,"top",7,"2023-05-10T22:03:50.632Z","2023-05-10T22:05:09.799Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,667452,"Corey Julks","/api/v1/people/667452","R","Right",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.5,5,2,0.4012,6.0982,32.7687,-12.2757,-4.7898,10.5646,-0.0936,2.665,1.3631,-136.9799,-7.2552,0.0218,50.0024,6.2035,-9.0209,32.4,3.6,24,2288,213,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.6,8.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",2,"2023-05-10T22:03:27.040Z","2023-05-10T22:03:35.549Z",TRUE,"pitch","d26be71b-7689-4625-b912-353d97ce20dc",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.54,1.74,NA,104.32,200.71,"ground_ball","medium","3",154.99,172.13,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Kyle Tucker grounds out, first baseman Gio Urshela to pitcher Chris Devenski.",0,5,2,51,"top",7,"2023-05-10T22:02:43.735Z","2023-05-10T22:03:35.549Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,77.2,14,2,0.4498,6.2128,23.6675,-26.5279,-9.3785,3.7554,0.3325,1.4099,2.6949,-121.7326,-6.2518,0.4302,50.0006,6.3046,-14.0877,26.4,8.4,24,1586,237,73.7,0,36,NA,NA,NA,TRUE,-33.5,5.6,16.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718235,"2023-05-10",1,"2023-05-10T22:03:09.903Z","2023-05-10T22:03:14.318Z",TRUE,"pitch","1e9c3bea-ec2d-4bbf-97db-947223147a59",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.5144,1.6916,NA,128.4,147.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Kyle Tucker grounds out, first baseman Gio Urshela to pitcher Chris Devenski.",0,5,2,51,"top",7,"2023-05-10T22:02:43.735Z","2023-05-10T22:03:35.549Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",606965,"Chris Devenski","/api/v1/people/606965","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,76.2,1,2,0.4538,6.1001,23.0928,-28.8457,-9.1561,2.2553,-0.2992,3.3774,1.7573,-120.6079,-1.2684,0.1531,50.0017,6.4501,-13.5105,24,8.4,24,1456,248,NA,NA,NA,NA,NA,NA,FALSE,-35.8,4.1,16.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
