"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717025,"2023-08-12",1,"2023-08-12T21:19:11.002Z","2023-08-12T21:19:14.599Z",TRUE,"pitch","990ae684-5223-4612-9534-8cacda12758c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.779,1.8829,NA,84.13,109.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Josh Bell strikes out on a foul tip.",0,0,3,37,"bottom",5,"2023-08-12T21:18:32.328Z","2023-08-12T21:20:38.446Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,87.8,12,2,0.39,6.1881,33.9529,-17.6457,-5.433,7.2827,0.8622,4.7922,6.7162,-140.7977,-0.4286,-0.8557,50.0002,6.0951,-10.8348,27.6,3.6,24,2168,222,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.3,8.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:18:52.354Z","2023-08-12T21:18:58.003Z",TRUE,"pitch","87da78e3-fd91-4821-9fd0-3011a0583e92",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.72,1.8,NA,105.53,150.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Josh Bell strikes out on a foul tip.",0,0,3,37,"bottom",5,"2023-08-12T21:18:32.328Z","2023-08-12T21:20:38.446Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82,74.8,3,2,0.4603,6.161,24.726,-32.656,2.9662,-0.3401,0.301,3.2535,2.0825,-119.3591,0.4235,-0.9706,50.0015,6.0339,4.2435,8.4,9.6,24,2105,46,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-0.2,-5.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:18:24.019Z","2023-08-12T21:18:28.161Z",TRUE,"pitch","4ef3a2c8-5b42-41d6-a028-0ffc33baf11c",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.54,1.68,NA,133.23,201.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,0,3,36,"bottom",5,"2023-08-12T21:17:23.225Z","2023-08-12T21:18:28.161Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.5,83.5,13,2,0.4131,6.2619,31.0657,-27.756,-9.5248,2.484,-0.4259,1.3648,4.0644,-133.0788,-6.2894,-0.7436,50,5.7944,-16.9205,28.8,7.2,24,1554,239,NA,NA,NA,NA,NA,NA,TRUE,-29.8,3.2,16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:18:09.567Z","2023-08-12T21:18:13.562Z",TRUE,"pitch","69a27341-621e-4266-bdfe-8fae3fa4e8d8",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.54,1.68,NA,117.17,140.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,0,3,36,"bottom",5,"2023-08-12T21:17:23.225Z","2023-08-12T21:18:28.161Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,87.1,2,2,0.3917,6.117,36.2381,-13.4887,-4.1634,9.4685,-0.0045,3.6566,4.1092,-140.6335,-3.9201,-0.9541,50.0057,5.963,-8.2192,26.4,3.6,24,2140,221,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.3,6.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:17:52.692Z","2023-08-12T21:17:57.029Z",TRUE,"pitch","6a400a2e-c836-4a30-a8d2-b09b856a4558",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4975,1.6808,NA,123.65,140.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,0,3,36,"bottom",5,"2023-08-12T21:17:23.225Z","2023-08-12T21:18:28.161Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.5,11,2,0.4439,6.1014,25.8917,-28.4697,-0.1859,2.4039,-0.1745,3.6511,2.5134,-123.659,0.3914,-1.1823,50.0026,5.8896,-0.2869,0,7.2,24,2039,160,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4.7,-0.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:17:34.378Z","2023-08-12T21:17:38.639Z",TRUE,"pitch","0c731f71-7824-4871-8049-2e336c8eb6c8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.54,1.68,NA,127.49,183.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,0,3,36,"bottom",5,"2023-08-12T21:17:23.225Z","2023-08-12T21:18:28.161Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,81.6,8,2,0.4217,6.5184,29.7515,-24.8395,-8.61,4.3006,-0.2753,2.0332,4.8825,-130.3469,-4.9866,-1.0632,50.001,5.8684,-14.6779,27.6,7.2,24,1621,239,NA,NA,NA,NA,NA,NA,FALSE,-27.5,6.8,14.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:15:03.373Z","2023-08-12T21:15:07.950Z",TRUE,"pitch","8fe8b003-edd4-4773-b515-9761a395c74b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.45,1.63,NA,158.09,203.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,0,3,35,"top",5,"2023-08-12T21:14:00.114Z","2023-08-12T21:15:07.950Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.2,84.5,13,0.89,0.4091,6.7751,29.682,-29.6183,-10.8265,1.4107,-1.0779,1.321,5.6611,-134.0161,-5.7283,-1.814,50.0043,5.6088,-19.6427,31.2,8.4,24,2029,246,NA,NA,NA,NA,NA,NA,TRUE,-30.8,1.4,18.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:14:48.759Z","2023-08-12T21:14:51.833Z",TRUE,"pitch","146029db-8e6f-4364-9feb-b714d063e695",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3159,1.5752,NA,51.5,211.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,0,3,35,"top",5,"2023-08-12T21:14:00.114Z","2023-08-12T21:15:07.950Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92,85.1,14,0.9,0.4087,6.5417,27.0179,-24.7364,-0.5142,4.0849,1.7184,1.0013,8.7422,-133.6611,-7.4428,-1.5188,50.0039,5.5807,-0.937,1.2,6,24,2289,224,NA,NA,NA,NA,NA,NA,FALSE,-26.2,6,-0.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:14:31.341Z","2023-08-12T21:14:34.991Z",TRUE,"pitch","ff45ea92-0c3e-42b4-b071-493022d0f651",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.45,1.63,NA,86.94,187.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,0,3,35,"top",5,"2023-08-12T21:14:00.114Z","2023-08-12T21:15:07.950Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.2,84.2,9,0.9,0.4097,7.4746,30.5168,-22.321,0.8411,5.4469,0.7886,1.8879,6.2015,-133.9878,-5.8818,-1.6706,50.0004,5.7197,1.518,7.2,4.8,24,2388,196,NA,NA,NA,NA,NA,NA,FALSE,-23.6,8.8,-2.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:14:18.869Z","2023-08-12T21:14:22.568Z",TRUE,"pitch","8d0e9948-3f2e-4e38-9ead-f1c7be5008fd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3771,1.5966,NA,150.29,190.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,0,3,35,"top",5,"2023-08-12T21:14:00.114Z","2023-08-12T21:15:07.950Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.2,13,2,0.39,5.9433,33.2771,-16.5282,-10.1674,7.8417,-0.8734,1.8018,6.0529,-140.6916,-7.4582,-1.7368,50.0039,5.5674,-20.2912,45.6,4.8,24,2289,236,NA,NA,NA,NA,NA,NA,FALSE,-16.6,12.7,17,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",3,"2023-08-12T21:13:45.940Z","2023-08-12T21:13:53.270Z",TRUE,"pitch","d7fb980b-50e4-426c-94d5-a03a43fd3125",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.2,1.55,NA,132.01,191.48,"ground_ball","medium","6",104.05,150.39,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Anthony Volpe grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,0,3,34,"top",5,"2023-08-12T21:12:42.859Z","2023-08-12T21:13:53.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89,7,2,0.387,6.1289,33.1535,-15.7518,-9.6418,8.0978,-0.3937,1.7519,7.3977,-141.6884,-7.7499,-1.7891,50.0036,5.5344,-19.5544,45.6,4.8,24,2326,234,98.9,0,47,NA,NA,NA,TRUE,-15.7,13.2,16,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",2,"2023-08-12T21:13:28.088Z","2023-08-12T21:13:32.405Z",TRUE,"pitch","f554a83f-0870-440e-9950-2113f9adcf02",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2559,1.5349,NA,101.09,195.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Anthony Volpe grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,0,3,34,"top",5,"2023-08-12T21:12:42.859Z","2023-08-12T21:13:53.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.1,9,2,0.383,6.2917,33.3119,-19.6212,-8.562,6.0652,0.4173,1.6134,8.9074,-143.0546,-7.7855,-1.6258,50.0067,5.6026,-17.7321,36,4.8,24,2302,235,NA,NA,NA,NA,NA,NA,FALSE,-18.8,9.5,13.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",1,"2023-08-12T21:13:14.771Z","2023-08-12T21:13:18.495Z",TRUE,"pitch","657fbf48-6302-4c2e-af15-814966932911",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1743,1.5508,NA,165.96,174.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Anthony Volpe grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,0,3,34,"top",5,"2023-08-12T21:12:42.859Z","2023-08-12T21:13:53.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91,83.2,11,0.9,0.4143,6.0299,29.3336,-27.3038,-11.1258,2.7527,-1.2846,2.3976,4.9559,-132.4145,-3.6334,-1.7392,50.0018,5.7942,-19.6763,33.6,7.2,24,1969,238,NA,NA,NA,NA,NA,NA,FALSE,-28.8,4.3,19,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:13:01.199Z","2023-08-12T21:13:04.855Z",TRUE,"pitch","c65fac02-d7c8-4022-baeb-261b76d4e053",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0933,1.493,NA,142.24,183.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","atBat","Groundout","field_out","Anthony Volpe grounds out, shortstop Joey Wendle to first baseman Yuli Gurriel.",0,0,3,34,"top",5,"2023-08-12T21:12:42.859Z","2023-08-12T21:13:53.270Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89.2,4,0.9,0.3859,6.1524,34.646,-24.7323,-12.459,3.6565,-0.6621,2.0451,7.6236,-142.2964,-5.9612,-1.7663,50.007,5.7486,-25.389,42,7.2,24,2276,232,NA,NA,NA,NA,NA,NA,FALSE,-23.3,5.5,20.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:12:29.714Z","2023-08-12T21:12:38.630Z",TRUE,"pitch","fd1f7873-9da8-4ec2-beaf-0e4ad4ae912a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.03,1.44,NA,94.88,173.18,"popup","medium","6",109.04,134.1,NA,NA,NA,NA,NA,NA,NA,NA,"33","atBat","Pop Out","field_out","Harrison Bader pops out to shortstop Joey Wendle.",0,0,3,33,"top",5,"2023-08-12T21:12:19.653Z","2023-08-12T21:12:38.630Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,664056,"Harrison Bader","/api/v1/people/664056","R","Right",645261,"Sandy Alcantara","/api/v1/people/645261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.1,6,0.91,0.4163,5.8726,26.8238,-22.9226,0.746,5.2723,0.5804,2.4297,5.9746,-131.3662,-4.4368,-1.8166,50.002,5.8364,1.3081,6,6,24,2381,185,74,56,173,NA,NA,NA,TRUE,-24.6,8.8,-2.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",0,"2023-08-12T21:10:00.723Z","2023-08-12T21:10:08.412Z",TRUE,"pitch","cd971a08-0f4f-4e0b-b8c8-e27bf94b6ccb",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.25,1.47,NA,122.14,182.48,"ground_ball","medium","5",102.53,166.16,NA,NA,NA,NA,NA,NA,NA,NA,"32","atBat","Grounded Into DP","grounded_into_double_play","Jacob Stallings grounds into a double play, third baseman Isiah Kiner-Falefa to second baseman Gleyber Torres to first baseman Jake Bauers. Joey Wendle out at 2nd. Jacob Stallings out at 1st.",0,0,3,32,"bottom",4,"2023-08-12T21:09:45.406Z","2023-08-12T21:10:08.412Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,607732,"Jacob Stallings","/api/v1/people/607732","R","Right",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.6,83,5,2,0.4157,6.2881,28.2545,-23.7348,-9.7041,4.7998,-0.1348,2.0852,6.0604,-131.8135,-5.2104,-1.204,50.0016,5.8419,-17.0597,32.4,7.2,24,1609,241,87.7,-12,11,NA,NA,NA,TRUE,-25.6,7.7,16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717025,"2023-08-12",4,"2023-08-12T21:09:03.890Z","2023-08-12T21:09:14.469Z",TRUE,"pitch","ba0dae0b-43a0-4e87-8fbd-d24938653ad5",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,1,NA,NA,3.26,1.55,NA,100.83,178.66,"line_drive","medium","7",87.81,92.91,NA,NA,NA,NA,NA,NA,NA,NA,"31","atBat","Single","single","Joey Wendle singles on a line drive to left fielder Billy McKinney. Jake Burger scores. Jesus Sanchez to 2nd.",1,0,3,31,"bottom",4,"2023-08-12T21:07:10.402Z","2023-08-12T21:09:14.469Z",TRUE,TRUE,FALSE,FALSE,70,2,1,1,621563,"Joey Wendle","/api/v1/people/621563","L","Left",666745,"Jhony Brito","/api/v1/people/666745","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.1,6,2,0.3867,6.1477,32.741,-18.0547,-10.128,6.9501,0.4242,2.2267,8.1396,-141.7159,-6.9407,-1.171,50.0029,5.8631,-20.5767,43.2,6,24,2224,222,98.8,8,182,NA,NA,NA,FALSE,-17.5,11.3,16.7,NA,NA,NA,FALSE,FALSE,621563,"Joey Wendle","/api/v1/people/621563",660821,"Jesús Sánchez","/api/v1/people/660821"
