"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717506,"2023-07-04",2,"2023-07-04T04:25:47.957Z","2023-07-04T04:25:53.653Z",TRUE,"pitch","77bc2e99-1a02-4a24-b6ba-de0f2615740a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.4,1.58,NA,128.79,177.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Rodolfo Castro walks.",0,2,5,66,"top",8,"2023-07-04T04:24:58.411Z","2023-07-04T04:26:32.497Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,86.6,4,1,0.3965,6.6046,33.2208,-24.6901,-11.2818,3.8835,-0.3092,2.2859,10.6263,-138.5403,-3.6522,-2.7435,50.0052,5.2867,-21.7611,37.2,7.2,24,2428,222,NA,NA,NA,NA,NA,NA,FALSE,-24,6.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",1,"2023-07-04T04:25:29.945Z","2023-07-04T04:25:35.592Z",TRUE,"pitch","52949ac8-4d0c-487d-b3b8-142d24bff8ea",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5501,1.6574,NA,66.26,193.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Rodolfo Castro walks.",0,2,5,66,"top",8,"2023-07-04T04:24:58.411Z","2023-07-04T04:26:32.497Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.4,14,2,0.4326,6.4603,24.7519,-26.3939,-1.0599,3.5582,1.3313,1.6847,10.3696,-126.4103,-4.3902,-2.6791,50.0056,5.5526,-1.725,0,7.2,24,2519,193,NA,NA,NA,NA,NA,NA,FALSE,-30.5,5.6,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",0,"2023-07-04T04:25:13.899Z","2023-07-04T04:25:18.092Z",TRUE,"pitch","4082dc2e-408c-42aa-b725-7ed23857e30a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5835,1.7408,NA,97.06,205.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Rodolfo Castro walks.",0,2,5,66,"top",8,"2023-07-04T04:24:58.411Z","2023-07-04T04:26:32.497Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,666801,"Rodolfo Castro","/api/v1/people/666801","L","Left",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,85.4,14,0.92,0.4014,6.6527,34.452,-13.8326,-7.1324,9.7592,0.5232,1.2466,11.346,-137.2171,-8.0153,-2.7662,50.0011,5.1772,-13.4033,33.6,3.6,24,2488,227,NA,NA,NA,NA,NA,NA,FALSE,-15.4,15.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",6,"2023-07-04T04:24:43.875Z","2023-07-04T04:24:48.234Z",TRUE,"pitch","b1c6ff5e-b642-4c42-bc53-5d1854241311",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.19,1.48,NA,94.01,157.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.5,3,0.91,0.3959,6.7111,34.2049,-14.1417,-5.8021,9.325,0.6032,3.0066,10.9483,-138.911,-4.025,-2.6544,50.0011,5.4294,-11.2189,30,3.6,24,2494,220,NA,NA,NA,NA,NA,NA,TRUE,-14.2,16.1,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",5,"2023-07-04T04:24:26.792Z","2023-07-04T04:24:30.471Z",TRUE,"pitch","a5efed8f-ffe8-4c73-a119-6f82519bbee2",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3665,1.5241,NA,119.01,129.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,11,0.89,0.3965,6.3929,31.8169,-13.8415,-5.1859,9.4933,-0.0527,4.0317,8.9803,-138.3269,-1.9202,-2.6725,50.0043,5.6664,-10.017,28.8,3.6,24,2402,216,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.9,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",4,"2023-07-04T04:24:08.012Z","2023-07-04T04:24:12.237Z",TRUE,"pitch","34e16d42-a1bd-4a70-805e-8810ea0cd17a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.3498,1.5408,NA,62.9,222.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.7,14,2,0.4374,6.5363,25.0432,-31.1739,-0.0222,0.6278,1.4192,0.6117,9.7506,-125.1683,-5.8171,-2.5222,50.0014,5.5154,-0.0363,2.4,8.4,24,2521,51,NA,NA,NA,NA,NA,NA,FALSE,-37,0,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",3,"2023-07-04T04:23:48.660Z","2023-07-04T04:23:53.873Z",TRUE,"pitch","c5f47692-b852-48fc-a65c-c0d110f4552b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.19,1.48,NA,82.23,184.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,82.2,14,2,0.4253,6.4774,22.4325,-30.3281,2.0356,1.0911,0.9121,2.0154,8.3785,-128.0007,-3.2049,-2.6465,50.0001,5.6185,3.43,8.4,7.2,24,2547,105,NA,NA,NA,NA,NA,NA,FALSE,-33.4,1.6,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",2,"2023-07-04T04:23:20.092Z","2023-07-04T04:23:24.037Z",TRUE,"pitch","b6dbe2bb-77ab-442a-8b14-24e2990a75c5",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.19,1.48,NA,90.51,178.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.6,6,2,0.4274,6.4473,22.7268,-27.302,-0.6313,2.9212,0.6949,2.2412,8.7341,-127.4686,-3.3187,-2.6736,50.0056,5.6831,-1.0557,1.2,7.2,24,2440,187,NA,NA,NA,NA,NA,NA,FALSE,-30.5,4.8,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",1,"2023-07-04T04:23:00.973Z","2023-07-04T04:23:05.853Z",TRUE,"pitch","dba890a9-f660-4249-986c-fb17bb49e5b9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3832,1.5408,NA,53.86,219.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.5,14,2,0.4226,6.6534,25.329,-22.9972,-0.2806,5.3853,1.6566,0.7291,11.2256,-129.2931,-7.6983,-2.6932,50.0037,5.4927,-0.4804,3.6,6,24,2574,199,NA,NA,NA,NA,NA,NA,FALSE,-26.3,8.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",0,"2023-07-04T04:22:46.050Z","2023-07-04T04:22:49.204Z",TRUE,"pitch","ba00ca81-72ac-41b3-aa18-3f61b5b56d80",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.19,1.48,NA,58.13,198.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,5,65,"top",8,"2023-07-04T04:22:34.102Z","2023-07-04T04:24:48.234Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.5,14,2,0.4229,6.4906,23.9738,-25.5492,-1.2493,3.8865,1.5445,1.4954,10.9031,-128.9734,-5.5195,-2.5549,50.0017,5.605,-2.1303,1.2,6,24,2513,205,NA,NA,NA,NA,NA,NA,FALSE,-28.4,6.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",4,"2023-07-04T04:22:13.168Z","2023-07-04T04:22:21.466Z",TRUE,"pitch","c32dc1c8-52e9-4d86-a7cf-931f88a66329",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.17,1.61,NA,74.01,185.6,"ground_ball","medium","6",108.35,152.33,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,5,64,"top",8,"2023-07-04T04:21:18.924Z","2023-07-04T04:22:21.466Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.9,14,2,0.4275,6.4366,21.8658,-30.4092,1.9883,1.0587,1.1277,1.9697,8.9258,-127.2705,-3.3493,-2.6586,50.005,5.6675,3.3165,8.4,7.2,24,2447,66,68.8,-14,8,NA,NA,NA,TRUE,-33.8,1.4,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",3,"2023-07-04T04:21:52.644Z","2023-07-04T04:21:56.925Z",TRUE,"pitch","28f77635-105a-4f80-892b-de421ed88824",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.17,1.61,NA,122.34,155.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,5,64,"top",8,"2023-07-04T04:21:18.924Z","2023-07-04T04:22:21.466Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.4,2,0.91,0.3912,6.4663,28.6017,-15.4742,-7.3623,8.3924,-0.1401,3.0736,9.6714,-139.5193,-4.2001,-2.6797,50.0059,5.6045,-14.6559,38.4,4.8,24,2399,221,NA,NA,NA,NA,NA,NA,FALSE,-15,14.6,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",2,"2023-07-04T04:21:36.283Z","2023-07-04T04:21:40.837Z",TRUE,"pitch","bc14a438-4936-4d1c-b6c8-822e3576e3e3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2831,1.7074,NA,53.34,219.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,5,64,"top",8,"2023-07-04T04:21:18.924Z","2023-07-04T04:22:21.466Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.7,14,2,0.4171,6.5075,24.8788,-22.1304,-1.9487,5.7385,1.6701,0.7258,11.6347,-130.7829,-8.1322,-2.5631,50.0026,5.5074,-3.4111,3.6,6,24,2422,219,NA,NA,NA,NA,NA,NA,FALSE,-24.7,8.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",1,"2023-07-04T04:21:21.286Z","2023-07-04T04:21:24.950Z",TRUE,"pitch","8c09e60c-fdf6-449b-a41a-95deb54ab999",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2998,1.6741,NA,119.99,186.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,5,64,"top",8,"2023-07-04T04:21:18.924Z","2023-07-04T04:22:21.466Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,83.8,8,0.88,0.4136,6.6158,26.4749,-23.3796,-3.3463,4.9469,-0.0784,1.9377,8.1271,-132.1023,-4.8421,-2.7515,50.0058,5.4994,-5.9535,10.8,6,24,2361,218,NA,NA,NA,NA,NA,NA,FALSE,-24.8,8.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",0,"2023-07-04T04:21:12.256Z","2023-07-04T04:21:21.286Z",FALSE,"action",NA,NA,"Pitching Change: Daniel Hudson replaces Brusdar Graterol.","Pitching Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543339,"/api/v1/people/543339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"64","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Miguel Rojas to first baseman Freddie Freeman.",0,2,5,64,"top",8,"2023-07-04T04:21:18.924Z","2023-07-04T04:22:21.466Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",543339,"Daniel Hudson","/api/v1/people/543339","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717506,"2023-07-04",0,"2023-07-04T04:18:43.378Z","2023-07-04T04:18:52.857Z",TRUE,"pitch","21d65b5b-f333-4b51-b4a6-f283d99b7362",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.56,1.7,NA,79.57,187.79,"fly_ball","medium","8",132.33,103.65,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","David Peralta flies out to center fielder Jack Suwinski.",0,2,5,63,"bottom",7,"2023-07-04T04:18:41.390Z","2023-07-04T04:18:52.857Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,444482,"David Peralta","/api/v1/people/444482","L","Left",660787,"Yerry De Los Santos","/api/v1/people/660787","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,89.1,14,0.92,0.3904,6.2938,27.1169,-22.3731,-9.4584,4.9011,0.9819,1.8885,11.1506,-139.5367,-6.7875,-1.8099,50.0046,5.7942,-18.9249,36,6,24,2289,229,81.9,48,242,NA,NA,NA,TRUE,-21.6,7.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
