"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717839,"2023-06-09",3,"2023-06-10T01:35:42.993Z","2023-06-10T01:35:49.574Z",TRUE,"pitch","50d185b9-9051-4394-8a1c-aecfc12d1fed",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.51,1.67,NA,106.96,195.5,"line_drive","medium","8",99.26,86.34,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Michael Massey lines out to center fielder Aaron Hicks.",0,2,3,67,"top",9,"2023-06-10T01:34:27.536Z","2023-06-10T01:35:49.574Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,92.7,8,2,0.3743,6.4544,31.0735,-6.1141,-3.5979,11.9887,0.2633,1.6031,2.3889,-145.7811,-13.2278,-0.0951,50.0044,6.5466,-7.822,39.6,2.4,24,2379,188,96.1,15,290,NA,NA,NA,TRUE,-7.4,19.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",2,"2023-06-10T01:35:23.453Z","2023-06-10T01:35:27.051Z",TRUE,"pitch","16089cba-e996-44d2-8af1-46add5eee3fb",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.51,1.67,NA,107.14,159.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Michael Massey lines out to center fielder Aaron Hicks.",0,2,3,67,"top",9,"2023-06-10T01:34:27.536Z","2023-06-10T01:35:49.574Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.7,80.5,5,0.91,0.4289,6.4007,26.1413,-21.0378,-2.1499,6.7407,0.2587,2.9268,2.4024,-127.6811,-5.5345,-0.4148,50.0035,6.7767,-3.5521,8.4,6,24,757,226,NA,NA,NA,NA,NA,NA,FALSE,-24.4,11.2,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",1,"2023-06-10T01:35:02.984Z","2023-06-10T01:35:06.445Z",TRUE,"pitch","9a004a4e-9ce8-4d02-b062-7dd273eebda1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.51,1.67,NA,116.59,165.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Michael Massey lines out to center fielder Aaron Hicks.",0,2,3,67,"top",9,"2023-06-10T01:34:27.536Z","2023-06-10T01:35:49.574Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,91.6,5,2,0.3775,6.2694,31.1394,-7.6629,-4.5173,11.4742,0.0109,2.7018,2.7927,-144.6464,-10.0225,-0.376,50.0067,6.6667,-9.6532,43.2,2.4,24,2394,187,NA,NA,NA,NA,NA,NA,FALSE,-8.4,19.2,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",0,"2023-06-10T01:34:43.853Z","2023-06-10T01:34:48.228Z",TRUE,"pitch","7b8944b7-1e92-4989-9480-e30b6bde30ae",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.592,1.6684,NA,85.23,180.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","Michael Massey lines out to center fielder Aaron Hicks.",0,2,3,67,"top",9,"2023-06-10T01:34:27.536Z","2023-06-10T01:35:49.574Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,91.4,14,2,0.3799,6.4677,29.0833,-9.0341,-4.5734,10.9597,0.8334,2.1487,4.4379,-143.4438,-11.3489,-0.1297,50.0055,6.6921,-9.6581,38.4,2.4,24,2406,189,NA,NA,NA,NA,NA,NA,FALSE,-9.8,18.1,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",2,"2023-06-10T01:34:13.050Z","2023-06-10T01:34:18.077Z",TRUE,"pitch","b3243541-6e08-4e3c-a73c-77de6d1019df",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.5448,1.6984,NA,105.7,162.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Maikel Garcia called out on strikes.",0,2,3,66,"top",9,"2023-06-10T01:33:19.912Z","2023-06-10T01:34:18.077Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,93,6,2,0.3715,6.3567,32.3504,-5.6209,-4.3559,12.0385,0.2965,2.8119,2.6281,-147.0188,-10.3841,-0.0395,50.0046,6.7099,-9.6098,49.2,2.4,24,2589,188,NA,NA,NA,NA,NA,NA,TRUE,-6.5,20.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",1,"2023-06-10T01:33:49.920Z","2023-06-10T01:33:53.623Z",TRUE,"pitch","f0b46920-a135-4949-9e04-bd0fb0e2a4a8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.49,1.7,NA,119.87,165.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Maikel Garcia called out on strikes.",0,2,3,66,"top",9,"2023-06-10T01:33:19.912Z","2023-06-10T01:34:18.077Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.3,91.8,5,2,0.3755,6.2983,33.8807,-3.5988,-3.2336,13.2558,-0.0754,2.7023,0.9539,-145.7978,-10.9667,0.0135,50.0009,6.7274,-6.9691,48,1.2,24,2561,186,NA,NA,NA,NA,NA,NA,FALSE,-5.2,22.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",0,"2023-06-10T01:33:30.851Z","2023-06-10T01:33:34.837Z",TRUE,"pitch","ab93bbe0-535c-4a69-97ea-dcd8d649cf09",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.592,1.6832,NA,89.27,169.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Maikel Garcia called out on strikes.",0,2,3,66,"top",9,"2023-06-10T01:33:19.912Z","2023-06-10T01:34:18.077Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,92.6,6,2,0.3727,6.4323,33.1601,-4.7327,-5.1297,12.5341,0.7276,2.5758,4.0959,-146.6902,-11.335,-0.017,50.0057,6.7635,-11.2341,55.2,2.4,24,2469,188,NA,NA,NA,NA,NA,NA,FALSE,-6.1,20.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",3,"2023-06-10T01:32:59.834Z","2023-06-10T01:33:07.954Z",TRUE,"pitch","464b57c8-416c-4497-a872-f32f6b57ea0b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.41,1.69,NA,123.77,207.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,2,3,65,"top",9,"2023-06-10T01:32:21.179Z","2023-06-10T01:33:07.954Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,93.2,13,2,0.3724,6.4,31.4422,-4.4448,-3.933,12.6254,-0.1775,1.1624,1.2537,-146.5389,-14.9573,-0.0973,50.005,6.5755,-8.6384,48,2.4,24,2550,182,NA,NA,NA,NA,NA,NA,TRUE,-6.4,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",2,"2023-06-10T01:32:40.407Z","2023-06-10T01:32:44.292Z",TRUE,"pitch","82c1a3f9-3e9d-4a09-80e3-b4a838196d95",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.4739,1.7304,NA,139.34,189.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,2,3,65,"top",9,"2023-06-10T01:32:21.179Z","2023-06-10T01:33:07.954Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,92.9,7,2,0.3727,6.4341,32.3822,-3.4241,-1.0805,13.1258,-0.586,1.8268,-0.1925,-146.5515,-13.4321,-0.3791,50.0016,6.6594,-2.3663,20.4,1.2,24,2462,193,NA,NA,NA,NA,NA,NA,FALSE,-5.3,21.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717839,"2023-06-09",1,"2023-06-10T01:32:23.499Z","2023-06-10T01:32:27.473Z",TRUE,"pitch","9d961c5e-d614-4b5c-b2ac-77d434d9f38c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5212,1.754,NA,127.08,170.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,2,3,65,"top",9,"2023-06-10T01:32:21.179Z","2023-06-10T01:33:07.954Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.7,91.4,5,2,0.3777,6.3621,32.9013,-4.1264,-3.4162,13.1557,-0.2645,2.5291,1.6592,-144.8693,-11.27,-0.3999,50.0001,6.7164,-7.2816,45.6,2.4,24,2485,192,NA,NA,NA,NA,NA,NA,FALSE,-5.6,21.8,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
