"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716737,"2023-09-03",8,"2023-09-03T21:44:56.817Z","2023-09-03T21:45:29.605Z",TRUE,"pitch","8b714024-0c33-4d39-96eb-98d3d9c89ebc",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,0,NA,NA,3.49,1.71,NA,148.61,161.12,"fly_ball","hard","7",32.54,51.02,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.5,4,0.92,0.3904,6.075,29.2818,-13.4543,-4.7539,9.3694,-0.8292,2.8763,2.6481,-139.9076,-5.5656,-1.1665,50.0019,5.7611,-9.4965,31.2,3.6,24,1987,217,109,36,430,NA,NA,NA,FALSE,-13.3,16.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",7,"2023-09-03T21:44:39.569Z","2023-09-03T21:44:43.221Z",TRUE,"pitch","e347abde-b624-4962-a0d5-674e95229bf0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.3284,1.6022,NA,16.33,216.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,77.1,14,2,0.452,6.0783,25.2216,-36.576,4.033,-2.9672,2.641,0.8156,7.5318,-121.4698,-3.8623,-1.0316,50.0021,5.6278,5.986,10.8,10.8,24,2409,37,NA,NA,NA,NA,NA,NA,FALSE,-45.5,-6.1,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",5,"2023-09-03T21:44:06.976Z","2023-09-03T21:44:09.993Z",TRUE,"pitch","2675a2b3-d0ae-4ec6-a5c0-4dfb66d607a7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.49,1.71,NA,137.05,143.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.8,1,0.94,0.3915,6.1778,31.7236,-14.4748,-3.723,8.9309,-0.526,3.5461,3.1805,-139.935,-3.5806,-1.1939,50.0063,5.7913,-7.3814,24,3.6,24,1963,215,NA,NA,NA,NA,NA,NA,FALSE,-13.9,15.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",4,"2023-09-03T21:43:49.153Z","2023-09-03T21:43:52.251Z",TRUE,"pitch","ffa54149-9828-462a-baab-812c4b1eb827",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.49,1.71,NA,142.21,149.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.5,1,0.8,0.3932,6.1867,30.5282,-14.2967,-6.1146,9.0936,-0.6614,3.301,3.4688,-139.1581,-4.1914,-1.1281,50.002,5.7704,-12.0205,36,3.6,24,1997,216,NA,NA,NA,NA,NA,NA,FALSE,-14,15.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",3,"2023-09-03T21:43:34.998Z","2023-09-03T21:43:38.369Z",TRUE,"pitch","5206d136-5b04-4f29-b9be-7c749514a603",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.275,1.6022,NA,155.01,165.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.8,11,0.59,0.3926,6.075,30.2839,-14.31,-6.4907,9.0557,-0.9973,2.7283,2.7864,-139.3262,-5.7865,-1.1651,50.0031,5.772,-12.8053,38.4,3.6,24,1946,216,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",0,"2023-09-03T21:42:16.338Z","2023-09-03T21:42:16.379Z",FALSE,"action",NA,NA,"Willi Castro remains in the game as the center fielder.","Defensive Switch",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,650489,"/api/v1/people/650489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","601","83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,670242,"/api/v1/people/670242",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",1,"2023-09-03T21:42:16.379Z","2023-09-03T21:42:16.381Z",FALSE,"action",NA,NA,"Kyle Farmer remains in the game as the left fielder.","Defensive Switch",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571657,"/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","701","83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,664057,"/api/v1/people/664057",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",2,"2023-09-03T21:42:16.381Z","2023-09-03T21:43:34.998Z",FALSE,"action",NA,NA,"Pitching Change: Josh Winder replaces Kody Funderburk.","Pitching Substitution",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,680739,"/api/v1/people/680739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",6,"2023-09-03T21:44:17.210Z","2023-09-03T21:44:39.569Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,666969,"/api/v1/people/666969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"83","atBat","Home Run","home_run","Adolis Garcia homers (34) on a fly ball to left field.",1,5,6,83,"bottom",9,"2023-09-03T21:43:32.642Z","2023-09-03T21:45:29.605Z",TRUE,TRUE,FALSE,FALSE,65,2,2,0,666969,"Adolis García","/api/v1/people/666969","R","Right",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716737,"2023-09-03",4,"2023-09-03T21:40:42.368Z","2023-09-03T21:40:51.842Z",TRUE,"pitch","cf16bb70-1538-4d13-85a9-ea0a924a5d7f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.15,1.48,NA,126.88,199.33,"fly_ball","medium","7",72.44,110.27,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Christian Vazquez flies out to left fielder Travis Jankowski.",0,5,5,82,"top",9,"2023-09-03T21:39:13.476Z","2023-09-03T21:40:51.842Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",674003,"Cody Bradford","/api/v1/people/674003","L","Left","vs_LHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Texas Rangers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.8,76.2,8,2,0.4545,7.6096,22.9541,-22.5413,8.093,6.5452,-0.2591,1.4613,-4.9429,-120.415,-5.3752,0.7667,50.0026,5.7118,11.9077,25.2,7.2,24,1840,128,86.4,51,259,NA,NA,NA,TRUE,-29,10.8,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
