"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717293,"2023-07-22",4,"2023-07-23T02:25:57.921Z","2023-07-23T02:26:03.430Z",TRUE,"pitch","d47d616b-dcbe-494a-bff9-167bce99d2b9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.73,1.78,NA,153.61,123.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,2,3,71,"top",9,"2023-07-23T02:24:41.712Z","2023-07-23T02:26:03.430Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.5,93.8,11,2,0.3665,6.4316,35.2611,-13.9885,-4.4644,8.0399,-0.9605,4.2586,4.9876,-149.31,-2.7741,-2.0709,50.0066,6.0026,-10.1029,31.2,3.6,24,2189,220,NA,NA,NA,NA,NA,NA,TRUE,-11.8,14.2,7.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",3,"2023-07-23T02:25:33.211Z","2023-07-23T02:25:37.139Z",TRUE,"pitch","ce6a4c1b-a7e3-44ab-8f7c-363ee9593841",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.73,1.78,NA,146.15,157.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,2,3,71,"top",9,"2023-07-23T02:24:41.712Z","2023-07-23T02:26:03.430Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.9,90.6,4,2,0.3824,6.6375,29.026,-25.5521,-5.324,3.1759,-0.7647,3.0171,5.8354,-142.5682,-3.8728,-2.1344,50.002,5.9828,-11.0938,20.4,6,24,1697,218,NA,NA,NA,NA,NA,NA,FALSE,-23,5.3,8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",2,"2023-07-23T02:25:11.527Z","2023-07-23T02:25:15.548Z",TRUE,"pitch","12a80ee3-d016-413d-9d84-10cdef742392",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.8004,1.854,NA,177.54,179.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,2,3,71,"top",9,"2023-07-23T02:24:41.712Z","2023-07-23T02:26:03.430Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",99.5,92,13,2,0.3766,6.7659,30.8019,-24.4518,-6.8169,3.5991,-1.5884,2.2069,4.4206,-144.8877,-6.0509,-2.2406,50.0055,5.7966,-14.6351,27.6,6,24,1709,221,NA,NA,NA,NA,NA,NA,FALSE,-21.8,5.6,11.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",1,"2023-07-23T02:24:44.116Z","2023-07-23T02:24:48.514Z",TRUE,"pitch","c2df9850-7231-46ee-82ea-a834d2aff242",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.73,1.78,NA,124.62,162.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,2,3,71,"top",9,"2023-07-23T02:24:41.712Z","2023-07-23T02:26:03.430Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.4,90.7,5,2,0.3817,6.8175,30.6474,-25.9813,-9.0029,2.9631,-0.1999,2.8126,9.0186,-143.067,-4.3075,-2.2118,50.0019,5.9511,-18.805,32.4,6,24,1710,222,NA,NA,NA,NA,NA,NA,FALSE,-23.4,4.7,14.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",0,"2023-07-23T02:23:41.152Z","2023-07-23T02:24:44.116Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Luis Robert Jr. strikes out swinging.",0,2,3,71,"top",9,"2023-07-23T02:24:41.712Z","2023-07-23T02:26:03.430Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",4,"2023-07-23T02:23:12.174Z","2023-07-23T02:23:21.182Z",TRUE,"pitch","1d299cb0-a031-44b4-b434-12e5f58cf0aa",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.41,1.5,NA,103.53,180.25,"ground_ball","medium","6",98.26,145.49,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Tim Anderson singles on a ground ball to shortstop Carlos Correa. Oscar Colas to 2nd.",0,2,3,70,"top",9,"2023-07-23T02:21:21.877Z","2023-07-23T02:23:21.182Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.7,6,2,0.4274,6.6612,24.0069,-42.8126,2.1024,-6.381,0.3534,2.168,4.9893,-127.6998,-1.6304,-1.8917,50.0034,6.1543,3.5043,6,10.8,24,2662,37,79,-13,11,NA,NA,NA,FALSE,-46.9,-11.8,-4.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",693049,"Oscar Colás","/api/v1/people/693049",NA,NA,NA,NA,NA,NA
717293,"2023-07-22",3,"2023-07-23T02:22:49.337Z","2023-07-23T02:22:52.383Z",TRUE,"pitch","deff0d0e-4087-4b7b-a9ba-f45713aaa2e4",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.41,1.5,NA,82.26,158.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Tim Anderson singles on a ground ball to shortstop Carlos Correa. Oscar Colas to 2nd.",0,2,3,70,"top",9,"2023-07-23T02:21:21.877Z","2023-07-23T02:23:21.182Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.9,94,12,2,0.3663,6.8215,35.5155,-10.5957,-6.8333,9.5256,0.9114,2.9601,10.5445,-149.4454,-6.9103,-1.7725,50.0041,5.909,-15.482,46.8,3.6,24,2251,219,NA,NA,NA,NA,NA,NA,FALSE,-9.8,16.1,10.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",2,"2023-07-23T02:22:24.580Z","2023-07-23T02:22:28.772Z",TRUE,"pitch","2778433e-0d7c-4e19-830b-2c0a581c82ea",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.4216,1.4764,NA,80.36,231.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Tim Anderson singles on a ground ball to shortstop Carlos Correa. Oscar Colas to 2nd.",0,2,3,70,"top",9,"2023-07-23T02:21:21.877Z","2023-07-23T02:23:21.182Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.8,81.7,14,2,0.4287,6.5741,25.8147,-40.5232,1.0244,-5.0503,0.9613,0.286,6.5384,-127.684,-6.2405,-1.7636,50.0022,5.9434,1.6928,3.6,10.8,24,2755,39,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-10.3,-3.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",1,"2023-07-23T02:21:54.085Z","2023-07-23T02:21:57.400Z",TRUE,"pitch","be55f19f-0de8-40d5-8e39-b71cee38bb1b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.41,1.5,NA,100.37,190.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Tim Anderson singles on a ground ball to shortstop Carlos Correa. Oscar Colas to 2nd.",0,2,3,70,"top",9,"2023-07-23T02:21:21.877Z","2023-07-23T02:23:21.182Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.2,93.7,9,2,0.3687,6.7121,33.6078,-8.6468,-7.813,10.5098,0.4364,1.7902,9.3645,-148.2566,-10.3457,-1.7398,50.0004,5.8191,-17.4868,54,3.6,24,2363,220,NA,NA,NA,NA,NA,NA,FALSE,-9,17.3,12.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA,NA,NA,NA
717293,"2023-07-22",0,"2023-07-23T02:21:32.712Z","2023-07-23T02:21:36.697Z",TRUE,"pitch","1ad673fa-c19b-4598-84d7-7051eb34bf4b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4382,1.5221,NA,154.7,160.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Tim Anderson singles on a ground ball to shortstop Carlos Correa. Oscar Colas to 2nd.",0,2,3,70,"top",9,"2023-07-23T02:21:21.877Z","2023-07-23T02:23:21.182Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.9,93.5,11,2,0.3688,6.4771,33.5653,-12.0431,-8.2623,8.999,-0.9892,2.8839,6.1321,-148.1969,-6.7838,-2.0059,50.0018,5.8976,-18.4794,51.6,3.6,24,2171,225,NA,NA,NA,NA,NA,NA,FALSE,-11,15.2,13.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641313,"Tim Anderson","/api/v1/people/641313",NA,NA,NA,NA,NA,NA,NA,NA,NA
