"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745588,"2024-04-21",5,"2024-04-21T20:14:22.714Z","2024-04-21T20:14:26.774Z",TRUE,"pitch","f8de9ceb-e56e-4565-b930-79eda0571578",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.3505,1.6267,NA,86.76,181.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.8,9,2,0.3934,6.3041,29.7922,-19.5884,-12.7285,6.402,0.7932,2.1302,9.8293,-138.9915,-5.1995,-1.1272,50.0005,5.317,-25.0169,48,6,24,2423,221,NA,NA,NA,NA,NA,NA,TRUE,-19.2,10.7,21.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",4,"2024-04-21T20:14:00.725Z","2024-04-21T20:14:03.725Z",TRUE,"pitch","201d12f0-e966-4a84-b8ad-690baa372db5",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.35,1.59,NA,125.16,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.3,5,2,0.4459,6.2008,25.3125,-27.7911,-0.7662,2.8734,-0.214,2.3254,3.2924,-123.0272,-1.9111,-1.4724,50.0054,5.4769,-1.1704,1.2,7.2,24,2597,134,NA,NA,NA,NA,NA,NA,FALSE,-33.4,5,0.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",3,"2024-04-21T20:13:44.018Z","2024-04-21T20:13:48.189Z",TRUE,"pitch","a185a2c1-7061-4384-806e-14772658a51e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5156,1.6512,NA,71.08,147.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,87.7,12,2,0.3898,6.2499,35.8281,-10.0725,-6.6441,11.0844,1.2048,3.3827,8.705,-141.1872,-4.1972,-1.073,50.0025,5.5512,-13.2484,44.4,3.6,24,2427,214,NA,NA,NA,NA,NA,NA,FALSE,-10.1,19.2,10,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",2,"2024-04-21T20:12:57.040Z","2024-04-21T20:13:00.040Z",TRUE,"pitch","a6dcded3-4d2c-436c-a94d-092534bc78f8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.35,1.59,NA,156.88,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,84.9,13,2,0.4031,6.2288,34.8003,-23.8128,-11.0944,4.4889,-1.0463,1.9438,5.2036,-136.75,-4.7744,-1.5499,50.0024,5.3809,-20.6649,37.2,7.2,24,2309,220,NA,NA,NA,NA,NA,NA,FALSE,-24.2,7.1,18.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",1,"2024-04-21T20:12:35.949Z","2024-04-21T20:12:39.040Z",TRUE,"pitch","7b382770-7d41-4ba1-a9bd-3ad0a9588ff8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3505,1.6267,NA,134.09,197.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86,7,2,0.3994,6.3142,33.6866,-22.0676,-12.1002,5.3206,-0.4484,1.5249,6.8837,-137.7055,-6.1574,-1.4229,50.0026,5.3067,-22.9855,42,7.2,24,2285,224,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8.4,20.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",0,"2024-04-21T20:12:17.253Z","2024-04-21T20:12:21.603Z",TRUE,"pitch","4ff53e3a-dbc1-4664-b438-c4d2007c0d37",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4913,1.6512,NA,172.36,163.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kevin Pillar called out on strikes.",0,2,8,73,"top",9,"2024-04-21T20:12:10.067Z","2024-04-21T20:14:26.774Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.1,11,2,0.4495,6.0417,22.1428,-31.4349,3.2615,0.4886,-1.4525,2.795,-0.4288,-121.5176,-0.3448,-1.6985,50.0019,5.6523,4.9136,8.4,8.4,24,2496,135,NA,NA,NA,NA,NA,NA,FALSE,-37.9,1.1,-5.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",5,"2024-04-21T20:11:38.798Z","2024-04-21T20:11:50.804Z",TRUE,"pitch","65d1d986-743f-4de5-92fb-0d6d83b21523",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.26,1.52,NA,106.26,189.35,"fly_ball","medium","7",69.42,137.22,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Andrew Benintendi flies out to left fielder Brandon Marsh.",0,2,8,72,"top",9,"2024-04-21T20:10:01.005Z","2024-04-21T20:11:50.804Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,76.5,9,2,0.4526,6.0626,23.9366,-28.7767,-0.0525,2.2939,0.2816,1.8306,4.466,-121.067,-3.1567,-1.5812,50.0037,5.6736,-0.0778,1.2,8.4,24,2539,107,86.9,55,210,NA,NA,NA,TRUE,-35.9,3.6,-1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,657757,"Gavin Sheets","/api/v1/people/657757",NA,NA,NA,NA,NA,NA
745588,"2024-04-21",4,"2024-04-21T20:11:21.414Z","2024-04-21T20:11:25.664Z",TRUE,"pitch","f92778b6-f1bb-4e0c-bb17-9bdffbbcc462",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2605,1.5041,NA,166.39,113.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Andrew Benintendi flies out to left fielder Brandon Marsh.",0,2,8,72,"top",9,"2024-04-21T20:10:01.005Z","2024-04-21T20:11:50.804Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.1,11,2,0.453,5.878,23.0068,-30.9053,0.877,0.8529,-1.2957,4.6562,0.6601,-120.8052,3.2986,-1.6862,50.0007,5.9858,1.2988,2.4,8.4,24,2491,119,NA,NA,NA,NA,NA,NA,FALSE,-37.1,2.5,-1.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",3,"2024-04-21T20:11:06.031Z","2024-04-21T20:11:09.354Z",TRUE,"pitch","9fdd9f4c-fe1e-440d-b32b-0ea6dd48743d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3453,1.5286,NA,124.83,177.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Andrew Benintendi flies out to left fielder Brandon Marsh.",0,2,8,72,"top",9,"2024-04-21T20:10:01.005Z","2024-04-21T20:11:50.804Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.1,5,2,0.4519,6.0161,26.9489,-29.784,0.4342,1.6082,-0.2053,2.2568,3.3998,-121.8447,-2.0106,-1.6829,50.001,5.7002,0.6434,2.4,8.4,24,2581,117,NA,NA,NA,NA,NA,NA,FALSE,-36.7,2.6,-1.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745588,"2024-04-21",1,"2024-04-21T20:10:23.188Z","2024-04-21T20:10:28.306Z",TRUE,"pitch","bc918645-f64f-41f3-9462-08803d985d5f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3453,1.5531,NA,167.73,137.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Andrew Benintendi flies out to left fielder Brandon Marsh.",0,2,8,72,"top",9,"2024-04-21T20:10:01.005Z","2024-04-21T20:11:50.804Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",628708,"Yunior Marte","/api/v1/people/628708","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,84.9,11,2,0.4009,6.132,36.135,-14.3785,-9.0629,9.459,-1.331,3.7329,3.5415,-137.6502,-2.5844,-1.4715,50.0029,5.6814,-17.0506,46.8,4.8,24,2363,219,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.6,15.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
