"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717329,"2023-07-20",5,"2023-07-20T19:02:40.363Z","2023-07-20T19:02:45.062Z",TRUE,"pitch","23d686f0-047d-44a4-80af-772980b14e59",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.4,1.54,NA,61.01,178.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,82.8,14,0.89,0.4186,6.631,26.3457,-24.9081,3.1462,4.183,1.4689,2.2472,4.5178,-130.614,-4.8946,-0.6888,50.0002,6.0078,5.4583,13.2,6,24,2332,103,NA,NA,NA,NA,NA,NA,TRUE,-27.1,6.7,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",4,"2023-07-20T19:02:19.819Z","2023-07-20T19:02:23.754Z",TRUE,"pitch","2eef5516-9999-4f62-8c9f-788557911a2a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4245,1.5401,NA,74.61,169.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,90.1,12,0.9,0.3811,6.686,35.6201,-18.9055,-7.4014,6.3558,1.112,2.5593,6.8364,-144.086,-6.4698,-0.3377,50.0045,6.0153,-15.4573,33.6,4.8,24,2118,208,NA,NA,NA,NA,NA,NA,FALSE,-17.8,10.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",3,"2023-07-20T19:01:51.607Z","2023-07-20T19:01:55.443Z",TRUE,"pitch","39ebfb38-a083-4865-ae84-b1ad9a89c180",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.4,1.54,NA,71.2,159.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.5,12,0.9,0.4245,6.5436,25.6375,-25.1077,4.1827,4.1844,1.2015,2.9512,3.2785,-128.8073,-3.0514,-0.6291,50,6.083,7.0582,16.8,6,24,2352,101,NA,NA,NA,NA,NA,NA,FALSE,-27.6,7.2,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",2,"2023-07-20T19:01:26.776Z","2023-07-20T19:01:30.668Z",TRUE,"pitch","ccb4de9e-aa9e-4340-928d-9eef00c4ca0d",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.3766,1.492,NA,40.75,217.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,82.7,14,0.9,0.4199,6.6467,28.4563,-27.8967,3.9329,2.4852,2.0003,0.8012,4.8984,-130.6316,-7.7664,-0.4127,50.0038,5.921,6.7722,14.4,7.2,24,2648,100,NA,NA,NA,NA,NA,NA,FALSE,-31.1,2.9,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",0,"2023-07-20T19:01:08.610Z","2023-07-20T19:01:13.294Z",TRUE,"pitch","ac4c1459-32ae-40aa-85b6-588155bc38fe",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3763,1.4439,NA,94.69,190.02,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.5,92.3,9,0.93,0.3744,6.549,33.3983,-19.7436,-8.6843,5.7275,0.5853,1.806,5.7371,-146.1333,-8.4642,-0.2719,50.0003,5.9188,-18.8401,39.6,4.8,24,2190,217,NA,NA,NA,NA,NA,NA,FALSE,-18.1,8.9,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",1,"2023-07-20T19:01:17.625Z","2023-07-20T19:01:26.776Z",FALSE,"action",NA,NA,"Trea Turner advances to 2nd on defensive indifference.","Defensive Indiff",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,607208,"/api/v1/people/607208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ac4c1459-32ae-40aa-85b6-588155bc38fe","defensive_indiff",NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Alec Bohm strikes out swinging.",0,4,0,67,"bottom",9,"2023-07-20T19:01:01.402Z","2023-07-20T19:02:45.062Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,664761,"Alec Bohm","/api/v1/people/664761","R","Right",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717329,"2023-07-20",3,"2023-07-20T19:00:36.181Z","2023-07-20T19:00:41.711Z",TRUE,"pitch","53898579-dbd0-4202-90e9-494b2694ae05",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.22,1.58,NA,121.51,166.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Bryce Harper strikes out swinging.",0,4,0,66,"bottom",9,"2023-07-20T18:59:15.030Z","2023-07-20T19:00:41.711Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.5,92.2,5,0.85,0.3741,6.6335,33.8797,-19.4774,-7.1972,5.8423,-0.1183,2.6919,3.5177,-146.3174,-6.2451,-0.3998,50.0023,6.0175,-15.6352,34.8,4.8,24,2120,215,NA,NA,NA,NA,NA,NA,TRUE,-17.5,9.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607208,"Trea Turner","/api/v1/people/607208",NA,NA,NA
717329,"2023-07-20",2,"2023-07-20T19:00:10.303Z","2023-07-20T19:00:16.173Z",TRUE,"pitch","45a39d82-ce9b-40ab-b473-9860d8a6b376",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.22,1.58,NA,110.89,201.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Bryce Harper strikes out swinging.",0,4,0,66,"bottom",9,"2023-07-20T18:59:15.030Z","2023-07-20T19:00:41.711Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,90.8,14,0.94,0.3797,6.4742,35.8481,-23.2387,-9.017,4.251,0.1604,1.3755,5.1653,-144.6138,-8.6906,-0.4837,50.0059,5.8618,-18.9733,34.8,6,24,2133,220,NA,NA,NA,NA,NA,NA,FALSE,-21.8,6,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607208,"Trea Turner","/api/v1/people/607208",NA,NA,NA
717329,"2023-07-20",1,"2023-07-20T18:59:47.885Z","2023-07-20T18:59:51.677Z",TRUE,"pitch","869ffe99-b9c8-4bb8-96fd-98932ae37dad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2684,1.6763,NA,221.31,171.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Bryce Harper strikes out swinging.",0,4,0,66,"bottom",9,"2023-07-20T18:59:15.030Z","2023-07-20T19:00:41.711Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.6,11,0.77,0.3841,6.507,35.9149,-22.2851,-7.3927,4.8112,-2.7365,2.5014,-3.2935,-143.1274,-5.9411,-0.6074,50.0041,6.0189,-15.1935,33.6,6,24,2052,211,NA,NA,NA,NA,NA,NA,FALSE,-20.9,7.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607208,"Trea Turner","/api/v1/people/607208",NA,NA,NA
717329,"2023-07-20",0,"2023-07-20T18:59:27.363Z","2023-07-20T18:59:31.023Z",TRUE,"pitch","586e1bd9-bd18-405a-8844-e41df73b270d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.22,1.58,NA,104.13,208.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Bryce Harper strikes out swinging.",0,4,0,66,"bottom",9,"2023-07-20T18:59:15.030Z","2023-07-20T19:00:41.711Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,547180,"Bryce Harper","/api/v1/people/547180","L","Left",682842,"Abner Uribe","/api/v1/people/682842","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Milwaukee Brewers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.1,90.4,14,0.95,0.3817,6.6928,35.2526,-21.5131,-9.4622,5.1182,0.3377,1.1241,5.8831,-143.8479,-9.7588,-0.511,50.0049,5.91,-19.712,37.2,6,24,2052,212,NA,NA,NA,NA,NA,NA,FALSE,-20.8,7.3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607208,"Trea Turner","/api/v1/people/607208",NA,NA,NA
