"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
745112,"2024-04-12",2,"2024-04-13T01:21:56.744Z","2024-04-13T01:22:04.234Z",TRUE,"pitch","e0d2be69-fc70-47fa-91ba-5b3760b0e77b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.34,1.51,NA,121.91,186.54,"line_drive","medium","7",81.9,106.38,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Jung Hoo Lee lines out to left fielder Randy Arozarena.",0,1,2,70,"top",9,"2024-04-13T01:20:56.383Z","2024-04-13T01:22:04.234Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.4,8,0.91,0.438,6.5298,25.8049,-39.6436,3.5108,-4.7195,-0.1287,1.9349,-0.5166,-125.1743,-3.9786,-0.3754,50.0022,6.7984,5.5581,7.2,10.8,24,2652,44,80.2,24,258,NA,NA,NA,TRUE,-46.2,-9.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",1,"2024-04-13T01:21:35.200Z","2024-04-13T01:21:38.619Z",TRUE,"pitch","d25396b0-82ad-4262-abcb-0502202dfa01",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.34,1.51,NA,135.7,176.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Jung Hoo Lee lines out to left fielder Randy Arozarena.",0,1,2,70,"top",9,"2024-04-13T01:20:56.383Z","2024-04-13T01:22:04.234Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,77.4,4,0.91,0.4467,6.4706,26.8218,-37.3689,2.6668,-3.4228,-0.4907,2.2908,-1.1244,-123.1193,-3.2519,-0.3719,50.0017,6.8248,4.0511,6,10.8,24,2528,60,NA,NA,NA,NA,NA,NA,FALSE,-45.2,-6.7,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",0,"2024-04-13T01:21:14.655Z","2024-04-13T01:21:18.095Z",TRUE,"pitch","bc62ff73-9a5a-43b1-9fcc-65b28a84181c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3377,1.5946,NA,110.83,187.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Lineout","field_out","Jung Hoo Lee lines out to left fielder Randy Arozarena.",0,1,2,70,"top",9,"2024-04-13T01:20:56.383Z","2024-04-13T01:22:04.234Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.1,8,0.9,0.4385,6.5353,26.884,-35.8065,2.5954,-2.2988,0.1618,1.8894,0.8415,-125.2382,-4.6667,-0.5164,50.0042,6.7273,4.0956,6,9.6,24,2489,55,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-5,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",5,"2024-04-13T01:20:26.014Z","2024-04-13T01:20:38.032Z",TRUE,"pitch","9064e265-e983-41bd-829d-81cbde01aea5",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.72,1.82,NA,113.06,160.19,"fly_ball","medium","7",74.86,116.13,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.6,5,0.9,0.44,6.6586,26.5972,-39.3038,0.3356,-4.551,0.1034,2.9107,0.5622,-124.7907,-1.8001,-0.1689,50.0019,6.8982,0.5258,1.2,10.8,24,2499,50,71.1,36,244,NA,NA,NA,TRUE,-45.7,-8.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,666149,"Tyler Fitzgerald","/api/v1/people/666149",NA,NA,NA,NA
745112,"2024-04-12",3,"2024-04-13T01:19:49.502Z","2024-04-13T01:19:52.502Z",TRUE,"pitch","fee18726-7103-4e83-ba8d-c498fb5d8231",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.72,1.82,NA,142.11,181.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78,7,0.91,0.4452,6.2656,25.5667,-39.2093,2.8763,-4.5963,-0.6587,2.1385,-1.8187,-123.2407,-3.3594,-0.2831,50.0028,6.8468,4.4036,6,10.8,24,2642,51,NA,NA,NA,NA,NA,NA,FALSE,-47.2,-8.9,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",2,"2024-04-13T01:19:29.513Z","2024-04-13T01:19:32.727Z",TRUE,"pitch","a205c551-75ae-491f-8260-bbfd9b47473a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.722,1.8215,NA,109.52,176.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79.1,8,0.9,0.4377,6.4206,27.2044,-38.5864,0.9266,-4.0515,0.1963,2.2891,0.8684,-125.51,-3.4057,-0.2755,50.0028,6.8304,1.4668,2.4,9.6,24,2518,53,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-7.9,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",1,"2024-04-13T01:18:54.409Z","2024-04-13T01:18:58.011Z",TRUE,"pitch","76595974-296e-4b6d-bf4f-73a284f60737",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.7215,1.8946,NA,177.95,115.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,87.5,11,0.9,0.391,6.2887,34.6852,-13.0447,-0.5641,9.6496,-1.5991,4.5507,-2.3045,-140.586,-3.465,-0.6922,50.0062,6.6576,-1.1184,7.2,2.4,24,2349,192,NA,NA,NA,NA,NA,NA,FALSE,-12.7,16.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",0,"2024-04-13T01:18:35.335Z","2024-04-13T01:18:38.562Z",TRUE,"pitch","12dffd89-3beb-4aa9-85b2-2aa4468f9f02",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7193,1.9488,NA,123.62,206.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.5,13,0.9,0.4387,6.4861,25.2017,-37.2098,2.2565,-3.1964,-0.1737,1.1897,-0.2185,-124.8559,-6.1332,-0.3781,50.0004,6.741,3.5608,4.8,9.6,24,2591,51,NA,NA,NA,NA,NA,NA,FALSE,-44.2,-7,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",4,"2024-04-13T01:20:05.818Z","2024-04-13T01:20:26.014Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,605113,"/api/v1/people/605113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nick Ahmed flies out to left fielder Randy Arozarena.",0,1,2,69,"top",9,"2024-04-13T01:18:22.842Z","2024-04-13T01:20:38.032Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745112,"2024-04-12",8,"2024-04-13T01:17:54.067Z","2024-04-13T01:18:02.598Z",TRUE,"pitch","40246224-3182-4ba3-a4dc-90797ef9484e",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.43,1.63,NA,143.56,157.85,"ground_ball","medium","3",145.05,166.68,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Patrick Bailey grounds out, first baseman Yandy Díaz to pitcher Pete Fairbanks. Tyler Fitzgerald to 3rd.",0,1,2,68,"top",9,"2024-04-13T01:15:33.735Z","2024-04-13T01:18:02.598Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.5,1,0.9,0.3943,6.3158,37.1122,-7.8153,-0.6916,12.5198,-0.6967,2.9973,-0.409,-139.9309,-8.2281,-0.4579,50.0032,6.5196,-1.3457,8.4,2.4,24,2380,194,73.6,-58,2,NA,NA,NA,TRUE,-9.2,20.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,666149,"Tyler Fitzgerald","/api/v1/people/666149",NA,NA,NA,NA
