"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718724,"2023-04-03",4,"2023-04-04T02:10:52.708Z","2023-04-04T02:10:59.375Z",TRUE,"pitch","22ad53f8-5771-44a7-886b-d340ee22c910",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.51,1.59,NA,74.51,168.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,7,6,82,"bottom",9,"2023-04-04T02:10:02.124Z","2023-04-04T02:10:59.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.1,70.7,12,0.9,0.4907,6.178,22.1026,-40.1885,4.044,-6.3705,1.1147,2.5903,5.7199,-112.0501,1.9157,-2.006,50.001,5.861,5.0894,8.4,13.2,24,2456,46,NA,NA,NA,NA,NA,NA,TRUE,-57.1,-10.6,-8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",3,"2023-04-04T02:10:26.783Z","2023-04-04T02:10:31.919Z",TRUE,"pitch","45c1e16e-7e42-4857-84c1-6a6f79f19869",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.51,1.59,NA,137.31,161.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,7,6,82,"bottom",9,"2023-04-04T02:10:02.124Z","2023-04-04T02:10:59.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.2,4,0.91,0.3978,6.3921,32.753,-10.2495,-5.9142,11.4382,-0.5328,2.8648,6.1107,-138.0624,-5.9242,-2.0139,50.0041,5.7387,-11.3382,40.8,3.6,24,2492,213,NA,NA,NA,NA,NA,NA,FALSE,-11,19.6,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",2,"2023-04-04T02:10:04.480Z","2023-04-04T02:10:09.576Z",TRUE,"pitch","d13e4bb6-6516-4593-9903-e2699740b592",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.508,1.6364,NA,119.69,184.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,7,6,82,"bottom",9,"2023-04-04T02:10:02.124Z","2023-04-04T02:10:59.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91,83.9,8,0.82,0.4129,6.7342,26.6571,-27.8738,-5.3817,2.4095,-0.0707,1.994,7.1743,-132.354,-4.1664,-2.1097,50.0043,5.6158,-9.6071,15.6,7.2,24,1785,212,NA,NA,NA,NA,NA,NA,FALSE,-29.2,3.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",0,"2023-04-04T02:09:30.204Z","2023-04-04T02:09:46.059Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Rob Refsnyder replaces Connor Wong.","Offensive Substitution",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,608701,"/api/v1/people/608701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","82","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,7,6,82,"bottom",9,"2023-04-04T02:10:02.124Z","2023-04-04T02:10:59.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,657136,"/api/v1/people/657136",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",1,"2023-04-04T02:09:46.059Z","2023-04-04T02:10:04.480Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Rob Refsnyder strikes out swinging.",0,7,6,82,"bottom",9,"2023-04-04T02:10:02.124Z","2023-04-04T02:10:59.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",5,"2023-04-04T02:09:02.941Z","2023-04-04T02:09:09.046Z",TRUE,"pitch","db6fc8fe-b995-4934-84b7-a7970bc40bbd",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.31,1.64,NA,91.32,173.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,7,6,81,"bottom",9,"2023-04-04T02:06:42.613Z","2023-04-04T02:09:09.046Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.4,69.9,6,0.91,0.4955,6.0584,22.4481,-39.9066,6.0589,-6.2743,0.6738,2.4262,4.2595,-111.1211,1.6256,-2.0642,50.0007,5.8747,7.4713,12,13.2,24,2540,47,NA,NA,NA,NA,NA,NA,TRUE,-57.8,-10.4,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,606132,"Raimel Tapia","/api/v1/people/606132",NA,NA,NA,NA,NA,NA
718724,"2023-04-03",4,"2023-04-04T02:08:41.111Z","2023-04-04T02:08:47.811Z",TRUE,"pitch","3c13c56e-4171-4fc6-a77d-33a91abca404",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.308,1.6667,NA,52.21,159.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,7,6,81,"bottom",9,"2023-04-04T02:06:42.613Z","2023-04-04T02:09:09.046Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.2,12,0.89,0.3982,6.6029,32.8518,-10.8893,-4.3474,11.1251,1.6999,2.9327,10.8343,-137.9549,-5.9069,-1.7266,50.0007,5.8471,-8.3177,25.2,2.4,24,2543,205,NA,NA,NA,NA,NA,NA,FALSE,-11.6,19,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",3,"2023-04-04T02:08:11.846Z","2023-04-04T02:08:19.414Z",TRUE,"pitch","39722990-c292-40b6-9605-6474ef51c533",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.31,1.64,NA,81.14,180.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,7,6,81,"bottom",9,"2023-04-04T02:06:42.613Z","2023-04-04T02:09:09.046Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.8,69.3,14,0.9,0.5001,6.0912,22.7157,-41.7389,4.7154,-7.8989,0.9408,2.1407,4.6795,-110.2518,1.331,-1.8357,50.0054,5.9931,5.7064,8.4,14.4,24,2435,49,NA,NA,NA,NA,NA,NA,FALSE,-61.7,-13.4,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",2,"2023-04-04T02:07:44.299Z","2023-04-04T02:07:47.397Z",TRUE,"pitch","7bf02b8d-92f1-447e-98be-7aa1f9e186f2",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.31,1.64,NA,102.5,180.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,7,6,81,"bottom",9,"2023-04-04T02:06:42.613Z","2023-04-04T02:09:09.046Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.7,9,0.91,0.3963,6.6408,32.7559,-8.5399,-5.356,12.2383,0.3805,2.1404,7.7371,-138.5244,-8.3348,-1.7611,50.0043,5.7702,-10.345,39.6,2.4,24,2489,206,NA,NA,NA,NA,NA,NA,FALSE,-9.8,20.4,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718724,"2023-04-03",1,"2023-04-04T02:07:20.200Z","2023-04-04T02:07:26.725Z",TRUE,"pitch","1ed7f6ef-cdaf-434a-88c4-6203d3790082",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.3086,1.6368,NA,68.28,220.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging.",0,7,6,81,"bottom",9,"2023-04-04T02:06:42.613Z","2023-04-04T02:09:09.046Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.7,68.9,14,0.9,0.5066,6.0263,21.0689,-37.7634,4.4142,-4.7347,1.2782,0.6699,5.7937,-108.6008,-2.0516,-2.0096,50.0034,5.779,5.2104,9.6,13.2,24,2436,37,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-8.8,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
