"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717323,"2023-07-21",10,"2023-07-21T03:23:43.547Z","2023-07-21T03:23:54.819Z",TRUE,"pitch","539f0e2f-8cee-4773-872b-22968dacf2ce",11,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,0,NA,NA,3.7,1.76,NA,145.29,172.24,"ground_ball","medium","9",156.23,107.43,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.5,75.2,4,2,0.4604,6.3549,21.6248,-27.8275,-8.4017,3.0255,-0.7422,2.4646,3.5455,-118.7253,-0.6451,-1.1592,50.0007,5.261,-12.0548,22.8,8.4,24,1680,234,105.3,7,147,NA,NA,NA,FALSE,-35.3,5.6,14.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,642137,"Cody Thomas","/api/v1/people/642137",NA,NA,NA,NA,NA,NA
717323,"2023-07-21",9,"2023-07-21T03:23:17.798Z","2023-07-21T03:23:20.876Z",TRUE,"pitch","ef857ec3-6cc1-406e-952d-7c36af439eef",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.7,1.76,NA,84.74,178.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,81.7,14,2,0.422,6.316,28.1947,-23.3623,1.8937,5.1709,0.8464,2.2376,5.0738,-129.9901,-3.3494,-1.3798,50.0058,5.324,3.2287,9.6,6,24,2515,166,NA,NA,NA,NA,NA,NA,FALSE,-25.6,8.8,-4.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",8,"2023-07-21T03:22:57.344Z","2023-07-21T03:23:03.818Z",TRUE,"pitch","e79ad231-a388-444c-b45d-9bade5acaef6",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.7,1.76,NA,144.64,161.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.5,4,2,0.4692,6.482,22.0693,-23.2686,-8.0889,6.4531,-0.7251,2.8749,3.1932,-116.7659,-0.5841,-1.0597,50.0043,5.3185,-11.1658,24,7.2,24,1741,234,NA,NA,NA,NA,NA,NA,FALSE,-30.7,11.9,13.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",7,"2023-07-21T03:22:36.716Z","2023-07-21T03:22:43.014Z",TRUE,"pitch","be0e35e3-9859-478e-a788-b8fa32b313ca",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.7,1.76,NA,115.74,158.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,84.2,5,2,0.4103,6.2164,26.4808,-17.5934,-3.0463,8.0653,0.0331,2.9559,4.5526,-133.0852,-3.1989,-1.2978,50.0012,5.4356,-5.5066,14.4,4.8,24,2273,205,NA,NA,NA,NA,NA,NA,FALSE,-18.4,14.2,4.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",6,"2023-07-21T03:22:14.315Z","2023-07-21T03:22:17.829Z",TRUE,"pitch","17a74497-12df-4e77-b234-0f622e0c4779",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.7,1.76,NA,94.66,148.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.9,68.2,3,2,0.506,6.4493,21.4114,-43.9605,4.7741,-9.9645,0.586,3.3541,2.5227,-108.8042,5.4872,-1.2137,50.0013,5.6016,5.648,8.4,14.4,24,2309,27,NA,NA,NA,NA,NA,NA,FALSE,-65.4,-16,-9.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",5,"2023-07-21T03:21:56.652Z","2023-07-21T03:22:00.895Z",TRUE,"pitch","a3a1cc71-bdbc-43dd-b5d8-b6adbc3d6691",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.7705,1.8686,NA,127.76,197.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.4,75.5,13,2,0.4602,6.4922,20.5825,-25.9185,-8.7822,4.3471,-0.2822,1.5173,4.7549,-118.5845,-3.0218,-1.1622,50.0008,5.148,-12.6295,24,8.4,24,1727,237,NA,NA,NA,NA,NA,NA,FALSE,-33.4,7.4,14.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",4,"2023-07-21T03:21:37.073Z","2023-07-21T03:21:40.785Z",TRUE,"pitch","ea890510-6484-4278-8ed2-3457c12fa252",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.7,1.76,NA,131.01,136.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.6,1,2,0.4024,6.1687,28.0982,-16.2445,-5.1349,8.4827,-0.3674,3.7813,4.3351,-135.7935,-1.7643,-1.3128,50.0064,5.5625,-9.6482,27.6,3.6,24,2272,207,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15.2,8.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",3,"2023-07-21T03:21:19.098Z","2023-07-21T03:21:22.402Z",TRUE,"pitch","d1ef224d-1283-4873-ad03-e0154cfcd43d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.702,1.8369,NA,168.21,183.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,76.6,13,2,0.4512,6.393,23.7206,-27.3986,-8.642,3.2024,-1.3435,2.046,2.5217,-121.3805,-2.0045,-1.2729,50.0055,5.2679,-12.8989,24,8.4,24,1676,238,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.5,15,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",2,"2023-07-21T03:21:03.025Z","2023-07-21T03:21:06.508Z",TRUE,"pitch","f760e45a-8026-4732-8c01-d5023318910c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.7705,1.9004,NA,161.7,208.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.1,77.6,13,2,0.4468,6.422,23.3638,-26.0382,-9.4219,4.0271,-1.1726,1.1045,3.1983,-122.4256,-4.5802,-1.2692,50.0013,5.2188,-14.3518,27.6,8.4,24,1770,238,NA,NA,NA,NA,NA,NA,FALSE,-32,6.5,16.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",1,"2023-07-21T03:20:44.374Z","2023-07-21T03:20:48.810Z",TRUE,"pitch","69be8a9f-5af4-4835-8ea3-85fe4465df66",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.7,1.76,NA,148.12,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.3,75.5,4,2,0.4571,6.3822,23.1021,-25.0689,-9.1341,4.8885,-0.8165,2.5104,4.1484,-119.8145,-1.3341,-1.3834,50.0043,5.3142,-13.2842,26.4,8.4,24,1934,232,NA,NA,NA,NA,NA,NA,FALSE,-31.6,8.8,15.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",0,"2023-07-21T03:20:31.052Z","2023-07-21T03:20:34.596Z",TRUE,"pitch","260333a6-5710-4f7a-a311-db60dd74b404",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8024,1.8052,NA,120.37,182.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Cody Thomas singles on a ground ball to right fielder Kyle Tucker.",0,2,1,54,"bottom",8,"2023-07-21T03:20:10.767Z","2023-07-21T03:23:54.819Z",TRUE,FALSE,FALSE,FALSE,33,3,2,0,642137,"Cody Thomas","/api/v1/people/642137","L","Left",641585,"J.P. France","/api/v1/people/641585","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.8,69.4,8,2,0.4991,6.2764,21.7029,-42.9961,5.8845,-8.902,-0.0885,2.0762,1.217,-110.2367,2.2738,-1.4133,50.0004,5.6093,7.1572,9.6,14.4,24,2500,30,NA,NA,NA,NA,NA,NA,FALSE,-63.1,-15,-10.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",0,"2023-07-21T03:18:09.971Z","2023-07-21T03:18:20.332Z",TRUE,"pitch","22f7a985-49b9-43bb-b360-5c3b0ceb55f0",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.61,1.73,NA,98.67,180.13,"popup","medium","5",132.6,180.2,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Pop Out","field_out","Jeremy Pena pops out to third baseman Jace Peterson.",0,2,1,53,"top",8,"2023-07-21T03:17:49.395Z","2023-07-21T03:18:20.332Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,665161,"Jeremy Peña","/api/v1/people/665161","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.5,9,0.94,0.4378,5.8077,23.2286,-29.6919,0.6554,1.5611,0.4808,2.1723,3.5998,-124.7193,-4.6891,-1.0616,50.0001,6.5031,1.0404,3.6,7.2,24,2330,121,85,75,67,NA,NA,NA,TRUE,-34.9,2,-1.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",3,"2023-07-21T03:17:38.583Z","2023-07-21T03:17:41.973Z",TRUE,"pitch","3e5039e1-ec7d-45e6-9f49-8363e4a456ea",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,1,NA,NA,3.34,1.61,NA,143.03,126.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Mauricio Dubon strikes out on a foul tip.",0,2,1,52,"top",8,"2023-07-21T03:14:56.938Z","2023-07-21T03:17:41.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.8,11,0.94,0.4457,5.5845,22.0715,-32.4885,0.5139,-0.2093,-0.6828,4.142,0.8378,-122.468,0.3258,-1.0948,50.0006,6.7652,0.7875,1.2,8.4,24,2235,115,NA,NA,NA,NA,NA,NA,TRUE,-38.4,-0.1,-1.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",2,"2023-07-21T03:15:54.812Z","2023-07-21T03:15:58.027Z",TRUE,"pitch","f9c9c119-ad58-4ef9-be61-044a7233be12",3,"Foul",NA,NA,NA,NA,TRUE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.61,NA,152.62,130.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Mauricio Dubon strikes out on a foul tip.",0,2,1,52,"top",8,"2023-07-21T03:14:56.938Z","2023-07-21T03:17:41.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.6,11,0.92,0.3963,5.6509,32.091,-9.2705,-3.5873,11.848,-0.9345,3.9945,1.868,-138.4421,-5.255,-1.1534,50.002,6.5431,-6.9344,32.4,2.4,24,2425,199,NA,NA,NA,NA,NA,NA,FALSE,-9.8,20.5,6.1,NA,NA,TRUE,FALSE,"MI",133,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",1,"2023-07-21T03:15:34.843Z","2023-07-21T03:15:37.874Z",TRUE,"pitch","9e601cef-bfb6-4516-851e-0cf8213e0f71",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3421,1.5833,NA,70.95,216.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Mauricio Dubon strikes out on a foul tip.",0,2,1,52,"top",8,"2023-07-21T03:14:56.938Z","2023-07-21T03:17:41.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,74.3,14,0.91,0.4707,5.7958,23.0028,-42.2939,1.3273,-7.386,1.2081,0.8313,4.7107,-116.5924,-3.6885,-1.0153,50.0039,6.4462,1.8179,3.6,13.2,24,2525,20,NA,NA,NA,NA,NA,NA,FALSE,-56.8,-14,-3.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",0,"2023-07-21T03:15:19.510Z","2023-07-21T03:15:22.510Z",TRUE,"pitch","ef1e77f3-2a51-4522-add4-b122848f9b14",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.34,1.61,NA,116.6,155.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Mauricio Dubon strikes out on a foul tip.",0,2,1,52,"top",8,"2023-07-21T03:14:56.938Z","2023-07-21T03:17:41.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.6,2,0.92,0.3939,5.806,29.4801,-7.8314,-3.2839,12.4148,0.0105,3.0895,3.906,-138.7621,-7.7177,-0.9852,50.0006,6.4199,-6.438,31.2,2.4,24,2570,197,NA,NA,NA,NA,NA,NA,FALSE,-8.8,21.1,5.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717323,"2023-07-21",4,"2023-07-21T03:14:44.257Z","2023-07-21T03:14:54.843Z",TRUE,"pitch","0ee66271-db09-4293-aef8-d137ba4fb62b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.22,1.54,NA,122.06,170.55,"fly_ball","hard","8",109.17,51.5,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Jake Meyers flies out sharply to center fielder JJ Bleday.",0,2,1,51,"top",8,"2023-07-21T03:13:06.576Z","2023-07-21T03:14:54.843Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",676206,"Freddy Tarnok","/api/v1/people/676206","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.4,5,0.91,0.399,5.8072,30.1037,-9.9941,-2.7553,11.6206,-0.1327,2.527,3.56,-137.2182,-8.5676,-1.0883,50.0044,6.3692,-5.2598,20.4,2.4,24,2442,203,104.7,42,369,NA,NA,NA,TRUE,-11.3,19.4,4.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
