"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716449,"2023-09-24",7,"2023-09-24T20:51:22.735Z","2023-09-24T20:51:26.764Z",TRUE,"pitch","76220c03-5bb1-4eba-a8be-045689655142",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",3,3,2,NA,NA,3.46,1.59,NA,135.74,223.46,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,81.4,13,0.9,0.4285,6.4275,24.7761,-32.4958,0.9236,-0.1937,-0.4915,0.5673,2.9023,-127.5362,-6.9523,-1.7615,50.0023,5.8721,1.5304,3.6,8.4,24,2331,27,NA,NA,NA,NA,NA,NA,TRUE,-37.1,-1.6,-2.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",6,"2023-09-24T20:51:06.028Z","2023-09-24T20:51:10.066Z",TRUE,"pitch","f1394a16-3e21-4ad7-afef-e523ff534bba",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.3189,1.4998,NA,96.24,184.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81,9,0.9,0.4296,6.3472,24.1902,-31.5359,0.2736,0.3853,0.5446,2.0239,5.1312,-127.1257,-3.8376,-1.5291,50.0029,6.0358,0.4499,2.4,8.4,24,2325,47,NA,NA,NA,NA,NA,NA,FALSE,-35.5,0.1,-1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",5,"2023-09-24T20:50:45.080Z","2023-09-24T20:50:48.080Z",TRUE,"pitch","b88d292b-68e6-4081-9abd-fe3902501e3a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3412,1.5219,NA,142.1,116.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,89.1,11,0.91,0.3836,6.4036,35.8078,-14.0429,-4.5395,8.7986,-0.6585,4.5348,4.9398,-143.2683,-1.7995,-1.8226,50.001,6.0574,-9.3532,28.8,3.6,24,2355,208,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.7,7.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",4,"2023-09-24T20:50:23.595Z","2023-09-24T20:50:27.513Z",TRUE,"pitch","27a418d4-9f7a-4826-8873-35d7667893df",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4526,1.5906,NA,119.37,218.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.7,90.2,13,0.9,0.3827,6.6177,33.4229,-11.2687,-6.5551,10.0789,-0.0622,0.754,7.0115,-143.1894,-12.0869,-1.6923,50.0031,5.7378,-13.5966,40.8,3.6,24,2444,217,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16,10.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",3,"2023-09-24T20:50:06.808Z","2023-09-24T20:50:10.204Z",TRUE,"pitch","8bab513c-4509-4881-8d43-94f380aa1c07",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4303,1.5441,NA,172.03,175.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.3,13,0.91,0.3797,6.5047,36.595,-10.6945,-4.9811,10.2112,-1.4437,2.3489,3.1508,-144.7621,-8.3165,-1.9042,50.0016,5.9293,-10.4773,37.2,3.6,24,2375,212,NA,NA,NA,NA,NA,NA,FALSE,-11,16.8,8.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",2,"2023-09-24T20:48:38.698Z","2023-09-24T20:48:42.106Z",TRUE,"pitch","23a87456-add7-4a8c-b312-2138483b9211",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.46,1.59,NA,90.83,196.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.7,9,0.91,0.38,6.6665,34.042,-7.5127,-2.8081,11.7226,0.6866,1.5748,7.9456,-144.2371,-10.6689,-1.7409,50.0019,5.7879,-5.9076,21.6,2.4,24,2473,209,NA,NA,NA,NA,NA,NA,FALSE,-8.8,19.2,3.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",0,"2023-09-24T20:48:04.670Z","2023-09-24T20:48:17.365Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",1,"2023-09-24T20:48:17.365Z","2023-09-24T20:48:38.698Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Ryan McMahon replaces Alan Trejo.","Offensive Substitution",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,641857,"/api/v1/people/641857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","70","atBat","Strikeout","strikeout","Ryan McMahon strikes out swinging.",0,3,4,70,"top",9,"2023-09-24T20:48:36.350Z","2023-09-24T20:51:26.764Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,676701,"/api/v1/people/676701",NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716449,"2023-09-24",1,"2023-09-24T20:47:32.618Z","2023-09-24T20:47:43.925Z",TRUE,"pitch","7585340b-8405-4f53-baa5-d541af4dea43",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.47,1.6,NA,146.78,152.02,"fly_ball","medium","8",92.1,63.55,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Charlie Blackmon flies out to center fielder Pete Crow-Armstrong.",0,3,4,69,"top",9,"2023-09-24T20:47:30.264Z","2023-09-24T20:47:43.925Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,89.5,1,0.91,0.3825,6.5188,36.2755,-11.2823,-4.2596,10.079,-0.7814,3.2134,4.7704,-143.7355,-5.7393,-1.9167,50.0012,5.9503,-8.8278,31.2,2.4,24,2344,211,94.5,30,347,NA,NA,NA,TRUE,-11.2,17.2,6.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656248,"Sean Bouchard","/api/v1/people/656248",666134,"Nolan Jones","/api/v1/people/666134",NA,NA,NA
716449,"2023-09-24",0,"2023-09-24T20:47:05.872Z","2023-09-24T20:47:32.618Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Charlie Blackmon replaces Hunter Goodman.","Offensive Substitution",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,453568,"/api/v1/people/453568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","601","69","atBat","Flyout","field_out","Charlie Blackmon flies out to center fielder Pete Crow-Armstrong.",0,3,4,69,"top",9,"2023-09-24T20:47:30.264Z","2023-09-24T20:47:43.925Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,453568,"Charlie Blackmon","/api/v1/people/453568","L","Left",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,696100,"/api/v1/people/696100",NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
