"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717018,"2023-08-13",4,"2023-08-13T04:34:02.618Z","2023-08-13T04:34:07.911Z",TRUE,"pitch","8b13205e-d74a-4108-bf1e-2e1898da8101",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.52,1.66,NA,125.54,212.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,0,72,"bottom",10,"2023-08-13T04:31:53.417Z","2023-08-13T04:34:07.911Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.9,83.8,13,0.9,0.4145,6.8868,28.3246,-26.1761,-5.2876,3.393,-0.224,0.9846,1.63,-132.1752,-9.1217,-0.1619,50.0032,6.4043,-9.3505,18,7.2,24,804,228,NA,NA,NA,NA,NA,NA,TRUE,-28.8,4.3,9.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",3,"2023-08-13T04:33:35.989Z","2023-08-13T04:33:40.256Z",TRUE,"pitch","e5bf1a71-6b60-43ab-9b38-4971be9cb3ff",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3748,1.5367,NA,136.01,197.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,0,72,"bottom",10,"2023-08-13T04:31:53.417Z","2023-08-13T04:34:07.911Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,92.3,7,2,0.3741,6.886,34.4514,-2.7877,-2.3022,13.5326,-0.4986,1.5455,-1.5069,-146.4023,-13.5995,0.3218,50.0053,6.4174,-4.9996,42,1.2,24,2426,183,NA,NA,NA,NA,NA,NA,FALSE,-5,22,4.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",2,"2023-08-13T04:33:07.339Z","2023-08-13T04:33:10.339Z",TRUE,"pitch","3735d6c8-4633-43fb-a084-e291964fec78",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.52,1.66,NA,115.96,149.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,0,72,"bottom",10,"2023-08-13T04:31:53.417Z","2023-08-13T04:34:07.911Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,92.3,2,2,0.3729,6.9569,34.5153,-4.8535,-4.3266,12.4986,0.0274,3.3001,0.6028,-146.8482,-8.8782,0.3816,50.0004,6.65,-9.455,52.8,2.4,24,2269,181,NA,NA,NA,NA,NA,NA,FALSE,-5.8,21.1,7.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",1,"2023-08-13T04:32:43.882Z","2023-08-13T04:32:47.403Z",TRUE,"pitch","2e6e6840-2d83-44b1-9710-5e9062a70ec2",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.52,1.66,NA,119.83,140.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,0,72,"bottom",10,"2023-08-13T04:31:53.417Z","2023-08-13T04:34:07.911Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.6,92.9,2,2,0.3704,6.9609,34.8958,-7.2628,-5.1577,11.2465,-0.0742,3.6375,0.6667,-147.8125,-7.6726,0.3677,50.0031,6.6918,-11.4241,51.6,2.4,24,2324,179,NA,NA,NA,NA,NA,NA,FALSE,-7.4,19.1,9.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",0,"2023-08-13T04:32:16.840Z","2023-08-13T04:32:21.124Z",TRUE,"pitch","efbd41b4-f463-4288-abe7-2ed703274e3c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.52,1.66,NA,125.78,140.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Eugenio Suarez strikes out swinging.",0,1,0,72,"bottom",10,"2023-08-13T04:31:53.417Z","2023-08-13T04:34:07.911Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,92.4,11,2,0.3725,6.6999,34.0932,-7.0867,-4.7535,11.4523,-0.2302,3.6413,0.6525,-146.9039,-7.7289,0.1627,50.0006,6.7243,-10.4102,49.2,2.4,24,2400,184,NA,NA,NA,NA,NA,NA,FALSE,-7.3,19.4,8.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",3,"2023-08-13T04:31:44.298Z","2023-08-13T04:31:50.601Z",TRUE,"pitch","56214873-aa8b-433a-a4c6-5baffd5eaac2",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.37,1.53,NA,102.88,194.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,1,0,71,"bottom",10,"2023-08-13T04:30:03.464Z","2023-08-13T04:31:50.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.1,83.6,9,0.9,0.4163,7.0434,25.4608,-24.5564,-3.9258,4.3384,0.3705,1.649,2.6984,-131.1362,-7.9047,-0.1572,50.0043,6.5101,-6.8978,14.4,6,24,841,242,NA,NA,NA,NA,NA,NA,TRUE,-27,6.5,6.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,687799,"Cade Marlowe","/api/v1/people/687799",NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",2,"2023-08-13T04:31:19.109Z","2023-08-13T04:31:23.007Z",TRUE,"pitch","5df278c8-72e4-42b7-bce3-a9e868776e59",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.37,1.53,NA,104.3,163.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,1,0,71,"bottom",10,"2023-08-13T04:30:03.464Z","2023-08-13T04:31:50.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,83.2,6,0.9,0.4167,6.9328,25.3818,-23.4392,-4.6682,4.9772,0.3332,2.7958,2.9992,-131.0201,-5.2744,-0.2147,50.0015,6.5664,-8.1873,16.8,6,24,725,238,NA,NA,NA,NA,NA,NA,FALSE,-25.3,8.2,7.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",1,"2023-08-13T04:30:50.109Z","2023-08-13T04:30:54.747Z",TRUE,"pitch","0d457d7e-1af7-498b-be48-db990ea8e615",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.37,1.53,NA,123.3,208.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,1,0,71,"bottom",10,"2023-08-13T04:30:03.464Z","2023-08-13T04:31:50.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.1,93.4,13,2,0.3699,6.9731,34.994,-3.2998,-2.4964,12.9979,-0.1652,1.1287,0.0848,-148.0277,-14.9084,0.1303,50.0064,6.4216,-5.5469,39.6,1.2,24,2423,185,NA,NA,NA,NA,NA,NA,FALSE,-5.5,20.9,4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",0,"2023-08-13T04:30:26.057Z","2023-08-13T04:30:29.414Z",TRUE,"pitch","5e557300-40eb-4514-b8e6-72d81ecc1395",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2312,1.4098,NA,82.79,121.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,1,0,71,"bottom",10,"2023-08-13T04:30:03.464Z","2023-08-13T04:31:50.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.3,93,12,2,0.3686,6.8762,36.9918,-6.5996,-3.329,11.4485,0.8975,4.3479,3.0708,-148.8066,-5.8871,0.2827,50.0061,6.7389,-7.4385,39.6,2.4,24,2448,185,NA,NA,NA,NA,NA,NA,FALSE,-6.5,19.7,5.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717018,"2023-08-13",7,"2023-08-13T04:29:53.810Z","2023-08-13T04:29:59.324Z",TRUE,"pitch","ef9fb5cb-a3cd-4dc2-87fd-6d2b281cabd8",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.53,1.72,NA,106.41,191.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Josh Rojas strikes out swinging.",0,1,0,70,"bottom",10,"2023-08-13T04:27:19.714Z","2023-08-13T04:29:59.324Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,668942,"Josh Rojas","/api/v1/people/668942","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.4,93.2,9,2,0.3692,6.9531,37.1643,-2.4895,-3.6698,13.3335,0.2779,1.757,1.7578,-148.6121,-13.2736,0.154,50.0025,6.4353,-8.1701,52.8,1.2,24,2408,180,NA,NA,NA,NA,NA,NA,TRUE,-4.7,21.6,6.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,687799,"Cade Marlowe","/api/v1/people/687799",NA,NA,NA,NA,NA,NA,NA
