"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
745683,"2024-03-31",6,"2024-03-31T22:37:35.959Z","2024-03-31T22:37:43.493Z",TRUE,"pitch","eff8c652-b8eb-492b-b4ce-b9c58bd2113c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.4489,1.5644,NA,90.93,142.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.1,3,0.89,0.4175,6.9739,29.3973,-13.3198,-5.6323,10.8309,0.684,3.5629,4.0685,-131.4897,-3.1191,-0.1561,50.0034,5.7605,-9.8054,32.4,3.6,24,2145,211,NA,NA,NA,NA,NA,NA,FALSE,-14.5,19.1,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,647351,"Abraham Toro","/api/v1/people/647351",669127,"Shea Langeliers","/api/v1/people/669127",671732,"Lawrence Butler","/api/v1/people/671732",NA,NA,NA,NA
745683,"2024-03-31",5,"2024-03-31T22:37:16.943Z","2024-03-31T22:37:21.906Z",TRUE,"pitch","ef70b5be-fe8a-48fc-8397-f10b38616f0d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.2999,1.704,NA,144,132.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,82.7,11,0.9,0.4145,6.7351,29.6517,-13.948,-4.2521,10.3202,-0.7083,3.9394,0.669,-132.4011,-2.1739,-0.4129,50.0018,5.798,-7.5092,27.6,3.6,24,2180,212,NA,NA,NA,NA,NA,NA,FALSE,-14.8,18.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",4,"2024-03-31T22:36:58.823Z","2024-03-31T22:37:03.105Z",TRUE,"pitch","7f1648fc-14b2-45b9-808b-fc139f15eb95",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.309,1.6482,NA,127.96,120.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,83,11,0.9,0.414,6.7324,27.9224,-13.8002,-4.9089,10.3625,-0.2876,4.3949,2.0318,-132.2432,-1.0875,-0.4277,50.0018,5.8227,-8.703,30,3.6,24,2165,209,NA,NA,NA,NA,NA,NA,FALSE,-14.3,18.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",3,"2024-03-31T22:36:40.807Z","2024-03-31T22:36:45.663Z",TRUE,"pitch","b19cc7ea-1c6d-4cde-81d0-7afb446aa5e3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.337,1.6761,NA,54.51,197.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,14,0.9,0.4311,6.524,25.2238,-25.8612,3.3199,3.8609,1.6393,1.5423,3.9078,-126.9022,-5.386,-0.3501,50.0037,5.7442,5.4318,13.2,7.2,24,2366,177,NA,NA,NA,NA,NA,NA,FALSE,-29.9,6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",0,"2024-03-31T22:34:04.428Z","2024-03-31T22:34:28.426Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Abraham Toro replaces Nick Allen.","Offensive Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,647351,"/api/v1/people/647351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,669397,"/api/v1/people/669397",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",1,"2024-03-31T22:34:28.426Z","2024-03-31T22:35:10.112Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",2,"2024-03-31T22:35:10.112Z","2024-03-31T22:36:40.807Z",FALSE,"action",NA,NA,"Pitching Change: Eli Morgan replaces Scott Barlow.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669212,"/api/v1/people/669212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"73","atBat","Walk","walk","Abraham Toro walks. Darell Hernaiz scores. Shea Langeliers to 3rd. Lawrence Butler to 2nd.",1,3,4,73,"bottom",9,"2024-03-31T22:36:38.488Z","2024-03-31T22:37:43.493Z",TRUE,TRUE,FALSE,FALSE,0,4,0,0,647351,"Abraham Toro","/api/v1/people/647351","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",4,"2024-03-31T22:33:35.427Z","2024-03-31T22:33:48.119Z",TRUE,"pitch","259e6819-bc50-4c54-8126-4b1157cf252c",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,0,NA,NA,3.57,1.69,NA,145,192.05,"line_drive","medium","8",142.13,96.98,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Lawrence Butler singles on a line drive to center fielder Ramón Laureano. Darell Hernaiz to 3rd. Shea Langeliers to 2nd.",0,3,3,72,"bottom",9,"2024-03-31T22:32:24.752Z","2024-03-31T22:33:48.119Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.9,69.1,7,2,0.4997,7.0989,22.9869,-39.7732,11.2792,-6.2764,-0.7346,1.7306,-1.43,-110.3821,1.0478,-1.534,50.0013,5.4983,13.663,19.2,14.4,24,2482,64,82.7,15,249,NA,NA,NA,FALSE,-58.8,-10.6,-19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671732,"Lawrence Butler","/api/v1/people/671732",687231,"Darell Hernaiz","/api/v1/people/687231",669127,"Shea Langeliers","/api/v1/people/669127",NA,NA,NA,NA
745683,"2024-03-31",3,"2024-03-31T22:33:06.087Z","2024-03-31T22:33:12.671Z",TRUE,"pitch","9b86b0fd-d221-4d4c-b0c5-97471992c52f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.57,1.69,NA,109.69,184.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Lawrence Butler singles on a line drive to center fielder Ramón Laureano. Darell Hernaiz to 3rd. Shea Langeliers to 2nd.",0,3,3,72,"bottom",9,"2024-03-31T22:32:24.752Z","2024-03-31T22:33:48.119Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.6,72.8,8,2,0.474,6.6774,23.0885,-28.2098,5.3108,2.9318,0.1919,2.0253,3.3006,-115.8626,-0.433,-1.9443,50.0002,4.9272,7.1661,15.6,8.4,24,2357,93,NA,NA,NA,NA,NA,NA,FALSE,-37.9,5.5,-10.4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745683,"2024-03-31",1,"2024-03-31T22:32:27.021Z","2024-03-31T22:32:31.780Z",TRUE,"pitch","24870787-36e6-4270-a9b2-cdcbe9e4f67a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.9734,1.5365,NA,146.23,160.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Lawrence Butler singles on a line drive to center fielder Ramón Laureano. Darell Hernaiz to 3rd. Shea Langeliers to 2nd.",0,3,3,72,"bottom",9,"2024-03-31T22:32:24.752Z","2024-03-31T22:33:48.119Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,671732,"Lawrence Butler","/api/v1/people/671732","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Cleveland Guardians",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.4,75.3,1,2,0.4599,7.2762,20.7515,-27.2573,5.869,3.4162,-0.7669,2.8867,1.2494,-118.6753,0.7972,-2.0619,50.0025,5.0115,8.4485,18,8.4,24,2232,99,NA,NA,NA,NA,NA,NA,FALSE,-34.2,6.6,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
