"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716885,"2023-08-23",4,"2023-08-23T20:24:54.569Z","2023-08-23T20:25:00.337Z",TRUE,"pitch","2a2e245b-2eb7-4b37-97df-54994d91f7c8",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.4,1.57,NA,93.99,210.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jake Rogers strikes out swinging.",0,6,4,73,"bottom",9,"2023-08-23T20:23:21.754Z","2023-08-23T20:25:00.337Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.5,14,2,0.4271,6.5308,25.3771,-29.8399,2.8695,1.4033,0.6038,1.0594,3.7951,-128.0443,-6.0652,-1.2681,50.0051,5.7811,4.7859,9.6,7.2,24,2567,100,NA,NA,NA,NA,NA,NA,TRUE,-33.7,1.4,-6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",3,"2023-08-23T20:24:30.222Z","2023-08-23T20:24:33.794Z",TRUE,"pitch","25bd5a36-8517-4bdc-9096-3244810a093c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3122,1.5264,NA,54.73,201.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jake Rogers strikes out swinging.",0,6,4,73,"bottom",9,"2023-08-23T20:23:21.754Z","2023-08-23T20:25:00.337Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77,14,2,0.4504,6.6121,24.5638,-27.1246,4.4882,3.3758,1.6335,1.3834,5.2707,-121.7601,-4.6178,-1.1449,50.0054,5.6599,6.7196,15.6,8.4,24,2638,71,NA,NA,NA,NA,NA,NA,FALSE,-34,5.3,-9.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",2,"2023-08-23T20:24:03.783Z","2023-08-23T20:24:09.343Z",TRUE,"pitch","5ada2896-4e23-4bbc-8d8a-9f6e2dd74447",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.4,1.57,NA,107.43,196.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jake Rogers strikes out swinging.",0,6,4,73,"bottom",9,"2023-08-23T20:23:21.754Z","2023-08-23T20:25:00.337Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,82.9,8,2,0.4194,6.5019,25.6249,-32.2889,2.6991,-0.0641,0.251,1.5714,2.8933,-130.2624,-4.775,-1.2221,50.0056,5.8507,4.6698,8.4,8.4,24,2558,119,NA,NA,NA,NA,NA,NA,FALSE,-34.8,-0.8,-5.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",1,"2023-08-23T20:23:40.400Z","2023-08-23T20:23:46.636Z",TRUE,"pitch","a895f247-a3c6-49f3-bf1b-c5c362431be3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.357,1.4466,NA,86.57,169.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jake Rogers strikes out swinging.",0,6,4,73,"bottom",9,"2023-08-23T20:23:21.754Z","2023-08-23T20:25:00.337Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,89.6,6,2,0.386,6.556,30.1893,-18.4865,-8.5476,6.7014,0.7983,2.5806,7.411,-141.5145,-6.0361,-0.7349,50.0026,5.9124,-17.4574,38.4,4.8,24,2257,213,NA,NA,NA,NA,NA,NA,FALSE,-17.6,11.2,14.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",0,"2023-08-23T20:23:23.596Z","2023-08-23T20:23:28.096Z",TRUE,"pitch","10cad073-d2f9-4759-896a-c427b1bf3eac",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3786,1.5484,NA,137.37,165.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jake Rogers strikes out swinging.",0,6,4,73,"bottom",9,"2023-08-23T20:23:21.754Z","2023-08-23T20:25:00.337Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668670,"Jake Rogers","/api/v1/people/668670","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,82.8,4,2,0.4184,6.4507,26.004,-28.7053,2.3895,1.9988,-0.5344,2.7092,1.249,-130.6224,-2.6498,-1.3284,50.0052,5.8821,4.1538,8.4,7.2,24,2505,139,NA,NA,NA,NA,NA,NA,FALSE,-30.5,3.2,-4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",4,"2023-08-23T20:22:50.919Z","2023-08-23T20:22:55.187Z",TRUE,"pitch","027893d0-f89f-4192-8dde-e1e4f938e691",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,1,NA,NA,3.1,1.48,NA,94.66,187.67,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Andy Ibanez strikes out on a foul tip. Zach McKinstry steals (15) 2nd base.",0,6,4,72,"bottom",9,"2023-08-23T20:20:58.858Z","2023-08-23T20:22:55.187Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,83.3,9,2,0.4171,6.4444,25.9606,-28.7026,1.9953,1.9801,0.586,1.8928,3.714,-130.99,-4.7122,-1.1057,50.0005,5.8444,3.4882,8.4,7.2,24,2549,122,NA,NA,NA,NA,NA,NA,TRUE,-30.7,2.9,-4.4,NA,NA,NA,NA,NA,TRUE,FALSE,656716,"Zach McKinstry","/api/v1/people/656716",678009,"Parker Meadows","/api/v1/people/678009",NA,NA,NA
716885,"2023-08-23",3,"2023-08-23T20:22:16.345Z","2023-08-23T20:22:20.833Z",TRUE,"pitch","f5c35d24-d53e-403b-b66b-f51d32720d65",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.0343,1.4364,NA,85.25,221.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Andy Ibanez strikes out on a foul tip. Zach McKinstry steals (15) 2nd base.",0,6,4,72,"bottom",9,"2023-08-23T20:20:58.858Z","2023-08-23T20:22:55.187Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,83.8,14,2,0.4174,6.6822,23.4584,-28.4061,1.9911,2.1561,0.8329,0.6426,4.2284,-130.4565,-7.5954,-1.058,50.0061,5.6872,3.4855,8.4,7.2,24,2509,140,NA,NA,NA,NA,NA,NA,FALSE,-31,2.6,-4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",2,"2023-08-23T20:21:49.480Z","2023-08-23T20:21:53.723Z",TRUE,"pitch","e4a839e7-71aa-462e-89d0-56ba180c158a",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.1,1.48,NA,120.98,164.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Andy Ibanez strikes out on a foul tip. Zach McKinstry steals (15) 2nd base.",0,6,4,72,"bottom",9,"2023-08-23T20:20:58.858Z","2023-08-23T20:22:55.187Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,83.1,2,2,0.4174,6.463,25.0976,-29.8659,2.2718,1.3191,-0.1044,2.7602,2.0196,-130.7492,-2.4024,-1.1793,50.0026,5.9108,3.97,8.4,7.2,24,2448,151,NA,NA,NA,NA,NA,NA,FALSE,-31.6,2.2,-4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",1,"2023-08-23T20:21:30.243Z","2023-08-23T20:21:36.266Z",TRUE,"pitch","2b84cb9c-98aa-4f0f-b966-636b9800ab26",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.1,1.48,NA,117.94,179.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Andy Ibanez strikes out on a foul tip. Zach McKinstry steals (15) 2nd base.",0,6,4,72,"bottom",9,"2023-08-23T20:20:58.858Z","2023-08-23T20:22:55.187Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.5,5,2,0.3999,6.5913,28.2044,-15.5021,-7.8768,8.762,-0.0246,2.2071,5.5024,-136.6084,-7.0773,-1.0348,50.0016,5.8837,-14.9863,39.6,4.8,24,2165,215,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.6,13.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716885,"2023-08-23",0,"2023-08-23T20:21:12.563Z","2023-08-23T20:21:18.921Z",TRUE,"pitch","a7b252a6-c252-4164-9890-8a5b53e9aafe",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.99,1.4143,NA,123.44,209.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Andy Ibanez strikes out on a foul tip. Zach McKinstry steals (15) 2nd base.",0,6,4,72,"bottom",9,"2023-08-23T20:20:58.858Z","2023-08-23T20:22:55.187Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,82.6,13,2,0.4213,6.4902,24.5472,-25.6965,1.174,3.7758,-0.169,1.0896,2.4386,-129.504,-6.9045,-1.2717,50.0022,5.7288,2.0135,4.8,6,24,2585,181,NA,NA,NA,NA,NA,NA,FALSE,-28.6,5.6,-2.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
