"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718683,"2023-04-07",3,"2023-04-07T04:54:47.453Z","2023-04-07T04:54:53.314Z",TRUE,"pitch","65ec4266-9a29-4201-bd11-6a5b91fe3cb6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4549,1.6929,NA,128.8,195.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Lewis called out on strikes.",0,5,2,73,"bottom",9,"2023-04-07T04:53:39.660Z","2023-04-07T04:54:53.314Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,86.7,7,2,0.3982,6.3102,29.8559,-20.9433,-9.6355,5.8572,-0.3097,1.6179,7.7751,-137.4493,-5.4473,-1.9202,50.0042,5.0434,-18.4777,37.2,6,24,2344,229,NA,NA,NA,NA,NA,NA,TRUE,-21,9.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",2,"2023-04-07T04:54:26.699Z","2023-04-07T04:54:30.151Z",TRUE,"pitch","c6870cd9-95ce-4abf-ae1d-e86786b7e52c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.4,1.61,NA,125.75,181.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Lewis called out on strikes.",0,5,2,73,"bottom",9,"2023-04-07T04:53:39.660Z","2023-04-07T04:54:53.314Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,76.7,8,2,0.4486,6.2694,25.9043,-25.2003,4.4012,4.6279,-0.2295,2.123,2.9709,-122.4613,-2.0032,-2.0334,50.0034,5.1237,6.6337,15.6,7.2,24,2520,71,NA,NA,NA,NA,NA,NA,FALSE,-30.7,8.2,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",1,"2023-04-07T04:54:12.525Z","2023-04-07T04:54:18.479Z",TRUE,"pitch","73a936b0-3e90-4887-bcbf-064d91260860",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5185,1.7211,NA,87.51,201.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Lewis called out on strikes.",0,5,2,73,"bottom",9,"2023-04-07T04:53:39.660Z","2023-04-07T04:54:53.314Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.1,77.9,14,2,0.4434,6.1376,25.9711,-24.7395,2.6633,4.8183,0.7737,1.3632,5.7678,-123.7873,-3.9365,-1.9377,50.0041,5.0584,4.1102,12,7.2,24,2506,74,NA,NA,NA,NA,NA,NA,FALSE,-30,8,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",0,"2023-04-07T04:53:59.507Z","2023-04-07T04:54:05.085Z",TRUE,"pitch","7f50a8f0-554f-492f-b0a2-ffb45d955bab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4,1.61,NA,88.52,188.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Lewis called out on strikes.",0,5,2,73,"bottom",9,"2023-04-07T04:53:39.660Z","2023-04-07T04:54:53.314Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641786,"Kyle Lewis","/api/v1/people/641786","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.3,9,2,0.3956,6.5485,29.7042,-15.6788,-6.9461,8.4866,0.7471,1.8754,9.6706,-138.2614,-5.9111,-1.8871,50.0006,5.0862,-13.4986,33.6,4.8,24,2335,226,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",6,"2023-04-07T04:53:26.273Z","2023-04-07T04:53:37.084Z",TRUE,"pitch","7792643f-099e-4949-b5c3-fc8fc0224df5",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.29,1.5,NA,125.37,159.75,"fly_ball","medium","7",91.08,108.05,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.6,76.5,2,2,0.4504,6.1444,24.4195,-24.9395,3.999,4.8346,-0.2195,2.9269,3.0813,-121.7337,-0.2123,-2.0224,50.0058,5.1785,5.9881,14.4,7.2,24,2442,77,77.1,47,246,NA,NA,NA,TRUE,-30.2,9,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",5,"2023-04-07T04:53:11.294Z","2023-04-07T04:53:15.418Z",TRUE,"pitch","2e33aecc-fe66-4937-8ae6-05795c00b983",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3449,1.4985,NA,156.35,132.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.9,11,2,0.3962,6.2947,29.6323,-18.6584,-6.0756,6.9795,-1.0323,3.9316,4.4941,-138.0443,-0.4778,-1.8889,50.0068,5.3587,-11.7733,30,4.8,24,2157,221,NA,NA,NA,NA,NA,NA,FALSE,-17.5,12.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",4,"2023-04-07T04:52:40.847Z","2023-04-07T04:52:50.964Z",TRUE,"pitch","a145f824-bbb0-4561-a257-d0160e9c1189",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.29,1.5,NA,129.69,170.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,77.2,4,2,0.4462,6.1365,26.0564,-28.5868,7.2154,2.354,-0.3329,2.5456,1.8784,-123.0875,-0.5891,-2.0444,50.0031,5.2238,10.9912,21.6,8.4,24,2533,73,NA,NA,NA,NA,NA,NA,FALSE,-34.1,4.3,-13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",3,"2023-04-07T04:52:25.054Z","2023-04-07T04:52:31.927Z",TRUE,"pitch","2f55a985-8af9-48b6-bda1-f9eb7e38667b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.2886,1.5266,NA,150.6,193.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,77,13,2,0.448,6.272,25.2658,-24.6706,5.6744,4.9653,-0.8815,1.6674,1.3562,-122.4755,-3.0997,-2.1803,50.004,5.0702,8.5803,19.2,7.2,24,2419,66,NA,NA,NA,NA,NA,NA,FALSE,-30.2,8.5,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",2,"2023-04-07T04:52:09.487Z","2023-04-07T04:52:15.969Z",TRUE,"pitch","44eb3986-d0ac-423e-b327-6e821b4d9d78",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.2605,1.5266,NA,122.23,175.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.4,5,2,0.3992,6.3603,29.6039,-21.1444,-9.6142,5.7826,-0.1373,2.3443,7.8643,-137.0585,-3.8049,-1.7913,50.001,5.19,-18.3338,37.2,6,24,2107,224,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718683,"2023-04-07",1,"2023-04-07T04:51:53.943Z","2023-04-07T04:51:58.393Z",TRUE,"pitch","5980283d-a11d-42fd-be24-4279ad27165e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3168,1.5266,NA,143.99,139.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Gabriel Moreno flies out to left fielder David Peralta.",0,5,2,72,"bottom",9,"2023-04-07T04:51:17.183Z","2023-04-07T04:53:37.084Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",623465,"Evan Phillips","/api/v1/people/623465","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.4,11,2,0.3976,6.2851,30.5596,-21.1413,-10.0928,5.7404,-0.708,3.6902,6.8077,-137.7469,-0.527,-1.9,50.0027,5.3132,-19.3974,39.6,6,24,2225,222,NA,NA,NA,NA,NA,NA,FALSE,-20,10.4,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
