"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718636,"2023-04-10",2,"2023-04-11T02:07:14.494Z","2023-04-11T02:07:37.488Z",TRUE,"pitch","746d07c0-41f2-4daf-8862-53081f454ed0",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.42,1.68,NA,125.17,185.71,"fly_ball","medium","8",148.17,35.34,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Home Run","home_run","Sean Murphy homers (1) on a fly ball to center field. Austin Riley scores.",2,4,5,79,"bottom",10,"2023-04-11T02:07:12.184Z","2023-04-11T02:07:37.488Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,669221,"Sean Murphy","/api/v1/people/669221","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84,8,0.92,0.4121,6.4685,28.0553,-24.169,0.9591,4.4707,-0.2144,1.9656,3.8805,-132.8477,-6.6894,-1.8177,50.0025,6.2693,1.7161,6,6,24,2249,196,107.2,29,408,NA,NA,NA,FALSE,-25.9,6.8,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",0,"2023-04-11T02:06:30.068Z","2023-04-11T02:06:52.313Z",FALSE,"action",NA,NA,"Pitching Change: Derek Law replaces Alexis Diaz.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,571882,"/api/v1/people/571882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"79","atBat","Home Run","home_run","Sean Murphy homers (1) on a fly ball to center field. Austin Riley scores.",2,4,5,79,"bottom",10,"2023-04-11T02:07:12.184Z","2023-04-11T02:07:37.488Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,669221,"Sean Murphy","/api/v1/people/669221","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",1,"2023-04-11T02:06:52.313Z","2023-04-11T02:07:14.494Z",FALSE,"action",NA,NA,"Austin Riley starts inning at 2nd base.","Runner Placed On Base",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,663586,"/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"79","atBat","Home Run","home_run","Sean Murphy homers (1) on a fly ball to center field. Austin Riley scores.",2,4,5,79,"bottom",10,"2023-04-11T02:07:12.184Z","2023-04-11T02:07:37.488Z",TRUE,TRUE,FALSE,FALSE,65,0,0,0,669221,"Sean Murphy","/api/v1/people/669221","R","Right",571882,"Derek Law","/api/v1/people/571882","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",6,"2023-04-11T02:04:33.263Z","2023-04-11T02:04:41.004Z",TRUE,"pitch","7be43f01-546b-4c7a-9171-a26a8cc05988",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.35,1.58,NA,81.75,181.19,"ground_ball","medium","6",114.91,155.31,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,79.3,14,0.92,0.4368,6.6321,24.669,-24.3941,7.6747,4.8872,0.9247,2.1328,-3.9771,-125.2621,-5.4491,1.5336,50.0059,6.3239,12.231,24,7.2,24,1607,143,82.4,-1,34,NA,NA,NA,TRUE,-29,7.8,-13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",5,"2023-04-11T02:04:13.624Z","2023-04-11T02:04:18.033Z",TRUE,"pitch","da5effed-78d1-411a-a423-da03da477911",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.35,1.58,NA,95.61,153.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.5,3,0.91,0.4063,6.3267,30.6004,-10.688,3.9351,11.6841,0.561,3.1528,-3.6762,-135.04,-6.4973,1.4316,50.0003,6.3488,7.2352,27.6,3.6,24,2307,155,NA,NA,NA,NA,NA,NA,FALSE,-12,19.9,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",4,"2023-04-11T02:03:48.866Z","2023-04-11T02:03:53.201Z",TRUE,"pitch","c7fcb70d-8214-4e73-9654-a0bb248db4ba",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.35,1.58,NA,123.51,182.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,76.9,8,0.9,0.4532,6.3012,21.38,-28.1926,-1.3174,2.6829,-0.1708,2.0849,-3.8689,-120.4364,-4.2539,1.6216,50.0022,6.342,-1.9517,4.8,8.4,24,2088,194,NA,NA,NA,NA,NA,NA,FALSE,-35.5,4.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",3,"2023-04-11T02:03:27.522Z","2023-04-11T02:03:31.794Z",TRUE,"pitch","504f5e4a-1d67-4f9f-bc39-4d301f307359",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,1,2,NA,NA,3.1552,1.5714,NA,112.11,221.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.8,14,0.92,0.441,6.626,24.4351,-20.2692,7.8891,7.6174,0.1283,0.6276,-5.8783,-124.1274,-9.6467,1.5,50.0062,6.2469,12.335,27.6,6,24,1526,140,NA,NA,NA,NA,NA,NA,FALSE,-25.8,11.8,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",2,"2023-04-11T02:03:07.480Z","2023-04-11T02:03:12.413Z",TRUE,"pitch","688a9505-c056-4b72-86d1-3d68fab904ba",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.1524,1.5686,NA,146.4,220.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,76.5,13,0.91,0.455,6.4425,23.9541,-28.3026,-0.8026,2.6401,-0.7713,0.6656,-5.0107,-120.4987,-7.361,1.4415,50.0047,6.2691,-1.1765,3.6,8.4,24,2038,163,NA,NA,NA,NA,NA,NA,FALSE,-36.7,3.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",1,"2023-04-11T02:02:48.894Z","2023-04-11T02:02:53.268Z",TRUE,"pitch","277c5287-7de1-4e88-adf3-d88dbe512f83",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2358,1.5845,NA,146.94,191.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.9,7,0.91,0.4513,6.4179,24.3529,-29.2337,-1.9436,1.9682,-0.7855,1.7471,-4.7861,-121.4919,-5.0389,1.4643,50.0015,6.3963,-2.8966,7.2,8.4,24,2043,176,NA,NA,NA,NA,NA,NA,FALSE,-36.7,2.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718636,"2023-04-10",0,"2023-04-11T02:02:32.971Z","2023-04-11T02:02:36.900Z",TRUE,"pitch","3622932d-0431-41d3-9283-a4f774ca4eaa",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2975,1.6463,NA,67.42,165.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Groundout","field_out","Tyler Stephenson grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,4,3,78,"top",10,"2023-04-11T02:02:16.123Z","2023-04-11T02:04:41.004Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",669276,"Dylan Lee","/api/v1/people/669276","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.2,82.2,12,0.9,0.4182,6.4915,28.7959,-10.0332,5.5854,12.7546,1.3007,2.7018,-2.5953,-131.1785,-7.4404,1.5795,50.0017,6.3303,9.6938,38.4,3.6,24,2332,154,NA,NA,NA,NA,NA,NA,FALSE,-12.1,21.6,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
