"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745661,"2024-05-23",2,"2024-05-23T04:49:04.119Z","2024-05-23T04:49:11.993Z",TRUE,"pitch","85b0d9e1-8b06-4856-b99c-f873d89ee207",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.32,1.61,NA,96.83,193.57,"fly_ball","medium","9",171.08,101.51,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Flyout","field_out","Max Schuemann flies out to right fielder Jake Cave.",0,4,3,95,"bottom",12,"2024-05-23T04:48:14.265Z","2024-05-23T04:49:11.993Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680474,"Max Schuemann","/api/v1/people/680474","R","Right",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,75.9,9,0.91,0.4546,6.2443,27.0352,-32.2598,5.5289,-0.059,0.5292,1.6745,6.0954,-121.1801,-2.4576,-2.7514,50.0033,5.5628,8.0963,15.6,9.6,24,2641,56,79,33,269,NA,NA,NA,TRUE,-40.4,-0.5,-11.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745661,"2024-05-23",1,"2024-05-23T04:48:40.893Z","2024-05-23T04:48:47.544Z",TRUE,"pitch","2d486006-b27d-44ea-bcb9-fcdce14cfb21",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.32,1.61,NA,156.02,146.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Flyout","field_out","Max Schuemann flies out to right fielder Jake Cave.",0,4,3,95,"bottom",12,"2024-05-23T04:48:14.265Z","2024-05-23T04:49:11.993Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680474,"Max Schuemann","/api/v1/people/680474","R","Right",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.3,81.5,11,0.9,0.422,6.181,28.6087,-26.1451,1.954,3.5367,-1.0236,3.4253,3.6965,-130.0638,-0.7351,-2.72,50.0022,5.7035,3.3293,8.4,6,24,2346,186,NA,NA,NA,NA,NA,NA,FALSE,-28,6.5,-4.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745661,"2024-05-23",0,"2024-05-23T04:48:24.039Z","2024-05-23T04:48:27.176Z",TRUE,"pitch","070b7808-dda2-4e57-b644-b61b82c50158",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2384,1.5999,NA,117.88,181.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","atBat","Flyout","field_out","Max Schuemann flies out to right fielder Jake Cave.",0,4,3,95,"bottom",12,"2024-05-23T04:48:14.265Z","2024-05-23T04:49:11.993Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680474,"Max Schuemann","/api/v1/people/680474","R","Right",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,81.5,5,0.9,0.4237,6.3755,27.6668,-26.1642,1.4117,3.5534,-0.0232,2.1105,6.2908,-129.3975,-3.708,-2.6719,50.0043,5.5729,2.3857,7.2,6,24,2300,184,NA,NA,NA,NA,NA,NA,FALSE,-28.8,5.8,-4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745661,"2024-05-23",6,"2024-05-23T04:47:51.478Z","2024-05-23T04:47:54.786Z",TRUE,"pitch","c8bed8d5-27c8-4894-af52-cf006bb81254",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.5093,1.7093,NA,73.1,173.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,84.6,14,0.9,0.4048,6.434,33.2415,-14.4226,-7.2424,9.6013,1.1516,2.4341,11.2729,-135.9421,-5.6215,-2.1316,50.0001,5.5512,-13.3869,33.6,3.6,24,2145,228,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.1,10.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",663527,"Tyler Nevin","/api/v1/people/663527",NA,NA,NA
745661,"2024-05-23",5,"2024-05-23T04:47:34.921Z","2024-05-23T04:47:37.921Z",TRUE,"pitch","f411271d-99c8-4739-9706-cb0c254f1463",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.5147,1.753,NA,150.47,139.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.3,80.4,11,0.9,0.4273,6.0754,28.3218,-27.6596,3.0553,2.7207,-0.8782,3.6916,3.6897,-128.5254,0.2563,-2.7331,50.0056,5.7504,5.0778,12,7.2,24,2373,169,NA,NA,NA,NA,NA,NA,FALSE,-30,5.3,-6.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
745661,"2024-05-23",4,"2024-05-23T04:47:17.299Z","2024-05-23T04:47:20.562Z",TRUE,"pitch","7e796b92-f145-49f9-ada9-b6c7d93821c4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4612,1.6839,NA,75.09,183.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,81,14,0.9,0.4259,6.3705,29.2596,-25.797,1.9162,3.8134,1.0994,2.0435,8.7965,-129.0757,-3.8203,-2.6149,50.0015,5.551,3.1998,10.8,6,24,2363,176,NA,NA,NA,NA,NA,NA,FALSE,-28.8,6.1,-5.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
745661,"2024-05-23",3,"2024-05-23T04:46:58.626Z","2024-05-23T04:47:01.626Z",TRUE,"pitch","4e0340e2-2344-4dc5-92e0-5959695aec39",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5087,1.734,NA,89.85,220.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.1,81.8,14,0.9,0.4237,6.463,28.0304,-27.4357,0.5349,2.8016,0.7123,0.6597,8.0144,-129.4548,-6.6857,-2.4983,50.0026,5.3874,0.9027,4.8,7.2,24,2130,204,NA,NA,NA,NA,NA,NA,FALSE,-31,3.7,-2.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
745661,"2024-05-23",0,"2024-05-23T04:44:36.897Z","2024-05-23T04:45:37.199Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
745661,"2024-05-23",1,"2024-05-23T04:45:37.199Z","2024-05-23T04:46:51.047Z",FALSE,"action",NA,NA,"Pitching Change: Matt Koch replaces Nick Mears.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,571863,"/api/v1/people/571863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
745661,"2024-05-23",2,"2024-05-23T04:46:51.047Z","2024-05-23T04:46:58.626Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Kyle McCann replaces Brett Harris.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,668832,"/api/v1/people/668832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","94","atBat","Walk","walk","Kyle McCann walks. Tyler Nevin to 2nd.",0,4,3,94,"bottom",12,"2024-05-23T04:46:56.639Z","2024-05-23T04:47:54.786Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,668832,"Kyle McCann","/api/v1/people/668832","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,695391,"/api/v1/people/695391",NA,NA,FALSE,FALSE,668832,"Kyle McCann","/api/v1/people/668832",NA,NA,NA,NA,NA,NA
