"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745175,"2024-07-14",5,"2024-07-14T02:57:23.542Z","2024-07-14T02:57:28.140Z",TRUE,"pitch","261d3184-b733-4b87-909f-60523c926750",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.63,1.63,NA,120.15,197.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,83.4,8,0.9,0.4165,6.738,26.9339,-31.5818,3.3602,0.3383,-0.0825,1.5169,-0.913,-131.3514,-5.3974,-0.1678,50.0034,5.9371,5.8917,9.6,7.2,24,2392,146,NA,NA,NA,NA,NA,NA,TRUE,-33.8,-0.4,-5.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",4,"2024-07-14T02:56:50.589Z","2024-07-14T02:56:54.275Z",TRUE,"pitch","309d1227-e438-4be2-a229-d57bdc423d2c",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.6648,1.6436,NA,114.49,243.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,84.7,14,0.9,0.4128,6.6849,26.2427,-29.9268,1.6886,1.2564,0.0658,-0.169,0.2479,-132.2935,-10.0725,-0.2484,50.0007,5.8556,3.0151,6,7.2,24,2461,168,NA,NA,NA,NA,NA,NA,FALSE,-32.4,0.5,-3.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",3,"2024-07-14T02:56:25.089Z","2024-07-14T02:56:28.229Z",TRUE,"pitch","f079a500-17a3-4882-bfc3-7fece5d0b7a8",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.63,1.63,NA,109.74,178.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,92.7,8,0.88,0.3732,6.6124,32.1508,-15.2745,0.2368,7.7328,0.1905,2.2504,1.1046,-146.3441,-7.8865,-0.2215,50.0015,5.8812,0.517,2.4,3.6,24,2469,193,NA,NA,NA,NA,NA,NA,FALSE,-14.2,12.7,-0.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",2,"2024-07-14T02:56:07.312Z","2024-07-14T02:56:11.009Z",TRUE,"pitch","5104cdfb-ab24-4c55-82f4-cf5c6250d02e",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.6981,1.6714,NA,122.57,146.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,83.3,2,0.9,0.4139,6.5072,28.7968,-31.8552,3.0139,0.1784,-0.1461,3.4361,-0.5895,-132.4258,-1.0246,-0.3118,50.0017,6.1624,5.3419,9.6,7.2,24,2383,158,NA,NA,NA,NA,NA,NA,FALSE,-32.8,0.4,-5.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",1,"2024-07-14T02:55:49.662Z","2024-07-14T02:55:53.539Z",TRUE,"pitch","a3a9b9b1-5060-4358-b812-485c64aa9d91",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7792,1.6847,NA,138.05,199.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.4,92.5,13,0.9,0.3742,6.6032,32.0252,-11.9101,-0.8303,9.3257,-0.5521,1.4534,-0.8845,-145.9618,-10.56,-0.138,50.0059,5.8202,-1.8049,8.4,2.4,24,2396,196,NA,NA,NA,NA,NA,NA,FALSE,-11.9,15.1,1.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",0,"2024-07-14T02:55:28.809Z","2024-07-14T02:55:49.662Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Christopher Morel strikes out swinging.",0,4,5,75,"top",9,"2024-07-14T02:55:47.367Z","2024-07-14T02:57:28.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,666624,"Christopher Morel","/api/v1/people/666624","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",3,"2024-07-14T02:54:54.031Z","2024-07-14T02:55:00.273Z",TRUE,"pitch","8063d6a4-4eae-4f02-a995-9aa59a7d0c6b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.5,1.59,NA,107.77,201.07,"ground_ball","medium","3",160.4,159.04,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ian Happ grounds out to first baseman Paul Goldschmidt. Seiya Suzuki to 3rd.",0,4,5,74,"top",9,"2024-07-14T02:53:57.233Z","2024-07-14T02:55:00.273Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,81.6,14,0.9,0.4227,6.634,29.9999,-28.8406,2.2642,1.9633,0.2422,1.3967,0.9228,-130.0942,-5.8623,-0.4123,50.0004,5.8949,3.8392,7.2,7.2,24,2334,180,98.2,0,43,NA,NA,NA,TRUE,-32.2,2.4,-4.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,673548,"Seiya Suzuki","/api/v1/people/673548",NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",2,"2024-07-14T02:54:37.126Z","2024-07-14T02:54:40.497Z",TRUE,"pitch","dc575c82-99a3-49be-8a3a-852e474f4eb7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.5929,1.6697,NA,120.43,168.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ian Happ grounds out to first baseman Paul Goldschmidt. Seiya Suzuki to 3rd.",0,4,5,74,"top",9,"2024-07-14T02:53:57.233Z","2024-07-14T02:55:00.273Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,92,5,0.9,0.3749,6.5258,32.7216,-11.6848,-1.1656,9.4671,-0.0899,2.6207,1.4758,-145.8231,-7.319,-0.4499,50.0012,5.86,-2.5225,9.6,2.4,24,2386,203,NA,NA,NA,NA,NA,NA,FALSE,-11.2,16,1.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",0,"2024-07-14T02:54:02.499Z","2024-07-14T02:54:06.343Z",TRUE,"pitch","a50d2ff7-bac3-4d82-9621-26ce0927fe7e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5628,1.6696,NA,113.33,251.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ian Happ grounds out to first baseman Paul Goldschmidt. Seiya Suzuki to 3rd.",0,4,5,74,"top",9,"2024-07-14T02:53:57.233Z","2024-07-14T02:55:00.273Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.4,73.5,14,0.91,0.479,6.5694,19.9156,-38.5217,0.7212,-4.7895,0.0962,-0.4887,0.8594,-114.1096,-5.7496,-0.3783,50.0024,5.8358,0.9561,1.2,12,24,2499,32,NA,NA,NA,NA,NA,NA,FALSE,-54.1,-9.8,-1.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745175,"2024-07-14",1,"2024-07-14T02:54:21.591Z","2024-07-14T02:54:37.126Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Ryan Helsley. Seiya Suzuki to 2nd.","Wild Pitch",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,673548,"/api/v1/people/673548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a50d2ff7-bac3-4d82-9621-26ce0927fe7e","wild_pitch",NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Ian Happ grounds out to first baseman Paul Goldschmidt. Seiya Suzuki to 3rd.",0,4,5,74,"top",9,"2024-07-14T02:53:57.233Z","2024-07-14T02:55:00.273Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,664023,"Ian Happ","/api/v1/people/664023","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
