"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718369,"2023-04-30",2,"2023-04-30T03:24:19.166Z","2023-04-30T03:24:27.637Z",TRUE,"pitch","ad0a7c8a-f13c-412d-b6a7-2cf256b70491",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.34,1.64,NA,134.37,144.86,"ground_ball","medium","6",128.43,143.25,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop Chris Taylor to first baseman Freddie Freeman.",0,0,1,64,"top",9,"2023-04-30T03:23:50.968Z","2023-04-30T03:24:27.637Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,90.2,11,2,0.383,5.973,30.2726,-16.488,-4.0115,7.5592,-0.4558,3.4785,3.2959,-142.5655,-4.762,-1.101,50.0023,6.1984,-8.3248,24,3.6,24,2089,222,96.4,-8,21,NA,NA,NA,TRUE,-15.4,13,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",1,"2023-04-30T03:24:04.367Z","2023-04-30T03:24:10.882Z",TRUE,"pitch","7c42c5f6-5b89-4c0f-b177-b668b2387b36",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5325,1.6837,NA,122.23,133.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop Chris Taylor to first baseman Freddie Freeman.",0,0,1,64,"top",9,"2023-04-30T03:23:50.968Z","2023-04-30T03:24:27.637Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.9,88.7,11,0.88,0.3902,5.6349,27.9816,-17.1236,-0.4609,7.5201,-0.1372,3.9037,3.1156,-139.7574,-3.4686,-1.201,50.0061,6.2685,-0.9233,1.2,3.6,24,2192,209,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",0,"2023-04-30T03:23:50.968Z","2023-04-30T03:23:55.346Z",TRUE,"pitch","75ab7cb1-2427-49f5-b8dd-64eb1307e440",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5048,1.6863,NA,122.95,146.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Dylan Carlson grounds out, shortstop Chris Taylor to first baseman Freddie Freeman.",0,0,1,64,"top",9,"2023-04-30T03:23:50.968Z","2023-04-30T03:24:27.637Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,666185,"Dylan Carlson","/api/v1/people/666185","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.4,88.2,2,0.89,0.3925,5.8625,27.8695,-16.6204,0.232,7.865,-0.1561,3.4329,3.1018,-138.9474,-4.3199,-1.3118,50.0008,6.0946,0.458,3.6,3.6,24,2210,206,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",0,"2023-04-30T03:23:16.576Z","2023-04-30T03:23:28.502Z",TRUE,"pitch","8ebfdd12-c57f-4310-9663-25ea0d7db889",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.31,1.59,NA,107,174.62,"ground_ball","hard","9",198,109,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Willson Contreras singles on a sharp ground ball to right fielder Mookie Betts.",0,0,1,63,"top",9,"2023-04-30T03:23:06.689Z","2023-04-30T03:23:28.502Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,575929,"Willson Contreras","/api/v1/people/575929","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99,91,5,0.9,0.3799,5.9921,31.994,-18.6934,-8.41,6.397,0.2624,2.3762,6.6399,-143.9167,-7.456,-0.9768,50.0041,6.1493,-17.7223,38.4,4.8,24,2032,219,112.4,-13,9,NA,NA,NA,FALSE,-17.5,10.3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,575929,"Willson Contreras","/api/v1/people/575929",NA,NA,NA,NA,NA,NA
718369,"2023-04-30",2,"2023-04-30T03:22:45.566Z","2023-04-30T03:22:53.129Z",TRUE,"pitch","f5c8a104-71a4-44c1-8aa4-749bbdd91ce2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.36,1.66,NA,74.43,188.75,"ground_ball","medium","1",127.83,182.62,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Nolan Arenado grounds out, pitcher Brusdar Graterol to first baseman Freddie Freeman.",0,0,1,62,"top",9,"2023-04-30T03:22:06.985Z","2023-04-30T03:22:53.129Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.8,14,0.9,0.4378,5.9712,22.8815,-38.2191,2.8897,-3.808,1.1168,1.8531,4.5028,-124.6677,-3.1472,-1.0816,50.0011,6.2573,4.5898,7.2,9.6,24,2704,67,80.1,-23,5,NA,NA,NA,TRUE,-44.4,-7.3,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",1,"2023-04-30T03:22:31.582Z","2023-04-30T03:22:35.701Z",TRUE,"pitch","2d39eee6-8e0a-4741-b139-31fe53cc1678",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4087,1.6754,NA,126.71,185.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Nolan Arenado grounds out, pitcher Brusdar Graterol to first baseman Freddie Freeman.",0,0,1,62,"top",9,"2023-04-30T03:22:06.985Z","2023-04-30T03:22:53.129Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.6,8,0.9,0.4325,5.6411,23.7283,-37.2357,3.0764,-3.1049,-0.2548,1.9796,1.6143,-126.2509,-3.0809,-1.3007,50.0054,6.1881,5.0079,8.4,9.6,24,2610,77,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-6.1,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",0,"2023-04-30T03:22:17.318Z","2023-04-30T03:22:21.420Z",TRUE,"pitch","4ce9a006-3d51-46f8-9485-4427e6b6a009",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.36,1.66,NA,104.81,149.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Nolan Arenado grounds out, pitcher Brusdar Graterol to first baseman Freddie Freeman.",0,0,1,62,"top",9,"2023-04-30T03:22:06.985Z","2023-04-30T03:22:53.129Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,90.9,3,0.91,0.3803,5.855,31.0036,-21.568,-8.4271,5.0424,0.3198,3.3074,7.3032,-143.6403,-4.3653,-1.1517,50.0065,6.1752,-17.7416,36,4.8,24,2041,219,NA,NA,NA,NA,NA,NA,FALSE,-19.4,8.5,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",2,"2023-04-30T03:21:45.918Z","2023-04-30T03:21:53.533Z",TRUE,"pitch","5e47e550-3193-41bb-be3b-cbaf95d24357",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.46,1.67,NA,133.6,197.03,"fly_ball","medium","7",69.09,82.43,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Paul Goldschmidt flies out to left fielder Trayce Thompson.",0,0,1,61,"top",9,"2023-04-30T03:21:31.305Z","2023-04-30T03:21:53.533Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.7,13,0.9,0.4364,5.53,23.9191,-31.7561,3.1134,0.2598,-0.4354,1.5462,1.4117,-125.2238,-4.832,-1.4099,50.0005,6.0815,4.9724,9.6,8.4,24,2720,84,94.6,25,322,NA,NA,NA,TRUE,-37.1,-0.4,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",1,"2023-04-30T03:21:33.617Z","2023-04-30T03:21:38.121Z",TRUE,"pitch","7d3c4b8c-94d7-45ae-b9a6-745bfd4a9c6e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.487,1.6828,NA,139.41,174.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Paul Goldschmidt flies out to left fielder Trayce Thompson.",0,0,1,61,"top",9,"2023-04-30T03:21:31.305Z","2023-04-30T03:21:53.533Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80,4,0.9,0.4339,5.3975,24.3161,-32.1411,1.7697,0.0186,-0.5879,2.3911,1.4148,-125.9702,-3.0643,-1.3857,50.0025,6.2076,2.8586,6,8.4,24,2648,84,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.4,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718369,"2023-04-30",0,"2023-04-30T03:21:05.827Z","2023-04-30T03:21:33.617Z",FALSE,"action",NA,NA,"Pitching Change: Brusdar Graterol replaces Evan Phillips.","Pitching Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660813,"/api/v1/people/660813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Flyout","field_out","Paul Goldschmidt flies out to left fielder Trayce Thompson.",0,0,1,61,"top",9,"2023-04-30T03:21:31.305Z","2023-04-30T03:21:53.533Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,502671,"Paul Goldschmidt","/api/v1/people/502671","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
