"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717507,"2023-07-04",6,"2023-07-04T18:06:19.266Z","2023-07-04T18:06:23.768Z",TRUE,"pitch","249b04b6-2410-4e89-8228-5b77d9682a13",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.35,1.64,NA,78.37,191.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,79.6,14,2,0.4388,5.5227,22.209,-28.7423,7.3499,2.1702,1.0134,1.7449,4.4246,-124.2693,-4.099,-1.7383,50.0033,5.7727,11.6282,22.8,8.4,24,3049,70,NA,NA,NA,NA,NA,NA,TRUE,-33.8,3.4,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",4,"2023-07-04T18:06:00.299Z","2023-07-04T18:06:06.155Z",TRUE,"pitch","c2b8158e-a698-422a-99a4-c4522c98c2b2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.5725,1.7437,NA,80.78,198.32,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,88,14,0.9,0.3948,5.7373,26.465,-12.6138,-5.539,9.9994,0.9502,1.4984,9.3881,-137.9641,-8.9026,-1.7545,50.0048,5.5874,-10.8376,32.4,3.6,24,2553,209,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16.7,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",3,"2023-07-04T18:05:29.923Z","2023-07-04T18:05:37.763Z",TRUE,"pitch","17fcdce4-4fbf-4cf2-af56-c524d2a9731a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.35,1.64,NA,98.08,183.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78,72.1,9,0.9,0.4831,5.8283,21.4713,-41.1644,7.5737,-6.9072,0.4963,2.0502,2.7823,-113.5377,0.3794,-1.7303,50.0038,5.9891,9.8539,14.4,13.2,24,3205,38,NA,NA,NA,NA,NA,NA,FALSE,-57.1,-12.1,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",0,"2023-07-04T18:04:56.550Z","2023-07-04T18:05:02.266Z",TRUE,"pitch","b6608d5b-dd57-480b-9222-31e8f94ade25",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.35,1.64,NA,139.69,145.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.9,1,0.9,0.397,5.5622,28.1021,-13.6271,-6.4343,9.6016,-0.5952,3.4512,5.87,-137.526,-3.7836,-1.9127,50.0032,5.7579,-12.4292,38.4,3.6,24,2755,208,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.9,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",1,"2023-07-04T18:05:10.068Z","2023-07-04T18:05:16.714Z",FALSE,"no_pitch","4a0790cf-0568-430d-9e88-9f6afef883c6",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",2,"2023-07-04T18:05:24.918Z","2023-07-04T18:05:29.923Z",FALSE,"action",NA,NA,"CJ Abrams advances to 3rd on defensive indifference.","Defensive Indiff",8,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,682928,"/api/v1/people/682928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4a0790cf-0568-430d-9e88-9f6afef883c6","defensive_indiff",NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",5,"2023-07-04T18:06:11.336Z","2023-07-04T18:06:19.266Z",FALSE,"action",NA,NA,"Derek Hill advances to 2nd on defensive indifference.","Defensive Indiff",8,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,656537,"/api/v1/people/656537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2b8158e-a698-422a-99a4-c4522c98c2b2","defensive_indiff",NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Jeimer Candelario strikes out swinging.",0,8,4,86,"bottom",9,"2023-07-04T18:04:51.835Z","2023-07-04T18:06:23.768Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,600869,"Jeimer Candelario","/api/v1/people/600869","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",3,"2023-07-04T18:04:20.413Z","2023-07-04T18:04:30.329Z",TRUE,"pitch","6cf5b7d0-71f3-4e8e-a9bd-1f2da8c9d166",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.47,1.74,NA,112.88,165.98,"fly_ball","medium","7",76.04,98.64,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Luis Garcia flies out to left fielder Nick Senzel.",0,8,4,85,"bottom",9,"2023-07-04T18:03:11.828Z","2023-07-04T18:04:30.329Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,76.6,5,2,0.4516,5.4471,24.6199,-31.4869,10.4068,0.46,0.1081,2.6964,1.681,-121.472,-1.0834,-1.9451,50.0028,5.895,15.4921,26.4,9.6,24,3120,52,88,42,280,NA,NA,NA,TRUE,-38.5,0.8,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,682928,"CJ Abrams","/api/v1/people/682928",656537,"Derek Hill","/api/v1/people/656537",NA,NA,NA
717507,"2023-07-04",2,"2023-07-04T18:04:03.616Z","2023-07-04T18:04:07.334Z",TRUE,"pitch","4a2e053b-403c-4213-97b8-ae55fd3db20e",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.4673,1.8211,NA,117.3,159.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Luis Garcia flies out to left fielder Nick Senzel.",0,8,4,85,"bottom",9,"2023-07-04T18:03:11.828Z","2023-07-04T18:04:30.329Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.9,75.9,5,2,0.4546,5.38,24.7411,-29.3025,9.671,1.952,-0.0079,2.944,1.4569,-120.7546,-0.7689,-1.8756,50.0011,5.8574,14.1992,26.4,9.6,24,2997,74,NA,NA,NA,NA,NA,NA,FALSE,-36.2,3.6,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717507,"2023-07-04",1,"2023-07-04T18:03:42.541Z","2023-07-04T18:03:47.061Z",TRUE,"pitch","f43fcfb6-6edc-480a-aee4-616209b82999",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4673,1.7437,NA,54.24,143.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Flyout","field_out","Luis Garcia flies out to left fielder Nick Senzel.",0,8,4,85,"bottom",9,"2023-07-04T18:03:11.828Z","2023-07-04T18:04:30.329Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",608371,"Lucas Sims","/api/v1/people/608371","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.5,12,0.89,0.4007,5.988,26.274,-14.3051,-3.9506,9.4181,1.6466,3.5126,10.8671,-136.0215,-3.2293,-1.8649,50.0065,5.6905,-7.4997,20.4,3.6,24,2670,199,NA,NA,NA,NA,NA,NA,FALSE,-14.4,16.7,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
