"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716429,"2023-09-26",2,"2023-09-27T02:11:27.316Z","2023-09-27T02:11:32.760Z",TRUE,"pitch","c9ad9c80-13c0-4733-ab8d-3c33fc3bd713",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.49,1.62,NA,70.66,191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Dansby Swanson strikes out swinging.",0,6,7,78,"top",9,"2023-09-27T02:10:38.270Z","2023-09-27T02:11:32.760Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.1,14,0.89,0.4334,6.0367,25.1559,-31.1316,2.6543,0.6449,1.2156,1.7513,5.8037,-126.2821,-3.3815,-1.4552,50.0041,5.6059,4.2961,9.6,8.4,24,2782,69,NA,NA,NA,NA,NA,NA,TRUE,-35.6,0.6,-6.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",1,"2023-09-27T02:11:00.102Z","2023-09-27T02:11:03.472Z",TRUE,"pitch","189b1252-bfea-4155-92f5-0fdcb023e1db",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.49,1.62,NA,97.21,191.34,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Dansby Swanson strikes out swinging.",0,6,7,78,"top",9,"2023-09-27T02:10:38.270Z","2023-09-27T02:11:32.760Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.3,9,0.89,0.4359,6.0837,27.1256,-29.7124,4.3029,1.5456,0.5192,1.7569,3.5561,-125.9773,-3.5726,-1.4732,50.0062,5.612,6.8726,14.4,8.4,24,2747,88,NA,NA,NA,NA,NA,NA,FALSE,-34.6,2.2,-8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",0,"2023-09-27T02:10:43.524Z","2023-09-27T02:10:46.524Z",TRUE,"pitch","6b0f3695-63d7-4fc4-b672-ad8b403491f9",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.49,1.62,NA,86.38,167.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Dansby Swanson strikes out swinging.",0,6,7,78,"top",9,"2023-09-27T02:10:38.270Z","2023-09-27T02:11:32.760Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79,6,0.89,0.4376,6.0164,25.3702,-28.3487,3.6452,2.4088,0.8032,2.6496,4.644,-125.1908,-1.6105,-1.5496,50.0017,5.6226,5.7818,13.2,7.2,24,2704,88,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.2,-7.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",3,"2023-09-27T02:10:16.047Z","2023-09-27T02:10:21.522Z",TRUE,"pitch","8cddad94-bc02-4ba7-ad06-829ef0561272",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.12,1.45,NA,57.84,194.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Seiya Suzuki strikes out swinging.",0,6,7,77,"top",9,"2023-09-27T02:09:13.425Z","2023-09-27T02:10:21.522Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,78.5,14,0.89,0.4399,6.0544,27.1202,-27.6175,4.4904,2.9071,1.5519,1.6466,5.702,-124.9112,-3.8131,-1.351,50.0032,5.4849,7.0352,15.6,7.2,24,2799,72,NA,NA,NA,NA,NA,NA,TRUE,-32.8,4.6,-9.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,641355,"Cody Bellinger","/api/v1/people/641355",NA,NA,NA
716429,"2023-09-26",2,"2023-09-27T02:09:58.603Z","2023-09-27T02:10:03.203Z",TRUE,"pitch","8f1970f7-d8de-491f-80b4-030afb182bba",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.1471,1.4787,NA,168.74,181.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Seiya Suzuki strikes out swinging.",0,6,7,77,"top",9,"2023-09-27T02:09:13.425Z","2023-09-27T02:10:21.522Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.4,82.4,13,0.83,0.4173,6.382,29.7164,-23.5965,-10.0133,4.9209,-1.3573,2.1358,3.7133,-131.6085,-4.18,-1.4913,50.0009,5.5069,-17.4427,33.6,7.2,24,2056,238,NA,NA,NA,NA,NA,NA,FALSE,-25.4,8.2,17.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",1,"2023-09-27T02:09:41.279Z","2023-09-27T02:09:44.279Z",TRUE,"pitch","9a370085-dd9d-4020-b78f-b3536435eb0e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.12,1.45,NA,161.47,193.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Seiya Suzuki strikes out swinging.",0,6,7,77,"top",9,"2023-09-27T02:09:13.425Z","2023-09-27T02:10:21.522Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87,13,0.87,0.3956,6.1716,33.2556,-22.6627,-11.5248,4.9075,-1.1665,1.6648,4.986,-138.8494,-6.2643,-1.4958,50.003,5.4747,-22.3347,40.8,7.2,24,2450,220,NA,NA,NA,NA,NA,NA,FALSE,-22.6,7.7,19.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",0,"2023-09-27T02:09:25.859Z","2023-09-27T02:09:29.466Z",TRUE,"pitch","7941fbc7-f162-4678-9ede-6c2f051e9f56",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0791,1.5241,NA,85.79,194.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Seiya Suzuki strikes out swinging.",0,6,7,77,"top",9,"2023-09-27T02:09:13.425Z","2023-09-27T02:10:21.522Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.3,9,0.9,0.3952,6.2922,30.944,-19.682,-10.0601,6.4239,0.8188,1.6514,9.8086,-138.571,-6.7556,-1.4596,50.0036,5.4358,-19.5668,39.6,6,24,2420,223,NA,NA,NA,NA,NA,NA,FALSE,-19.8,10.3,16.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",4,"2023-09-27T02:08:51.269Z","2023-09-27T02:09:03.624Z",TRUE,"pitch","4df35508-4246-4bbc-9336-c8c43b8130f1",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.81,1.8,NA,147.02,167.42,"ground_ball","medium","8",147.79,97.06,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Cody Bellinger singles on a ground ball to center fielder Michael Harris II.",0,6,7,76,"top",9,"2023-09-27T02:07:41.838Z","2023-09-27T02:09:03.624Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.2,81.4,4,0.91,0.4228,6.0323,28.0754,-25.8582,-8.8085,3.7178,-0.7875,2.6431,5.4221,-129.7319,-1.9333,-1.7641,50.0013,5.3761,-14.9579,27.6,7.2,24,2019,248,84.9,9,120,NA,NA,NA,FALSE,-28,6.5,14.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,641355,"Cody Bellinger","/api/v1/people/641355",NA,NA,NA
716429,"2023-09-26",3,"2023-09-27T02:08:33.242Z","2023-09-27T02:08:36.242Z",TRUE,"pitch","7275bbf4-b99c-4821-a5ee-5ee87878582b",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.81,1.8,NA,81.89,180.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Cody Bellinger singles on a ground ball to center fielder Michael Harris II.",0,6,7,76,"top",9,"2023-09-27T02:07:41.838Z","2023-09-27T02:09:03.624Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.2,14,0.83,0.4368,5.9242,24.6805,-22.0327,3.4013,6.3662,0.9212,2.1689,4.3679,-125.2715,-4.0341,-1.2853,50.0061,5.5957,5.4199,15.6,6,24,2828,57,NA,NA,NA,NA,NA,NA,FALSE,-25.9,10.8,-7.2,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716429,"2023-09-26",2,"2023-09-27T02:08:17.571Z","2023-09-27T02:08:20.731Z",TRUE,"pitch","7b8bd9ee-da2c-4bbb-afc6-29b358d45b09",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.8077,1.7997,NA,46.02,205.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Cody Bellinger singles on a ground ball to center fielder Michael Harris II.",0,6,7,76,"top",9,"2023-09-27T02:07:41.838Z","2023-09-27T02:09:03.624Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,641355,"Cody Bellinger","/api/v1/people/641355","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.5,14,0.89,0.4376,5.9966,24.4535,-26.5958,3.3257,3.5112,1.862,1.2449,6.7937,-125.009,-5.2361,-1.3193,50.0008,5.5412,5.2788,13.2,7.2,24,2791,66,NA,NA,NA,NA,NA,NA,FALSE,-31.6,5.4,-7.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
