"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716369,"2023-09-30",3,"2023-10-01T02:20:24.544Z","2023-10-01T02:20:30.881Z",TRUE,"pitch","2dd95fad-6937-48fe-9e34-8478c167c3a8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.65,1.78,NA,122.26,157.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,5,78,"top",9,"2023-10-01T02:19:22.483Z","2023-10-01T02:20:30.881Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.7,5,0.88,0.393,6.5384,29.4688,-16.8566,-6.2576,7.7757,-0.1379,3.0024,7.5329,-139.0621,-2.5518,-2.0614,50.0043,5.0425,-12.3297,31.2,4.8,24,2275,230,NA,NA,NA,NA,NA,NA,TRUE,-16.1,13.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",2,"2023-10-01T02:20:03.926Z","2023-10-01T02:20:07.699Z",TRUE,"pitch","2965d762-ef21-4454-ae00-f381666127d7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.65,1.78,NA,134.94,146.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,5,78,"top",9,"2023-10-01T02:19:22.483Z","2023-10-01T02:20:30.881Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87,1,0.87,0.394,5.9329,33.0029,-15.2256,-6.657,8.6703,-0.4706,3.4325,6.8671,-139.3297,-1.8856,-2.1092,50.0018,5.1307,-13.0119,36,3.6,24,2340,229,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.5,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",1,"2023-10-01T02:19:48.903Z","2023-10-01T02:19:53.057Z",TRUE,"pitch","96f01488-7bd3-4c9d-a8d4-9adacafc4f54",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.5813,1.7337,NA,118.43,146.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,5,78,"top",9,"2023-10-01T02:19:22.483Z","2023-10-01T02:20:30.881Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,87.6,2,0.9,0.3913,6.3571,33.1679,-11.2839,-3.8761,10.5402,-0.0375,3.4319,4.7729,-140.2356,-4.4362,-1.2619,50.0024,5.7767,-7.6823,27.6,2.4,24,2255,216,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",0,"2023-10-01T02:19:35.551Z","2023-10-01T02:19:39.714Z",TRUE,"pitch","f395e435-db80-4d89-b867-4619419b3e7f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5813,1.7791,NA,66.51,182.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Joey Meneses strikes out swinging.",0,3,5,78,"top",9,"2023-10-01T02:19:22.483Z","2023-10-01T02:20:30.881Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,608841,"Joey Meneses","/api/v1/people/608841","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.9,14,0.9,0.4396,5.9232,24.8312,-28.2477,4.5914,2.4946,1.3246,2.0684,5.4725,-124.5633,-3.0111,-1.4966,50.0025,5.6265,7.2186,15.6,7.2,24,2677,78,NA,NA,NA,NA,NA,NA,FALSE,-33.2,4.1,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",2,"2023-10-01T02:18:56.722Z","2023-10-01T02:19:05.403Z",TRUE,"pitch","deab93f5-c733-46e4-bfb0-95f25f531600",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.48,1.62,NA,121.8,170.89,"ground_ball","medium","6",116.58,159.19,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Keibert Ruiz grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,77,"top",9,"2023-10-01T02:18:39.858Z","2023-10-01T02:19:05.403Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,77.8,5,0.91,0.4469,5.8687,21.8767,-31.1084,4.2339,0.6946,-0.126,2.5145,2.1507,-122.1087,-1.3153,-1.5654,50,5.7131,6.4533,12,8.4,24,2652,74,60.6,-39,6,NA,NA,NA,TRUE,-37.3,1.2,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,682928,"CJ Abrams","/api/v1/people/682928"
716369,"2023-09-30",1,"2023-10-01T02:18:42.083Z","2023-10-01T02:18:46.315Z",TRUE,"pitch","5c6d556b-f45f-4152-883b-9d4f9de516b5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.434,1.5737,NA,111.56,187.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Keibert Ruiz grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,77,"top",9,"2023-10-01T02:18:39.858Z","2023-10-01T02:19:05.403Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.4,8,0.9,0.438,6.2733,23.1075,-28.6681,3.2538,2.2056,0.1428,1.898,3.2623,-124.6585,-3.3436,-1.6015,50.0011,5.6025,5.1615,10.8,7.2,24,2759,73,NA,NA,NA,NA,NA,NA,FALSE,-33.5,3.5,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",0,"2023-10-01T02:18:27.386Z","2023-10-01T02:18:42.083Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,660688,"/api/v1/people/660688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Keibert Ruiz grounds out, shortstop Orlando Arcia to first baseman Matt Olson.",0,3,5,77,"top",9,"2023-10-01T02:18:39.858Z","2023-10-01T02:19:05.403Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",2,"2023-10-01T02:17:46.641Z","2023-10-01T02:17:59.282Z",TRUE,"pitch","76b450a0-9133-4364-9ec8-0f1abe00c3b2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.16,1.51,NA,109.31,195.12,"fly_ball","medium","7",36.13,75.31,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Lane Thomas flies out to left fielder Eddie Rosario. CJ Abrams to 3rd.",0,3,5,76,"top",9,"2023-10-01T02:17:08.080Z","2023-10-01T02:17:59.282Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,657041,"Lane Thomas","/api/v1/people/657041","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.7,8,0.88,0.4396,6.4461,25.7866,-27.7568,2.4022,2.8141,0.2017,1.6172,3.4917,-124.7422,-4.2825,-1.53,50.0041,5.6523,3.7752,8.4,7.2,24,2698,93,95.6,31,377,NA,NA,NA,TRUE,-33,4.3,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,682928,"CJ Abrams","/api/v1/people/682928"
716369,"2023-09-30",1,"2023-10-01T02:17:30.999Z","2023-10-01T02:17:35.453Z",TRUE,"pitch","854c6b45-4494-4f9f-888a-768af23334e4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.1593,1.4864,NA,110.58,155.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Lane Thomas flies out to left fielder Eddie Rosario. CJ Abrams to 3rd.",0,3,5,76,"top",9,"2023-10-01T02:17:08.080Z","2023-10-01T02:17:59.282Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,657041,"Lane Thomas","/api/v1/people/657041","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.3,2,0.9,0.4413,5.8829,25.0966,-30.5921,5.478,1.0164,0.1685,3.0739,2.3337,-124.1667,-0.3601,-1.4956,50.0038,5.7684,8.5455,16.8,8.4,24,2635,93,NA,NA,NA,NA,NA,NA,FALSE,-35.6,2,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716369,"2023-09-30",0,"2023-10-01T02:17:15.889Z","2023-10-01T02:17:19.876Z",TRUE,"pitch","dd5ea464-0535-4dab-a4a2-8ba5bb2c7bac",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2726,1.5999,NA,141.88,174.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Lane Thomas flies out to left fielder Eddie Rosario. CJ Abrams to 3rd.",0,3,5,76,"top",9,"2023-10-01T02:17:08.080Z","2023-10-01T02:17:59.282Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,657041,"Lane Thomas","/api/v1/people/657041","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.5,4,0.87,0.3943,6.1442,31.0715,-21.6296,-11.2823,5.3937,-0.6528,2.387,5.9291,-138.9153,-5.1652,-1.3489,50.0009,5.7079,-22.0514,42,6,24,2321,216,NA,NA,NA,NA,NA,NA,FALSE,-21.1,8.9,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
