"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746467,"2024-05-29",11,"2024-05-29T18:56:15.541Z","2024-05-29T18:56:18.987Z",TRUE,"pitch","c7faa3d3-ecfd-43f0-b56b-1ecc56c3a920",10,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.301,1.504,NA,123.83,141.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,84.9,11,2,0.403,6.0511,32.6326,-14.0377,-5.2626,9.7181,-0.1793,3.592,6.2656,-136.3867,-2.4974,-1.8329,50.0004,5.4988,-9.8195,30,3.6,24,2296,219,NA,NA,NA,NA,NA,NA,TRUE,-14.2,17.2,8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",10,"2024-05-29T18:55:59.462Z","2024-05-29T18:56:03.287Z",TRUE,"pitch","d43dde80-b459-46f4-a773-d4eef140c02e",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5503,1.6086,NA,53.29,207.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,79.8,14,2,0.4356,6.2321,24.8874,-34.4447,-8.9515,-1.4154,1.6715,1.1641,10.7683,-125.6346,-3.3624,-1.5025,50.0053,5.3127,-14.3471,19.2,9.6,24,2157,259,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-3.1,13.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",9,"2024-05-29T18:55:27.434Z","2024-05-29T18:55:32.332Z",TRUE,"pitch","dc8996d9-f938-477d-bfcd-8e28117cbe01",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.301,1.504,NA,117.54,183.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,79.6,8,2,0.4333,6.0606,27.1529,-34.5374,-8.234,-1.4624,-0.0142,2.0329,6.8389,-126.6513,-1.3497,-1.6867,50.003,5.3483,-13.3058,19.2,9.6,24,2130,256,NA,NA,NA,NA,NA,NA,FALSE,-39,-2.8,13.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",8,"2024-05-29T18:55:08.204Z","2024-05-29T18:55:11.691Z",TRUE,"pitch","c5942eea-39ae-425b-920d-a4e24b84f9b4",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.301,1.504,NA,98.5,167.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86,6,2,0.4006,6.0445,29.4109,-15.6399,-6.3217,8.7283,0.4853,2.6314,7.9545,-136.5946,-4.7104,-1.6399,50.0034,5.4497,-11.976,31.2,3.6,24,2220,219,NA,NA,NA,NA,NA,NA,FALSE,-16,15,9.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",7,"2024-05-29T18:54:45.459Z","2024-05-29T18:54:49.352Z",TRUE,"pitch","3766ac69-dda6-433c-a587-46ee10f7bc7e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.301,1.504,NA,123.92,134.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,80.9,11,2,0.4275,5.936,24.1743,-25.0684,-0.0147,4.2662,-0.1816,3.8655,4.2691,-127.7058,0.5467,-1.867,50.0034,5.6072,-0.0248,1.2,6,24,2367,211,NA,NA,NA,NA,NA,NA,FALSE,-27.2,8,-0.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",6,"2024-05-29T18:54:27.310Z","2024-05-29T18:54:31.483Z",TRUE,"pitch","35233c97-b448-4b82-b170-056ed61da2b0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.6273,1.5572,NA,107.39,229.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,80.2,14,2,0.4335,6.0701,25.4641,-34.3898,-11.1989,-1.3717,0.2522,0.3442,8.0577,-126.3004,-5.2326,-1.5228,50.003,5.2052,-18.1125,25.2,9.6,24,2030,259,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-3.5,18.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",5,"2024-05-29T18:53:57.964Z","2024-05-29T18:54:01.447Z",TRUE,"pitch","e885a998-1d6c-4750-9bb6-9e9034a66096",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.301,1.504,NA,112.49,168.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85,5,2,0.4046,5.7976,30.2812,-16.0053,-7.7188,8.7175,0.1183,2.6206,6.9044,-135.4896,-4.855,-1.4632,50.0018,5.5583,-14.3151,37.2,4.8,24,2267,216,NA,NA,NA,NA,NA,NA,FALSE,-16.7,14.9,12.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",3,"2024-05-29T18:53:38.469Z","2024-05-29T18:53:41.844Z",TRUE,"pitch","c54bd5c3-fd50-4743-b104-d049be23ea54",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.301,1.504,NA,130.03,156.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.4,1,2,0.4062,5.9631,31.1248,-16.0738,-8.0137,8.7605,-0.3419,3.0436,6.1028,-135.1406,-3.4398,-1.5951,50.0055,5.4711,-14.7345,38.4,4.8,24,2322,221,NA,NA,NA,NA,NA,NA,FALSE,-16.6,15.2,13.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",2,"2024-05-29T18:53:23.647Z","2024-05-29T18:53:26.846Z",TRUE,"pitch","bd979c64-7d67-4992-86bf-af63708b8cbe",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.653,1.7113,NA,55.4,203.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.1,14,2,0.4233,5.995,25.4592,-24.983,-0.9156,4.2335,1.616,1.3219,8.5723,-129.1075,-5.3942,-1.6203,50.0023,5.3472,-1.5567,0,6,24,2361,232,NA,NA,NA,NA,NA,NA,FALSE,-27.8,6.7,-0.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746467,"2024-05-29",1,"2024-05-29T18:53:09.270Z","2024-05-29T18:53:12.765Z",TRUE,"pitch","c75bf71b-fb5f-435a-be8a-912c7a352f74",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.301,1.504,NA,110,178.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Grant Koch strikes out swinging.",0,0,8,69,"top",9,"2024-05-29T18:53:06.978Z","2024-05-29T18:56:18.987Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,667428,"Grant Koch","/api/v1/people/667428","R","Right",669438,"Mason Englert","/api/v1/people/669438","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,82.3,5,2,0.421,6.0218,24.8167,-21.2152,0.263,6.3802,0.1838,2.2395,5.049,-129.6476,-3.8661,-1.8159,50.0045,5.3517,0.4503,3.6,4.8,24,2283,230,NA,NA,NA,NA,NA,NA,FALSE,-23.3,11,-1.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
