"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717087,"2023-08-07",8,"2023-08-08T01:38:38.590Z","2023-08-08T01:38:46.917Z",TRUE,"pitch","4c323900-4dea-4ab5-bee3-722c1cd19692",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.301,1.504,NA,107.48,175.89,"ground_ball","medium","6",118.73,144.8,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.8,91.2,5,0.89,0.3758,6.5764,38.4652,-24.434,-8.5334,3.6084,0.2498,2.3293,8.3789,-146.4394,-4.9819,-1.5567,50.0038,5.5378,-18.3115,32.4,6,24,2220,209,93,-24,6,NA,NA,NA,TRUE,-21.7,5.5,13.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MF",114
717087,"2023-08-07",7,"2023-08-08T01:38:11.622Z","2023-08-08T01:38:19.966Z",TRUE,"pitch","c31b222b-4fc0-406a-82d4-4d6238427e6a",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.301,1.504,NA,105.95,186.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102,92.8,9,0.92,0.3705,6.612,36.7416,-7.8562,-4.219,10.9965,0.2899,1.9197,5.8562,-148.0804,-10.2623,-1.1691,50.0035,5.8976,-9.331,37.2,2.4,24,2516,205,NA,NA,NA,NA,NA,NA,FALSE,-8.5,18,6.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",6,"2023-08-08T01:37:47.740Z","2023-08-08T01:37:55.958Z",TRUE,"pitch","553650ed-9533-4a43-97db-90538eeeda00",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0296,1.3003,NA,93.58,196.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,90.2,9,0.91,0.3806,6.4531,36.7221,-10.9606,-5.3451,10.1353,0.6144,1.5612,7.5001,-144.4479,-10.1732,-1.3332,50.001,5.8228,-11.1848,34.8,3.6,24,2521,209,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.2,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",5,"2023-08-08T01:37:22.375Z","2023-08-08T01:37:27.471Z",TRUE,"pitch","dd4dec72-700c-453e-8548-1a19b8a55c46",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.301,1.504,NA,90.48,184.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.5,93.5,9,0.91,0.3684,6.4885,36.5351,-11.511,-4.6306,9.2364,0.6957,2.0249,7.7169,-148.8193,-9.4333,-1.3324,50.0051,5.9074,-10.3624,31.2,2.4,24,2577,209,NA,NA,NA,NA,NA,NA,FALSE,-11.3,15,6.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",3,"2023-08-08T01:36:22.422Z","2023-08-08T01:36:27.051Z",TRUE,"pitch","3e60846d-1db5-42c4-81a9-46bb37cc99e5",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.0799,1.3003,NA,39.43,271.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.7,81.1,14,0.89,0.4316,6.6883,28.1003,-35.0419,6.801,-1.7664,2.035,-1.2223,7.5202,-127.2983,-9.1191,-1.8496,50.0002,5.2113,11.0682,18,9.6,24,2719,44,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-5.3,-14.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",1,"2023-08-08T01:35:58.690Z","2023-08-08T01:36:03.623Z",TRUE,"pitch","9829e3e8-8e58-4464-bf1f-3c219c2c5ccd",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,2,2,NA,NA,3.301,1.504,NA,102.54,226.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,79.1,14,0.88,0.4409,6.6187,25.3394,-35.0388,10.5134,-1.8307,0.3793,0.4712,2.2438,-124.3128,-5.2419,-1.9013,50.0052,5.5219,16.4265,25.2,10.8,24,2779,44,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-4.3,-19.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",0,"2023-08-08T01:35:28.326Z","2023-08-08T01:35:33.326Z",FALSE,"no_pitch","475a2a83-4e36-45fc-830b-0ad37be0ff4e",0,"Automatic Strike - Batter Pitch Timer Violation",NA,NA,NA,NA,FALSE,"AC",NA,FALSE,TRUE,FALSE,"AC","Automatic Strike - Batter Pitch Timer Violation",0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"batter_pitch_timer","Batter Pitch Timer Violation",677587,"Brayan Rocchio",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",2,"2023-08-08T01:36:12.908Z","2023-08-08T01:36:22.422Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,677587,"/api/v1/people/677587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",4,"2023-08-08T01:36:46.381Z","2023-08-08T01:37:22.375Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Guardians challenged (play at 1st), call on the field was upheld: Brayan Rocchio grounds out, shortstop Paul DeJong to first baseman Vladimir Guerrero Jr.",0,3,1,67,"bottom",9,"2023-08-08T01:35:28.326Z","2023-08-08T01:38:46.917Z",TRUE,FALSE,TRUE,TRUE,0,2,2,3,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717087,"2023-08-07",7,"2023-08-08T01:34:54.136Z","2023-08-08T01:35:01.013Z",TRUE,"pitch","bea39ed9-ca44-49eb-aaf7-f88e7944898c",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,2,NA,NA,3.2899,1.46,NA,77.27,224.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Gabriel Arias walks.",0,3,1,66,"bottom",9,"2023-08-08T01:32:33.985Z","2023-08-08T01:35:01.013Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.9,93.2,14,0.77,0.371,6.5409,35.3908,-19.2788,-7.2759,5.8388,1.0422,0.5467,10.3312,-147.6743,-10.8269,-1.5573,50.0002,5.3963,-16.0584,32.4,4.8,24,2358,214,NA,NA,NA,NA,NA,NA,FALSE,-18,8.5,11.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608070,"José Ramírez","/api/v1/people/608070",672356,"Gabriel Arias","/api/v1/people/672356",665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,NA
