"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718765,"2023-04-01",2,"2023-04-01T04:51:36.095Z","2023-04-01T04:51:45.563Z",TRUE,"pitch","880df343-6d6b-4731-af13-cc279a9ada50",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.2,1.58,NA,160.15,192.59,"fly_ball","medium","7",69.56,122.21,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Max Muncy flies out to left fielder Lourdes Gurriel Jr.",0,2,1,74,"bottom",9,"2023-04-01T04:50:53.593Z","2023-04-01T04:51:45.563Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.5,13,0.89,0.4488,6.5188,23.8551,-30.7831,0.6786,0.921,-1.132,1.7108,-7.4518,-122.0231,-4.3695,1.8723,50.0026,6.1748,1.0249,0,8.4,24,2601,346,80.4,45,239,NA,NA,NA,TRUE,-38,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",1,"2023-04-01T04:51:13.992Z","2023-04-01T04:51:17.919Z",TRUE,"pitch","3743f244-6b72-4c4b-97ca-ba9178189e41",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2263,1.6027,NA,105.41,196.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Max Muncy flies out to left fielder Lourdes Gurriel Jr.",0,2,1,74,"bottom",9,"2023-04-01T04:50:53.593Z","2023-04-01T04:51:45.563Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.8,77.3,9,0.89,0.449,6.4838,24.222,-29.5842,-1.6783,1.7176,0.304,1.5767,-3.4435,-122.0392,-4.9225,1.9518,50.0013,6.1706,-2.529,6,8.4,24,2605,335,NA,NA,NA,NA,NA,NA,FALSE,-36.7,2.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",0,"2023-04-01T04:50:56.464Z","2023-04-01T04:51:00.185Z",TRUE,"pitch","a3bd6e95-45b5-4e23-ac90-01af160764f1",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.2,1.58,NA,134.33,204.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Max Muncy flies out to left fielder Lourdes Gurriel Jr.",0,2,1,74,"bottom",9,"2023-04-01T04:50:53.593Z","2023-04-01T04:51:45.563Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.3,13,0.9,0.4553,6.5405,23.9257,-30.4502,-2.3127,1.1753,-0.4546,1.2522,-4.9209,-120.4088,-5.1258,1.918,50.0023,6.1108,-3.3862,7.2,8.4,24,2542,342,NA,NA,NA,NA,NA,NA,FALSE,-38.9,1.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",3,"2023-04-01T04:50:19.749Z","2023-04-01T04:50:28.606Z",TRUE,"pitch","f484c74e-4c1a-4e4d-aa7d-422fe48a83fa",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.36,1.58,NA,78.87,175.05,"ground_ball","medium","1",133.24,190.65,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Will Smith grounds out, pitcher Andrew Chafin to first baseman Christian Walker. Freddie Freeman to 2nd.",0,2,1,73,"bottom",9,"2023-04-01T04:49:12.356Z","2023-04-01T04:50:28.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,669257,"Will Smith","/api/v1/people/669257","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.8,14,2,0.4119,6.7918,28.7085,-20.2032,9.1136,6.6853,1.0002,2.3604,-5.1677,-133.0033,-6.5362,1.785,50.0033,6.3165,16.317,34.8,6,24,2119,143,63.6,-59,2,NA,NA,NA,TRUE,-21.8,10.9,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,518692,"Freddie Freeman","/api/v1/people/518692",NA,NA,NA,NA
718765,"2023-04-01",2,"2023-04-01T04:49:58.762Z","2023-04-01T04:50:03.612Z",TRUE,"pitch","8db00fd2-22df-45f9-98d0-de96c10587a2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.36,1.58,NA,135.32,191.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Will Smith grounds out, pitcher Andrew Chafin to first baseman Christian Walker. Freddie Freeman to 2nd.",0,2,1,73,"bottom",9,"2023-04-01T04:49:12.356Z","2023-04-01T04:50:28.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,669257,"Will Smith","/api/v1/people/669257","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.5,74.9,7,0.91,0.463,6.665,23.8319,-33.1643,-0.5912,-0.705,-0.4807,1.7528,-5.1816,-118.5505,-3.416,1.815,50.0004,6.257,-0.8353,2.4,9.6,24,2356,340,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-1.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",1,"2023-04-01T04:49:38.234Z","2023-04-01T04:49:42.577Z",TRUE,"pitch","dd99e98b-d7f1-4eec-ab2f-8511a52c3860",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2792,1.5565,NA,112.46,139.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Will Smith grounds out, pitcher Andrew Chafin to first baseman Christian Walker. Freddie Freeman to 2nd.",0,2,1,73,"bottom",9,"2023-04-01T04:49:12.356Z","2023-04-01T04:50:28.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,669257,"Will Smith","/api/v1/people/669257","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.9,12,2,0.4111,6.6406,27.5509,-18.7613,7.7208,7.452,0.119,3.6639,-6.4901,-133.0572,-3.7612,1.5822,50.0017,6.4487,13.8948,32.4,4.8,24,2143,152,NA,NA,NA,NA,NA,NA,FALSE,-19.7,13,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",0,"2023-04-01T04:49:18.576Z","2023-04-01T04:49:22.932Z",TRUE,"pitch","b8eac9e9-3170-4b64-9d4c-bc7e905b5718",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2753,1.5525,NA,81.68,122.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Will Smith grounds out, pitcher Andrew Chafin to first baseman Christian Walker. Freddie Freeman to 2nd.",0,2,1,73,"bottom",9,"2023-04-01T04:49:12.356Z","2023-04-01T04:50:28.606Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,669257,"Will Smith","/api/v1/people/669257","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.1,71.2,12,0.92,0.4835,6.3793,22.4186,-37.7832,1.0198,-4.3207,0.9267,4.2892,-2.4848,-113.6381,3.4985,1.9058,50.0053,6.5036,1.3233,1.2,12,24,2273,331,NA,NA,NA,NA,NA,NA,FALSE,-51.6,-6.5,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",4,"2023-04-01T04:48:36.430Z","2023-04-01T04:48:44.471Z",TRUE,"pitch","7ffb1095-1db2-44d4-9977-5d499877e722",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.64,1.82,NA,94.65,150.3,"ground_ball","medium","3",156.14,166.87,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Forceout","force_out","Freddie Freeman grounds into a force out, first baseman Christian Walker to shortstop Nick Ahmed. Mookie Betts out at 2nd. Freddie Freeman to 1st.",0,2,1,72,"bottom",9,"2023-04-01T04:47:56.209Z","2023-04-01T04:48:44.471Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.1,3,2,0.413,6.6412,30.4404,-20.0965,8.8577,6.7916,0.5862,3.2769,-5.8317,-132.9906,-4.3104,1.6648,50.0024,6.39,15.7517,34.8,6,24,2095,138,80.5,0,48,NA,NA,NA,TRUE,-21.5,11.5,-14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,518692,"Freddie Freeman","/api/v1/people/518692",NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",3,"2023-04-01T04:48:17.671Z","2023-04-01T04:48:24.447Z",TRUE,"pitch","9afafd43-a7b3-4315-90e9-4025e7599ce6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.6404,1.81,NA,159.8,210.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Forceout","force_out","Freddie Freeman grounds into a force out, first baseman Christian Walker to shortstop Nick Ahmed. Mookie Betts out at 2nd. Freddie Freeman to 1st.",0,2,1,72,"bottom",9,"2023-04-01T04:47:56.209Z","2023-04-01T04:48:44.471Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.1,13,0.9,0.4556,6.459,25.5291,-29.4187,-0.4768,1.8887,-1.1229,1.0629,-7.0205,-120.6598,-5.8496,1.8979,50.005,6.141,-0.6958,3.6,8.4,24,2489,344,NA,NA,NA,NA,NA,NA,FALSE,-37.9,2.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718765,"2023-04-01",2,"2023-04-01T04:47:58.549Z","2023-04-01T04:48:02.476Z",TRUE,"pitch","3cf1d04c-ea9c-4609-b636-378d23a41fa6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5733,1.7906,NA,149.21,180.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Forceout","force_out","Freddie Freeman grounds into a force out, first baseman Christian Walker to shortstop Nick Ahmed. Mookie Betts out at 2nd. Freddie Freeman to 1st.",0,2,1,72,"bottom",9,"2023-04-01T04:47:56.209Z","2023-04-01T04:48:44.471Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,518692,"Freddie Freeman","/api/v1/people/518692","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,83.8,13,2,0.411,6.696,29.8404,-15.0827,4.4101,9.5097,-0.8449,2.1559,-7.9918,-133.4817,-7.5848,1.6205,50.0023,6.129,7.926,20.4,3.6,24,2103,138,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.6,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
