"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745362,"2024-04-07",5,"2024-04-07T21:44:10.140Z","2024-04-07T21:44:14.298Z",TRUE,"pitch","45a1f953-b4b9-48ba-8026-85862ff35ca7",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2964,1.43,NA,65.56,199.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,82.5,14,2,0.4218,7.5436,24.4766,-36.944,-4.6888,-2.7891,1.3496,1.4421,8.0368,-129.3675,-1.9574,-1.1741,50.0011,5.014,-8.0264,9.6,8.4,24,1447,273,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-5.3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",4,"2024-04-07T21:43:53.784Z","2024-04-07T21:43:58.473Z",TRUE,"pitch","dd279ac4-3910-4531-b2b0-adef82838089",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3771,1.5109,NA,166.86,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,81,13,2,0.4289,7.0176,23.736,-36.7975,-2.3158,-2.7903,-1.308,1.9883,1.4163,-127.2382,-0.6547,-1.5682,50.0045,5.1404,-3.8344,6,9.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",2,"2024-04-07T21:43:11.063Z","2024-04-07T21:43:15.410Z",TRUE,"pitch","275b4640-ca6b-49b0-a34f-2f13fde62050",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4075,1.484,NA,121.61,202.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,85.3,13,2,0.407,7.6518,26.8593,-30.5966,-10.3419,0.8572,-0.1209,1.3415,6.185,-134.1636,-4.2424,-1.103,50.0023,5.1043,-19.0029,30,8.4,24,2021,341,NA,NA,NA,NA,NA,NA,FALSE,-31.1,0.8,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",1,"2024-04-07T21:42:54.714Z","2024-04-07T21:42:58.813Z",TRUE,"pitch","fee6c8da-ce9a-4e83-bace-77a51eac564b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4424,1.519,NA,118.81,180.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,84.8,5,2,0.4077,7.1791,27.9578,-30.815,-10.4877,0.7434,-0.0474,2.1476,6.5016,-134.1327,-2.4606,-1.1353,50.0024,5.2654,-19.184,30,8.4,24,2006,240,NA,NA,NA,NA,NA,NA,FALSE,-31.1,1.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",0,"2024-04-07T21:42:13.155Z","2024-04-07T21:42:54.714Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",3,"2024-04-07T21:43:31.707Z","2024-04-07T21:43:35.855Z",FALSE,"pickoff","79e15bdb-5d3c-44c8-a05f-b0abfd94c3c2",NA,"Pickoff Attempt 2B",NA,NA,NA,NA,FALSE,"2",NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Thairo Estrada. Tyler Wade to 3rd. Jackson Merrill out at 2nd. Xander Bogaerts to 1st.",0,2,1,51,"top",7,"2024-04-07T21:42:52.533Z","2024-04-07T21:44:37.332Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",2,"2024-04-07T21:41:41.598Z","2024-04-07T21:41:47.655Z",TRUE,"pitch","47f2ee93-a5d2-4cd8-a548-5a9377f3419e",3,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,3,0,NA,NA,3.42,1.58,NA,93.55,199.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Kyle Higashioka strikes out on a foul bunt.",0,2,1,50,"top",7,"2024-04-07T21:40:38.057Z","2024-04-07T21:41:47.655Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88,82,14,2,0.4252,7.3183,22.7495,-36.7985,-6.8288,-2.7403,0.6152,1.4508,6.4881,-128.0793,-2.2489,-1.0456,50.0042,5.1772,-11.516,15.6,9.6,24,1405,261,NA,NA,NA,NA,NA,NA,TRUE,-40.1,-5.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,701538,"Jackson Merrill","/api/v1/people/701538",642180,"Tyler Wade","/api/v1/people/642180",NA,NA,NA
745362,"2024-04-07",1,"2024-04-07T21:41:14.697Z","2024-04-07T21:41:18.982Z",TRUE,"pitch","9d2c711f-24e3-41a7-bb0f-62840f4b7a26",2,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,2,0,NA,NA,3.42,1.58,NA,125.74,162.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Kyle Higashioka strikes out on a foul bunt.",0,2,1,50,"top",7,"2024-04-07T21:40:38.057Z","2024-04-07T21:41:47.655Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86,79.7,5,2,0.4355,7.833,23.0273,-38.3158,-5.8005,-3.8221,-0.2293,2.8187,4.4781,-125.3019,1.4249,-1.2776,50.0053,5.3507,-9.3142,13.2,9.6,24,1459,260,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-6.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",0,"2024-04-07T21:40:57.710Z","2024-04-07T21:41:01.581Z",TRUE,"pitch","f3385982-c5a3-4de0-9aeb-b46573028849",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4905,1.4745,NA,91.61,172.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Kyle Higashioka strikes out on a foul bunt.",0,2,1,50,"top",7,"2024-04-07T21:40:38.057Z","2024-04-07T21:41:47.655Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.7,6,2,0.4169,6.8312,27.5005,-25.2529,-10.2494,3.9566,0.6661,2.4516,8.051,-131.326,-2.6627,-1.1058,50.0023,5.3547,-17.9238,32.4,7.2,24,1882,237,NA,NA,NA,NA,NA,NA,FALSE,-26.8,6.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",3,"2024-04-07T21:40:10.764Z","2024-04-07T21:40:19.959Z",TRUE,"pitch","ae3b1ec4-a4ee-4a68-934d-103c9b6df61c",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.49,1.601,NA,142.32,182.99,"ground_ball","medium","5",113.84,182.43,NA,NA,TRUE,NA,NA,NA,NA,NA,"49","atBat","Single","single","Jackson Merrill singles on a ground ball to third baseman Matt Chapman. Tyler Wade to 2nd.",0,2,1,49,"top",7,"2024-04-07T21:39:24.499Z","2024-04-07T21:40:19.959Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.7,80.4,7,2,0.4294,6.9788,27.1441,-38.2594,-5.7965,-3.6983,-0.6642,2.0664,3.7094,-127.7353,-0.3942,-1.3847,50.0011,5.2396,-9.5453,13.2,9.6,24,1486,272,72.3,-74,1,NA,NA,NA,FALSE,-42.1,-6.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,701538,"Jackson Merrill","/api/v1/people/701538",642180,"Tyler Wade","/api/v1/people/642180",NA,NA,NA
745362,"2024-04-07",0,"2024-04-07T21:39:34.799Z","2024-04-07T21:39:38.869Z",TRUE,"pitch","02b61207-760d-4a2b-98f5-1fee1369c782",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4535,1.5873,NA,94.78,162.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Jackson Merrill singles on a ground ball to third baseman Matt Chapman. Tyler Wade to 2nd.",0,2,1,49,"top",7,"2024-04-07T21:39:24.499Z","2024-04-07T21:40:19.959Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,83.4,6,2,0.412,7.0469,30.311,-29.5158,-11.0894,1.4851,0.5829,2.8119,7.9692,-133.2748,-0.8805,-1.0146,50.0022,5.2904,-19.824,31.2,8.4,24,2055,239,NA,NA,NA,NA,NA,NA,FALSE,-30,2.8,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",1,"2024-04-07T21:39:52.327Z","2024-04-07T21:39:56.468Z",FALSE,"pickoff",NA,NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"02b61207-760d-4a2b-98f5-1fee1369c782",NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Jackson Merrill singles on a ground ball to third baseman Matt Chapman. Tyler Wade to 2nd.",0,2,1,49,"top",7,"2024-04-07T21:39:24.499Z","2024-04-07T21:40:19.959Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",2,"2024-04-07T21:39:56.468Z","2024-04-07T21:40:00.730Z",FALSE,"pickoff","8a6c7ca5-0ed8-45e2-9572-f1047167c707",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Single","single","Jackson Merrill singles on a ground ball to third baseman Matt Chapman. Tyler Wade to 2nd.",0,2,1,49,"top",7,"2024-04-07T21:39:24.499Z","2024-04-07T21:40:19.959Z",TRUE,FALSE,FALSE,FALSE,33,0,1,0,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",3,"2024-04-07T21:39:04.285Z","2024-04-07T21:39:13.203Z",TRUE,"pitch","61d4ad22-5149-4b42-b377-4beab80ecc8d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,0,NA,NA,3.18,1.5,NA,124.67,206.49,"line_drive","medium","9",178.08,117.63,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Tyler Wade singles on a line drive to right fielder Mike Yastrzemski.",0,2,1,48,"top",7,"2024-04-07T21:38:11.630Z","2024-04-07T21:39:13.203Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,642180,"Tyler Wade","/api/v1/people/642180","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,82.1,13,2,0.4245,7.7411,23.9584,-38.549,-5.185,-3.7703,-0.2012,1.1961,4.5635,-128.5029,-2.2772,-1.3173,50.0038,5.0581,-8.765,12,9.6,24,1434,276,78.6,18,209,NA,NA,NA,FALSE,-41.9,-7.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642180,"Tyler Wade","/api/v1/people/642180",NA,NA,NA,NA,NA,NA
745362,"2024-04-07",2,"2024-04-07T21:38:50.431Z","2024-04-07T21:38:54.774Z",TRUE,"pitch","9ba937e3-717d-4826-80c2-6f27a2ba49e5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,2.9355,1.5852,NA,164.7,182.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Tyler Wade singles on a line drive to right fielder Mike Yastrzemski.",0,2,1,48,"top",7,"2024-04-07T21:38:11.630Z","2024-04-07T21:39:13.203Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,642180,"Tyler Wade","/api/v1/people/642180","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,82.3,13,2,0.4241,6.2396,21.8081,-36.5563,-4.2747,-2.5771,-1.2515,2.08,1.561,-128.2214,-0.8929,-1.3061,50.0063,5.2383,-7.2541,10.8,8.4,24,1511,265,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-4.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745362,"2024-04-07",1,"2024-04-07T21:38:30.948Z","2024-04-07T21:38:37.779Z",TRUE,"pitch","e7e74664-6944-4f56-a5d0-ac40992d20e1",2,"Foul Tip",NA,NA,NA,NA,FALSE,"O","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"O","Foul Tip",0,2,0,NA,NA,3.18,1.5,NA,98.51,137.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Single","single","Tyler Wade singles on a line drive to right fielder Mike Yastrzemski.",0,2,1,48,"top",7,"2024-04-07T21:38:11.630Z","2024-04-07T21:39:13.203Z",TRUE,FALSE,FALSE,FALSE,33,1,2,0,642180,"Tyler Wade","/api/v1/people/642180","L","Left",657277,"Logan Webb","/api/v1/people/657277","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.2,12,2,0.4137,7.381,28.6206,-32.7035,-8.7905,-0.3014,0.4851,3.7658,7.0038,-132.454,1.9681,-1.053,50.0011,5.4067,-15.5985,24,8.4,24,1734,274,NA,NA,NA,NA,NA,NA,FALSE,-32.9,0.1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
