"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718155,"2023-05-16",6,"2023-05-17T00:54:22.984Z","2023-05-17T00:54:26.986Z",TRUE,"pitch","2030681a-22b4-4735-950e-b259ccd7f1a9",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.1965,1.56,NA,138.61,199.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.1,13,0.92,0.3895,6.097,34.6204,-12.2786,-8.6688,9.9592,-0.5669,1.4377,4.9359,-141.0631,-7.8294,-1.2209,50.007,5.0565,-17.327,49.2,4.8,24,2400,225,NA,NA,NA,NA,NA,NA,TRUE,-12.8,16.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",3,"2023-05-17T00:53:53.449Z","2023-05-17T00:53:57.427Z",TRUE,"pitch","039b6829-7f64-484e-b214-fae4d41e482e",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.2097,1.5598,NA,115.29,192.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.2,8,0.91,0.391,6.0171,30.7107,-13.9851,-7.2758,9.151,0.0449,1.7135,6.6334,-139.9071,-6.4389,-1.4082,50.0061,4.9565,-14.4683,40.8,3.6,24,2357,228,NA,NA,NA,NA,NA,NA,FALSE,-14,15.5,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",2,"2023-05-17T00:53:35.022Z","2023-05-17T00:53:40.358Z",TRUE,"pitch","8b961e0e-aace-4584-adf6-f3872e7c6cbe",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1898,1.56,NA,119.14,205.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.2,85.4,13,2,0.4087,6.0957,23.0492,-24.7361,-0.4597,4.0738,-0.0562,1.2444,3.8686,-132.9722,-5.4883,-1.4578,50.0066,5.0825,-0.8405,0,6,24,2551,203,NA,NA,NA,NA,NA,NA,FALSE,-25.7,6.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",1,"2023-05-17T00:53:16.181Z","2023-05-17T00:53:19.659Z",TRUE,"pitch","a37a3ced-da7d-42b9-a37c-4f3c93159e51",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1696,1.56,NA,113.73,193.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.2,8,0.88,0.3872,6.1156,30.603,-11.6694,-5.7319,10.1078,0.0858,1.684,5.6234,-141.1794,-7.5492,-1.1822,50.0066,5.135,-11.6325,38.4,3.6,24,2426,219,NA,NA,NA,NA,NA,NA,FALSE,-11.9,17,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",0,"2023-05-17T00:52:59.139Z","2023-05-17T00:53:03.659Z",TRUE,"pitch","da29d0c9-c42d-409c-8761-a132a3ffbc13",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1764,1.56,NA,74.67,177.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.6,14,0.9,0.3889,6.2624,31.5558,-13.7528,-7.2113,9.166,1.1106,2.2847,9.1305,-140.7737,-5.3938,-1.2359,50.0018,5.1137,-14.4921,39.6,3.6,24,2444,223,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.6,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",4,"2023-05-17T00:54:02.991Z","2023-05-17T00:54:23.602Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,672779,"/api/v1/people/672779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",5,"2023-05-17T00:54:23.602Z","2023-05-17T00:54:24.602Z",FALSE,"action",NA,NA,"Pirates shortstop Tucupita Marcano ejected by HP umpire Paul Emmel.","Ejection",0,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,672779,"/api/v1/people/672779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Tucupita Marcano called out on strikes.",0,0,4,68,"top",9,"2023-05-17T00:52:33.668Z","2023-05-17T00:54:26.986Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427144,"/api/v1/people/427144",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",6,"2023-05-17T00:52:28.546Z","2023-05-17T00:52:34.064Z",TRUE,"pitch","c8f5d15d-80bf-41fe-8779-9fce8e7f9229",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.13,1.5,NA,96.05,178.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Ke'Bryan Hayes strikes out swinging.",0,0,4,67,"top",9,"2023-05-17T00:50:20.050Z","2023-05-17T00:52:34.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.3,6,0.9,0.3898,6.0324,31.8307,-13.3153,-6.7433,9.4292,0.5496,2.215,7.1783,-140.5202,-5.4462,-1.1619,50.0028,5.0433,-13.4865,39.6,3.6,24,2440,227,NA,NA,NA,NA,NA,NA,TRUE,-13.2,16.1,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",5,"2023-05-17T00:52:10.930Z","2023-05-17T00:52:14.722Z",TRUE,"pitch","2099250b-29a3-4837-b429-7795964fa4e9",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,2.9966,1.5,NA,110.54,217.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Ke'Bryan Hayes strikes out swinging.",0,0,4,67,"top",9,"2023-05-17T00:50:20.050Z","2023-05-17T00:52:34.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.9,14,0.9,0.3893,6.2036,30.1047,-14.2977,-6.8863,8.9035,0.1695,0.7811,6.2249,-140.4101,-9.2513,-1.1754,50.0067,5.0371,-13.8312,37.2,3.6,24,2389,220,NA,NA,NA,NA,NA,NA,FALSE,-14.8,14.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718155,"2023-05-16",4,"2023-05-17T00:51:46.256Z","2023-05-17T00:51:49.580Z",TRUE,"pitch","24cd24ef-4bd9-4722-a319-fdedcb756f51",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.13,1.5,NA,116.04,157.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Ke'Bryan Hayes strikes out swinging.",0,0,4,67,"top",9,"2023-05-17T00:50:20.050Z","2023-05-17T00:52:34.064Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",542585,"José Cisnero","/api/v1/people/542585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.7,2,0.9,0.3873,5.8786,32.6095,-14.0924,-6.0097,8.9305,0.0252,3.0032,5.7054,-141.4664,-3.6097,-1.2381,50.0021,5.2005,-12.1671,36,3.6,24,2305,224,NA,NA,NA,NA,NA,NA,FALSE,-13.3,15.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
