"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718733,"2023-04-02",5,"2023-04-02T21:47:56.177Z","2023-04-02T21:47:59.536Z",TRUE,"pitch","5617659b-a3a5-47de-bdc1-d8a875bcac3a",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.5,1.67,NA,115.48,154.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.7,81.4,2,0.92,0.4245,7.233,26.5917,-18.5911,-1.3428,8.0541,0.0398,3.1347,-6.9149,-128.9878,-3.9642,2.9289,50.0053,6.1234,-2.2632,10.8,4.8,24,2190,176,NA,NA,NA,NA,NA,NA,FALSE,-20.9,13.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",4,"2023-04-02T21:47:40.133Z","2023-04-02T21:47:43.246Z",TRUE,"pitch","5effb09c-d96c-4189-b79d-0524a4101115",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.5,1.67,NA,93.69,166.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.3,78.9,6,0.91,0.4396,7.1596,22.8019,-19.371,-1.7488,8.127,0.6114,2.6784,-5.2201,-124.1875,-4.4733,2.9605,50.0049,6.0958,-2.7561,10.8,4.8,24,2105,182,NA,NA,NA,NA,NA,NA,FALSE,-23.3,14,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",3,"2023-04-02T21:47:29.554Z","2023-04-02T21:47:33.286Z",TRUE,"pitch","2b42d694-de6a-47f6-af8e-d3eca2cfdf02",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.3384,1.5958,NA,125.02,166.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",74.2,68.1,5,2,0.5097,6.9753,20.3606,-35.0055,-2.2298,-2.4227,-0.2105,2.6834,-6.2762,-107.8409,0.2932,3.0382,50.0044,6.4362,-2.6022,6,12,24,2255,310,NA,NA,NA,NA,NA,NA,FALSE,-54.1,-4,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",2,"2023-04-02T21:47:15.374Z","2023-04-02T21:47:18.722Z",TRUE,"pitch","233f49b1-9776-4255-a516-06bc54fdbdb5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4525,1.6186,NA,88.33,212.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.7,80.4,14,0.9,0.4307,7.1723,26.3536,-17.0083,6.3778,9.2598,0.7523,0.975,-7.7564,-127.2255,-9.1831,3.0133,50.0032,5.9821,10.4456,25.2,4.8,24,2244,164,NA,NA,NA,NA,NA,NA,FALSE,-21,14.8,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",1,"2023-04-02T21:47:04.552Z","2023-04-02T21:47:08.418Z",TRUE,"pitch","a987f5c9-265d-4ae5-87a3-97c55e2a2c76",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4525,1.6186,NA,76.63,154.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87,79.7,12,0.89,0.4328,7.0756,25.8266,-19.2796,5.3326,7.9502,1.0591,3.1146,-6.5973,-126.5665,-3.7811,3.0067,50.0063,6.1719,8.6538,20.4,4.8,24,2216,166,NA,NA,NA,NA,NA,NA,FALSE,-22.4,13.8,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",0,"2023-04-02T21:46:53.940Z","2023-04-02T21:46:58.156Z",TRUE,"pitch","d207a890-6343-4b85-8c23-67af3eaa816b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3156,1.5503,NA,142.37,194.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Walk","walk","Trent Grisham walks.",0,1,3,50,"bottom",7,"2023-04-02T21:46:48.649Z","2023-04-02T21:48:32.268Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76,70.5,7,2,0.4959,6.9335,19.9822,-34.4496,-3.1614,-1.8435,-0.6657,1.6266,-7.5759,-110.5246,-2.3468,3.2192,50.0031,6.3254,-3.9033,8.4,12,24,2290,299,NA,NA,NA,NA,NA,NA,FALSE,-51.1,-3.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",3,"2023-04-02T21:46:20.673Z","2023-04-02T21:46:28.153Z",TRUE,"pitch","b788d586-8df4-4a01-bb8a-3564aaa4cde7",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.41,1.57,NA,124.32,184.12,"ground_ball","medium","3",151.65,157.16,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Austin Nola grounds out to first baseman C. J. Cron.",0,1,3,49,"bottom",7,"2023-04-02T21:45:49.812Z","2023-04-02T21:46:28.153Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543592,"Austin Nola","/api/v1/people/543592","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.1,80.7,8,0.91,0.4309,7.4051,23.4158,-17.144,-0.538,9.1673,-0.192,2.0246,-7.694,-126.613,-6.5534,2.9436,50.0061,5.9964,-0.8814,7.2,4.8,24,2235,159,87.3,0,41,NA,NA,NA,TRUE,-20.4,15.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",1,"2023-04-02T21:46:03.112Z","2023-04-02T21:46:07.618Z",TRUE,"pitch","a8f727f3-f5fb-4b5c-9573-a3a5fe4797f9",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.5435,1.6183,NA,134.23,180.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Austin Nola grounds out to first baseman C. J. Cron.",0,1,3,49,"bottom",7,"2023-04-02T21:45:49.812Z","2023-04-02T21:46:28.153Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543592,"Austin Nola","/api/v1/people/543592","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.8,79.6,7,0.91,0.4373,7.1739,22.7818,-20.2097,-2.5504,7.5118,-0.452,2.1699,-7.6428,-124.7917,-5.4673,2.9695,50.0035,6.0314,-4.0614,14.4,6,24,2209,181,NA,NA,NA,NA,NA,NA,FALSE,-24.2,12.7,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",0,"2023-04-02T21:45:53.588Z","2023-04-02T21:45:57.145Z",TRUE,"pitch","110723c4-3f10-422f-8de4-1aa5b7656937",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4294,1.55,NA,105.55,165.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Austin Nola grounds out to first baseman C. J. Cron.",0,1,3,49,"bottom",7,"2023-04-02T21:45:49.812Z","2023-04-02T21:46:28.153Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543592,"Austin Nola","/api/v1/people/543592","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.1,79.6,6,0.91,0.4355,7.2432,23.1156,-16.4822,-0.0087,9.7747,0.3004,2.71,-6.7124,-125.3297,-5.0151,3.0041,50.004,6.0648,-0.0142,3.6,4.8,24,2085,174,NA,NA,NA,NA,NA,NA,FALSE,-19.7,16.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",2,"2023-04-02T21:46:16.436Z","2023-04-02T21:46:20.673Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,543592,"/api/v1/people/543592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Austin Nola grounds out to first baseman C. J. Cron.",0,1,3,49,"bottom",7,"2023-04-02T21:45:49.812Z","2023-04-02T21:46:28.153Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,543592,"Austin Nola","/api/v1/people/543592","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",1,"2023-04-02T21:45:18.024Z","2023-04-02T21:45:26.182Z",TRUE,"pitch","48969e19-8b5d-4948-887f-5fdfc01c2de0",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.36,1.52,NA,138.8,163.47,"fly_ball","medium","7",69,81.87,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Ha-Seong Kim flies out to left fielder Jurickson Profar.",0,1,3,48,"bottom",7,"2023-04-02T21:45:15.870Z","2023-04-02T21:45:26.182Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",84.2,77.9,1,0.9,0.4459,7.1174,22.7484,-21.4336,-2.3367,7.0218,-0.5718,2.7893,-7.7472,-122.5215,-3.6817,2.9266,50.0042,6.1292,-3.576,12,6,24,2158,180,87.5,29,324,NA,NA,NA,TRUE,-26.3,12.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",0,"2023-04-02T21:43:45.739Z","2023-04-02T21:45:18.024Z",FALSE,"action",NA,NA,"Pitching Change: Brent Suter replaces Austin Gomber.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608718,"/api/v1/people/608718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"48","atBat","Flyout","field_out","Ha-Seong Kim flies out to left fielder Jurickson Profar.",0,1,3,48,"bottom",7,"2023-04-02T21:45:15.870Z","2023-04-02T21:45:26.182Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,673490,"Ha-Seong Kim","/api/v1/people/673490","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",5,"2023-04-02T21:41:27.332Z","2023-04-02T21:41:35.140Z",TRUE,"pitch","52f23c04-2ba2-42ec-96be-ec9f3adc6477",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.48,1.65,NA,118.87,229.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Yonathan Daza strikes out swinging, catcher Austin Nola to first baseman Jake Cronenworth.",0,1,3,47,"top",7,"2023-04-02T21:40:19.358Z","2023-04-02T21:41:35.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,602074,"Yonathan Daza","/api/v1/people/602074","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,73.8,13,0.9,0.4683,5.8681,28.553,-45.898,6.7703,-9.9738,-0.0492,0.3477,0.3254,-118.2615,-2.0441,-1.0655,50.0021,5.5464,9.3157,10.8,14.4,24,3414,38,NA,NA,NA,NA,NA,NA,TRUE,-60.5,-18.2,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",4,"2023-04-02T21:41:13.048Z","2023-04-02T21:41:18.504Z",TRUE,"pitch","40f84bc3-46e2-4052-844c-898dc792a03d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.4833,1.7448,NA,132.52,142.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Yonathan Daza strikes out swinging, catcher Austin Nola to first baseman Jake Cronenworth.",0,1,3,47,"top",7,"2023-04-02T21:40:19.358Z","2023-04-02T21:41:35.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,602074,"Yonathan Daza","/api/v1/people/602074","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.3,68.3,1,0.91,0.5012,5.5,25.6247,-45.6942,9.1833,-11.268,-0.4073,3.5522,-0.9121,-110.6586,5.452,-1.1705,50.0004,5.9408,11.0228,13.2,15.6,24,3313,42,NA,NA,NA,NA,NA,NA,FALSE,-66.4,-17.9,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",2,"2023-04-02T21:40:49.746Z","2023-04-02T21:40:53.577Z",TRUE,"pitch","eed0174d-7131-433e-8353-95d968750935",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5435,1.7221,NA,86.98,203.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Yonathan Daza strikes out swinging, catcher Austin Nola to first baseman Jake Cronenworth.",0,1,3,47,"top",7,"2023-04-02T21:40:19.358Z","2023-04-02T21:41:35.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,602074,"Yonathan Daza","/api/v1/people/602074","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.4,14,0.91,0.4027,6.1155,31.3755,-11.7347,-6.0372,10.9241,0.7877,1.3187,5.8647,-136.2785,-9.0619,-0.6132,50.005,5.5083,-11.299,36,3.6,24,2354,206,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",1,"2023-04-02T21:40:37.520Z","2023-04-02T21:40:40.746Z",TRUE,"pitch","257ac0b6-9bea-4e5b-b851-08b075594834",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4978,1.7322,NA,55.46,198.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Yonathan Daza strikes out swinging, catcher Austin Nola to first baseman Jake Cronenworth.",0,1,3,47,"top",7,"2023-04-02T21:40:19.358Z","2023-04-02T21:41:35.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,602074,"Yonathan Daza","/api/v1/people/602074","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,74.9,14,2,0.4638,5.7966,22.5119,-32.0262,2.774,0.1045,1.6144,1.485,4.8116,-118.1086,-2.9194,-0.8097,50.0038,5.6827,3.9175,8.4,9.6,24,2571,107,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-0.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718733,"2023-04-02",0,"2023-04-02T21:40:25.211Z","2023-04-02T21:40:28.856Z",TRUE,"pitch","ac8c4394-3cb2-4019-a4b7-bcd2e98095f8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5435,1.7778,NA,91.6,181.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Yonathan Daza strikes out swinging, catcher Austin Nola to first baseman Jake Cronenworth.",0,1,3,47,"top",7,"2023-04-02T21:40:19.358Z","2023-04-02T21:41:35.140Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,602074,"Yonathan Daza","/api/v1/people/602074","R","Right",607625,"Seth Lugo","/api/v1/people/607625","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","San Diego Padres",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.4,69.9,9,0.9,0.4921,5.6999,25.7126,-44.5327,7.4523,-9.9114,0.6664,2.119,1.8468,-112.5106,2.1978,-1.1387,50.0048,5.7381,9.2887,12,14.4,24,3272,43,NA,NA,NA,NA,NA,NA,FALSE,-63.5,-16.7,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
