"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746477,"2024-04-30",3,"2024-04-30T21:58:28.843Z","2024-04-30T21:58:37.066Z",TRUE,"pitch","8c6d3a20-b585-4e36-96d6-5a886aecfb81",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.48,1.71,NA,104.01,176.72,"fly_ball","medium","7",77.43,100.73,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Colt Keith flies out to left fielder Alec Burleson.",0,2,1,67,"bottom",9,"2024-04-30T21:57:02.751Z","2024-04-30T21:58:37.066Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,690993,"Colt Keith","/api/v1/people/690993","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.3,84.9,6,2,0.4095,6.3993,25.184,-32.5235,1.052,-0.1923,0.3408,2.2986,2.3082,-133.1123,-2.949,-0.6699,50.002,5.745,1.9116,3.6,7.2,24,2709,63,85.4,39,274,NA,NA,NA,TRUE,-33.1,-0.7,-2.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",2,"2024-04-30T21:57:57.256Z","2024-04-30T21:58:00.918Z",TRUE,"pitch","1bcb85c9-c94d-4b70-8e2c-c56253d226bf",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.48,1.71,NA,141.28,140.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Colt Keith flies out to left fielder Alec Burleson.",0,2,1,67,"bottom",9,"2024-04-30T21:57:02.751Z","2024-04-30T21:58:37.066Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,690993,"Colt Keith","/api/v1/people/690993","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,92.2,11,0.9,0.3744,6.5174,31.4555,-14.1285,-2.1274,8.3073,-0.6369,3.6397,1.238,-145.8058,-3.5013,-0.7887,50.0011,5.698,-4.6204,16.8,2.4,24,2476,208,NA,NA,NA,NA,NA,NA,FALSE,-12.5,14.6,3.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",1,"2024-04-30T21:57:35.084Z","2024-04-30T21:57:38.251Z",TRUE,"pitch","ca1717e2-3c8d-48dc-998d-f3c13f1ec2fb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.48,1.71,NA,96.7,178.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Colt Keith flies out to left fielder Alec Burleson.",0,2,1,67,"bottom",9,"2024-04-30T21:57:02.751Z","2024-04-30T21:58:37.066Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,690993,"Colt Keith","/api/v1/people/690993","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.9,92.5,9,0.9,0.3729,6.5099,33.6789,-10.4356,-2.8171,9.9431,0.5325,2.2306,4.7274,-146.6995,-7.9216,-0.7315,50.0046,5.5829,-6.1604,22.8,2.4,24,2669,205,NA,NA,NA,NA,NA,NA,FALSE,-10.2,16.7,4.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",0,"2024-04-30T21:57:18.841Z","2024-04-30T21:57:22.805Z",TRUE,"pitch","5e1289f8-8176-40e7-821f-eae4e67a740b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2998,1.3657,NA,116.71,196.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Colt Keith flies out to left fielder Alec Burleson.",0,2,1,67,"bottom",9,"2024-04-30T21:57:02.751Z","2024-04-30T21:58:37.066Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,690993,"Colt Keith","/api/v1/people/690993","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.9,8,2,0.4197,6.6075,24.5481,-31.2719,2.4271,0.5189,0.0077,1.5636,1.3367,-129.988,-4.446,-0.8268,50.0014,5.6421,4.1964,8.4,7.2,24,2484,130,NA,NA,NA,NA,NA,NA,FALSE,-33.7,0.2,-4.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",3,"2024-04-30T21:56:48.496Z","2024-04-30T21:56:52.212Z",TRUE,"pitch","168b1db8-54b9-4280-919f-0bce5d7f04d1",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.46,1.58,NA,111.84,207.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,2,1,66,"bottom",9,"2024-04-30T21:55:26.342Z","2024-04-30T21:56:52.212Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.8,85.8,14,2,0.407,6.5639,24.7561,-30.1197,2.1317,1.1133,0.1353,1.1594,1.2808,-133.8011,-6.6501,-0.6241,50.0008,5.7925,3.923,7.2,7.2,24,2445,137,NA,NA,NA,NA,NA,NA,TRUE,-31,1,-4.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",1,"2024-04-30T21:56:24.612Z","2024-04-30T21:56:28.613Z",TRUE,"pitch","480c7ef3-0981-42d9-a25d-4a2ad2b940e5",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.46,1.58,NA,124.37,149.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,2,1,66,"bottom",9,"2024-04-30T21:55:26.342Z","2024-04-30T21:56:52.212Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.4,2,0.9,0.3761,6.8159,33.6042,-7.8818,-1.4576,11.3025,-0.1934,3.3154,2.1578,-145.55,-5.5686,-0.7543,50.0015,5.7285,-3.1327,15.6,2.4,24,2624,202,NA,NA,NA,NA,NA,NA,FALSE,-7.7,19.6,2.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",0,"2024-04-30T21:55:47.752Z","2024-04-30T21:55:53.810Z",TRUE,"pitch","6ea921d6-b7b0-4145-b2ad-3037018bf8f3",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.46,1.58,NA,97.1,160.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,2,1,66,"bottom",9,"2024-04-30T21:55:26.342Z","2024-04-30T21:56:52.212Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.5,3,0.89,0.3794,6.6733,34.9666,-10.4444,0.2392,10.3012,0.522,2.8893,2.5055,-144.6038,-6.677,-0.3882,50.0045,5.8752,0.5038,4.8,2.4,24,2514,196,NA,NA,NA,NA,NA,NA,FALSE,-10.3,17.4,-1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",2,"2024-04-30T21:56:38.423Z","2024-04-30T21:56:48.496Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,679529,"/api/v1/people/679529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,2,1,66,"bottom",9,"2024-04-30T21:55:26.342Z","2024-04-30T21:56:52.212Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",3,"2024-04-30T21:55:16.737Z","2024-04-30T21:55:20.559Z",TRUE,"pitch","bea946da-293c-4c21-acaa-9711716281b8",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.5,1.66,NA,107.16,208.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Kerry Carpenter strikes out swinging.",0,2,1,65,"bottom",9,"2024-04-30T21:54:41.358Z","2024-04-30T21:55:20.559Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,76.2,14,0.9,0.4584,6.3476,22.4285,-43.8632,3.6488,-8.0816,0.2582,1.1269,1.1035,-119.3657,-1.7829,-0.6838,50.0019,5.8235,5.2783,7.2,12,24,2672,33,NA,NA,NA,NA,NA,NA,TRUE,-55.3,-14.8,-6.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746477,"2024-04-30",2,"2024-04-30T21:54:59.415Z","2024-04-30T21:55:03.708Z",TRUE,"pitch","f86e23ba-2d9d-4319-9ca3-e8809ffc4fbd",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,2,0,NA,NA,3.5,1.66,NA,111.47,209.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Kerry Carpenter strikes out swinging.",0,2,1,65,"bottom",9,"2024-04-30T21:54:41.358Z","2024-04-30T21:55:20.559Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Detroit Tigers","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.1,14,2,0.4235,6.5747,26.1874,-34.9513,2.686,-1.6437,0.1451,1.0877,2.1184,-129.1858,-4.6832,-1.0335,50.0003,5.6021,4.5512,8.4,8.4,24,2442,59,NA,NA,NA,NA,NA,NA,FALSE,-38.4,-3.7,-5.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
