"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718254,"2023-05-09",4,"2023-05-09T03:36:38.602Z","2023-05-09T03:36:43.156Z",TRUE,"pitch","2baa27c9-45df-4ff7-b5c8-6a34acedf566",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4089,1.7081,NA,149.94,180.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","David Hensley called out on strikes.",0,4,4,54,"top",7,"2023-05-09T03:36:15.321Z","2023-05-09T03:37:22.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682073,"David Hensley","/api/v1/people/682073","R","Right",519043,"Matt Moore","/api/v1/people/519043","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.4,13,0.91,0.3983,6.6125,31.5558,-10.3894,8.1677,11.3811,-0.8641,2.1512,-8.5152,-137.7087,-8.6651,1.212,50.003,6.0481,15.6341,48,3.6,24,2284,135,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.8,-13,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",3,"2023-05-09T03:36:17.616Z","2023-05-09T03:36:22.100Z",TRUE,"pitch","cf300a2a-99d0-4858-8662-042b1d522249",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3238,1.6469,NA,97.47,129.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","David Hensley called out on strikes.",0,4,4,54,"top",7,"2023-05-09T03:36:15.321Z","2023-05-09T03:37:22.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682073,"David Hensley","/api/v1/people/682073","R","Right",519043,"Matt Moore","/api/v1/people/519043","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,77.3,12,0.9,0.4447,6.4721,25.9487,-26.1705,10.5354,3.9133,0.5125,4.0525,-4.7401,-123.4458,-0.3227,1.095,50.0019,6.3993,16.1618,30,8.4,24,1879,108,NA,NA,NA,NA,NA,NA,FALSE,-31,7.3,-17.9,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:33:27.982Z","2023-05-09T03:33:52.070Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","David Hensley called out on strikes.",0,4,4,54,"top",7,"2023-05-09T03:36:15.321Z","2023-05-09T03:37:22.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682073,"David Hensley","/api/v1/people/682073","R","Right",519043,"Matt Moore","/api/v1/people/519043","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",1,"2023-05-09T03:33:52.070Z","2023-05-09T03:36:02.568Z",FALSE,"action",NA,NA,"Pitching Change: Matt Moore replaces Patrick Sandoval.","Pitching Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,519043,"/api/v1/people/519043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Strikeout","strikeout","David Hensley called out on strikes.",0,4,4,54,"top",7,"2023-05-09T03:36:15.321Z","2023-05-09T03:37:22.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682073,"David Hensley","/api/v1/people/682073","R","Right",519043,"Matt Moore","/api/v1/people/519043","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",2,"2023-05-09T03:36:02.568Z","2023-05-09T03:36:05.846Z",FALSE,"pickoff","af9b6407-e864-431d-8462-5afa605340ba",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","David Hensley called out on strikes.",0,4,4,54,"top",7,"2023-05-09T03:36:15.321Z","2023-05-09T03:37:22.925Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,682073,"David Hensley","/api/v1/people/682073","R","Right",519043,"Matt Moore","/api/v1/people/519043","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:33:06.663Z","2023-05-09T03:33:15.948Z",TRUE,"pitch","e6e3cbd1-30cc-4d30-aaa2-206c759e4261",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.14,1.49,NA,93.91,177.15,"fly_ball","medium","8",161.46,61.19,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Yainer Diaz flies out to center fielder Mike Trout.",0,4,4,53,"top",7,"2023-05-09T03:33:02.381Z","2023-05-09T03:33:15.948Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,79.3,6,0.91,0.4344,6.3122,27.9347,-25.7578,-3.2683,3.9932,0.6059,2.2825,-0.0127,-126.5062,-4.4264,1.0349,50.0021,6.1415,-5.2503,10.8,7.2,24,2380,227,99.7,24,353,NA,NA,NA,TRUE,-30,6.4,5.9,NA,NA,TRUE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA
718254,"2023-05-09",1,"2023-05-09T03:32:24.142Z","2023-05-09T03:32:36.942Z",TRUE,"pitch","ef34de5b-d6a2-4add-864b-90752d8f8db2",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,0,NA,NA,3.19,1.48,NA,135.96,157.6,"ground_ball","medium","5",94.65,167.52,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Field Error","field_error","Chas McCormick reaches on a fielding error by third baseman Anthony Rendon.",0,4,4,52,"top",7,"2023-05-09T03:31:58.669Z","2023-05-09T03:32:36.942Z",TRUE,FALSE,FALSE,FALSE,0,0,1,0,676801,"Chas McCormick","/api/v1/people/676801","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89,81.5,1,0.9,0.4232,6.2221,27.9119,-28.1277,-2.6082,2.3846,-0.4974,3.0066,-2.4403,-129.5797,-2.6261,0.7965,50.0003,6.1894,-4.4196,9.6,7.2,24,2450,196,79.1,-10,17,NA,NA,NA,FALSE,-30.6,4,5.3,NA,NA,FALSE,TRUE,676801,"Chas McCormick","/api/v1/people/676801",NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:32:08.595Z","2023-05-09T03:32:14.899Z",TRUE,"pitch","c93e302e-0b9f-4a8d-b33d-29828d7d56e6",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1187,1.4967,NA,86.76,154.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Field Error","field_error","Chas McCormick reaches on a fielding error by third baseman Anthony Rendon.",0,4,4,52,"top",7,"2023-05-09T03:31:58.669Z","2023-05-09T03:32:36.942Z",TRUE,FALSE,FALSE,FALSE,0,0,1,0,676801,"Chas McCormick","/api/v1/people/676801","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.3,3,0.91,0.43,6.2152,26.374,-30.4878,-2.2762,1.0281,0.7932,3.1049,0.0962,-127.4188,-1.6834,1.0507,50.0042,6.1849,-3.7399,7.2,7.2,24,2519,203,NA,NA,NA,NA,NA,NA,FALSE,-34,1.7,4.1,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",4,"2023-05-09T03:29:49.431Z","2023-05-09T03:29:55.713Z",TRUE,"pitch","5d9f3516-2f95-4a08-a5d7-400b3bc8223b",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.47,1.6,NA,97.71,143.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,4,51,"bottom",6,"2023-05-09T03:28:05.555Z","2023-05-09T03:29:55.713Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.5,82.9,3,0.9,0.4155,6.8205,26.8611,-20.3269,-6.0687,6.7265,0.5061,3.5398,8.9557,-131.6035,1.1585,-2.1462,50.0021,4.5952,-10.6884,24,4.8,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-20.6,12.7,9.1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",3,"2023-05-09T03:29:22.770Z","2023-05-09T03:29:26.502Z",TRUE,"pitch","a48c7b05-0897-497a-b616-272bc79b8e31",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.47,1.6,NA,74.07,205.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,4,51,"bottom",6,"2023-05-09T03:28:05.555Z","2023-05-09T03:29:55.713Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.6,72.3,14,0.9,0.4796,6.9329,21.7193,-26.9977,6.872,3.9212,1.1263,1.2395,5.3126,-114.3516,-1.7524,-2.1225,50.003,4.6725,9.0706,20.4,8.4,24,2347,72,NA,NA,NA,NA,NA,NA,FALSE,-37.4,7,-13.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",1,"2023-05-09T03:28:52.181Z","2023-05-09T03:28:56.373Z",TRUE,"pitch","ff50c0f2-5892-4421-a386-8738a7326b50",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4215,1.6169,NA,99.56,151.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,4,51,"bottom",6,"2023-05-09T03:28:05.555Z","2023-05-09T03:29:55.713Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80,73,3,0.9,0.4716,6.8724,22.9921,-24.0394,5.8259,5.9656,0.4574,3.219,4.507,-116.3872,1.8123,-2.2651,50.0047,4.7156,7.9479,20.4,7.2,24,2417,88,NA,NA,NA,NA,NA,NA,FALSE,-31.3,11.5,-11.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:28:14.365Z","2023-05-09T03:28:17.978Z",TRUE,"pitch","f4d381c1-b7e7-43ad-ba4a-032101e20652",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.47,1.6,NA,125.78,176.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,4,51,"bottom",6,"2023-05-09T03:28:05.555Z","2023-05-09T03:29:55.713Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,82.5,5,0.9,0.4169,6.7938,27.5625,-17.6288,-7.0026,8.3218,-0.2304,2.3157,7.3471,-131.3147,-2.3324,-2.1535,50.0026,4.5255,-12.2406,31.2,4.8,24,2227,220,NA,NA,NA,NA,NA,NA,FALSE,-18.8,14.8,11,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",2,"2023-05-09T03:29:11.788Z","2023-05-09T03:29:22.770Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,687263,"/api/v1/people/687263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"51","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,4,4,51,"bottom",6,"2023-05-09T03:28:05.555Z","2023-05-09T03:29:55.713Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:27:38.627Z","2023-05-09T03:27:46.848Z",TRUE,"pitch","a3cca065-a46e-49e1-b858-0bd380d94050",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.31,1.61,NA,138.86,198.83,"line_drive","medium","8",136.34,83.07,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Gio Urshela singles on a line drive to center fielder Chas McCormick.",0,4,4,50,"bottom",6,"2023-05-09T03:27:28.814Z","2023-05-09T03:27:46.848Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,82.7,13,0.85,0.4179,7.0164,26.514,-28.0789,-9.6853,2.355,-0.5734,1.4795,7.0645,-130.8453,-2.6837,-2.0443,50.005,4.6132,-16.867,28.8,7.2,24,2026,231,96.3,12,206,NA,NA,NA,FALSE,-29.8,3.8,16.1,NA,NA,FALSE,FALSE,570482,"Gio Urshela","/api/v1/people/570482",NA,NA,NA,NA,NA,NA
718254,"2023-05-09",3,"2023-05-09T03:27:05.100Z","2023-05-09T03:27:12.593Z",TRUE,"pitch","b896851e-a800-4689-9a61-df00a038d9a4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.24,1.57,NA,131.09,181.6,"fly_ball","medium","9",200.84,97.17,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Matt Thaiss flies out to right fielder Kyle Tucker.",0,4,4,49,"bottom",6,"2023-05-09T03:26:15.477Z","2023-05-09T03:27:12.593Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.1,70.9,4,0.9,0.4878,6.9623,20.6977,-27.1544,8.4659,3.9293,-0.3696,2.1177,2.2649,-112.3695,0.3925,-2.4907,50.0011,4.7035,10.805,22.8,9.6,24,2409,89,85.5,30,313,NA,NA,NA,TRUE,-38.4,7.6,-16,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",2,"2023-05-09T03:26:50.113Z","2023-05-09T03:26:56.142Z",TRUE,"pitch","e865d749-404b-4975-9b19-1da00c95c2bd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2361,1.5868,NA,114.56,220.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Matt Thaiss flies out to right fielder Kyle Tucker.",0,4,4,49,"bottom",6,"2023-05-09T03:26:15.477Z","2023-05-09T03:27:12.593Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.8,14,2,0.4395,7.1363,24.6832,-27.7475,-10.7754,2.8117,0.0639,0.6624,8.7436,-124.5511,-4.0878,-2.0897,50.0029,4.6159,-16.9542,28.8,8.4,24,1697,245,NA,NA,NA,NA,NA,NA,FALSE,-32.9,4.3,17.5,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",1,"2023-05-09T03:26:35.278Z","2023-05-09T03:26:39.899Z",TRUE,"pitch","64095cb1-2bbb-4d75-9bdf-069a3c741066",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.24,1.57,NA,140.86,160.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Matt Thaiss flies out to right fielder Kyle Tucker.",0,4,4,49,"bottom",6,"2023-05-09T03:26:15.477Z","2023-05-09T03:27:12.593Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.4,83.1,1,0.88,0.415,6.7933,26.1651,-20.9487,-5.3417,6.3499,-0.626,2.9071,6.4097,-131.6488,-0.4364,-2.3904,50.0011,4.6165,-9.4402,21.6,4.8,24,2017,225,NA,NA,NA,NA,NA,NA,FALSE,-21.6,11.6,8.4,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718254,"2023-05-09",0,"2023-05-09T03:26:21.207Z","2023-05-09T03:26:26.121Z",TRUE,"pitch","580a4d45-51de-4075-9ee1-cc0d9f19e20d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2361,1.5868,NA,156.65,195.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Flyout","field_out","Matt Thaiss flies out to right fielder Kyle Tucker.",0,4,4,49,"bottom",6,"2023-05-09T03:26:15.477Z","2023-05-09T03:27:12.593Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",661527,"Seth Martinez","/api/v1/people/661527","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.3,71,13,0.9,0.4867,6.7748,21.0102,-27.1792,6.8499,3.8988,-1.0402,1.606,1.8003,-112.6508,-0.468,-2.7402,50.003,4.5707,8.7787,18,9.6,24,2346,89,NA,NA,NA,NA,NA,NA,FALSE,-38.5,7.2,-12.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
