"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y"
717318,"2023-07-21",0,"2023-07-22T01:03:43.767Z","2023-07-22T01:03:48.467Z",TRUE,"pitch","51f428ee-38a8-4c92-bd84-21bbf75d17d1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.8693,1.9108,NA,137.13,177.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,3,5,58,"bottom",7,"2023-07-22T01:03:32.873Z","2023-07-22T01:04:32.818Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",664199,"Taylor Clarke","/api/v1/people/664199","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.2,7,0.92,0.3949,5.9695,31.482,-9.7794,-2.2321,11.5028,-0.5281,2.254,1.6072,-138.7653,-8.8325,-0.8252,50.006,6.1327,-4.3474,19.2,2.4,24,2485,195,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",0,"2023-07-22T01:02:57.751Z","2023-07-22T01:03:07.028Z",TRUE,"pitch","fdae3f77-e9bd-429a-a414-160a1a66d99c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.26,1.49,NA,114.64,176.32,"fly_ball","hard","8",103.29,33.98,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Oswald Peraza flies out sharply to center fielder Kyle Isbel.",0,3,5,57,"bottom",7,"2023-07-22T01:02:38.840Z","2023-07-22T01:03:07.028Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",664199,"Taylor Clarke","/api/v1/people/664199","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.7,5,0.92,0.3973,6.0766,31.0362,-10.1259,-2.145,11.4567,0.0618,2.3132,2.6372,-137.9378,-8.6969,-0.6285,50.0029,6.192,-4.1284,16.8,2.4,24,2362,196,103,30,412,NA,NA,NA,TRUE,-11.4,19.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",4,"2023-07-22T00:58:38.758Z","2023-07-22T00:58:44.373Z",TRUE,"pitch","bc099225-7f60-4db9-8219-4409200a9cea",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.63,1.71,NA,88.98,207.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,3,5,56,"top",7,"2023-07-22T00:57:29.892Z","2023-07-22T00:58:44.373Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.5,75.4,14,0.9,0.4593,6.2015,26.5133,-33.1676,11.0058,-0.6921,0.735,1.1708,4.2508,-119.9566,-3.2941,-2.4978,50.0035,5.5659,15.7932,26.4,10.8,24,2889,54,NA,NA,NA,NA,NA,NA,TRUE,-42.6,-1.9,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",3,"2023-07-22T00:58:17.077Z","2023-07-22T00:58:21.711Z",TRUE,"pitch","d5f578d3-921b-4a60-b387-efd6e2da5beb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6317,1.7,NA,29.37,185.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,3,5,56,"top",7,"2023-07-22T00:57:29.892Z","2023-07-22T00:58:44.373Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,74.8,14,0.9,0.4634,5.9798,25.829,-32.7919,10.3043,-0.4411,2.299,1.9837,7.3307,-118.8462,-1.3253,-2.1795,50.0011,5.5663,14.5253,25.2,10.8,24,2886,54,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-0.8,-20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",2,"2023-07-22T00:57:56.506Z","2023-07-22T00:58:00.017Z",TRUE,"pitch","7fa5501e-80f9-4337-b8c5-f44ef1e2d4e1",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.63,1.71,NA,53.58,204.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,3,5,56,"top",7,"2023-07-22T00:57:29.892Z","2023-07-22T00:58:44.373Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.7,75,14,0.9,0.4631,6.0848,25.457,-33.3081,10.6017,-0.8095,1.6639,1.2838,6.0791,-118.8402,-2.6297,-2.3149,50,5.4684,14.9668,25.2,10.8,24,2812,60,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-1.9,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",1,"2023-07-22T00:57:32.252Z","2023-07-22T00:57:35.712Z",TRUE,"pitch","080e0b9f-99d0-4df6-9047-eb2e2be90f39",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.63,1.71,NA,83.8,195.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,3,5,56,"top",7,"2023-07-22T00:57:29.892Z","2023-07-22T00:58:44.373Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.5,74.9,14,0.9,0.4632,6.0318,24.3717,-32.6034,8.7095,-0.3026,0.871,1.5997,5.1324,-118.605,-1.9891,-2.4585,50.0046,5.4453,12.3085,21.6,10.8,24,2775,56,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-0.8,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",0,"2023-07-22T00:56:33.023Z","2023-07-22T00:57:32.252Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,3,5,56,"top",7,"2023-07-22T00:57:29.892Z","2023-07-22T00:58:44.373Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",1,"2023-07-22T00:56:00.025Z","2023-07-22T00:56:08.928Z",TRUE,"pitch","3949de69-33c7-4545-9fd7-8e6ad5f21198",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.55,1.69,NA,137.36,137.1,"ground_ball","medium","5",107.82,167.83,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Forceout","force_out","Bobby Witt Jr. grounds into a force out, third baseman DJ LeMahieu to second baseman Oswald Peraza. Kyle Isbel to 3rd. Maikel Garcia out at 2nd. Bobby Witt Jr. to 1st.",0,3,5,55,"top",7,"2023-07-22T00:55:39.954Z","2023-07-22T00:56:08.928Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.8,11,0.91,0.401,6.2208,29.6561,-22.058,-9.6915,5.3552,-0.5341,3.7658,7.3376,-136.5015,-1.4175,-1.996,50.0044,5.8084,-18.3159,37.2,6,24,2334,214,74,-8,22,NA,NA,NA,TRUE,-21.5,9.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA,664728,"Kyle Isbel","/api/v1/people/664728",NA,NA
717318,"2023-07-21",0,"2023-07-22T00:55:39.954Z","2023-07-22T00:55:43.869Z",TRUE,"pitch","4072a645-5bfb-48ab-a4d6-c5ddc46493b9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5517,1.7,NA,128.2,169.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Forceout","force_out","Bobby Witt Jr. grounds into a force out, third baseman DJ LeMahieu to second baseman Oswald Peraza. Kyle Isbel to 3rd. Maikel Garcia out at 2nd. Bobby Witt Jr. to 1st.",0,3,5,55,"top",7,"2023-07-22T00:55:39.954Z","2023-07-22T00:56:08.928Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.8,73.2,4,0.9,0.4726,6.1507,23.0375,-33.0255,9.9294,-0.6295,-0.2937,2.5665,2.4467,-116.17,0.2295,-2.6518,50.0009,5.6219,13.4842,22.8,10.8,24,2847,66,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-0.7,-18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",6,"2023-07-22T00:54:56.773Z","2023-07-22T00:55:06.765Z",TRUE,"pitch","2700a685-a811-47da-b255-2940d5bfe95c",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,1,NA,NA,3.48,1.7,NA,149.3,154.63,"line_drive","medium","7",76.3,108.44,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.9,11,0.9,0.402,6.0792,28.7177,-29.8201,-9.8575,1.2549,-0.8474,3.1165,7.3659,-136.0297,-1.3498,-2.3041,50.006,5.6788,-18.5513,30,7.2,24,2278,216,101.5,7,159,NA,NA,NA,FALSE,-29,2.2,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,672580,"Maikel Garcia","/api/v1/people/672580",664728,"Kyle Isbel","/api/v1/people/664728",NA,NA,NA,NA,NA
717318,"2023-07-21",5,"2023-07-22T00:54:35.719Z","2023-07-22T00:54:40.804Z",TRUE,"pitch","83a01748-bbf2-4eb5-8bf0-52ba19dfb77a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4438,1.5918,NA,146.98,174.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.8,4,0.9,0.4575,5.8598,22.6125,-30.7058,8.2426,1.0132,-0.7864,2.3657,1.6882,-119.6371,-1.2546,-2.572,50.005,5.6436,11.975,21.6,9.6,24,2812,63,NA,NA,NA,NA,NA,NA,FALSE,-38.6,1.8,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",4,"2023-07-22T00:54:13.868Z","2023-07-22T00:54:18.521Z",TRUE,"pitch","f4541c45-9ee1-4121-a9e9-7f2f1114928a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6841,1.6999,NA,68.54,161.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.7,12,0.94,0.3943,6.1508,29.1877,-14.0943,-3.4459,9.2381,1.2714,2.8792,9.7406,-138.5951,-5.5852,-1.8316,50.0058,5.8519,-6.7471,16.8,3.6,24,2407,221,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",3,"2023-07-22T00:53:51.884Z","2023-07-22T00:53:55.965Z",TRUE,"pitch","3c827fc4-8695-4fe2-89b2-adf511d0b4b0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.552,1.7262,NA,87.76,173.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.3,6,0.89,0.4016,5.9697,28.07,-30.2385,-9.6337,1.0269,0.7671,2.4308,11.4982,-136.0484,-2.9388,-2.2497,50.0045,5.607,-18.1769,27.6,7.2,24,2363,213,NA,NA,NA,NA,NA,NA,FALSE,-29.8,1.4,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",2,"2023-07-22T00:53:30.335Z","2023-07-22T00:53:34.783Z",TRUE,"pitch","c30a1099-377c-47f6-aed1-6e450a185397",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6049,1.6472,NA,60.87,169.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,85.3,14,0.87,0.4062,6.1042,27.2163,-28.128,-9.8501,2.1973,1.4725,2.5588,13.2548,-134.4822,-2.714,-2.2242,50.0057,5.5615,-18.1738,28.8,7.2,24,2296,211,NA,NA,NA,NA,NA,NA,FALSE,-28.2,3.6,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",0,"2023-07-22T00:51:00.538Z","2023-07-22T00:51:18.993Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717318,"2023-07-21",1,"2023-07-22T00:51:18.993Z","2023-07-22T00:53:30.335Z",FALSE,"action",NA,NA,"Pitching Change: Michael King replaces Wandy Peralta.","Pitching Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,650633,"/api/v1/people/650633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Single","single","Maikel Garcia singles on a line drive to left fielder Franchy Cordero. Kyle Isbel to 2nd.",0,3,5,54,"top",7,"2023-07-22T00:53:28.072Z","2023-07-22T00:55:06.765Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
