"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718080,"2023-05-21",2,"2023-05-21T22:49:25.303Z","2023-05-21T22:49:31.748Z",TRUE,"pitch","3e733661-276f-427f-81d2-9d6db5205463",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.27,1.6,NA,118.52,195.32,"line_drive","hard","9",181.73,95.26,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Ryan Jeffers lines out sharply to right fielder Hunter Renfroe.",0,2,4,71,"top",9,"2023-05-21T22:48:42.726Z","2023-05-21T22:49:31.748Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.9,8,0.89,0.4135,6.3693,26.4034,-24.3735,2.3592,4.3847,-0.04,1.6096,3.7218,-132.1362,-5.3455,-1.7698,50.0048,5.4342,4.2001,10.8,6,24,2207,157,105.9,14,294,NA,NA,NA,TRUE,-25.9,7.1,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718080,"2023-05-21",1,"2023-05-21T22:49:09.622Z","2023-05-21T22:49:13.050Z",TRUE,"pitch","446465a9-db2e-46bc-b728-33efc1af0192",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1774,1.5993,NA,68.36,174.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Ryan Jeffers lines out sharply to right fielder Hunter Renfroe.",0,2,4,71,"top",9,"2023-05-21T22:48:42.726Z","2023-05-21T22:49:31.748Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.4,14,0.91,0.3846,6.6081,33.5721,-9.1332,-6.7296,11.226,1.2762,2.3855,9.5483,-142.5439,-7.3693,-1.2467,50.0003,5.5849,-13.8101,46.8,3.6,24,2275,206,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718080,"2023-05-21",0,"2023-05-21T22:48:51.614Z","2023-05-21T22:48:55.801Z",TRUE,"pitch","b9203baf-c27e-45f0-a0c0-112ee480062d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2233,1.5993,NA,99.54,183.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Ryan Jeffers lines out sharply to right fielder Hunter Renfroe.",0,2,4,71,"top",9,"2023-05-21T22:48:42.726Z","2023-05-21T22:49:31.748Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.5,9,0.91,0.3843,6.5848,33.2484,-8.7826,-6.4426,11.3766,0.4582,2.0333,7.4914,-142.5999,-8.3066,-1.3678,50.0057,5.5407,-13.2507,46.8,3.6,24,2224,205,NA,NA,NA,NA,NA,NA,FALSE,-9.5,19.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718080,"2023-05-21",7,"2023-05-21T22:48:20.380Z","2023-05-21T22:48:25.560Z",TRUE,"pitch","5acb8ec6-2c6c-4f7a-9aca-01e0acde5633",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.06,1.46,NA,118.93,176.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.2,5,0.91,0.3847,6.5576,34.8313,-8.4085,-5.1265,11.5959,-0.0506,2.3233,5.5321,-142.7151,-7.7327,-1.3542,50.0022,5.6079,-10.5063,42,2.4,24,2243,206,NA,NA,NA,NA,NA,NA,TRUE,-9.1,19.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",6,"2023-05-21T22:48:02.127Z","2023-05-21T22:48:06.865Z",TRUE,"pitch","845ae6c8-3e1b-45ab-829b-9fe0592f579d",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2651,1.6195,NA,114.98,202.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90.4,14,0.91,0.3812,6.5239,33.4353,-6.2771,-6.9963,12.3829,0.053,1.3573,6.7463,-143.7229,-10.488,-1.4162,50.0022,5.4444,-14.6304,56.4,3.6,24,2199,213,NA,NA,NA,NA,NA,NA,FALSE,-7.6,20.4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",5,"2023-05-21T22:47:39.041Z","2023-05-21T22:47:44.297Z",TRUE,"pitch","d1b2c29e-1c31-4b08-8053-da700c0ce462",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.06,1.46,NA,136.7,168.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,89,1,0.91,0.3854,6.5579,34.3231,-12.7258,-6.188,9.5219,-0.5168,2.6093,5.076,-142.3971,-6.0178,-1.5232,50.0051,5.5636,-12.6419,38.4,3.6,24,2120,210,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",4,"2023-05-21T22:47:23.422Z","2023-05-21T22:47:28.469Z",TRUE,"pitch","842164f1-7464-498b-9784-b95d40e9b847",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.197,1.4593,NA,91.07,151.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83,3,0.9,0.4164,6.3384,27.332,-31.5232,2.2231,0.3754,0.6802,3.2306,5.7048,-131.4254,-0.0568,-1.8059,50.0057,5.5898,3.8975,9.6,7.2,24,2387,110,NA,NA,NA,NA,NA,NA,FALSE,-32.6,0.8,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",3,"2023-05-21T22:47:07.928Z","2023-05-21T22:47:11.798Z",TRUE,"pitch","8daeea5f-5497-4718-bb1b-ddb14e0a55e3",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.197,1.4593,NA,114.13,164.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.3,2,0.9,0.4156,6.2994,26.8389,-28.6318,3.9016,2.0096,0.0752,2.7676,3.5513,-131.5833,-1.8125,-1.7967,50.0014,5.5783,6.8681,14.4,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-29.9,3.5,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",2,"2023-05-21T22:46:49.241Z","2023-05-21T22:46:53.371Z",TRUE,"pitch","f49878e6-0af3-48e4-9a9f-9335a87b645e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.06,1.46,NA,129.35,176.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.6,4,0.91,0.3813,6.4656,31.1114,-12.1949,-5.96,9.5422,-0.3241,2.3175,5.5862,-143.3081,-6.9632,-1.5182,50.0019,5.5299,-12.4766,39.6,3.6,24,2206,211,NA,NA,NA,NA,NA,NA,FALSE,-11.9,16.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
718080,"2023-05-21",1,"2023-05-21T22:46:32.433Z","2023-05-21T22:46:37.865Z",TRUE,"pitch","881bf459-c165-430d-9c86-07470e460f44",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.197,1.4593,NA,95.81,203.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Donovan Solano strikes out swinging.",0,2,4,70,"top",9,"2023-05-21T22:46:30.386Z","2023-05-21T22:48:25.560Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,456781,"Donovan Solano","/api/v1/people/456781","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.7,14,0.91,0.4258,6.3628,24.8311,-27.2559,2.5347,2.9287,0.556,1.3105,4.8477,-128.3004,-5.3443,-1.6821,50.0018,5.5264,4.2539,10.8,7.2,24,2157,174,NA,NA,NA,NA,NA,NA,FALSE,-30.6,4.4,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA,NA,NA,NA
