"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
717985,"2023-05-28",3,"2023-05-28T20:46:14.933Z","2023-05-28T20:46:25.448Z",TRUE,"pitch","c0c7f07f-0fad-498d-b470-ecbeafa4cfe7",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.47,1.62,NA,132.74,186.63,"line_drive","hard","9",178.37,102.28,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Michael Massey singles on a sharp line drive to right fielder Lane Thomas. MJ Melendez scores.",1,2,3,73,"bottom",9,"2023-05-28T20:45:36.589Z","2023-05-28T20:46:25.448Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",81.1,75.9,7,0.9,0.4612,6.6271,19.7036,-39.7543,5.0777,-5.2877,-0.4129,1.9314,3.5858,-118.1569,-0.449,-2.603,50.004,5.7356,7.2757,10.8,12,24,2887,53,108.4,15,275,NA,NA,NA,FALSE,-50.5,-9.5,-10,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,686681,"Michael Massey","/api/v1/people/686681",NA,NA,NA,NA,NA,NA
717985,"2023-05-28",2,"2023-05-28T20:45:55.011Z","2023-05-28T20:45:58.011Z",TRUE,"pitch","a8f39922-476e-4234-8977-3927eebed0ad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5829,1.67,NA,171.66,123.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Michael Massey singles on a sharp line drive to right fielder Lane Thomas. MJ Melendez scores.",1,2,3,73,"bottom",9,"2023-05-28T20:45:36.589Z","2023-05-28T20:46:25.448Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",80.5,74.1,11,0.91,0.4672,6.0991,21.5568,-40.9844,8.1131,-6.3242,-1.4339,4.269,0.3307,-117.1247,5.0686,-2.6313,50.0033,5.9034,11.3019,15.6,12,24,2876,58,NA,NA,NA,NA,NA,NA,FALSE,-52.1,-10,-14.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",1,"2023-05-28T20:45:38.662Z","2023-05-28T20:45:42.893Z",TRUE,"pitch","6596d516-53dc-4664-9a6c-a80352c2db28",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4667,1.6989,NA,138.24,188.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Michael Massey singles on a sharp line drive to right fielder Lane Thomas. MJ Melendez scores.",1,2,3,73,"bottom",9,"2023-05-28T20:45:36.589Z","2023-05-28T20:46:25.448Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",80,74.4,7,0.91,0.4692,7.1544,20.911,-41.7507,5.8614,-6.934,-0.5572,1.8557,2.9573,-116.5325,-0.0967,-2.6021,50.0008,5.826,8.0985,12,12,24,2803,53,NA,NA,NA,NA,NA,NA,FALSE,-54.8,-12.4,-11.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",0,"2023-05-28T20:44:45.029Z","2023-05-28T20:45:38.662Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Single","single","Michael Massey singles on a sharp line drive to right fielder Lane Thomas. MJ Melendez scores.",1,2,3,73,"bottom",9,"2023-05-28T20:45:36.589Z","2023-05-28T20:46:25.448Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,686681,"Michael Massey","/api/v1/people/686681","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",2,"2023-05-28T20:44:16.873Z","2023-05-28T20:44:25.659Z",TRUE,"pitch","a2cad3d1-ca6a-45bd-8cc1-bff2ea8433f3",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.47,1.69,NA,112.74,182.47,"ground_ball","medium","5",101.97,161.31,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Maikel Garcia grounds out, third baseman Michael Chavis to first baseman Dominic Smith.",0,2,2,72,"bottom",9,"2023-05-28T20:43:55.364Z","2023-05-28T20:44:25.659Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,82.6,8,0.9,0.4237,7.0351,20.9561,-29.457,1.8035,1.5953,0.1117,2.0856,5.3713,-128.1921,-3.411,-2.2265,50.0023,5.679,3.067,7.2,7.2,24,2650,104,84.4,-14,10,NA,NA,NA,TRUE,-32.2,2.5,-4.2,NA,NA,NA,NA,NA,TRUE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",1,"2023-05-28T20:43:57.510Z","2023-05-28T20:44:03.984Z",TRUE,"pitch","5963cb6e-dee9-4b63-ad50-256aa750aae4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4958,1.6989,NA,61.29,223.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Maikel Garcia grounds out, third baseman Michael Chavis to first baseman Dominic Smith.",0,2,2,72,"bottom",9,"2023-05-28T20:43:55.364Z","2023-05-28T20:44:25.659Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.7,14,0.9,0.427,7.0926,25.4,-30.2857,1.1818,1.1328,1.4615,0.5572,8.1763,-128.0759,-6.8196,-1.9202,50.0033,5.6098,1.9714,6,7.2,24,2552,124,NA,NA,NA,NA,NA,NA,FALSE,-34.4,0.7,-4,NA,NA,NA,NA,NA,TRUE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",0,"2023-05-28T20:43:47.016Z","2023-05-28T20:43:57.510Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Maikel Garcia grounds out, third baseman Michael Chavis to first baseman Dominic Smith.",0,2,2,72,"bottom",9,"2023-05-28T20:43:55.364Z","2023-05-28T20:44:25.659Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",2,"2023-05-28T20:42:57.490Z","2023-05-28T20:43:10.081Z",TRUE,"pitch","f2c6c469-7996-4825-a564-10b5a3cb11e5",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,1,NA,NA,3.39,1.65,NA,109.09,165.32,"ground_ball","medium","3",155.26,167.92,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by first baseman Dominic Smith. MJ Melendez to 2nd.",0,2,2,71,"bottom",9,"2023-05-28T20:42:21.305Z","2023-05-28T20:43:10.081Z",TRUE,FALSE,FALSE,FALSE,0,2,0,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",77.2,72.4,5,0.89,0.4838,6.8181,16.942,-36.1123,6.7671,-3.024,0.2076,2.7206,3.6077,-112.4551,1.2561,-2.2871,50.0015,5.7682,8.8213,14.4,12,24,2686,56,92.6,3,73,NA,NA,NA,FALSE,-50.2,-5,-13.1,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",1,"2023-05-28T20:42:44.504Z","2023-05-28T20:42:48.271Z",TRUE,"pitch","cfd509bc-ae75-4417-83c2-24a879871998",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5143,1.6581,NA,86.55,197.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by first baseman Dominic Smith. MJ Melendez to 2nd.",0,2,2,71,"bottom",9,"2023-05-28T20:42:21.305Z","2023-05-28T20:43:10.081Z",TRUE,FALSE,FALSE,FALSE,0,2,0,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.7,14,0.91,0.4013,7.0721,25.3388,-19.2974,-8.7563,6.802,0.7988,1.5319,10.6971,-135.6729,-7.7493,-2.0288,50.0057,5.7345,-16.5826,34.8,6,24,2068,222,NA,NA,NA,NA,NA,NA,FALSE,-20,11,14,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
717985,"2023-05-28",0,"2023-05-28T20:42:32.037Z","2023-05-28T20:42:37.577Z",TRUE,"pitch","270acb12-d04e-4957-80ef-19ef05dca35f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4667,1.6989,NA,211.23,167.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Field Error","field_error","MJ Melendez reaches on a fielding error by first baseman Dominic Smith. MJ Melendez to 2nd.",0,2,2,71,"bottom",9,"2023-05-28T20:42:21.305Z","2023-05-28T20:43:10.081Z",TRUE,FALSE,FALSE,FALSE,0,2,0,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",641771,"Chad Kuhl","/api/v1/people/641771","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Washington Nationals","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",77.5,71.4,11,0.91,0.4859,6.5724,21.0478,-43.508,7.6776,-8.8154,-2.472,2.634,-2.1281,-112.831,2.5526,-2.5125,50.0016,5.8807,9.8717,12,14.4,24,2726,50,NA,NA,NA,NA,NA,NA,FALSE,-60.6,-15,-13.3,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",NA,NA,NA,NA,NA,NA,NA,NA,NA
