"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
745839,"2024-04-13",1,"2024-04-13T20:03:44.257Z","2024-04-13T20:03:52.294Z",TRUE,"pitch","1075f46c-c0ef-4af2-89c6-fc27f17b75bd",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.41,1.58,NA,109.34,171.69,"line_drive","medium","9",184.05,96.36,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Garrett Hampson lines out to right fielder Starling Marte.",0,11,5,69,"top",8,"2024-04-13T20:03:41.895Z","2024-04-13T20:03:52.294Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90,82.8,5,2,0.4175,5.994,26.462,-23.3615,7.13,5.0495,0.2008,2.4848,-7.8554,-130.9631,-2.9971,2.3063,50.0014,5.3823,12.4414,24,6,24,1966,131,94.9,23,294,NA,NA,NA,TRUE,-25,8.8,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",0,"2024-04-13T20:03:44.516Z","2024-04-13T20:03:45.516Z",FALSE,"action",NA,NA,"Pitching Change: Tyler Jay replaces Jake Diekman.","Pitching Substitution",11,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664079,"/api/v1/people/664079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Lineout","field_out","Garrett Hampson lines out to right fielder Starling Marte.",0,11,5,69,"top",8,"2024-04-13T20:03:41.895Z","2024-04-13T20:03:52.294Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",0,"2024-04-13T20:01:14.245Z","2024-04-13T20:01:22.673Z",TRUE,"pitch","0ff502c7-b8db-4cfc-ae65-0043bd710fab",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.5,1.66,NA,102.38,183.19,"fly_ball","medium","7",52.32,87.98,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Brandon Nimmo flies out to left fielder Dairon Blanco.",0,11,5,68,"bottom",7,"2024-04-13T20:00:49.647Z","2024-04-13T20:01:22.673Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.9,9,2,0.3966,6.2226,31.3841,-13.2085,-3.8373,9.8234,0.3836,2.0588,4.3633,-138.2058,-8.7593,-0.7186,50.0013,6.1604,-7.4077,22.8,3.6,24,2216,205,96.4,31,330,NA,NA,NA,TRUE,-14.3,16.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",4,"2024-04-13T20:00:40.166Z","2024-04-13T20:00:49.582Z",TRUE,"pitch","863d284d-679d-44b1-af72-4d4838a5dbd4",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.2,1.54,NA,82.34,186.72,"fly_ball","medium","7",60.18,128.36,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Joey Wendle flies out to left fielder Dairon Blanco.",0,11,5,67,"bottom",7,"2024-04-13T19:59:18.791Z","2024-04-13T20:00:49.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621563,"Joey Wendle","/api/v1/people/621563","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.4,14,2,0.3998,6.1243,30.0649,-16.1396,-7.9291,8.4352,0.9093,1.9281,6.881,-136.9631,-8.2554,-0.6046,50.0055,6.0838,-15.0767,37.2,4.8,24,2046,205,83.1,44,241,NA,NA,NA,TRUE,-17.2,13.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",2,"2024-04-13T20:00:13.638Z","2024-04-13T20:00:18.966Z",TRUE,"pitch","f708c2b3-ba6c-4b61-90ea-d998c56c386f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.2,1.54,NA,106.75,207.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Joey Wendle flies out to left fielder Dairon Blanco.",0,11,5,67,"bottom",7,"2024-04-13T19:59:18.791Z","2024-04-13T20:00:49.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621563,"Joey Wendle","/api/v1/people/621563","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,74.9,14,0.9,0.4648,6.304,21.9856,-28.6899,0.1461,2.4782,0.2688,1.1476,1.8568,-117.7541,-5.6434,-0.5484,50.0042,6.2239,0.2054,1.2,8.4,24,1927,75,NA,NA,NA,NA,NA,NA,FALSE,-38.3,3.4,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",1,"2024-04-13T19:59:58.154Z","2024-04-13T20:00:02.192Z",TRUE,"pitch","a4b7aee2-8201-45d3-9885-22d588a36e12",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1998,1.4936,NA,163.1,169.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Joey Wendle flies out to left fielder Dairon Blanco.",0,11,5,67,"bottom",7,"2024-04-13T19:59:18.791Z","2024-04-13T20:00:49.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621563,"Joey Wendle","/api/v1/people/621563","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.1,76.6,11,0.9,0.4552,6.2431,20.4533,-32.8228,1.245,-0.4443,-1.2095,2.5693,-1.1087,-119.7717,-2.201,-0.9051,50.0009,6.4007,1.8311,2.4,9.6,24,1934,98,NA,NA,NA,NA,NA,NA,FALSE,-41,-1.1,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",0,"2024-04-13T19:59:42.454Z","2024-04-13T19:59:47.318Z",TRUE,"pitch","68f78ac4-a1a6-4823-a631-6aa8fb124afa",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1998,1.62,NA,110.67,177.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Joey Wendle flies out to left fielder Dairon Blanco.",0,11,5,67,"bottom",7,"2024-04-13T19:59:18.791Z","2024-04-13T20:00:49.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621563,"Joey Wendle","/api/v1/people/621563","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.5,5,2,0.3992,6.2657,29.3123,-13.7789,-4.3811,9.6382,0.1662,2.2783,3.5112,-137.0403,-8.1993,-0.5603,50.0031,6.2433,-8.3616,26.4,3.6,24,2133,196,NA,NA,NA,NA,NA,NA,FALSE,-14.8,16,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",3,"2024-04-13T20:00:29.215Z","2024-04-13T20:00:40.166Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",11,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,621563,"/api/v1/people/621563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Joey Wendle flies out to left fielder Dairon Blanco.",0,11,5,67,"bottom",7,"2024-04-13T19:59:18.791Z","2024-04-13T20:00:49.582Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,621563,"Joey Wendle","/api/v1/people/621563","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",6,"2024-04-13T19:59:09.224Z","2024-04-13T19:59:17.251Z",TRUE,"pitch","751d775c-e420-4eb1-a200-d04c67d87351",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.26,1.57,NA,130.57,187.02,"line_drive","medium","8",105.33,63.6,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,74.6,7,0.9,0.4653,6.144,22.9829,-33.0121,1.3868,-0.6027,-0.3561,1.9169,0.2476,-117.8456,-3.2781,-0.6426,50.0008,6.3843,1.9445,3.6,9.6,24,1899,85,93.7,24,341,NA,NA,NA,TRUE,-43.4,-1.7,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",5,"2024-04-13T19:58:52.185Z","2024-04-13T19:58:57.188Z",TRUE,"pitch","607ba2d7-1c61-4ac5-9f00-d24b8d46e6d9",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2598,1.6453,NA,97.43,201.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,85.8,14,2,0.4006,6.2175,32.7452,-12.1798,-6.8639,10.5808,0.5134,1.3958,5.755,-137.1778,-10.1246,-0.7288,50.0026,5.9839,-12.9704,38.4,3.6,24,2052,207,NA,NA,NA,NA,NA,NA,FALSE,-14,16.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",4,"2024-04-13T19:58:29.303Z","2024-04-13T19:58:33.812Z",TRUE,"pitch","73029b06-8a1e-4f14-855d-e915bbc148f7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.26,1.57,NA,126.01,178.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.6,74.9,5,0.9,0.4649,6.1682,20.7122,-33.762,-0.7499,-1.1277,-0.2363,2.2483,1.0685,-117.4829,-2.4512,-0.598,50.0026,6.4207,-1.0561,1.2,9.6,24,1918,76,NA,NA,NA,NA,NA,NA,FALSE,-44,-2.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",3,"2024-04-13T19:58:12.693Z","2024-04-13T19:58:17.325Z",TRUE,"pitch","ef9f18f3-8c82-4c88-b95a-28aa9e9c5cf6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2598,1.6453,NA,50.73,166.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.9,12,0.86,0.4036,6.1823,26.9164,-20.7395,-2.6022,6.1177,1.7387,2.6765,7.1784,-135.2303,-5.8456,-0.6013,50.0041,6.3015,-4.8656,9.6,4.8,24,2025,193,NA,NA,NA,NA,NA,NA,FALSE,-21.4,10.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",2,"2024-04-13T19:57:59.987Z","2024-04-13T19:58:04.437Z",TRUE,"pitch","3e74791b-3132-4b8c-8661-64b56512453c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.2598,1.5442,NA,89.9,162.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,74.7,3,0.9,0.464,6.2112,22.9222,-34.1944,0.9956,-1.4342,0.711,2.8277,2.9937,-118.1302,-1.2339,-0.703,50.0028,6.5061,1.4034,3.6,9.6,24,1848,84,NA,NA,NA,NA,NA,NA,FALSE,-44.2,-2.6,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",1,"2024-04-13T19:57:43.198Z","2024-04-13T19:57:49.289Z",TRUE,"pitch","5ec666e5-c522-4e0f-a8f3-2e0f7d3bd207",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0049,1.3924,NA,108.94,229.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.7,75.1,14,0.9,0.4656,6.2673,21.462,-31.9347,2.2277,0.1696,0.2116,0.3367,1.7292,-117.4701,-6.6943,-0.8225,50.0025,6.1782,3.1248,6,9.6,24,1922,96,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-1,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",0,"2024-04-13T19:57:35.685Z","2024-04-13T19:57:43.198Z",FALSE,"action",NA,NA,"Pitching Change: Nick Anderson replaces Angel Zerpa.","Pitching Substitution",11,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,623433,"/api/v1/people/623433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Lineout","field_out","Omar Narváez lines out to center fielder Garrett Hampson.",0,11,5,66,"bottom",7,"2024-04-13T19:57:40.889Z","2024-04-13T19:59:17.251Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,553882,"Omar Narváez","/api/v1/people/553882","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745839,"2024-04-13",6,"2024-04-13T19:55:03.728Z","2024-04-13T19:55:11.762Z",TRUE,"pitch","fabd8601-a19e-4dcd-946c-f99922c628c3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.57,1.79,NA,117.55,189.03,"ground_ball","medium","6",112.06,162.98,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Nelson Velázquez grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",0,11,5,65,"top",7,"2024-04-13T19:53:07.660Z","2024-04-13T19:55:11.762Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",518617,"Jake Diekman","/api/v1/people/518617","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","New York Mets",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,85.9,8,2,0.4025,6.8805,29.3044,-22.5671,7.7795,5.1181,-0.0145,1.8427,-12.4466,-135.9962,-5.2257,3.6068,50.0007,5.3504,14.5979,26.4,6,24,2173,119,100.1,-14,8,NA,NA,NA,TRUE,-22.9,8.3,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
