"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717794,"2023-06-12",2,"2023-06-13T01:41:04.220Z","2023-06-13T01:41:12.161Z",TRUE,"pitch","dbc15b6f-0a88-4bfa-b911-a227ae2de48d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.28,1.58,NA,146.35,161.32,"ground_ball","medium","4",151.14,157.73,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Harold Castro grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,2,2,65,"top",9,"2023-06-13T01:40:42.267Z","2023-06-13T01:41:12.161Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605612,"Harold Castro","/api/v1/people/605612","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,84.1,1,0.89,0.4119,6.9201,25.4368,-13.5363,-0.7933,10.3799,-0.7699,2.869,5.2517,-132.446,-5.2082,-2.6663,50.0034,5.8332,-1.4248,1.2,3.6,24,2619,195,88.1,6,87,NA,NA,NA,TRUE,-14.8,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",1,"2023-06-13T01:40:44.589Z","2023-06-13T01:40:49.244Z",TRUE,"pitch","3d5a5a24-7b69-46eb-9a2b-448a20fbb8cd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.337,1.5806,NA,90.53,227.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Harold Castro grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,2,2,65,"top",9,"2023-06-13T01:40:42.267Z","2023-06-13T01:41:12.161Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605612,"Harold Castro","/api/v1/people/605612","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,85.9,14,0.91,0.4048,7.3475,27.5762,-10.5232,0.088,11.6571,0.6944,0.4202,8.2363,-134.9741,-12.167,-2.3997,50.0048,5.7113,0.1612,7.2,2.4,24,2643,195,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18.8,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",0,"2023-06-13T01:40:23.589Z","2023-06-13T01:40:44.589Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Harold Castro replaces Elehuris Montero.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,605612,"/api/v1/people/605612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","65","atBat","Groundout","field_out","Harold Castro grounds out, second baseman Christian Arroyo to first baseman Triston Casas.",0,2,2,65,"top",9,"2023-06-13T01:40:42.267Z","2023-06-13T01:41:12.161Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,605612,"Harold Castro","/api/v1/people/605612","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,660707,"/api/v1/people/660707",NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",5,"2023-06-13T01:40:05.800Z","2023-06-13T01:40:10.547Z",TRUE,"pitch","beac8db1-a624-4a8d-8f80-9ce14cf56f8a",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.411,1.565,NA,92.75,139.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,85.4,12,0.9,0.4046,6.8144,27.8511,-12.0358,-0.3749,10.836,0.6361,3.6805,7.841,-135.0765,-4.0603,-2.2486,50.0013,6.0417,-0.6971,3.6,2.4,24,2668,191,NA,NA,NA,NA,NA,NA,TRUE,-12.6,19,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",4,"2023-06-13T01:39:47.344Z","2023-06-13T01:39:52.218Z",TRUE,"pitch","1bf6783c-139d-41d3-b768-d9918adce7e3",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.2441,1.5656,NA,90.46,180.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.6,85.4,6,0.9,0.4059,6.9909,26.7779,-13.2374,-1.033,10.2484,0.6964,2.1436,8.1937,-134.5016,-7.4322,-2.2441,50.0067,5.8646,-1.9095,1.2,3.6,24,2597,192,NA,NA,NA,NA,NA,NA,FALSE,-14.5,17.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",3,"2023-06-13T01:39:30.042Z","2023-06-13T01:39:34.415Z",TRUE,"pitch","e3e2f851-a8fd-4ef4-9318-496de3af03ab",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.306,1.5656,NA,114.14,190.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.4,83.9,8,0.87,0.4147,7.1252,24.3506,-16.0176,-0.2426,9.1159,0.075,1.8054,6.7948,-131.4067,-7.3702,-2.4982,50.0034,5.8078,-0.4312,2.4,3.6,24,2527,189,NA,NA,NA,NA,NA,NA,FALSE,-17.9,15.4,-0.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",0,"2023-06-13T01:38:23.954Z","2023-06-13T01:38:24.010Z",FALSE,"action",NA,NA,"Rob Refsnyder remains in the game as the left fielder.","Defensive Switch",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608701,"/api/v1/people/608701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"7","Outfielder","Outfielder","LF","101","64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,680776,"/api/v1/people/680776",NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",1,"2023-06-13T01:38:24.010Z","2023-06-13T01:38:24.016Z",FALSE,"action",NA,NA,"Pablo Reyes remains in the game as the designated hitter.","Defensive Switch",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"10","Designated Hitter","Hitter","DH","301","64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,457759,"/api/v1/people/457759",NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",2,"2023-06-13T01:38:24.016Z","2023-06-13T01:39:30.042Z",FALSE,"action",NA,NA,"Pitching Change: Kenley Jansen replaces Brennan Bernardino.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,445276,"/api/v1/people/445276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"64","atBat","Strikeout","strikeout","Coco Montes strikes out swinging.",0,2,2,64,"top",9,"2023-06-13T01:39:27.712Z","2023-06-13T01:40:10.547Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",2,"2023-06-13T01:36:16.080Z","2023-06-13T01:36:24.198Z",TRUE,"pitch","c17faad7-3bd1-44e8-8357-6967e8359431",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.32,1.52,NA,100.78,154.89,"fly_ball","hard","9",174.94,51.95,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Rafael Devers flies out sharply to right fielder Nolan Jones.",0,2,2,63,"bottom",8,"2023-06-13T01:35:42.039Z","2023-06-13T01:36:24.198Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,646240,"Rafael Devers","/api/v1/people/646240","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.2,3,0.91,0.3888,6.1839,34.2395,-14.8044,-7.3775,8.6565,0.4255,3.107,7.379,-141.2332,-4.5682,-1.2713,50.0016,5.7078,-14.8006,39.6,3.6,24,2365,216,105.8,22,384,NA,NA,NA,TRUE,-14.4,14.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",1,"2023-06-13T01:35:44.418Z","2023-06-13T01:35:50.994Z",TRUE,"pitch","f700ac87-a9b6-428a-8c90-6057ee1ddc43",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.32,1.52,NA,94.68,168.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Rafael Devers flies out sharply to right fielder Nolan Jones.",0,2,2,63,"bottom",8,"2023-06-13T01:35:42.039Z","2023-06-13T01:36:24.198Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,646240,"Rafael Devers","/api/v1/people/646240","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,87.7,6,0.9,0.3907,5.9831,35.3544,-14.9019,-6.336,8.7017,0.5856,2.5868,7.8826,-140.7975,-5.8819,-1.4422,50.0014,5.6865,-12.5756,33.6,3.6,24,2059,219,NA,NA,NA,NA,NA,NA,FALSE,-14.9,14.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",0,"2023-06-13T01:35:24.537Z","2023-06-13T01:35:44.418Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Pablo Reyes replaces Justin Turner.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","301","63","atBat","Flyout","field_out","Rafael Devers flies out sharply to right fielder Nolan Jones.",0,2,2,63,"bottom",8,"2023-06-13T01:35:42.039Z","2023-06-13T01:36:24.198Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,646240,"Rafael Devers","/api/v1/people/646240","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,457759,"/api/v1/people/457759",1,NA,NA,NA,NA,TRUE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",8,"2023-06-13T01:34:50.395Z","2023-06-13T01:34:55.358Z",TRUE,"pitch","f6307529-f767-43c3-9691-64cbb6edc9c5",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.43,1.52,NA,139.44,131.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Justin Turner walks.",0,2,2,62,"bottom",8,"2023-06-13T01:33:00.526Z","2023-06-13T01:34:55.358Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457759,"Justin Turner","/api/v1/people/457759","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.8,11,2,0.4396,5.8312,23.2521,-35.3505,6.4622,-2.0177,-0.5888,3.9696,0.2582,-124.2488,1.8182,-1.5343,50.0019,6.1509,10.1744,16.8,9.6,24,2703,31,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-3,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,457759,"Justin Turner","/api/v1/people/457759"
717794,"2023-06-12",7,"2023-06-13T01:34:30.232Z","2023-06-13T01:34:33.842Z",TRUE,"pitch","e9b1d183-0751-452e-9669-d9d830c48323",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.0892,1.3793,NA,20.48,226.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Justin Turner walks.",0,2,2,62,"bottom",8,"2023-06-13T01:33:00.526Z","2023-06-13T01:34:55.358Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457759,"Justin Turner","/api/v1/people/457759","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.4,79.5,14,2,0.4381,5.9722,28.1608,-36.8862,6.2819,-2.9881,2.5322,0.4508,7.0819,-125.567,-5.9015,-1.1528,50.0009,5.873,9.9138,16.8,10.8,24,3069,46,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-6.7,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",5,"2023-06-13T01:33:52.442Z","2023-06-13T01:33:55.689Z",TRUE,"pitch","37e09a75-e0a8-4948-9899-f542b2a59689",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.43,1.52,NA,82.34,165.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Justin Turner walks.",0,2,2,62,"bottom",8,"2023-06-13T01:33:00.526Z","2023-06-13T01:34:55.358Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457759,"Justin Turner","/api/v1/people/457759","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,89.5,12,0.9,0.3871,5.8518,27.7065,-11.1195,-4.3108,10.3529,0.9092,2.7283,7.6067,-140.7236,-6.4036,-1.2516,50.0062,5.7321,-8.7703,30,2.4,24,2166,220,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",4,"2023-06-13T01:33:37.078Z","2023-06-13T01:33:41.785Z",TRUE,"pitch","b5341be3-2337-46cc-8a26-3700561175c4",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.1826,1.4419,NA,114.4,157.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Justin Turner walks.",0,2,2,62,"bottom",8,"2023-06-13T01:33:00.526Z","2023-06-13T01:34:55.358Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457759,"Justin Turner","/api/v1/people/457759","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85,79.6,2,2,0.4388,5.9379,20.4461,-36.0582,6.287,-2.4532,0.0683,3.0162,1.46,-123.9475,-0.2961,-1.343,50.0009,6.1013,9.9629,15.6,9.6,24,2954,44,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-4.3,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
717794,"2023-06-12",3,"2023-06-13T01:33:20.290Z","2023-06-13T01:33:26.230Z",TRUE,"pitch","0e6f00de-a03c-4ff4-b1e0-c1bdc3135559",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2136,1.473,NA,82.15,186.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Justin Turner walks.",0,2,2,62,"bottom",8,"2023-06-13T01:33:00.526Z","2023-06-13T01:34:55.358Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,457759,"Justin Turner","/api/v1/people/457759","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.9,79.2,14,2,0.4409,5.773,22.5868,-37.5725,5.237,-3.4426,0.9144,1.9405,3.3897,-123.7825,-2.44,-1.1492,50.0055,6.0572,8.2024,13.2,9.6,24,2939,37,NA,NA,NA,NA,NA,NA,FALSE,-44,-6.6,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624414,"Christian Arroyo","/api/v1/people/624414",NA,NA,NA,NA,NA,NA
