"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717287,"2023-07-23",5,"2023-07-23T20:46:34.803Z","2023-07-23T20:46:41.197Z",TRUE,"pitch","818d75c3-eef6-4270-8b6f-669e1e3fb3c5",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.09,1.42,NA,137.32,183.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.6,82.1,4,0.91,0.4174,6.1966,31.0904,-27.1879,-8.7616,2.8708,-0.5332,2.0484,6.0654,-131.806,-2.3102,-1.7396,50.0063,4.9682,-15.2378,26.4,7.2,24,2078,246,NA,NA,NA,NA,NA,NA,TRUE,-28.8,4.8,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",4,"2023-07-23T20:46:14.261Z","2023-07-23T20:46:19.112Z",TRUE,"pitch","7e256e0e-1dad-4b95-ae2f-543f6b329ebd",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1299,1.4609,NA,129.7,232.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.5,84,13,0.89,0.4124,6.338,29.0045,-29.8796,-10.9123,1.2898,-0.3331,0.2186,7.2013,-132.9248,-6.3297,-1.6621,50.0061,4.8056,-19.4937,30,8.4,24,1975,248,NA,NA,NA,NA,NA,NA,FALSE,-31.7,1.1,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",3,"2023-07-23T20:45:55.410Z","2023-07-23T20:46:00.145Z",TRUE,"pitch","ae77dc6e-944e-40e8-96dd-93e3cc6e811c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.09,1.42,NA,134.32,138.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.1,11,0.9,0.3903,6.018,31.377,-15.8469,-3.1873,8.1813,-0.4543,3.7196,4.1597,-140.2865,-1.1896,-1.5413,50.0028,5.181,-6.3611,19.2,3.6,24,2340,223,NA,NA,NA,NA,NA,NA,FALSE,-14.6,14.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",2,"2023-07-23T20:45:37.564Z","2023-07-23T20:45:42.497Z",TRUE,"pitch","09ecc232-6e45-4b14-82e7-ca9aa8e3b08f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1299,1.489,NA,153.16,163.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.1,11,0.9,0.3914,6.0996,29.7473,-14.1639,-2.9803,9.0685,-0.9486,2.801,2.9206,-139.6253,-3.7805,-1.6181,50.0009,5.0968,-5.9177,19.2,3.6,24,2293,215,NA,NA,NA,NA,NA,NA,FALSE,-13.7,15.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",1,"2023-07-23T20:45:22.874Z","2023-07-23T20:45:27.583Z",TRUE,"pitch","636ce0dc-c570-495b-a193-dab4e310d014",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.1299,1.5452,NA,142.34,199.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.6,83,7,0.92,0.4159,6.1786,28.3716,-27.4321,-7.8767,2.699,-0.6648,1.4669,5.6125,-131.7818,-3.6836,-1.8003,50.0017,4.9123,-13.8336,24,7.2,24,1826,243,NA,NA,NA,NA,NA,NA,FALSE,-29.2,4.3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",0,"2023-07-23T20:45:09.346Z","2023-07-23T20:45:14.677Z",TRUE,"pitch","dc959666-cdea-459a-bf09-da59d28652bd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1581,1.5452,NA,130.89,184.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Brice Turang strikes out swinging.",0,4,2,69,"bottom",9,"2023-07-23T20:45:02.968Z","2023-07-23T20:46:41.197Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,668930,"Brice Turang","/api/v1/people/668930","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.8,7,0.91,0.4463,5.8646,22.2089,-29.207,4.7045,1.9453,-0.3644,2.0098,2.2001,-122.32,-1.5147,-1.8846,50.006,5.1216,7.1903,14.4,8.4,24,2688,91,NA,NA,NA,NA,NA,NA,FALSE,-35,3.5,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",4,"2023-07-23T20:44:40.163Z","2023-07-23T20:44:44.492Z",TRUE,"pitch","11217aa4-2650-480d-bb22-7d193e3ae341",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.02,1.31,NA,88.33,147.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Owen Miller strikes out swinging.",0,4,2,68,"bottom",9,"2023-07-23T20:43:34.215Z","2023-07-23T20:44:44.492Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.7,12,0.86,0.389,6.3349,29.4194,-16.1121,-6.1581,7.9857,0.7522,3.3674,10.5894,-140.3864,-0.8838,-2.2552,50.007,4.7272,-12.3939,32.4,3.6,24,2168,233,NA,NA,NA,NA,NA,NA,TRUE,-14.8,14.5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",3,"2023-07-23T20:44:22.662Z","2023-07-23T20:44:27.582Z",TRUE,"pitch","7b7fe701-731f-4c40-816c-1fd711f895a4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,2.8767,1.264,NA,24.45,241.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Owen Miller strikes out swinging.",0,4,2,68,"bottom",9,"2023-07-23T20:43:34.215Z","2023-07-23T20:44:44.492Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,78,14,0.89,0.4427,6.1775,30.1108,-30.5855,4.4169,1.0337,2.4279,-0.0883,8.1684,-124.7568,-5.9738,-1.4908,50.0059,4.9261,6.8138,14.4,8.4,24,2688,63,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.5,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",1,"2023-07-23T20:43:55.530Z","2023-07-23T20:43:59.797Z",TRUE,"pitch","418cced7-6ef3-4e45-aeb9-df3392610e27",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.1581,1.4046,NA,116.57,182.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Owen Miller strikes out swinging.",0,4,2,68,"bottom",9,"2023-07-23T20:43:34.215Z","2023-07-23T20:44:44.492Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.7,88,5,2,0.3882,6.3079,36.7584,-18.551,-8.7664,6.7814,0.0112,2.1002,9.6178,-141.8621,-3.6286,-2.3073,50.0052,4.6004,-17.6167,38.4,4.8,24,2230,239,NA,NA,NA,NA,NA,NA,FALSE,-17.5,11.5,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717287,"2023-07-23",0,"2023-07-23T20:43:40.292Z","2023-07-23T20:43:44.712Z",TRUE,"pitch","b50e6c53-85a1-4a9a-b0ea-bbf2a8ab29bd",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.02,1.31,NA,128.49,164.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Owen Miller strikes out swinging.",0,4,2,68,"bottom",9,"2023-07-23T20:43:34.215Z","2023-07-23T20:44:44.492Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.4,1,0.91,0.3922,6.1545,33.3673,-13.9233,-5.3457,9.2552,-0.3013,2.7494,5.2195,-139.9638,-4.219,-1.5013,50.0034,5.1966,-10.5427,32.4,3.6,24,2336,220,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
