"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716537,"2023-09-17",3,"2023-09-17T22:51:16.957Z","2023-09-17T22:51:20.944Z",TRUE,"pitch","22375a50-39e2-4ad5-ad79-1a6e5c55dd62",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.24,1.48,NA,139.76,218.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,6,1,77,"bottom",9,"2023-09-17T22:50:29.099Z","2023-09-17T22:51:20.944Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,80.5,13,0.9,0.433,6.5035,22.2189,-26.7406,-7.4736,3.3391,-0.597,0.7458,4.0798,-125.825,-5.9081,-1.2569,50.0014,5.2529,-12.1481,22.8,7.2,24,1495,239,NA,NA,NA,NA,NA,NA,TRUE,-31.1,5.2,12.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",2,"2023-09-17T22:51:03.345Z","2023-09-17T22:51:06.988Z",TRUE,"pitch","70f9b186-d162-458a-9155-d4d6ea9acddb",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1586,1.4246,NA,86.33,156.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,6,1,77,"bottom",9,"2023-09-17T22:50:29.099Z","2023-09-17T22:51:20.944Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.6,3,0.88,0.3989,6.639,28.0887,-12.3453,-2.1792,10.3678,0.8046,3.0498,5.886,-136.9162,-4.342,-1.0829,50.006,5.4908,-4.1694,13.2,2.4,24,2171,213,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.1,2.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",1,"2023-09-17T22:50:47.574Z","2023-09-17T22:50:50.574Z",TRUE,"pitch","772bdd08-aaae-4c05-9eaf-8a68651697af",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.24,1.48,NA,137.07,197.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,6,1,77,"bottom",9,"2023-09-17T22:50:29.099Z","2023-09-17T22:51:20.944Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,79.5,7,0.9,0.4369,6.499,22.3571,-24.6674,-7.0733,4.7045,-0.5265,1.5406,4.1321,-124.7959,-4.4169,-1.2748,50.0024,5.337,-11.2874,22.8,7.2,24,1503,238,NA,NA,NA,NA,NA,NA,FALSE,-29,7.8,12,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",0,"2023-09-17T22:50:34.438Z","2023-09-17T22:50:37.832Z",TRUE,"pitch","5d3edc1e-0a77-4eef-aae9-04c56d56830f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3071,1.4458,NA,131.21,131.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,6,1,77,"bottom",9,"2023-09-17T22:50:29.099Z","2023-09-17T22:51:20.944Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,85.3,11,0.9,0.4039,6.5869,27.3387,-13.6434,-3.751,9.9339,-0.3728,3.9586,3.4358,-135.1969,-1.7555,-1.168,50.004,5.5657,-6.9982,24,3.6,24,2111,208,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.9,6.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",5,"2023-09-17T22:50:04.901Z","2023-09-17T22:50:08.336Z",TRUE,"pitch","4100485d-851c-414e-adbd-9238e469ac30",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,1,NA,NA,3.28,1.54,NA,133.18,224.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,80.2,13,0.9,0.4356,6.4144,21.5445,-26.0721,-8.0957,3.7961,-0.4245,0.5445,4.835,-125.0173,-6.474,-1.3165,50.0031,5.2638,-13.0135,24,7.2,24,1555,239,NA,NA,NA,NA,NA,NA,TRUE,-30.8,5.9,13.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",3,"2023-09-17T22:49:45.248Z","2023-09-17T22:49:48.248Z",TRUE,"pitch","8406b997-3fa3-4ef5-817f-328b48c44938",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.28,1.54,NA,128.81,188.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.4,79.3,7,0.89,0.4384,6.4003,22.075,-27.7885,-9.4666,2.7685,-0.3098,1.8507,5.289,-124.3676,-3.1509,-1.2206,50.0047,5.409,-15.0132,26.4,8.4,24,1614,241,NA,NA,NA,NA,NA,NA,FALSE,-32.5,4.6,16.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",2,"2023-09-17T22:49:31.954Z","2023-09-17T22:49:34.992Z",TRUE,"pitch","276cb833-ea7f-44f7-b4c4-76fda65b0f35",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2792,1.4671,NA,102.61,217.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87.7,14,0.87,0.3965,6.5825,26.6266,-19.4692,-10.0527,6.5554,0.3776,0.8057,7.9604,-137.4385,-8.5513,-1.2311,50.0063,5.2479,-19.4941,40.8,6,24,2024,212,NA,NA,NA,NA,NA,NA,FALSE,-19.9,10.4,16.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",1,"2023-09-17T22:49:18.177Z","2023-09-17T22:49:21.177Z",TRUE,"pitch","cf2625b3-a205-4938-8d69-ab1ad5a07901",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.28,1.54,NA,133.72,202.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.9,79.1,13,0.9,0.4405,6.3506,21.2859,-26.3272,-7.5427,3.7222,-0.4385,1.3435,4.5876,-123.6533,-4.388,-1.3242,50.0046,5.3128,-11.8519,22.8,7.2,24,1570,242,NA,NA,NA,NA,NA,NA,FALSE,-31.3,6.1,12.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",0,"2023-09-17T22:49:05.258Z","2023-09-17T22:49:09.163Z",TRUE,"pitch","7966a2ab-ce14-4ffb-b0f1-dba1bd9a9645",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2792,1.4671,NA,149.1,161.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,73.5,11,0.92,0.4747,6.2841,18.5502,-40.1329,1.6035,-5.8875,-0.8422,2.8584,0.8601,-114.8016,2.4054,-1.4283,50.0004,5.6659,2.1688,3.6,12,24,2273,35,NA,NA,NA,NA,NA,NA,FALSE,-53.4,-10,-3.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716537,"2023-09-17",4,"2023-09-17T22:49:54.070Z","2023-09-17T22:50:04.901Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,641487,"/api/v1/people/641487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","J.P. Crawford strikes out swinging.",0,6,1,76,"bottom",9,"2023-09-17T22:49:02.845Z","2023-09-17T22:50:08.336Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",694813,"Gavin Stone","/api/v1/people/694813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
