"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716536,"2023-09-17",3,"2023-09-18T02:19:17.813Z","2023-09-18T02:19:25.975Z",TRUE,"pitch","62b55880-a6be-4b9a-aee1-ba24a4ce9786",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,2.85,1.39,NA,123.62,182,"line_drive","medium","9",186.16,75.59,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Miles Mastrobuoni lines out to right fielder Jake McCarthy.",0,2,6,75,"top",9,"2023-09-18T02:18:44.770Z","2023-09-18T02:19:25.975Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.9,5,0.9,0.3997,5.9468,32.3433,-14.5244,-5.6726,9.2946,-0.1738,2.1028,6.6578,-137.3908,-6.4795,-1.8991,50.0044,5.4912,-10.7737,30,3.6,24,2143,226,98.6,22,341,NA,NA,NA,TRUE,-15.4,15.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",2,"2023-09-18T02:19:01.820Z","2023-09-18T02:19:04.820Z",TRUE,"pitch","61d2ca16-9a5f-4fe4-8521-eddd57b820ab",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1721,1.3882,NA,108.95,214.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Miles Mastrobuoni lines out to right fielder Jake McCarthy.",0,2,6,75,"top",9,"2023-09-18T02:18:44.770Z","2023-09-18T02:19:25.975Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.7,14,0.91,0.397,5.9498,32.855,-13.4753,-5.3419,9.7177,0.2111,0.8888,7.6478,-138.3243,-9.6091,-1.9045,50.0044,5.3268,-10.281,28.8,3.6,24,2191,219,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",1,"2023-09-18T02:18:47.087Z","2023-09-18T02:18:50.087Z",TRUE,"pitch","060708e6-3038-4b9b-8f88-abdd0420085e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2053,1.3882,NA,171.54,181.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Lineout","field_out","Miles Mastrobuoni lines out to right fielder Jake McCarthy.",0,2,6,75,"top",9,"2023-09-18T02:18:44.770Z","2023-09-18T02:19:25.975Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.3,13,0.91,0.3927,5.891,34.3085,-14.4691,-5.4967,9.0069,-1.4308,2.1109,4.0537,-139.9592,-6.7028,-2.1906,50.0032,5.5012,-10.8046,31.2,3.6,24,2216,224,NA,NA,NA,NA,NA,NA,FALSE,-14.8,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",0,"2023-09-18T02:18:22.959Z","2023-09-18T02:18:47.087Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Miles Mastrobuoni replaces Patrick Wisdom.","Offensive Substitution",2,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,670156,"/api/v1/people/670156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","75","atBat","Lineout","field_out","Miles Mastrobuoni lines out to right fielder Jake McCarthy.",0,2,6,75,"top",9,"2023-09-18T02:18:44.770Z","2023-09-18T02:19:25.975Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,621550,"/api/v1/people/621550",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",1,"2023-09-18T02:17:52.460Z","2023-09-18T02:18:00.188Z",TRUE,"pitch","8df90008-7695-494e-ab33-52fce879e15e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.45,1.66,NA,109.55,189.63,"ground_ball","medium","3",150.39,160.98,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Mike Tauchman grounds out, first baseman Christian Walker to pitcher Bryce Jarvis.",0,2,6,74,"top",9,"2023-09-18T02:17:22.038Z","2023-09-18T02:18:00.188Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.6,74.9,8,0.9,0.463,5.8199,24.7024,-40.4088,6.3364,-5.8171,0.1953,1.8205,2.7661,-118.7298,-0.8604,-1.8115,50.0058,5.895,8.9633,13.2,12,24,2174,31,84.8,-17,7,NA,NA,NA,TRUE,-51.8,-10.4,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",0,"2023-09-18T02:17:36.751Z","2023-09-18T02:17:40.082Z",TRUE,"pitch","95ec79e2-300c-4ee0-bcec-35722e407419",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6708,1.6725,NA,106.44,178.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Mike Tauchman grounds out, first baseman Christian Walker to pitcher Bryce Jarvis.",0,2,6,74,"top",9,"2023-09-18T02:17:22.038Z","2023-09-18T02:18:00.188Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,643565,"Mike Tauchman","/api/v1/people/643565","L","Left",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.6,9,0.91,0.3928,5.8634,32.5125,-14.7013,-6.5786,8.8809,0.277,2.2209,8.4526,-139.6297,-6.5883,-1.9399,50.0017,5.5848,-12.9421,34.8,3.6,24,2251,220,NA,NA,NA,NA,NA,NA,FALSE,-15,14.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",5,"2023-09-18T02:17:06.192Z","2023-09-18T02:17:12.984Z",TRUE,"pitch","f99ea27f-39e4-4834-885b-2581eff368f6",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.15,1.45,NA,77.88,167.63,"line_drive","medium","6",116.4,147.62,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Seiya Suzuki lines out to shortstop Geraldo Perdomo.",0,2,6,73,"top",9,"2023-09-18T02:15:05.973Z","2023-09-18T02:17:12.984Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,76.9,12,0.9,0.4515,5.7187,23.508,-34.7663,3.493,-1.7393,1.0264,2.6354,6.9122,-121.2691,0.296,-2.3136,50.0025,5.5421,5.2063,10.8,9.6,24,2478,56,93.9,8,158,NA,NA,NA,TRUE,-42.1,-2.8,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",4,"2023-09-18T02:16:46.218Z","2023-09-18T02:16:49.434Z",TRUE,"pitch","58016e48-9a64-4998-98ff-e5da78670d43",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.15,1.45,NA,82.47,155.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Seiya Suzuki lines out to shortstop Geraldo Perdomo.",0,2,6,73,"top",9,"2023-09-18T02:15:05.973Z","2023-09-18T02:17:12.984Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.6,12,0.91,0.3923,5.732,32.5973,-13.158,-5.46,9.6403,0.9058,3.0687,9.6704,-139.8108,-5.0115,-1.8942,50.0034,5.7535,-10.7719,31.2,3.6,24,2210,217,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",2,"2023-09-18T02:16:20.093Z","2023-09-18T02:16:23.777Z",TRUE,"pitch","432a9627-ce77-46f6-807d-3c2249ba1d17",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.2053,1.4482,NA,102.29,171.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Seiya Suzuki lines out to shortstop Geraldo Perdomo.",0,2,6,73,"top",9,"2023-09-18T02:15:05.973Z","2023-09-18T02:17:12.984Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.4,6,0.9,0.4527,5.5271,24.8371,-35.8318,3.3796,-2.4709,0.386,2.4941,5.5959,-121.2371,0.4447,-2.3958,50.0026,5.4486,5.0037,9.6,9.6,24,2656,60,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-4.1,-7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716536,"2023-09-17",1,"2023-09-18T02:16:01.313Z","2023-09-18T02:16:04.313Z",TRUE,"pitch","8f5df4a5-03ed-4ee7-9012-dcaa09fea310",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2385,1.5406,NA,51.53,182.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Seiya Suzuki lines out to shortstop Geraldo Perdomo.",0,2,6,73,"top",9,"2023-09-18T02:15:05.973Z","2023-09-18T02:17:12.984Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,673548,"Seiya Suzuki","/api/v1/people/673548","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.1,14,0.9,0.4448,5.8233,24.7395,-32.4793,3.711,-0.1972,1.7177,2.0772,8.1894,-123.2028,-1.5517,-2.1331,50.0043,5.4631,5.6976,12,8.4,24,2585,53,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-0.5,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
