"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718030,"2023-05-25",2,"2023-05-25T19:06:02.845Z","2023-05-25T19:06:08.375Z",TRUE,"pitch","afd641b5-c515-45a9-8bf9-1d39a6f2dbe4",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.08,1.47,NA,108.3,201.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,2,1,72,"bottom",9,"2023-05-25T19:05:19.715Z","2023-05-25T19:06:08.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.5,8,0.9,0.4414,5.5699,26.2227,-28.0325,-1.2283,2.6605,0.2283,1.3872,5.2217,-124.3392,-6.7826,-1.7444,50.0032,6.4936,-1.9129,2.4,7.2,24,2458,297,NA,NA,NA,NA,NA,NA,TRUE,-34.2,3.4,1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",1,"2023-05-25T19:05:44.001Z","2023-05-25T19:05:47.456Z",TRUE,"pitch","026389a2-7280-4aaf-a53f-59936bc412a8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.08,1.47,NA,133.64,174.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,2,1,72,"bottom",9,"2023-05-25T19:05:19.715Z","2023-05-25T19:06:08.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,78.5,4,0.9,0.4425,5.4091,23.8925,-29.7388,-0.5754,1.5678,-0.4366,2.3855,3.6237,-123.6236,-4.2788,-1.8446,50.0034,6.6261,-0.8942,0,8.4,24,2537,163,NA,NA,NA,NA,NA,NA,FALSE,-35.6,2.2,0.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",0,"2023-05-25T19:05:24.994Z","2023-05-25T19:05:28.371Z",TRUE,"pitch","52ec7fb3-e2c2-4ec3-b723-e2b7ebb42c1d",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.08,1.47,NA,83.32,168.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Luke Maile strikes out swinging.",0,2,1,72,"bottom",9,"2023-05-25T19:05:19.715Z","2023-05-25T19:06:08.375Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,571912,"Luke Maile","/api/v1/people/571912","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.1,12,0.91,0.4385,5.5258,24.7565,-28.2327,0.5458,2.4892,0.8835,2.5904,6.2055,-124.8398,-4.2672,-1.7035,50.0005,6.6416,0.8612,3.6,7.2,24,2502,162,NA,NA,NA,NA,NA,NA,FALSE,-33.4,3.7,-2.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",0,"2023-05-25T19:04:39.626Z","2023-05-25T19:04:49.140Z",TRUE,"pitch","faf0fb86-0535-41bc-978a-ea8490ba87fb",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.4,1.57,NA,109.29,169.02,"line_drive","hard","7",60.15,100.39,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Stuart Fairchild singles on a sharp line drive to left fielder Juan Yepez. Spencer Steer scores.",1,2,1,71,"bottom",9,"2023-05-25T19:04:36.721Z","2023-05-25T19:04:49.140Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.7,5,0.9,0.4018,5.6255,31.3023,-13.5901,-4.8138,9.8858,0.2024,2.5836,6.1601,-136.544,-8.1472,-1.4621,50.0016,6.5499,-9.049,26.4,3.6,24,2406,203,105.3,15,252,NA,NA,NA,FALSE,-14.9,16.2,7.3,NA,NA,NA,FALSE,FALSE,656413,"Stuart Fairchild","/api/v1/people/656413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",3,"2023-05-25T19:04:07.198Z","2023-05-25T19:04:14.601Z",TRUE,"pitch","65a37a61-d36b-418b-8f04-86a76005c705",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.23,1.53,NA,71.63,197.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,2,0,70,"bottom",9,"2023-05-25T19:01:11.487Z","2023-05-25T19:04:14.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669222,"Nick Senzel","/api/v1/people/669222","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,78.4,14,0.89,0.4386,5.6307,30.4523,-26.4835,-1.6674,3.6172,1.1902,1.5282,7.0609,-125.886,-6.9371,-1.4597,50.001,6.525,-2.6219,2.4,7.2,24,2452,289,NA,NA,NA,NA,NA,NA,TRUE,-32.3,4.8,1.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,668715,"Spencer Steer","/api/v1/people/668715",NA,NA,NA,NA
718030,"2023-05-25",2,"2023-05-25T19:03:37.410Z","2023-05-25T19:03:42.856Z",TRUE,"pitch","2244a2bb-8067-46ca-96b9-b626e6d024b2",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,1,NA,NA,3.2616,1.5181,NA,87.3,226.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,2,0,70,"bottom",9,"2023-05-25T19:01:11.487Z","2023-05-25T19:04:14.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669222,"Nick Senzel","/api/v1/people/669222","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.9,14,0.86,0.4381,5.6439,23.2801,-28.7648,-3.9956,2.1447,0.7793,0.4727,7.1349,-124.6648,-9.0136,-1.5908,50.0005,6.4832,-6.3372,9.6,8.4,24,2544,246,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.2,5.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",1,"2023-05-25T19:03:15.637Z","2023-05-25T19:03:19.166Z",TRUE,"pitch","6da7e75c-c76d-4a27-941d-c88bfc7cb920",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.23,1.53,NA,125.93,165.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,2,0,70,"bottom",9,"2023-05-25T19:01:11.487Z","2023-05-25T19:04:14.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669222,"Nick Senzel","/api/v1/people/669222","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,2,0.89,0.4083,5.6038,31.8655,-11.8048,-5.6991,11.2033,-0.2342,2.7197,5.2543,-134.6389,-7.9304,-1.4797,50.0051,6.5578,-10.3639,33.6,3.6,24,2406,203,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.6,9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",0,"2023-05-25T19:02:57.406Z","2023-05-25T19:03:01.475Z",TRUE,"pitch","95d53b16-8952-47ea-944d-77934aea715e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2622,1.545,NA,76.16,177.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Nick Senzel strikes out swinging.",0,2,0,70,"bottom",9,"2023-05-25T19:01:11.487Z","2023-05-25T19:04:14.601Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669222,"Nick Senzel","/api/v1/people/669222","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.9,14,0.89,0.4069,5.5618,29.0354,-13.8896,-5.9094,9.9614,1.0714,2.2691,8.5877,-134.5824,-9.0035,-1.3922,50.0016,6.6401,-10.8463,30,3.6,24,2431,208,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.2,8.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718030,"2023-05-25",6,"2023-05-25T19:00:25.200Z","2023-05-25T19:00:36.101Z",TRUE,"pitch","fd12dc7d-569f-4ec2-95ad-fc324623a6da",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.2,1.55,NA,89.47,170.65,"line_drive","medium","8",91.6,68.62,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Cardinals challenged (tag play), call on the field was upheld: Spencer Steer doubles (13) on a line drive to center fielder Lars Nootbaar.",0,2,0,69,"bottom",9,"2023-05-25T18:58:04.180Z","2023-05-25T19:00:36.101Z",TRUE,FALSE,TRUE,FALSE,34,3,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.6,6,0.91,0.4467,5.5368,24.4401,-28.997,-0.6435,2.0878,0.7223,2.5233,5.767,-122.6677,-3.9523,-1.5764,50.0051,6.6298,-0.9812,0,8.4,24,2334,90,99.5,10,219,NA,NA,NA,FALSE,-35.4,3.1,-0.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,668715,"Spencer Steer","/api/v1/people/668715",FALSE,FALSE,"MA",138
718030,"2023-05-25",5,"2023-05-25T18:59:56.300Z","2023-05-25T19:00:02.172Z",TRUE,"pitch","615f87ac-efac-4439-8f26-ee57428a2408",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.2,1.55,NA,119.45,170.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Double","double","Cardinals challenged (tag play), call on the field was upheld: Spencer Steer doubles (13) on a line drive to center fielder Lars Nootbaar.",0,2,0,69,"bottom",9,"2023-05-25T18:58:04.180Z","2023-05-25T19:00:36.101Z",TRUE,FALSE,TRUE,FALSE,34,3,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.2,5,0.89,0.4052,5.6917,29.1691,-12.0999,-5.3225,10.846,-0.0644,2.5408,5.6357,-135.1233,-8.5066,-1.4846,50.0065,6.5782,-9.8546,32.4,3.6,24,2333,203,NA,NA,NA,NA,NA,NA,FALSE,-13.7,18,8.4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
